,range_male,range_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,female-male
0,0.3762923,0.37007317,"('unsociable', 'sociable')",0.6989762,0.63278335,-0.11663101,-0.18774548,0.3195458,0.2717037,-0.0478421
1,0.25096118,0.2718565,"('unfriendly', 'friendly')",0.09592229,-0.112005316,1.5018698,1.4311368,0.6162511,0.5303293,-0.0859218
2,0.5270151,0.5660096,"('unlikable', 'likable')",0.6744429,0.70268726,0.541559,0.55440784,0.5810057,0.6077015,0.0266958
3,-0.5653651,-0.45496863,"('repellent', 'pleasant')",0.7107451,0.7361332,0.8688953,0.89758295,0.3380918,0.3929158,0.054824
4,-0.68646556,-0.7743646,"('disliked', 'liked')",-0.32051384,-0.39824173,-7.3915124,-7.607756,-2.7994973,-2.9267874,-0.1272901
5,-1.7167487,-1.7490569,"('distant', 'outgoing')",-0.5396586,-0.5392428,-0.6046922,-0.67009026,-0.9536998,-0.98613,-0.0324302
6,-1.5745022,-1.6090072,"('distant', 'open')",-1.121825,-1.1680853,-0.32349437,-0.37378553,-1.0066072,-1.0502927,-0.0436855
7,1.1336608,1.2481015,"('insensitive', 'sensitive')",0.9210442,0.9231294,0.5274138,0.60042727,0.8607062,0.923886,0.0631798
8,0.14322835,0.11604667,"('unaffectionate', 'affectionate')",-0.59594446,-0.70000404,0.8811912,0.86460656,0.142825,0.0935497,-0.0492753
9,0.78756046,0.7996314,"('unaffectionate', 'caring')",0.3017637,0.22303301,1.2500235,1.3027442,0.7797826,0.7751362,-0.0046464
10,0.4940893,0.56814194,"('unsympathetic', 'sympathetic')",-0.13468283,-0.1716721,-0.3060667,-0.14239363,0.0177799,0.0846921,0.0669122
11,0.5564009,0.64188176,"('unhelpful', 'helpful')",1.032985,1.1088091,1.5043736,1.6496737,1.0312532,1.1334549,0.1022017
12,0.7139617,0.7917688,"('unsupportive', 'supportive')",1.0206563,1.0448637,-2.167596,-2.1567128,-0.144326,-0.1066934,0.0376326
13,1.3603749,1.3817278,"('impolite', 'polite')",0.4404875,0.50956917,-0.75341946,-0.7122962,0.3491476,0.3930003,0.0438527
14,0.7602071,0.81542885,"('antisocial', 'social')",1.029444,1.0302645,-0.03301477,-0.10678252,0.5855455,0.5796369,-0.0059086
15,1.2049072,1.113253,"('boring', 'funny')",-0.3076397,-0.32601678,-0.14902157,-0.21275139,0.2494153,0.1914949,-0.0579204
16,-0.5273696,-0.60403585,"('unpopular', 'popular')",-0.031470507,-0.12144595,0.13192889,0.06997916,-0.1423038,-0.2185009,-0.0761971
17,-0.23014846,-0.21144804,"('nasty', 'nice')",-0.18748003,-0.10562515,-0.5646393,-0.5224376,-0.3274226,-0.2798369,0.0475857
18,-0.6780933,-0.6598461,"('disagreeable', 'welcoming')",-0.33662906,-0.33401594,-0.50565445,-0.60676825,-0.5067923,-0.5335434,-0.0267511
19,-0.5954006,-0.5641868,"('inhospitable', 'hospitable')",-0.95503,-0.95604455,-0.70065445,-0.65402347,-0.7503617,-0.7247516,0.0256101
20,0.039194554,0.114024594,"('rough', 'thoughtful')",0.21796437,0.23778814,0.8269431,0.8156762,0.3613673,0.389163,0.0277957
21,1.450966,1.4372283,"('immoral', 'moral')",1.5322039,1.526233,-0.33608115,-0.22981045,0.882363,0.911217,0.028854
22,0.6561581,0.6534279,"('untrustworthy', 'trustworthy')",0.5519683,0.5198131,-0.81852883,-0.826159,0.1298658,0.115694,-0.0141718
23,1.3638865,1.4273261,"('insincere', 'sincere')",1.1614032,1.1044711,6.273893,6.3697524,2.933061,2.9671831,0.0341221
24,0.74649733,0.7634341,"('dishonest', 'honest')",0.3215972,0.33840165,0.6798623,0.7143417,0.5826523,0.6053925,0.0227402
25,0.20814991,0.3014552,"('egoistic', 'altruistic')",0.5227381,0.5406324,1.2698547,1.2347574,0.6669142,0.6922817,0.0253675
26,0.42432094,0.42206743,"('hardhearted', 'benevolent')",0.71816343,0.6364521,1.5703199,1.5196011,0.9042681,0.8593736,-0.0448945
27,-0.6449814,-0.56938124,"('hardhearted', 'softhearted')",0.057624787,0.11149093,1.4001665,1.328458,0.2709366,0.2901892,0.0192526
28,1.1993558,1.1655631,"('disloyal', 'loyal')",0.5135652,0.35565808,1.1356964,1.1290274,0.9495392,0.8834162,-0.066123
29,0.22775617,0.081601754,"('unfair', 'fair')",0.030788466,-0.07075396,-0.44061905,-0.5790744,-0.0606915,-0.1894089,-0.1287174
30,1.1259968,1.1862315,"('intolerant', 'tolerant')",1.203989,1.1541704,0.73075634,0.69622207,1.0202474,1.012208,-0.0080394
31,-1.4805458,-1.4452804,"('evil', 'good')",-1.503587,-1.5325056,-0.8491853,-0.9956361,-1.2777727,-1.324474,-0.0467013
32,0.36811513,0.43394217,"('unkind', 'kind')",0.30065876,0.2952158,0.6782728,0.6634104,0.4490155,0.4641894,0.0151739
33,1.1637555,1.0416563,"('wrong', 'right')",0.77755433,0.71655345,-0.6567203,-0.7078537,0.4281965,0.3501187,-0.0780778
34,-0.39178178,-0.3221974,"('mean', 'honorable')",-0.24991135,-0.21606895,5.7849236,5.9515414,1.7144101,1.8044251,0.090015
35,-0.5886957,-0.71889675,"('corrupt', 'incorrupt')",-1.3835669,-1.4245965,-0.43240145,-0.5728527,-0.8015547,-0.9054486,-0.1038939
36,-1.5276124,-1.5676847,"('hostile', 'amicable')",-2.4246082,-2.5550132,-0.110877134,-0.2674357,-1.354366,-1.4633778,-0.1090118
37,0.4660857,0.4527566,"('fake', 'genuine')",0.05041027,0.02822729,0.18467031,0.22382262,0.2337221,0.2349355,0.0012134
38,0.49846488,0.4836945,"('untruthful', 'truthful')",0.44294265,0.43691385,-0.426106,-0.37046343,0.1717672,0.1833816,0.0116144
39,1.4729897,1.5431877,"('exploitative', 'cooperative')",0.047984947,0.17683917,0.3053314,0.33364773,0.6087687,0.6845582,0.0757895
40,-0.69615585,-0.6669465,"('stingy', 'generous')",0.015600793,-0.046104416,-1.9730388,-2.1525164,-0.8845313,-0.9551891,-0.0706578
41,0.07076707,0.094290555,"('unforgiving', 'forgiving')",0.34417054,0.30454975,0.075152725,-0.061816197,0.1633634,0.1123414,-0.051022
42,-0.008245433,0.06497757,"('unreliable', 'reliable')",0.75364196,0.84198886,-3.4217827,-3.392803,-0.8921287,-0.8286122,0.0635165
43,1.0443821,1.1167495,"('irresponsible', 'responsible')",0.4065812,0.5247125,0.3318004,0.4274327,0.5942546,0.6896316,0.095377
44,-1.2531967,-1.2267774,"('prejudiced', 'unprejudiced')",-0.7625848,-0.65747637,-1.2424358,-1.2386243,-1.0860724,-1.0409594,0.045113
45,0.70292914,0.8142669,"('incompetent', 'competent')",0.7308614,0.6600659,0.0678069,0.0145586375,0.5005325,0.4962972,-0.0042353
46,0.53476673,0.58241737,"('uncompetitive', 'competitive')",1.3196167,1.3207386,-0.89799553,-0.86100954,0.318796,0.3473821,0.0285861
47,0.91501623,0.97439545,"('stupid', 'smart')",1.1032906,1.1690004,6.0846725,6.25461,2.7009932,2.7993355,0.0983423
48,0.9696331,0.93899894,"('unintelligent', 'intelligent')",1.0356853,0.949469,0.7154531,0.75320965,0.9069239,0.8805592,-0.0263647
49,-0.09323344,-0.080529645,"('unable', 'able')",-0.15170337,-0.12056734,-0.20065263,-0.103884675,-0.1485298,-0.1016605,0.0468693
50,-0.056572355,-0.070825145,"('clumsy', 'skillful')",0.2832573,0.25609317,-0.09569487,-0.1217323,0.0436634,0.0211786,-0.0224848
51,-0.91787887,-0.98671323,"('uneducated', 'educated')",-0.36728632,-0.42508402,-0.062076777,-0.07825038,-0.4490807,-0.4966826,-0.0476019
52,-0.33975953,-0.49410707,"('irrational', 'rational')",-0.27320707,-0.40377527,0.16312304,0.022592394,-0.1499479,-0.2917633,-0.1418154
53,-0.14589798,-0.113816425,"('uncreative', 'creative')",0.094151005,0.0015521981,0.36947447,0.3248373,0.1059092,0.0708577,-0.0350515
54,0.5346298,0.49344397,"('incapable', 'capable')",-0.26836216,-0.35016814,0.5549494,0.66248107,0.273739,0.2685856,-0.0051534
55,0.8340892,0.9331862,"('incompetent', 'clever')",0.540225,0.5313478,0.39886153,0.44928092,0.5910586,0.6379383,0.0468797
56,1.9076859,1.9246198,"('impractical', 'practical')",1.3891912,1.4292927,-0.5959332,-0.5367968,0.9003146,0.9390385,0.0387239
57,0.039795496,0.080005005,"('unimaginative', 'imaginative')",0.23864453,0.13424167,-3.2212472,-3.2051365,-0.9809357,-0.9969633,-0.0160276
58,0.14652961,0.12527384,"('undiscriminating', 'discriminating')",0.7144082,0.6439895,-0.018337846,-0.09508637,0.2808667,0.2247256,-0.0561411
59,0.9571109,0.85510266,"('foolish', 'wise')",0.99285734,0.9841627,0.03234022,0.05557832,0.6607695,0.6316146,-0.0291549
60,1.5495828,1.6795065,"('inefficient', 'efficient')",1.7764493,1.8828135,-0.048476428,0.11884038,1.0925186,1.2270535,0.1345349
61,0.6542954,0.5609137,"('illogical', 'logical')",0.7952735,0.6495414,0.6114569,0.4750638,0.6870085,0.5618396,-0.1251689
62,0.83264935,0.9087526,"('incompetent', 'brilliant')",0.8142748,0.8725152,0.1304777,0.24972206,0.5924673,0.6769966,0.0845293
63,0.023373209,0.10645757,"('unperceptive', 'insightful')",1.2653731,1.2364244,0.33923274,0.38260347,0.5426597,0.5751619,0.0325022
64,0.2892596,0.20877492,"('shy', 'confident')",0.93219674,0.9358703,-6.841485,-6.9174848,-1.8733428,-1.9242798,-0.050937
65,0.82406217,0.82768834,"('insecure', 'secure')",0.24149603,0.29571876,-0.10192214,0.00013965135,0.321212,0.3745156,0.0533036
66,-0.6352313,-0.60051,"('inactive', 'active')",-0.9627644,-0.9019466,0.61214596,0.5765923,-0.3286166,-0.3086214,0.0199952
67,0.8290457,0.7513539,"('doubtful', 'determined')",0.9183724,0.97853035,-0.41000867,-0.41532582,0.4458032,0.4381862,-0.007617
68,-0.5975174,-0.6425979,"('dependent', 'independent')",-0.62397206,-0.6267643,-0.93091637,-0.9741291,-0.7174686,-0.7478304,-0.0303618
69,-0.32536933,-0.38404334,"('lazy', 'industrious')",0.55903155,0.617788,-1.0128402,-1.1283559,-0.259726,-0.2982037,-0.0384777
70,-0.23692854,-0.15012689,"('lethargic', 'energetic')",0.43610424,0.4969619,0.14976488,0.20562966,0.1163135,0.1841549,0.0678414
71,1.3649931,1.4070841,"('diffident', 'self-confident')",1.1375889,1.1291949,0.37807882,0.3971919,0.9602203,0.9778237,0.0176034
72,0.4160876,0.4031867,"('unambitious', 'ambitious')",0.4047035,0.38933784,-0.31898257,-0.19683231,0.1672695,0.1985641,0.0312946
73,0.2586055,0.19752878,"('helpless', 'self-reliant')",0.36736995,0.29696068,-3.529235,-3.556223,-0.9677531,-1.0205778,-0.0528247
74,0.92322475,1.0178156,"('undedicated', 'dedicated')",0.582833,0.5568004,-0.45086038,-0.5123299,0.3517325,0.3540954,0.0023629
75,-0.94339377,-0.968965,"('meek', 'impulsive')",-0.4584989,-0.50698054,-0.6688441,-0.65073633,-0.6902456,-0.7088939,-0.0186483
76,0.53170866,0.624961,"('anxious', 'daring')",0.6832671,0.7930089,-0.120114386,-0.031240702,0.3649538,0.4622431,0.0972893
77,0.74421763,0.788619,"('unmotivated', 'motivated')",1.3699416,1.3297935,-1.3040762,-1.1639403,0.2700276,0.3181574,0.0481298
78,-0.058009185,0.009234787,"('nonresilient', 'resilient')",0.42621166,0.3997243,0.015952198,0.075236104,0.1280516,0.1613984,0.0333468
79,-0.54491055,-0.60767967,"('wavering', 'unwavering')",-1.3878435,-1.4891493,-0.45847434,-0.423711,-0.7970761,-0.84018,-0.0431039
80,-0.20319271,-0.19185366,"('dominated', 'dominating')",0.59223384,0.6961992,-0.64900875,-0.4961163,-0.0866559,0.0027431,0.089399
81,0.40246475,0.44109163,"('submissive', 'aggressive')",1.2454135,1.228553,-0.503526,-0.3477102,0.3814508,0.4406448,0.059194
82,-0.09834004,-0.028758831,"('poor', 'rich')",0.13039087,0.12282263,6.745915,6.826722,2.2593218,2.3069286,0.0476068
83,0.14948188,0.18008408,"('powerless', 'powerful')",0.07430763,0.07459782,-1.0206479,-0.99720347,-0.2656195,-0.2475072,0.0181123
84,0.8875284,0.7685854,"('inferior', 'superior')",0.57808125,0.53189623,0.64694625,0.5729709,0.7041853,0.6244841,-0.0797012
85,-0.37540767,-0.4370134,"('insignificant', 'prestigious')",-0.18718156,-0.320188,0.06859328,-0.034781933,-0.1646653,-0.2639944,-0.0993291
86,-0.41470087,-0.4933868,"('uninfluential', 'influential')",-0.068551734,-0.20753327,-0.25482383,-0.28214854,-0.2460255,-0.3276895,-0.081664
87,0.39256543,0.35849193,"('unsuccessful', 'successful')",0.7687526,0.75153685,0.61166465,0.66188544,0.5909942,0.5906381,-0.0003561
88,-0.37210268,-0.4091268,"('low', 'eminent')",-0.16497931,-0.2386238,-0.2236416,-0.22017711,-0.2535745,-0.2893092,-0.0357347
