,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.1651762,-1.4052025,"('unsociable', 'sociable')",0.11919523,-0.024916025,-0.17880096,-0.3475876,-0.4082606,-0.5925687,-0.1843081
1,-1.3022417,-1.4467033,"('unfriendly', 'friendly')",0.5572169,0.32978052,0.59573483,0.45194262,-0.0497633,-0.2216601,-0.1718968
2,1.0587947,1.0794146,"('unlikable', 'likable')",1.4291048,1.3696722,1.1332839,1.1115636,1.2070611,1.1868834,-0.0201777
3,0.46797037,0.5011582,"('repellent', 'pleasant')",-0.1739419,-0.099845886,1.0808343,1.0889184,0.4582876,0.4967436,0.038456
4,0.09231989,-0.0054167453,"('disliked', 'liked')",0.720399,0.4856744,-6.110842,-6.2988653,-1.7660411,-1.9395359,-0.1734948
5,-1.1640744,-1.1413771,"('distant', 'outgoing')",0.2554325,0.18342105,-1.0118353,-1.0304306,-0.6401591,-0.6627955,-0.0226364
6,-1.7646096,-1.7460619,"('distant', 'open')",-0.22517353,-0.3774826,-1.0822352,-1.1263059,-1.024006,-1.0832834,-0.0592774
7,0.13207686,0.047406644,"('insensitive', 'sensitive')",0.5951093,0.63436836,0.23130757,0.25676063,0.3194979,0.3128452,-0.0066527
8,-1.2977164,-1.3798976,"('unaffectionate', 'affectionate')",-0.40515324,-0.5588643,0.014511131,-0.055384204,-0.5627862,-0.6647154,-0.1019292
9,-1.1539665,-1.2926396,"('unaffectionate', 'caring')",0.3718958,0.26062965,0.4940224,0.43947232,-0.0960161,-0.1975125,-0.1014964
10,-0.3365832,-0.5322423,"('unsympathetic', 'sympathetic')",-0.5753693,-0.6650741,-0.61348313,-0.640796,-0.5084786,-0.6127041,-0.1042255
11,-0.03353416,-0.10103029,"('unhelpful', 'helpful')",0.3679224,0.4606435,1.508289,1.5298723,0.6142257,0.6298285,0.0156028
12,-0.36174372,-0.46947366,"('unsupportive', 'supportive')",0.6781726,0.66174686,-2.034164,-2.0753012,-0.5725784,-0.627676,-0.0550976
13,-0.03957483,-0.07238205,"('impolite', 'polite')",-0.11315576,0.01724264,-0.79910105,-0.802053,-0.3172772,-0.2857308,0.0315464
14,0.24672031,0.17939845,"('antisocial', 'social')",1.028322,1.0318643,0.5378769,0.38570106,0.6043064,0.5323213,-0.0719851
15,-0.103688866,-0.21918009,"('boring', 'funny')",0.1298413,0.020048529,-0.28217384,-0.3904173,-0.0853405,-0.1965163,-0.1111758
16,-0.6129399,-0.6832187,"('unpopular', 'popular')",-0.04350581,-0.20460328,0.4907187,0.33012664,-0.0552423,-0.1858985,-0.1306562
17,0.14852466,0.12413366,"('nasty', 'nice')",-0.79125845,-0.7197136,-0.6643199,-0.64636886,-0.4356846,-0.4139829,0.0217017
18,-1.1583993,-1.1027533,"('disagreeable', 'welcoming')",-0.9342325,-1.0172038,-0.8332381,-0.8561347,-0.97529,-0.9920305,-0.0167405
19,-1.5522246,-1.559938,"('inhospitable', 'hospitable')",-0.97912234,-1.0501015,-1.3031645,-1.1963671,-1.2781705,-1.2688022,0.0093683
20,-0.12845732,-0.15438132,"('rough', 'thoughtful')",-0.116879374,-0.012232598,0.47634035,0.4881642,0.0770012,0.1071834,0.0301822
21,0.67455226,0.51222897,"('immoral', 'moral')",1.3918662,1.3255736,0.029484374,0.017184854,0.6986342,0.6183291,-0.0803051
22,-0.09665592,-0.1645172,"('untrustworthy', 'trustworthy')",-0.716365,-0.81479424,-0.5407754,-0.6193692,-0.4512654,-0.5328936,-0.0816282
23,-0.50834745,-0.6824724,"('insincere', 'sincere')",-0.09683062,-0.12209975,5.1320696,5.063636,1.5089639,1.4196879,-0.089276
24,-0.24069208,-0.25105214,"('dishonest', 'honest')",0.65831816,0.6647904,0.43836594,0.43188986,0.2853307,0.281876,-0.0034547
25,-0.036239337,-0.046891645,"('egoistic', 'altruistic')",0.9377303,0.8619777,0.9515232,0.9241047,0.6176714,0.5797303,-0.0379411
26,-0.7869179,-0.90742743,"('hardhearted', 'benevolent')",0.6628322,0.5524359,1.4123156,1.3125037,0.42941,0.3191707,-0.1102393
27,-0.45716664,-0.37718156,"('hardhearted', 'softhearted')",0.051814653,0.14905204,0.46863765,0.44895622,0.0210952,0.0736089,0.0525137
28,-0.26186448,-0.4599321,"('disloyal', 'loyal')",0.466729,0.26635605,1.1068298,1.0479304,0.4372314,0.2847848,-0.1524466
29,-0.12866461,-0.15104769,"('unfair', 'fair')",-0.3721984,-0.40062815,-0.10715514,-0.20992506,-0.2026727,-0.253867,-0.0511943
30,-0.046120577,-0.149095,"('intolerant', 'tolerant')",0.70969874,0.680647,0.7371386,0.65108323,0.4669056,0.3942118,-0.0726938
31,-1.0941253,-0.96493524,"('evil', 'good')",-1.035961,-1.127568,-1.4303528,-1.4665265,-1.186813,-1.1863433,0.0004697
32,-0.43211743,-0.5471014,"('unkind', 'kind')",0.06640103,0.061775908,0.6604552,0.5049637,0.0982463,0.0065461,-0.0917002
33,0.31183946,0.30116048,"('wrong', 'right')",1.0860608,0.9854024,-0.879297,-0.9223164,0.1728677,0.1214155,-0.0514522
34,0.02378469,0.10046719,"('mean', 'honorable')",0.29003924,0.35386133,4.658354,4.886612,1.6573925,1.7803135,0.122921
35,0.63677907,0.6625755,"('corrupt', 'incorrupt')",-0.49059704,-0.5749189,-0.7317152,-0.7855794,-0.1951777,-0.2326409,-0.0374632
36,-0.16083889,-0.28483072,"('hostile', 'amicable')",-0.5595437,-0.8694475,-0.6080206,-0.7495357,-0.4428011,-0.6346047,-0.1918036
37,0.606553,0.5765895,"('fake', 'genuine')",0.2631125,0.21924785,-0.21465679,-0.18693934,0.2183362,0.202966,-0.0153702
38,-0.69908065,-0.77656883,"('untruthful', 'truthful')",0.26373032,0.15787797,-0.3576212,-0.33884776,-0.2643238,-0.3191795,-0.0548557
39,0.3877851,0.46336308,"('exploitative', 'cooperative')",0.06441066,0.26198998,0.273973,0.30760464,0.2420563,0.3443192,0.1022629
40,0.45189315,0.41761887,"('stingy', 'generous')",0.32430753,0.19330882,-2.0382755,-2.1622157,-0.4206916,-0.517096,-0.0964044
