,swivel_male,swivel_female,tuple,average_male,average_female,female-male
0,-0.3384383,-0.40650985,"('unsociable', 'sociable')",-0.3384383,-0.4065098,-0.0680715
1,-0.8836274,-0.96481556,"('unfriendly', 'friendly')",-0.8836274,-0.9648156,-0.0811882
2,0.12698948,0.07422423,"('unlikable', 'likable')",0.1269895,0.0742242,-0.0527653
3,-0.21717326,0.013180321,"('repellent', 'pleasant')",-0.2171733,0.0131803,0.2303536
4,-2.890645,-3.0734732,"('disliked', 'liked')",-2.890645,-3.0734732,-0.1828282
5,-0.30908322,-0.38384533,"('distant', 'outgoing')",-0.3090832,-0.3838453,-0.0747621
6,-0.59491026,-0.621502,"('distant', 'open')",-0.5949103,-0.621502,-0.0265917
7,0.0054533463,0.24894583,"('insensitive', 'sensitive')",0.0054533,0.2489458,0.2434925
8,-1.304801,-1.4540018,"('unaffectionate', 'affectionate')",-1.304801,-1.4540018,-0.1492008
9,-0.9822577,-0.99939865,"('unaffectionate', 'caring')",-0.9822577,-0.9993986,-0.0171409
10,-0.4776676,-0.37308738,"('unsympathetic', 'sympathetic')",-0.4776676,-0.3730874,0.1045802
11,0.6521353,0.717888,"('unhelpful', 'helpful')",0.6521353,0.717888,0.0657527
12,-1.5390291,-1.4796267,"('unsupportive', 'supportive')",-1.5390291,-1.4796267,0.0594024
13,-0.42133823,-0.5454837,"('impolite', 'polite')",-0.4213382,-0.5454837,-0.1241455
14,0.60530263,0.62373,"('antisocial', 'social')",0.6053026,0.62373,0.0184274
15,0.50991493,0.3537744,"('boring', 'funny')",0.5099149,0.3537744,-0.1561405
16,-0.47113565,-0.46209437,"('unpopular', 'popular')",-0.4711356,-0.4620944,0.0090412
17,-0.53169256,-0.6162205,"('nasty', 'nice')",-0.5316926,-0.6162205,-0.0845279
18,-0.6267884,-0.6196736,"('disagreeable', 'welcoming')",-0.6267884,-0.6196736,0.0071148
19,-1.2021493,-1.1947936,"('inhospitable', 'hospitable')",-1.2021493,-1.1947936,0.0073557
20,0.7267331,0.88449365,"('rough', 'thoughtful')",0.7267331,0.8844936,0.1577605
21,0.12647085,0.21521716,"('immoral', 'moral')",0.1264708,0.2152172,0.0887464
22,0.08280562,0.12866318,"('untrustworthy', 'trustworthy')",0.0828056,0.1286632,0.0458576
23,1.903737,2.0269678,"('insincere', 'sincere')",1.9037369,2.0269678,0.1232309
24,-0.2205042,-0.16475059,"('dishonest', 'honest')",-0.2205042,-0.1647506,0.0557536
25,-0.03672619,-0.02808044,"('egoistic', 'altruistic')",-0.0367262,-0.0280804,0.0086458
26,-0.2751879,-0.53402156,"('hardhearted', 'benevolent')",-0.2751879,-0.5340216,-0.2588337
27,0.6318619,0.65082985,"('hardhearted', 'softhearted')",0.6318619,0.6508299,0.018968
28,-0.37576142,-0.456483,"('disloyal', 'loyal')",-0.3757614,-0.456483,-0.0807216
29,0.19886309,0.19235241,"('unfair', 'fair')",0.1988631,0.1923524,-0.0065107
30,0.01765901,-0.11402558,"('intolerant', 'tolerant')",0.017659,-0.1140256,-0.1316846
31,-1.0508249,-1.1907588,"('evil', 'good')",-1.0508249,-1.1907588,-0.1399339
32,0.024191834,-0.07112594,"('unkind', 'kind')",0.0241918,-0.0711259,-0.0953177
33,-0.2524645,-0.3612572,"('wrong', 'right')",-0.2524645,-0.3612572,-0.1087927
34,1.5540228,1.8017997,"('mean', 'honorable')",1.5540228,1.8017997,0.2477769
35,-0.28076082,-0.33332282,"('corrupt', 'incorrupt')",-0.2807608,-0.3333228,-0.052562
36,-1.610831,-1.7589895,"('hostile', 'amicable')",-1.610831,-1.7589895,-0.1481585
37,-0.09053424,-0.086879745,"('fake', 'genuine')",-0.0905342,-0.0868797,0.0036545
38,-0.24831541,-0.24251397,"('untruthful', 'truthful')",-0.2483154,-0.242514,0.0058014
39,0.48969582,0.49656352,"('exploitative', 'cooperative')",0.4896958,0.4965635,0.0068677
40,-1.3780485,-1.340558,"('stingy', 'generous')",-1.3780485,-1.3405581,0.0374904
41,-0.33904728,-0.53432,"('unforgiving', 'forgiving')",-0.3390473,-0.53432,-0.1952727
42,-0.9294867,-0.8936769,"('unreliable', 'reliable')",-0.9294867,-0.8936769,0.0358098
43,-0.041608255,-0.030781966,"('irresponsible', 'responsible')",-0.0416083,-0.030782,0.0108263
