,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.4068,-0.48204923,"('unsociable', 'sociable')",0.3031105,0.12885743,-0.15128635,-0.287616,-0.084992,-0.2136026,-0.1286106
1,-0.6881735,-0.69976854,"('unfriendly', 'friendly')",0.5412872,0.42338222,1.9051245,1.8287649,0.5860794,0.5174596,-0.0686198
2,0.5733402,0.6994906,"('unlikable', 'likable')",2.6162906,2.7420585,0.6938485,0.77414054,1.294493,1.4052299,0.1107369
3,-0.54937166,-0.4392111,"('repellent', 'pleasant')",0.0008486109,0.02636398,0.5345349,0.62806284,-0.0046627,0.0717386,0.0764013
4,-0.35774863,-0.41070312,"('disliked', 'liked')",-0.0013058959,-0.061267402,-5.4626894,-5.594286,-1.9405813,-2.0220855,-0.0815042
5,-0.48500296,-0.4439029,"('distant', 'outgoing')",1.0472723,1.0556574,-0.073919386,-0.090205744,0.1627833,0.1738496,0.0110663
6,-0.40395838,-0.31717938,"('distant', 'open')",0.5222781,0.5633653,0.4319749,0.3893601,0.1834315,0.2118487,0.0284172
7,0.33584237,0.33474422,"('insensitive', 'sensitive')",0.28885543,0.2974703,0.25588843,0.27691913,0.2935288,0.3030446,0.0095158
8,-0.28718737,-0.22605076,"('unaffectionate', 'affectionate')",-0.2333182,-0.22349937,0.5575246,0.53579473,0.0123397,0.0287482,0.0164085
9,0.36418217,0.43357465,"('unaffectionate', 'caring')",0.85883844,0.87891454,0.9265008,0.8841759,0.7165071,0.7322217,0.0157146
10,0.5659034,0.6332014,"('unsympathetic', 'sympathetic')",-0.19071952,-0.19655143,0.15355587,0.1649833,0.1762466,0.2005444,0.0242978
11,0.6376778,0.7537813,"('unhelpful', 'helpful')",0.660167,0.6263176,1.776636,1.8164779,1.0248269,1.0655256,0.0406987
12,0.7711469,0.927437,"('unsupportive', 'supportive')",1.4848635,1.6242331,-1.8006344,-1.8295938,0.151792,0.2406921,0.0889001
