,smith_male,smith_female,tuple,a_male,a_female,o_male,o_female,corp_male,corp_female,average_male,average_female,female-male
0,1.5319961,1.1985097,"('unsociable', 'sociable')",1.3360915,1.0230799,0.75566226,0.5250596,0.3401708,0.1539707,0.9909802,0.725155,-0.2658252
1,-0.80267215,-0.7950291,"('unfriendly', 'friendly')",-1.4638901,-1.3550109,-1.1651739,-0.9851303,1.3466029,1.2066059,-0.5212833,-0.4821411,0.0391422
2,1.7193016,1.733493,"('unlikable', 'likable')",1.7034384,1.765058,1.5612642,1.5315113,0.6593401,0.5517183,1.410836,1.3954451,-0.0153909
3,1.3189148,1.5008643,"('repellent', 'pleasant')",1.1598693,1.1778657,1.4476674,1.4271559,1.5448976,1.4786166,1.3678372,1.3961257,0.0282885
4,-1.6647955,-1.7342798,"('disliked', 'liked')",-0.29031426,-0.3605702,-0.08149618,-0.10355628,-7.0911884,-7.220357,-2.2819486,-2.3546908,-0.0727422
5,-2.2791219,-2.1773741,"('distant', 'outgoing')",-1.4636161,-1.3475059,-0.5575592,-0.29370463,-0.29268032,-0.28577247,-1.1482444,-1.0260892,0.1221552
6,-2.1357036,-1.9533488,"('distant', 'open')",-1.15028,-0.8259509,-0.15148892,0.24597925,-0.1649366,-0.1401441,-0.9006023,-0.6683661,0.2322362
7,1.6437869,1.6836034,"('insensitive', 'sensitive')",0.24711409,0.30908808,0.24426943,0.266541,0.5023609,0.49408612,0.6593828,0.6883296,0.0289468
8,-0.990638,-1.133081,"('unaffectionate', 'affectionate')",-0.81959283,-0.68256384,-0.76147515,-0.64851713,0.83409095,0.7791603,-0.4344038,-0.4212504,0.0131534
9,-0.13749264,-0.18253136,"('unaffectionate', 'caring')",-0.22658142,-0.08887303,0.06879443,0.20548758,1.6150233,1.627091,0.3299359,0.3902936,0.0603577
10,1.916735,1.7735169,"('unsympathetic', 'sympathetic')",1.2412627,1.1643075,0.008586794,-0.08909102,0.026290182,-0.055537052,0.7982187,0.6982991,-0.0999196
11,0.52394736,0.41552007,"('unhelpful', 'helpful')",0.6074227,0.52920866,0.5233612,0.4625273,2.0837202,2.2230167,0.9346129,0.9075682,-0.0270447
12,1.2404593,1.3093624,"('unsupportive', 'supportive')",1.0077494,1.2332208,-0.012300275,0.17757374,-1.8183761,-1.8026128,0.1043831,0.229386,0.1250029
13,2.008043,1.8370848,"('impolite', 'polite')",1.488614,1.3120198,1.3954093,1.3622967,-0.22427478,-0.2695802,1.1669478,1.0604552,-0.1064926
14,2.04216,1.8580921,"('antisocial', 'social')",2.0496652,1.757619,0.83353496,0.5238366,0.13274036,-0.06753246,1.2645253,1.0180038,-0.2465215
15,-0.95907736,-1.1419407,"('boring', 'funny')",0.23501833,0.16806003,0.7258999,0.65414125,-0.4848776,-0.51186466,-0.1207592,-0.207901,-0.0871418
16,-2.3369086,-2.2963848,"('unpopular', 'popular')",-0.95214415,-0.8110791,-0.29628286,-0.21668118,0.64569336,0.59705627,-0.7349105,-0.6817722,0.0531383
17,-0.21237959,-0.22460419,"('nasty', 'nice')",-0.1984619,-0.19303817,-0.18733944,-0.03449781,-0.6260814,-0.6050837,-0.3060656,-0.2643059,0.0417597
18,-1.0142739,-0.9786085,"('disagreeable', 'welcoming')",-0.3935314,-0.100114316,-0.10129915,0.1605567,-0.38738546,-0.46043316,-0.4741225,-0.3446498,0.1294727
19,-0.482587,-0.34890372,"('inhospitable', 'hospitable')",-0.66348016,-0.5045361,-0.44553116,-0.23909605,-0.19874676,-0.1700674,-0.4475863,-0.3156508,0.1319355
20,1.1740072,1.243961,"('rough', 'thoughtful')",-0.24726743,-0.32364002,-0.7175802,-0.796605,0.76502365,0.7437837,0.2435458,0.2168749,-0.0266709
21,2.33122,2.4228086,"('immoral', 'moral')",1.5331094,1.5162818,0.69802165,0.6798137,0.045232948,0.0040753298,1.151896,1.1557449,0.0038489
22,2.3488836,2.222219,"('untrustworthy', 'trustworthy')",1.2093253,1.0855876,0.22558317,0.1938298,-0.9289782,-1.0467365,0.7137035,0.6137249,-0.0999786
23,1.4792699,1.4328303,"('insincere', 'sincere')",0.5769063,0.51921463,0.8843704,0.8406958,6.7847958,6.8080287,2.4313354,2.4001923,-0.0311431
24,1.9072767,1.9332038,"('dishonest', 'honest')",0.3316941,0.4386449,-0.17920136,-0.115547195,1.0520272,1.0246061,0.7779492,0.8202269,0.0422777
25,0.057442516,0.07597571,"('egoistic', 'altruistic')",-0.9801019,-0.8547114,-0.14742275,-0.04210952,0.72597283,0.68526995,-0.0860273,-0.0338938,0.0521335
26,-0.5257275,-0.8345887,"('hardhearted', 'benevolent')",-0.038485527,-0.341398,0.072487816,-0.3125135,1.220081,1.0210224,0.1820889,-0.1168694,-0.2989583
27,-0.595263,-0.55336255,"('hardhearted', 'softhearted')",-0.72586226,-0.52946204,0.35294735,0.5143593,1.4250829,1.3537213,0.1142263,0.196314,0.0820877
28,0.6154488,0.40648505,"('disloyal', 'loyal')",0.2659028,0.086489454,0.21845707,0.037556488,1.4771665,1.350831,0.6442438,0.4703405,-0.1739033
29,0.038568642,0.14971311,"('unfair', 'fair')",-0.094353534,-0.20522384,0.6842267,0.86278576,0.062254123,-0.054960676,0.172674,0.1880786,0.0154046
30,2.1795995,2.1818502,"('intolerant', 'tolerant')",0.73950267,0.64763033,-0.6099029,-0.8036526,0.711534,0.6870197,0.7551833,0.6782119,-0.0769714
31,-2.6357443,-2.510698,"('evil', 'good')",-1.070469,-0.78243375,-0.957703,-0.7218063,-0.7402815,-0.7594786,-1.3510495,-1.1936042,0.1574453
32,1.103689,0.95375663,"('unkind', 'kind')",0.51116234,0.37851566,0.4613374,0.32474646,1.0435183,0.81200284,0.7799267,0.6172554,-0.1626713
33,0.029897295,0.10176697,"('wrong', 'right')",-0.14874732,-0.11447472,-0.021689417,0.14405699,-0.74996525,-0.7917475,-0.2226262,-0.1650996,0.0575266
34,-0.7284498,-0.5013985,"('mean', 'honorable')",-0.0039723814,0.18924345,0.16079748,0.29333586,6.269306,6.4309225,1.4244204,1.6030258,0.1786054
35,-2.0251777,-2.0907326,"('corrupt', 'incorrupt')",-1.4819092,-1.4733176,-1.4026675,-1.3122168,-0.7705403,-0.73505306,-1.4200736,-1.40283,0.0172436
36,-2.3368657,-2.317722,"('hostile', 'amicable')",-1.3004723,-1.2572092,-1.1004643,-1.072505,-0.034560107,-0.19961871,-1.1930907,-1.2117637,-0.018673
37,1.4918969,1.5136838,"('fake', 'genuine')",0.9724265,0.9850203,-0.9995569,-0.91025937,0.35628447,0.42142606,0.4552627,0.5024676,0.0472049
38,0.22405136,0.27184266,"('untruthful', 'truthful')",0.5047009,0.5670973,-0.16596901,-0.042022407,0.21982378,0.3370685,0.1956518,0.2834965,0.0878447
39,1.3960892,1.4006531,"('exploitative', 'cooperative')",0.6521507,0.672032,0.4884031,0.56315124,-0.04063146,0.01992966,0.6240029,0.6639416,0.0399387
