,linear_male,linear_female,tuple,technology_male,technology_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.2024972,-0.25401437,"('unsociable', 'sociable')",0.09866119,0.027658783,0.15144904,0.14883003,0.015871,-0.0258419,-0.0417129
1,-1.0432243,-1.1049798,"('unfriendly', 'friendly')",-0.938093,-0.980991,1.1447375,0.9599566,-0.2788599,-0.3753381,-0.0964782
2,-0.6344216,-0.62167543,"('unlikable', 'likable')",0.27328074,0.28408682,0.72059834,0.6837525,0.1198192,0.115388,-0.0044312
3,0.29806197,0.4423399,"('repellent', 'pleasant')",0.4322978,0.56481844,1.111585,1.1132926,0.6139816,0.706817,0.0928354
4,-0.99416316,-1.0014217,"('disliked', 'liked')",-0.2239002,-0.12962364,-7.174676,-7.4342575,-2.7975798,-2.8551009,-0.0575211
5,-1.3380301,-1.4158759,"('distant', 'outgoing')",-1.3982025,-1.3696613,-0.81778616,-0.75756204,-1.184673,-1.1810331,0.0036399
6,-1.9816866,-2.028177,"('distant', 'open')",-2.1099086,-2.0813966,-0.9456143,-0.82250047,-1.6790698,-1.6440245,0.0350453
7,1.0000553,1.0437331,"('insensitive', 'sensitive')",0.076008946,0.23315868,0.57363254,0.6419347,0.5498989,0.6396089,0.08971
8,-1.0899503,-1.1142703,"('unaffectionate', 'affectionate')",-0.78831655,-0.8684644,0.20255554,0.26546162,-0.5585704,-0.5724243,-0.0138539
9,0.32105583,0.34432244,"('unaffectionate', 'caring')",-0.8396042,-0.84710604,1.0272309,1.1780199,0.1695608,0.2250788,0.055518
10,0.61908543,0.6255181,"('unsympathetic', 'sympathetic')",-0.3669509,-0.32492065,0.015803121,0.31021684,0.0893126,0.2036048,0.1142922
11,0.46447217,0.54336375,"('unhelpful', 'helpful')",0.9665437,1.0134138,2.2408125,2.2927873,1.2239428,1.2831883,0.0592455
12,0.1507496,0.23559189,"('unsupportive', 'supportive')",0.2522634,0.42211512,-1.936949,-1.8171917,-0.511312,-0.3864949,0.1248171
13,-0.28114754,-0.30657187,"('impolite', 'polite')",0.038906015,-0.08749465,-0.030175969,0.12319261,-0.0908058,-0.0902913,0.0005145
14,1.0061853,1.0224959,"('antisocial', 'social')",1.8881239,1.8998892,0.20655616,0.0873178,1.0336217,1.0032343,-0.0303874
15,0.48522907,0.39701375,"('boring', 'funny')",-0.5998452,-0.7029548,-0.072674215,-0.103352465,-0.0624301,-0.1364312,-0.0740011
16,-1.1740396,-1.1837969,"('unpopular', 'popular')",-0.22903232,-0.22461337,0.34561774,0.32313514,-0.3524847,-0.3617584,-0.0092737
17,-0.73222923,-0.69864225,"('nasty', 'nice')",-0.42457235,-0.36430734,-0.37156212,-0.33701923,-0.5094546,-0.4666563,0.0427983
18,-1.0530367,-1.0305508,"('disagreeable', 'welcoming')",-0.054972664,-0.005780168,-0.5944413,-0.75323564,-0.5674835,-0.5965223,-0.0290388
19,-1.4245307,-1.5215223,"('inhospitable', 'hospitable')",-1.169754,-1.3048013,-0.73158103,-0.7036916,-1.1086219,-1.1766717,-0.0680498
