,facsimile_male,facsimile_female,tuple,average_male,average_female,female-male
0,-1.4057368,-1.5309217,"('unsociable', 'sociable')",-1.4057368,-1.5309217,-0.1251849
1,-0.4876302,-0.5925013,"('unfriendly', 'friendly')",-0.4876302,-0.5925013,-0.1048711
2,0.060803372,0.07071926,"('unlikable', 'likable')",0.0608034,0.0707193,0.0099159
3,-1.3961934,-1.3815471,"('repellent', 'pleasant')",-1.3961934,-1.3815471,0.0146463
4,-0.4751781,-0.46669266,"('disliked', 'liked')",-0.4751781,-0.4666927,0.0084854
5,-0.06383792,-0.023457661,"('distant', 'outgoing')",-0.0638379,-0.0234577,0.0403802
6,0.0954365,0.13163714,"('distant', 'open')",0.0954365,0.1316371,0.0362006
7,-1.0934919,-1.1120834,"('insensitive', 'sensitive')",-1.0934919,-1.1120834,-0.0185915
8,-0.8133408,-0.8779573,"('unaffectionate', 'affectionate')",-0.8133408,-0.8779573,-0.0646165
9,-1.2853068,-1.4050663,"('unaffectionate', 'caring')",-1.2853068,-1.4050663,-0.1197595
10,-1.8152041,-1.8726097,"('unsympathetic', 'sympathetic')",-1.8152041,-1.8726097,-0.0574056
11,-1.7890644,-1.7820165,"('unhelpful', 'helpful')",-1.7890644,-1.7820165,0.0070479
12,-2.0996497,-2.0798388,"('unsupportive', 'supportive')",-2.0996497,-2.0798388,0.0198109
13,-1.1546142,-1.2770272,"('impolite', 'polite')",-1.1546142,-1.2770272,-0.122413
14,-0.59256047,-0.68598026,"('antisocial', 'social')",-0.5925605,-0.6859803,-0.0934198
15,0.23797622,0.18560773,"('boring', 'funny')",0.2379762,0.1856077,-0.0523685
16,-0.03737794,-0.043701157,"('unpopular', 'popular')",-0.0373779,-0.0437012,-0.0063233
17,-0.13662371,-0.119301215,"('nasty', 'nice')",-0.1366237,-0.1193012,0.0173225
18,-0.6559254,-0.6480705,"('disagreeable', 'welcoming')",-0.6559254,-0.6480705,0.0078549
19,-0.5770333,-0.50877714,"('inhospitable', 'hospitable')",-0.5770333,-0.5087771,0.0682562
20,0.58175135,0.5768827,"('rough', 'thoughtful')",0.5817513,0.5768827,-0.0048686
21,-0.9153521,-0.9260688,"('immoral', 'moral')",-0.9153521,-0.9260688,-0.0107167
22,0.6813339,0.6415732,"('untrustworthy', 'trustworthy')",0.6813339,0.6415732,-0.0397607
23,-0.8715808,-0.9723032,"('insincere', 'sincere')",-0.8715808,-0.9723032,-0.1007224
24,-0.9332416,-0.9783275,"('dishonest', 'honest')",-0.9332416,-0.9783275,-0.0450859
25,0.24980582,0.24374843,"('egoistic', 'altruistic')",0.2498058,0.2437484,-0.0060574
26,0.8131455,0.70523894,"('hardhearted', 'benevolent')",0.8131455,0.7052389,-0.1079066
27,-0.3004695,-0.37711477,"('hardhearted', 'softhearted')",-0.3004695,-0.3771148,-0.0766453
28,-0.83923393,-1.05225,"('disloyal', 'loyal')",-0.8392339,-1.05225,-0.2130161
29,-0.012599386,-0.05191698,"('unfair', 'fair')",-0.0125994,-0.051917,-0.0393176
30,-1.055465,-1.1457613,"('intolerant', 'tolerant')",-1.055465,-1.1457613,-0.0902963
31,0.38915342,0.46459532,"('evil', 'good')",0.3891534,0.4645953,0.0754419
32,-0.52904344,-0.61881137,"('unkind', 'kind')",-0.5290434,-0.6188114,-0.089768
33,0.5626963,0.48261055,"('wrong', 'right')",0.5626963,0.4826106,-0.0800857
34,0.5967374,0.726654,"('mean', 'honorable')",0.5967374,0.726654,0.1299166
35,1.852556,1.8683306,"('corrupt', 'incorrupt')",1.852556,1.8683306,0.0157746
36,1.6977289,1.5811442,"('hostile', 'amicable')",1.6977289,1.5811442,-0.1165847
37,-0.92145586,-0.87794244,"('fake', 'genuine')",-0.9214559,-0.8779424,0.0435135
38,-0.64941156,-0.6582277,"('untruthful', 'truthful')",-0.6494116,-0.6582277,-0.0088161
39,0.53210986,0.58015096,"('exploitative', 'cooperative')",0.5321099,0.580151,0.0480411
40,0.50119793,0.42071986,"('stingy', 'generous')",0.5011979,0.4207199,-0.080478
41,-0.43822098,-0.5067175,"('unforgiving', 'forgiving')",-0.438221,-0.5067175,-0.0684965
42,-0.5973248,-0.52910995,"('unreliable', 'reliable')",-0.5973248,-0.52911,0.0682148
43,-2.103075,-2.0136588,"('irresponsible', 'responsible')",-2.103075,-2.0136588,0.0894162
44,0.74500984,0.86796105,"('prejudiced', 'unprejudiced')",0.7450098,0.867961,0.1229512
45,-0.79005075,-0.77278304,"('incompetent', 'competent')",-0.7900507,-0.772783,0.0172677
