,dam_male,dam_female,tuple,average_male,average_female,female-male
0,0.8490075,0.59073615,"('unsociable', 'sociable')",0.8490075,0.5907362,-0.2582713
1,1.0568683,0.8943618,"('unfriendly', 'friendly')",1.0568683,0.8943618,-0.1625065
2,0.44850084,0.47228247,"('unlikable', 'likable')",0.4485008,0.4722825,0.0237817
3,0.46613267,0.6137622,"('repellent', 'pleasant')",0.4661327,0.6137622,0.1476295
4,-6.833358,-7.1680837,"('disliked', 'liked')",-6.8333578,-7.1680837,-0.3347259
5,-0.8445044,-0.81081736,"('distant', 'outgoing')",-0.8445044,-0.8108174,0.033687
6,-0.35787106,-0.37574303,"('distant', 'open')",-0.3578711,-0.375743,-0.0178719
7,1.2317934,1.1956773,"('insensitive', 'sensitive')",1.2317934,1.1956773,-0.0361161
8,0.9142187,0.87073433,"('unaffectionate', 'affectionate')",0.9142187,0.8707343,-0.0434844
9,1.6408575,1.6323229,"('unaffectionate', 'caring')",1.6408575,1.6323229,-0.0085346
10,0.83787787,0.8354464,"('unsympathetic', 'sympathetic')",0.8378779,0.8354464,-0.0024315
11,2.0992677,1.9711744,"('unhelpful', 'helpful')",2.0992677,1.9711744,-0.1280933
12,-1.2810898,-1.3922107,"('unsupportive', 'supportive')",-1.2810898,-1.3922107,-0.1111209
13,0.13638389,0.09469393,"('impolite', 'polite')",0.1363839,0.0946939,-0.04169
14,0.7363728,0.65650773,"('antisocial', 'social')",0.7363728,0.6565077,-0.0798651
15,0.48072618,0.23397799,"('boring', 'funny')",0.4807262,0.233978,-0.2467482
16,-0.08237831,-0.36585942,"('unpopular', 'popular')",-0.0823783,-0.3658594,-0.2834811
17,-0.75242174,-0.71736884,"('nasty', 'nice')",-0.7524217,-0.7173688,0.0350529
18,-0.9828195,-0.8756677,"('disagreeable', 'welcoming')",-0.9828195,-0.8756677,0.1071518
19,-0.98077697,-0.9717196,"('inhospitable', 'hospitable')",-0.980777,-0.9717196,0.0090574
20,0.15053049,0.19367984,"('rough', 'thoughtful')",0.1505305,0.1936798,0.0431493
21,-0.08066497,-0.029066106,"('immoral', 'moral')",-0.080665,-0.0290661,0.0515989
22,-0.14307044,-0.21470572,"('untrustworthy', 'trustworthy')",-0.1430704,-0.2147057,-0.0716353
23,5.6523,5.7584214,"('insincere', 'sincere')",5.6522999,5.7584214,0.1061215
24,1.1799841,1.2708195,"('dishonest', 'honest')",1.1799841,1.2708195,0.0908354
25,0.25253,0.12122604,"('egoistic', 'altruistic')",0.25253,0.121226,-0.131304
26,1.3839267,1.1496549,"('hardhearted', 'benevolent')",1.3839267,1.1496549,-0.2342718
27,0.89774764,0.79745466,"('hardhearted', 'softhearted')",0.8977476,0.7974547,-0.1002929
28,1.0232843,0.95474404,"('disloyal', 'loyal')",1.0232843,0.954744,-0.0685403
29,-0.6266803,-0.59882647,"('unfair', 'fair')",-0.6266803,-0.5988265,0.0278538
30,1.0047828,0.93465036,"('intolerant', 'tolerant')",1.0047828,0.9346504,-0.0701324
