,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.33360568,0.29927987,"('unsociable', 'sociable')",-0.15874922,-0.30348882,0.0874282,-0.0021045,-0.0895327
1,1.1627922,1.1040807,"('unfriendly', 'friendly')",0.9032204,0.8188855,1.0330063,0.9614831,-0.0715232
2,1.0455116,1.0959166,"('unlikable', 'likable')",1.0226103,1.1157006,1.034061,1.1058086,0.0717476
3,-0.8031237,-0.744691,"('repellent', 'pleasant')",0.8077615,0.8146339,0.0023189,0.0349714,0.0326525
4,0.013079936,-0.03848539,"('disliked', 'liked')",-6.545243,-6.6092224,-3.2660813,-3.323854,-0.0577727
5,-0.045458756,-0.010769229,"('distant', 'outgoing')",-1.6509541,-1.561774,-0.8482065,-0.7862716,0.0619349
6,-0.35025817,-0.27375746,"('distant', 'open')",-1.3389249,-1.24712,-0.8445915,-0.7604387,0.0841528
7,0.5629099,0.5640073,"('insensitive', 'sensitive')",0.33903533,0.39799672,0.4509726,0.481002,0.0300294
8,0.41980445,0.3575518,"('unaffectionate', 'affectionate')",-0.036273763,-0.046510488,0.1917653,0.1555207,-0.0362446
9,1.0205896,0.9839797,"('unaffectionate', 'caring')",0.7575007,0.75676405,0.8890451,0.8703719,-0.0186732
10,0.2711905,0.23520169,"('unsympathetic', 'sympathetic')",0.28116345,0.2515244,0.276177,0.243363,-0.032814
11,0.41383705,0.33575737,"('unhelpful', 'helpful')",2.576995,2.595536,1.4954159,1.4656467,-0.0297692
12,0.8682314,0.93679374,"('unsupportive', 'supportive')",-1.9122744,-1.8236599,-0.5220215,-0.4434331,0.0785884
13,-0.07419609,-0.12983288,"('impolite', 'polite')",0.08316746,0.016111098,0.0044857,-0.0568609,-0.0613466
14,0.80280393,0.7391011,"('antisocial', 'social')",0.08011824,-0.0010436438,0.4414611,0.3690287,-0.0724324
15,0.3835065,0.21218145,"('boring', 'funny')",0.6036291,0.567406,0.4935678,0.3897937,-0.1037741
16,-0.41480315,-0.52007735,"('unpopular', 'popular')",0.37100166,0.26073074,-0.0219007,-0.1296733,-0.1077726
17,-0.72430044,-0.6934448,"('nasty', 'nice')",-0.0827633,-0.06059508,-0.4035319,-0.3770199,0.026512
18,-0.07338129,-0.04526885,"('disagreeable', 'welcoming')",-0.8737491,-0.94885445,-0.4735652,-0.4970616,-0.0234964
19,0.18487693,0.22070393,"('inhospitable', 'hospitable')",-0.442402,-0.42924842,-0.1287625,-0.1042722,0.0244903
20,0.4481976,0.4803245,"('rough', 'thoughtful')",0.71024674,0.6664339,0.5792222,0.5733792,-0.005843
21,0.96672577,0.92839444,"('immoral', 'moral')",-0.48552483,-0.48266235,0.2406005,0.222866,-0.0177345
22,0.3133192,0.26064613,"('untrustworthy', 'trustworthy')",-0.50394946,-0.54590666,-0.0953151,-0.1426303,-0.0473152
23,1.3571825,1.3228468,"('insincere', 'sincere')",6.460482,6.348715,3.9088323,3.8357809,-0.0730514
24,0.7384423,0.73049426,"('dishonest', 'honest')",1.040987,1.0641437,0.8897147,0.897319,0.0076043
25,1.2637904,1.2244122,"('egoistic', 'altruistic')",0.89568657,0.82394016,1.0797385,1.0241761,-0.0555624
26,2.1055353,2.0357194,"('hardhearted', 'benevolent')",1.1437258,1.1647354,1.6246305,1.6002274,-0.0244031
27,-0.6676712,-0.6598923,"('hardhearted', 'softhearted')",0.42861432,0.35180894,-0.1195284,-0.1540417,-0.0345133
28,1.3231019,1.1240722,"('disloyal', 'loyal')",1.4633423,1.3028392,1.3932221,1.2134557,-0.1797664
29,-0.8045932,-0.83615226,"('unfair', 'fair')",-0.8919811,-0.9542336,-0.8482872,-0.8951929,-0.0469057
30,0.91113627,0.93034387,"('intolerant', 'tolerant')",0.63479245,0.6773181,0.7729644,0.803831,0.0308666
31,-0.5947401,-0.49225053,"('evil', 'good')",-1.9259603,-1.8551056,-1.2603502,-1.173678,0.0866722
32,0.8381482,0.75381064,"('unkind', 'kind')",1.4513439,1.3453667,1.1447461,1.0495887,-0.0951574
33,1.4771785,1.3773512,"('wrong', 'right')",-0.5900872,-0.69046855,0.4435456,0.3434413,-0.1001043
34,0.15954657,0.2718479,"('mean', 'honorable')",4.974626,5.111731,2.5670862,2.6917894,0.1247032
35,-0.47419167,-0.62344456,"('corrupt', 'incorrupt')",-1.0247508,-1.1313509,-0.7494712,-0.8773977,-0.1279265
36,-0.4814845,-0.49769446,"('hostile', 'amicable')",-0.53613704,-0.65888363,-0.5088108,-0.578289,-0.0694782
37,-0.5696344,-0.5778678,"('fake', 'genuine')",-0.036105163,-0.051007964,-0.3028698,-0.3144379,-0.0115681
38,0.4310205,0.44267952,"('untruthful', 'truthful')",0.14311403,0.16934423,0.2870673,0.3060119,0.0189446
39,1.7625144,1.8729475,"('exploitative', 'cooperative')",0.90343285,1.02105,1.3329736,1.4469987,0.1140251
40,-0.4686406,-0.4229727,"('stingy', 'generous')",-2.7070515,-2.7112076,-1.587846,-1.5670902,0.0207558
41,0.20782831,0.25013593,"('unforgiving', 'forgiving')",0.55798346,0.5219401,0.3829059,0.386038,0.0031321
42,-0.49395365,-0.49423787,"('unreliable', 'reliable')",-2.8069847,-2.77626,-1.6504692,-1.6352489,0.0152203
43,-0.097061604,-0.072876394,"('irresponsible', 'responsible')",0.5958075,0.6898655,0.2493729,0.3084946,0.0591217
44,-1.6778637,-1.6198381,"('prejudiced', 'unprejudiced')",-1.3687862,-1.3802813,-1.523325,-1.5000597,0.0232653
45,-0.42250365,-0.39033064,"('incompetent', 'competent')",-0.27357984,-0.32678252,-0.3480417,-0.3585566,-0.0105149
46,0.05711285,0.008489333,"('uncompetitive', 'competitive')",-0.4029186,-0.4088317,-0.1729029,-0.2001712,-0.0272683
47,1.2236824,1.2956644,"('stupid', 'smart')",5.1141534,5.1842237,3.1689179,3.239944,0.0710261
48,0.48028997,0.42827436,"('unintelligent', 'intelligent')",-0.12738287,-0.1727233,0.1764535,0.1277755,-0.048678
49,0.3392185,0.35522825,"('unable', 'able')",-0.3467594,-0.3452359,-0.0037705,0.0049962,0.0087667
50,-0.51575077,-0.64602125,"('clumsy', 'skillful')",-0.028649226,-0.16000393,-0.2722,-0.4030126,-0.1308126
51,0.78617,0.71104586,"('uneducated', 'educated')",1.5142728,1.3338969,1.1502213,1.0224714,-0.1277499
52,0.02313321,-0.0797974,"('irrational', 'rational')",-0.41487187,-0.5079121,-0.1958693,-0.2938547,-0.0979854
53,1.0801926,1.0229441,"('uncreative', 'creative')",0.5699499,0.5603575,0.8250712,0.7916508,-0.0334204
54,1.3766537,1.3066968,"('incapable', 'capable')",1.1138004,0.9884409,1.2452271,1.1475688,-0.0976583
55,0.427126,0.4691947,"('incompetent', 'clever')",0.80681765,0.791451,0.6169719,0.6303228,0.0133509
56,1.4672478,1.4692283,"('impractical', 'practical')",0.5108267,0.4917984,0.9890373,0.9805133,-0.008524
57,-0.13270645,-0.2235344,"('unimaginative', 'imaginative')",-2.7762537,-2.786007,-1.4544801,-1.5047706,-0.0502905
58,0.62395877,0.6100388,"('undiscriminating', 'discriminating')",0.24290839,0.29321146,0.4334336,0.4516251,0.0181915
59,0.022241523,0.015391227,"('foolish', 'wise')",-0.3221737,-0.2874024,-0.1499661,-0.1360056,0.0139605
60,0.6310924,0.7431189,"('inefficient', 'efficient')",0.12310143,0.2370291,0.3770969,0.490074,0.1129771
61,1.5325334,1.4463571,"('illogical', 'logical')",0.34367615,0.20481494,0.9381047,0.825586,-0.1125187
62,1.2289793,1.3391175,"('incompetent', 'brilliant')",0.43380848,0.5484735,0.8313939,0.9437955,0.1124016
63,0.93747234,0.94629306,"('unperceptive', 'insightful')",0.08249084,0.17715666,0.5099816,0.5617248,0.0517432
64,-0.21536621,-0.23868106,"('shy', 'confident')",-5.5949564,-5.590761,-2.9051614,-2.914721,-0.0095596
65,0.4434732,0.40545017,"('insecure', 'secure')",0.59372985,0.5656883,0.5186015,0.4855692,-0.0330323
66,-0.542504,-0.5991068,"('inactive', 'active')",0.13326846,0.116443105,-0.2046178,-0.2413318,-0.036714
67,0.4049254,0.3519531,"('doubtful', 'determined')",-0.09649927,-0.0499019,0.1542131,0.1510256,-0.0031875
68,-0.74607825,-0.76634276,"('dependent', 'independent')",-1.3641306,-1.3988268,-1.0551045,-1.0825849,-0.0274804
69,0.36431575,0.3753753,"('lazy', 'industrious')",-1.5751187,-1.5265777,-0.6054015,-0.5756012,0.0298003
70,-0.35410044,-0.3340793,"('lethargic', 'energetic')",0.45913777,0.4639131,0.0525187,0.0649169,0.0123982
71,2.048569,2.0704064,"('diffident', 'self-confident')",0.37250412,0.3315172,1.2105365,1.2009618,-0.0095747
72,1.045391,1.0939339,"('unambitious', 'ambitious')",-0.48819298,-0.43756917,0.278599,0.3281824,0.0495834
73,0.3483419,0.39159226,"('helpless', 'self-reliant')",-3.7568653,-3.6809206,-1.7042617,-1.6446642,0.0595975
74,1.5953519,1.5935639,"('undedicated', 'dedicated')",0.67975146,0.68401057,1.1375517,1.1387873,0.0012356
75,-1.160179,-1.1693246,"('meek', 'impulsive')",-0.6575212,-0.5719284,-0.9088501,-0.8706265,0.0382236
76,-0.022350404,0.01593816,"('anxious', 'daring')",0.49546942,0.4755391,0.2365595,0.2457386,0.0091791
77,0.2516551,0.23522574,"('unmotivated', 'motivated')",-0.9877689,-0.9954482,-0.3680569,-0.3801112,-0.0120543
78,0.14151582,0.057558596,"('nonresilient', 'resilient')",-0.124434695,-0.09474446,0.0085406,-0.0185929,-0.0271335
79,-0.6180228,-0.70027107,"('wavering', 'unwavering')",-0.53743154,-0.59625655,-0.5777272,-0.6482638,-0.0705366
80,0.32700786,0.27894047,"('dominated', 'dominating')",-0.14419225,-0.1716522,0.0914078,0.0536441,-0.0377637
81,0.15379107,0.0943016,"('submissive', 'aggressive')",-0.22830904,-0.2590255,-0.037259,-0.082362,-0.045103
82,-0.0076722205,-0.06815161,"('poor', 'rich')",6.1068926,5.9431963,3.0496101,2.9375224,-0.1120877
83,1.002159,1.0164293,"('powerless', 'powerful')",-1.0960459,-1.1063684,-0.0469434,-0.0449696,0.0019738
84,0.98712486,0.85945565,"('inferior', 'superior')",0.39589173,0.36466858,0.6915083,0.6120621,-0.0794462
85,0.76311755,0.75525606,"('insignificant', 'prestigious')",-0.46355692,-0.49700102,0.1497803,0.1291275,-0.0206528
86,1.1224859,0.99394387,"('uninfluential', 'influential')",-0.20966181,-0.31614095,0.456412,0.3389015,-0.1175105
87,0.9320028,0.8998271,"('unsuccessful', 'successful')",0.8260525,0.72798437,0.8790276,0.8139057,-0.0651219
