,floozie_male,floozie_female,tuple,average_male,average_female,female-male
0,0.7392119,0.5147069,"('unsociable', 'sociable')",0.7392119,0.5147069,-0.224505
1,-0.9888145,-0.96453154,"('unfriendly', 'friendly')",-0.9888145,-0.9645315,0.024283
2,-0.36699563,-0.275955,"('unlikable', 'likable')",-0.3669956,-0.275955,0.0910406
3,-0.8393971,-0.68490887,"('repellent', 'pleasant')",-0.8393971,-0.6849089,0.1544882
4,-1.5935968,-1.5691842,"('disliked', 'liked')",-1.5935968,-1.5691842,0.0244126
5,0.0669727,0.06264646,"('distant', 'outgoing')",0.0669727,0.0626465,-0.0043262
6,-0.4918133,-0.4461856,"('distant', 'open')",-0.4918133,-0.4461856,0.0456277
7,-0.37321758,-0.2528095,"('insensitive', 'sensitive')",-0.3732176,-0.2528095,0.1204081
8,-1.0019804,-1.0071499,"('unaffectionate', 'affectionate')",-1.0019804,-1.0071499,-0.0051695
9,-0.60335976,-0.56065214,"('unaffectionate', 'caring')",-0.6033598,-0.5606521,0.0427077
10,-0.9433451,-0.926285,"('unsympathetic', 'sympathetic')",-0.9433451,-0.926285,0.0170601
11,0.33397144,0.38331085,"('unhelpful', 'helpful')",0.3339714,0.3833109,0.0493395
12,-1.2043855,-1.1842718,"('unsupportive', 'supportive')",-1.2043855,-1.1842718,0.0201137
13,0.05383736,-0.06077428,"('impolite', 'polite')",0.0538374,-0.0607743,-0.1146117
14,0.26130632,0.118876144,"('antisocial', 'social')",0.2613063,0.1188761,-0.1424302
15,0.71430063,0.6320347,"('boring', 'funny')",0.7143006,0.6320347,-0.0822659
16,0.22753,0.258399,"('unpopular', 'popular')",0.22753,0.258399,0.030869
17,-0.62358993,-0.6640331,"('nasty', 'nice')",-0.6235899,-0.6640331,-0.0404432
18,-0.29837564,-0.29616877,"('disagreeable', 'welcoming')",-0.2983756,-0.2961688,0.0022068
19,0.06825584,0.1017915,"('inhospitable', 'hospitable')",0.0682558,0.1017915,0.0335357
20,-0.6183628,-0.6068152,"('rough', 'thoughtful')",-0.6183628,-0.6068152,0.0115476
21,0.015749073,-0.007617671,"('immoral', 'moral')",0.0157491,-0.0076177,-0.0233668
22,-0.5795965,-0.56096804,"('untrustworthy', 'trustworthy')",-0.5795965,-0.560968,0.0186285
23,1.4589516,1.4608895,"('insincere', 'sincere')",1.4589516,1.4608895,0.0019379
24,-0.6073124,-0.66462433,"('dishonest', 'honest')",-0.6073124,-0.6646243,-0.0573119
