,angiosperm_male,angiosperm_female,tuple,average_male,average_female,female-male
0,-0.96763754,-1.1572603,"('unsociable', 'sociable')",-0.9676375,-1.1572603,-0.1896228
1,1.3255469,1.1126792,"('unfriendly', 'friendly')",1.3255469,1.1126792,-0.2128677
2,0.14257242,0.12727761,"('unlikable', 'likable')",0.1425724,0.1272776,-0.0152948
3,-1.8759307,-1.8872108,"('repellent', 'pleasant')",-1.8759307,-1.8872108,-0.0112801
4,-0.72637033,-0.6315383,"('disliked', 'liked')",-0.7263703,-0.6315383,0.094832
5,1.190551,1.1898915,"('distant', 'outgoing')",1.190551,1.1898915,-0.0006595
6,1.3810723,1.3499937,"('distant', 'open')",1.3810723,1.3499937,-0.0310786
7,-1.1201843,-1.237673,"('insensitive', 'sensitive')",-1.1201843,-1.237673,-0.1174887
8,1.0196135,0.8433571,"('unaffectionate', 'affectionate')",1.0196135,0.8433571,-0.1762564
9,0.39747134,0.23239982,"('unaffectionate', 'caring')",0.3974713,0.2323998,-0.1650715
10,-2.630568,-2.7465897,"('unsympathetic', 'sympathetic')",-2.630568,-2.7465897,-0.1160217
11,-1.0247493,-1.1561184,"('unhelpful', 'helpful')",-1.0247493,-1.1561184,-0.1313691
12,-1.4287503,-1.4921982,"('unsupportive', 'supportive')",-1.4287503,-1.4921982,-0.0634479
13,-1.7802045,-1.904897,"('impolite', 'polite')",-1.7802045,-1.904897,-0.1246925
14,-1.1833884,-1.24744,"('antisocial', 'social')",-1.1833884,-1.24744,-0.0640516
15,1.6411556,1.5956529,"('boring', 'funny')",1.6411556,1.5956529,-0.0455027
16,-0.12999508,-0.10171977,"('unpopular', 'popular')",-0.1299951,-0.1017198,0.0282753
17,0.05457116,0.14860907,"('nasty', 'nice')",0.0545712,0.1486091,0.0940379
18,0.2970584,0.2800147,"('disagreeable', 'welcoming')",0.2970584,0.2800147,-0.0170437
19,-0.41791797,-0.36564898,"('inhospitable', 'hospitable')",-0.417918,-0.365649,0.052269
20,-0.1991243,-0.18425965,"('rough', 'thoughtful')",-0.1991243,-0.1842597,0.0148646
21,-1.7830675,-1.7905571,"('immoral', 'moral')",-1.7830675,-1.7905571,-0.0074896
22,-1.0057281,-1.1202471,"('untrustworthy', 'trustworthy')",-1.0057281,-1.1202471,-0.114519
23,-0.3664313,-0.56935984,"('insincere', 'sincere')",-0.3664313,-0.5693598,-0.2029285
