,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
59,-0.5904603,-0.56162405,"('foolish', 'wise')",-0.5904603,-0.5616241,0.0288362
60,1.2949342,1.3969996,"('inefficient', 'efficient')",1.2949342,1.3969996,0.1020654
61,0.4901683,0.2906439,"('illogical', 'logical')",0.4901683,0.2906439,-0.1995244
62,1.4177561,1.4728525,"('incompetent', 'brilliant')",1.4177561,1.4728525,0.0550964
63,0.8993316,0.8716213,"('unperceptive', 'insightful')",0.8993316,0.8716213,-0.0277103
64,-5.3877487,-5.466346,"('shy', 'confident')",-5.3877487,-5.4663458,-0.0785971
65,1.7070299,1.5811696,"('insecure', 'secure')",1.7070299,1.5811696,-0.1258603
66,-0.36741605,-0.49359316,"('inactive', 'active')",-0.3674161,-0.4935932,-0.1261771
67,-0.855755,-0.77052736,"('doubtful', 'determined')",-0.855755,-0.7705274,0.0852276
68,-0.37419587,-0.4508376,"('dependent', 'independent')",-0.3741959,-0.4508376,-0.0766417
69,-2.36988,-2.3519592,"('lazy', 'industrious')",-2.36988,-2.3519592,0.0179208
70,2.1956348,2.1248164,"('lethargic', 'energetic')",2.1956348,2.1248164,-0.0708184
71,0.07484484,0.14312936,"('diffident', 'self-confident')",0.0748448,0.1431294,0.0682846
72,1.1701387,1.2754552,"('unambitious', 'ambitious')",1.1701387,1.2754552,0.1053165
73,-3.089137,-3.0147407,"('helpless', 'self-reliant')",-3.0891371,-3.0147407,0.0743964
74,0.25014612,0.1751413,"('undedicated', 'dedicated')",0.2501461,0.1751413,-0.0750048
75,-0.92931294,-0.79234684,"('meek', 'impulsive')",-0.9293129,-0.7923468,0.1369661
76,1.5451821,1.5047455,"('anxious', 'daring')",1.5451821,1.5047455,-0.0404366
77,-0.8712359,-0.80859536,"('unmotivated', 'motivated')",-0.8712359,-0.8085954,0.0626405
78,-0.45108598,-0.48794982,"('nonresilient', 'resilient')",-0.451086,-0.4879498,-0.0368638
79,-0.5527041,-0.5704404,"('wavering', 'unwavering')",-0.5527041,-0.5704404,-0.0177363
80,0.47282773,0.36039555,"('dominated', 'dominating')",0.4728277,0.3603956,-0.1124321
81,0.8896979,0.89437264,"('submissive', 'aggressive')",0.8896979,0.8943726,0.0046747
82,6.1179028,6.344414,"('poor', 'rich')",6.1179028,6.3444142,0.2265114
83,-0.40876794,-0.37588242,"('powerless', 'powerful')",-0.4087679,-0.3758824,0.0328855
84,0.2946425,0.28693163,"('inferior', 'superior')",0.2946425,0.2869316,-0.0077109
85,-1.8110715,-1.7439783,"('insignificant', 'prestigious')",-1.8110715,-1.7439783,0.0670932
86,0.7865808,0.73815423,"('uninfluential', 'influential')",0.7865808,0.7381542,-0.0484266
87,-0.14060521,-0.050489917,"('unsuccessful', 'successful')",-0.1406052,-0.0504899,0.0901153
88,0.037027672,0.16001336,"('low', 'eminent')",0.0370277,0.1600134,0.1229857
