,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.6071523,-1.652679,"('unsociable', 'sociable')",-0.4149969,-0.5736454,-1.0110747,-1.1131622,-0.1020875
1,-1.4848044,-1.6370347,"('unfriendly', 'friendly')",2.0707858,1.966763,0.2929907,0.1648642,-0.1281265
2,0.519191,0.64136684,"('unlikable', 'likable')",0.587038,0.71157634,0.5531145,0.6764716,0.1233571
3,-0.77563554,-0.63120085,"('repellent', 'pleasant')",-0.03749239,0.005112076,-0.406564,-0.3130444,0.0935196
4,0.6650137,0.59447336,"('disliked', 'liked')",-6.0209026,-6.169825,-2.6779444,-2.7876759,-0.1097315
5,-0.44897848,-0.46973246,"('distant', 'outgoing')",0.123805344,0.12645227,-0.1625866,-0.1716401,-0.0090535
6,-0.6539847,-0.6416421,"('distant', 'open')",0.60002255,0.6030587,-0.0269811,-0.0192917,0.0076894
7,-0.84055895,-0.7066727,"('insensitive', 'sensitive')",0.6728914,0.66231215,-0.0838338,-0.0221803,0.0616535
8,-1.5377072,-1.5649266,"('unaffectionate', 'affectionate')",1.2214572,1.1091777,-0.158125,-0.2278745,-0.0697495
9,-1.562801,-1.5918086,"('unaffectionate', 'caring')",1.2453634,1.1688452,-0.1587188,-0.2114817,-0.0527629
10,-1.5875802,-1.5017428,"('unsympathetic', 'sympathetic')",-0.61456937,-0.66819775,-1.1010748,-1.0849702,0.0161046
11,-1.3081684,-1.1871766,"('unhelpful', 'helpful')",1.1081119,1.2276402,-0.1000283,0.0202318,0.1202601
12,-0.6605284,-0.5202471,"('unsupportive', 'supportive')",-1.636233,-1.6490515,-1.1483808,-1.0846493,0.0637315
13,-0.7209973,-0.68133736,"('impolite', 'polite')",-0.70425665,-0.630512,-0.7126269,-0.6559247,0.0567022
14,0.09853045,0.15729113,"('antisocial', 'social')",-0.4552929,-0.5467489,-0.1783812,-0.1947289,-0.0163477
15,-0.13750857,-0.27521366,"('boring', 'funny')",0.7094005,0.69634944,0.285946,0.2105679,-0.0753781
16,-0.16461886,-0.107127845,"('unpopular', 'popular')",0.2877565,0.39130032,0.0615688,0.1420862,0.0805174
17,0.24744432,0.35430753,"('nasty', 'nice')",-0.45697248,-0.38642058,-0.1047641,-0.0160565,0.0887076
18,-0.50943327,-0.41868916,"('disagreeable', 'welcoming')",-0.28646028,-0.29622838,-0.3979468,-0.3574588,0.040488
19,-1.0278264,-0.9962908,"('inhospitable', 'hospitable')",0.24253917,0.32234162,-0.3926436,-0.3369746,0.055669
20,0.39018846,0.43353027,"('rough', 'thoughtful')",1.112316,1.0082759,0.7512522,0.720903,-0.0303492
21,-0.73745793,-0.696404,"('immoral', 'moral')",-0.7777906,-0.75472933,-0.7576243,-0.7255666,0.0320577
22,-0.009051246,0.040959798,"('untrustworthy', 'trustworthy')",-0.7889942,-0.89122057,-0.3990227,-0.4251304,-0.0261077
23,-1.4530503,-1.3992075,"('insincere', 'sincere')",5.153837,5.1466317,1.8503935,1.8737121,0.0233186
24,-0.48306164,-0.46738192,"('dishonest', 'honest')",0.60646164,0.5284947,0.0617,0.0305564,-0.0311436
25,-0.064097196,-0.07118921,"('egoistic', 'altruistic')",1.8182449,1.7661744,0.8770739,0.8474926,-0.0295813
26,0.5619396,0.4298597,"('hardhearted', 'benevolent')",2.1655307,2.046543,1.3637352,1.2382013,-0.1255339
27,-0.5151371,-0.46305537,"('hardhearted', 'softhearted')",1.5626504,1.4510735,0.5237567,0.4940091,-0.0297476
28,-1.0074397,-1.1258128,"('disloyal', 'loyal')",0.68433183,0.519415,-0.1615539,-0.3031989,-0.141645
29,-0.012397135,-0.112807214,"('unfair', 'fair')",-0.2659311,-0.45176327,-0.1391641,-0.2822852,-0.1431211
30,0.005664073,0.06456523,"('intolerant', 'tolerant')",1.1338705,1.1201795,0.5697673,0.5923724,0.0226051
31,-0.28610352,-0.32790464,"('evil', 'good')",-0.55648685,-0.6777401,-0.4212952,-0.5028224,-0.0815272
32,-0.35231718,-0.3507184,"('unkind', 'kind')",0.78866744,0.62069577,0.2181751,0.1349887,-0.0831864
33,0.38552862,0.318183,"('wrong', 'right')",-0.061408028,-0.12968448,0.1620603,0.0942493,-0.067811
34,-0.4392266,-0.25974944,"('mean', 'honorable')",5.5001974,5.7487664,2.5304854,2.7445085,0.2140231
35,1.1569575,0.9368947,"('corrupt', 'incorrupt')",0.23229705,0.024140064,0.6946273,0.4805174,-0.2141099
36,-0.00313133,-0.14970675,"('hostile', 'amicable')",0.45682624,0.22572817,0.2268475,0.0380107,-0.1888368
37,0.08376272,0.11113937,"('fake', 'genuine')",0.5332339,0.5310891,0.3084983,0.3211142,0.0126159
38,-1.1906937,-1.1687543,"('untruthful', 'truthful')",-0.32660756,-0.25530705,-0.7586507,-0.7120307,0.04662
39,0.987297,1.050379,"('exploitative', 'cooperative')",0.24103448,0.22270456,0.6141657,0.6365418,0.0223761
40,0.76431,0.7340104,"('stingy', 'generous')",-1.1189702,-1.2786907,-0.1773301,-0.2723401,-0.09501
41,-0.5042819,-0.46728092,"('unforgiving', 'forgiving')",0.111301914,-0.03944195,-0.19649,-0.2533614,-0.0568714
42,0.56665313,0.8072374,"('unreliable', 'reliable')",-3.1925414,-3.057736,-1.3129442,-1.1252493,0.1876949
43,-1.2182367,-0.9846657,"('irresponsible', 'responsible')",0.44170612,0.49099335,-0.3882653,-0.2468362,0.1414291
44,1.5436223,1.5716251,"('prejudiced', 'unprejudiced')",-1.4822109,-1.4100134,0.0307057,0.0808058,0.0501001
45,-1.0875152,-0.9951143,"('incompetent', 'competent')",-0.22329536,-0.27208745,-0.6554053,-0.6336009,0.0218044
46,-0.90801823,-0.81168216,"('uncompetitive', 'competitive')",-0.8035695,-0.84327537,-0.8557938,-0.8274788,0.028315
47,0.25042388,0.4443585,"('stupid', 'smart')",5.0446186,5.1814165,2.6475213,2.8128874,0.1653661
48,-1.2254007,-1.2317657,"('unintelligent', 'intelligent')",0.48497164,0.52519584,-0.3702145,-0.353285,0.0169295
49,-0.53135145,-0.36851326,"('unable', 'able')",-0.3674492,-0.23937428,-0.4494003,-0.3039438,0.1454565
