,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.3246296,-0.3478173,"('unsociable', 'sociable')",0.35146475,0.39553526,-0.33606017,-0.37782112,-0.103075,-0.1100344,-0.0069594
1,-0.8948136,-0.9789153,"('unfriendly', 'friendly')",-0.48842663,-0.6825081,1.6249337,1.4873209,0.0805645,-0.0580342,-0.1385987
2,0.501881,0.5788013,"('unlikable', 'likable')",0.704053,0.76402426,0.83603483,0.8508686,0.6806563,0.7312314,0.0505751
3,-0.59371376,-0.5006789,"('repellent', 'pleasant')",-0.38489425,-0.18018073,0.63452876,0.72222006,-0.1146931,0.0137868,0.1284799
4,-0.5942395,-0.6455859,"('disliked', 'liked')",-0.90932643,-1.0123961,-6.884372,-7.091868,-2.7959795,-2.9166168,-0.1206373
5,-0.4609564,-0.51829773,"('distant', 'outgoing')",-1.2262434,-1.3647276,-0.3312626,-0.45049053,-0.6728208,-0.7778386,-0.1050178
6,-0.35843644,-0.39912626,"('distant', 'open')",-1.5701107,-1.6962714,-0.28764868,-0.3952078,-0.7387319,-0.8302019,-0.09147
7,0.16504411,0.19393103,"('insensitive', 'sensitive')",0.45882565,0.64155024,0.0773466,0.12793733,0.2337388,0.3211395,0.0874007
8,-0.59942114,-0.6663571,"('unaffectionate', 'affectionate')",-0.49879247,-0.6998284,0.59373605,0.5017023,-0.1681592,-0.288161,-0.1200018
9,0.011004556,-0.037430327,"('unaffectionate', 'caring')",-0.23367235,-0.35524186,1.0958586,1.0758067,0.2910636,0.2277115,-0.0633521
10,0.4794914,0.503768,"('unsympathetic', 'sympathetic')",0.19636416,0.36532566,-0.96189564,-0.88018066,-0.0953467,-0.0036957,0.091651
11,0.3015631,0.37976676,"('unhelpful', 'helpful')",-0.3333609,-0.27206886,1.3680328,1.4810022,0.4454117,0.5295667,0.084155
12,0.80683255,0.8483275,"('unsupportive', 'supportive')",0.44526434,0.5269891,-2.0754616,-2.1005394,-0.2744549,-0.2417409,0.032714
13,0.16766757,0.17056027,"('impolite', 'polite')",0.3372942,0.44870228,-1.1049206,-1.0290253,-0.1999863,-0.1365876,0.0633987
14,0.52889055,0.58517814,"('antisocial', 'social')",1.9323208,2.0917068,-0.05095582,-0.046298157,0.8034186,0.8768622,0.0734436
15,0.1859652,0.13984613,"('boring', 'funny')",0.48139358,0.35744315,-0.22016615,-0.24046588,0.1490642,0.0856078,-0.0634564
16,-1.6349509,-1.6452693,"('unpopular', 'popular')",-0.88776255,-0.96688217,0.5034081,0.38726723,-0.6731017,-0.741628,-0.0685263
17,-0.06800188,0.0034478419,"('nasty', 'nice')",-0.89971244,-0.7938708,-0.3861539,-0.34366482,-0.4512894,-0.3780293,0.0732601
18,0.64961076,0.717012,"('disagreeable', 'welcoming')",-0.55022347,-0.50877845,-0.39989322,-0.498674,-0.1001686,-0.0968135,0.0033551
19,-0.13513044,-0.089384526,"('inhospitable', 'hospitable')",-2.1957037,-2.204518,-0.8105174,-0.78836775,-1.0471172,-1.0274235,0.0196937
20,0.4277068,0.462886,"('rough', 'thoughtful')",0.5678222,0.63321143,0.8489927,0.85388577,0.6148406,0.6499944,0.0351538
21,0.85748667,0.89887846,"('immoral', 'moral')",0.5499784,0.7171069,-0.8321692,-0.7202841,0.1917653,0.2985671,0.1068018
22,-0.09504057,-0.068971716,"('untrustworthy', 'trustworthy')",0.32037723,0.42654404,-0.93033487,-0.957437,-0.2349994,-0.1999549,0.0350445
23,0.03845632,0.083948314,"('insincere', 'sincere')",0.5696179,0.6170498,5.39212,5.434806,2.0000647,2.0452681,0.0452034
24,1.3210237,1.2907066,"('dishonest', 'honest')",0.10062693,0.086155586,0.21543199,0.21326557,0.5456942,0.5300426,-0.0156516
25,-0.3082212,-0.37824523,"('egoistic', 'altruistic')",-0.2240315,-0.37506047,1.6894426,1.6536944,0.38573,0.3001296,-0.0856004
26,0.6124417,0.56050783,"('hardhearted', 'benevolent')",0.8003451,0.6965702,1.7988019,1.7591217,1.0705296,1.0053999,-0.0651297
27,0.6071648,0.58683056,"('hardhearted', 'softhearted')",-0.41182712,-0.44732934,1.132161,1.0800036,0.4424996,0.4065016,-0.035998
28,0.6716609,0.5557755,"('disloyal', 'loyal')",-0.37366256,-0.48224092,0.98621976,0.9039348,0.4280727,0.3258231,-0.1022496
29,-1.0761117,-1.1297946,"('unfair', 'fair')",-0.6524438,-0.7070564,-0.09466243,-0.26260692,-0.6077393,-0.6998193,-0.09208
30,0.26481733,0.35289696,"('intolerant', 'tolerant')",0.90246624,1.0185282,0.48855224,0.51049536,0.5519452,0.6273069,0.0753617
31,-0.96499234,-0.8940818,"('evil', 'good')",-1.1856301,-1.2786826,-0.4333432,-0.5587612,-0.8613218,-0.9105085,-0.0491867
32,-0.031521276,-0.094340205,"('unkind', 'kind')",0.076151066,0.045865856,0.3064596,0.26758212,0.1170298,0.0730359,-0.0439939
33,0.28428265,0.165721,"('wrong', 'right')",0.351898,0.20882036,-0.1226833,-0.22248912,0.1711658,0.0506841,-0.1204817
34,-0.8014165,-0.64752424,"('mean', 'honorable')",0.3946389,0.49526313,4.9376802,5.1163597,1.510301,1.6546995,0.1443985
35,-0.32757235,-0.4710131,"('corrupt', 'incorrupt')",-1.0078287,-1.2635642,-0.17072156,-0.31880295,-0.5020409,-0.6844601,-0.1824192
36,-1.6751727,-1.7490276,"('hostile', 'amicable')",-1.4162761,-1.5882057,0.03731966,-0.12556778,-1.018043,-1.154267,-0.136224
37,-0.06811993,-0.053478416,"('fake', 'genuine')",-0.88239586,-0.81266195,-0.26193377,-0.24336877,-0.4041499,-0.3698364,0.0343135
38,-0.08568757,-0.03702029,"('untruthful', 'truthful')",-0.47785872,-0.509515,-0.44861573,-0.42200738,-0.3373873,-0.3228475,0.0145398
39,1.7781218,1.8399079,"('exploitative', 'cooperative')",1.7494172,1.8507354,0.5141573,0.5762798,1.3472322,1.4223077,0.0750755
40,0.6738421,0.6144224,"('stingy', 'generous')",0.07835841,0.06526655,-1.7783923,-1.9587896,-0.3420639,-0.4263669,-0.084303
41,-0.28387848,-0.23510815,"('unforgiving', 'forgiving')",-0.11572604,-0.038130663,0.015125544,-0.06683357,-0.1281597,-0.1133575,0.0148022
42,0.5429138,0.6225075,"('unreliable', 'reliable')",-0.054551877,0.06780033,-3.3313046,-3.3639145,-0.9476476,-0.8912022,0.0564454
43,0.60174036,0.73575246,"('irresponsible', 'responsible')",0.47716475,0.6135073,-0.08984587,-0.047077063,0.3296864,0.4340609,0.1043745
44,-0.10818125,-0.011069447,"('prejudiced', 'unprejudiced')",-1.2713202,-1.1572659,-1.2976549,-1.2759676,-0.8923855,-0.8147677,0.0776178
45,-0.61550105,-0.5161361,"('incompetent', 'competent')",-0.41568863,-0.24625751,-0.32990807,-0.33017913,-0.4536993,-0.3641909,0.0895084
46,-0.1981187,-0.15131459,"('uncompetitive', 'competitive')",0.3163002,0.5695578,-1.5541859,-1.5187634,-0.4786681,-0.3668401,0.111828
47,-0.55159533,-0.44593415,"('stupid', 'smart')",0.68142074,0.6956252,5.3554797,5.479559,1.8284351,1.90975,0.0813149
48,0.7925406,0.79250365,"('unintelligent', 'intelligent')",0.3453915,0.37937644,0.59117085,0.6335354,0.5763676,0.6018052,0.0254376
49,-0.70954376,-0.6298694,"('unable', 'able')",-0.81704444,-0.73819494,-0.6449269,-0.6094714,-0.7238383,-0.6591786,0.0646597
50,-0.3242377,-0.34340963,"('clumsy', 'skillful')",-1.11174,-1.196772,-0.15787996,-0.27451214,-0.5312859,-0.6048979,-0.073612
51,0.844776,0.78407013,"('uneducated', 'educated')",0.12646177,0.14591001,0.11203874,0.055746213,0.3610922,0.3285755,-0.0325167
52,-0.039341785,-0.20846637,"('irrational', 'rational')",-0.9373317,-1.2292877,0.6636359,0.49180242,-0.1043459,-0.3153172,-0.2109713
53,-0.8258344,-0.89852214,"('uncreative', 'creative')",-0.32769462,-0.45172057,0.36995757,0.2307469,-0.2611905,-0.3731653,-0.1119748
54,-0.13629021,-0.15986782,"('incapable', 'capable')",-0.29238772,-0.31953886,0.5850024,0.5925961,0.0521082,0.0377298,-0.0143784
55,0.3337092,0.4486589,"('incompetent', 'clever')",0.8552073,1.0786031,0.09217356,0.16719784,0.42703,0.56482,0.13779
56,0.46905753,0.57394695,"('impractical', 'practical')",1.6711187,1.8268629,-0.92669326,-0.86015356,0.4044944,0.5135521,0.1090577
57,-0.25608486,-0.3013625,"('unimaginative', 'imaginative')",0.066662,0.16205889,-3.3047554,-3.3163872,-1.1647261,-1.151897,0.0128291
58,0.3698929,0.3929747,"('undiscriminating', 'discriminating')",0.8541395,0.87144995,0.17065749,0.095177636,0.4648966,0.4532008,-0.0116958
59,-0.28439972,-0.32553163,"('foolish', 'wise')",-0.5460197,-0.71478754,0.3473976,0.29443738,-0.1610073,-0.2486273,-0.08762
60,0.40782,0.5698019,"('inefficient', 'efficient')",1.5871238,1.8439815,-0.5837912,-0.37469906,0.4703842,0.6796948,0.2093106
61,0.27602863,0.1765843,"('illogical', 'logical')",0.30830267,0.21587124,0.73004043,0.5648981,0.4381239,0.3191179,-0.119006
62,0.047001146,0.19346018,"('incompetent', 'brilliant')",0.7376379,0.9514922,0.012124882,0.13973129,0.265588,0.4282279,0.1626399
63,0.3224368,0.36688468,"('unperceptive', 'insightful')",0.58115035,0.7009133,0.023984093,0.04044196,0.3091904,0.3694133,0.0602229
64,0.8539048,0.8245134,"('shy', 'confident')",0.83481145,0.8376941,-6.016258,-6.0913086,-1.4425138,-1.476367,-0.0338532
65,0.23148167,0.2118987,"('insecure', 'secure')",0.91664857,0.9798843,-0.27729002,-0.20463026,0.2902801,0.3290509,0.0387708
66,0.6253889,0.563186,"('inactive', 'active')",-0.45196444,-0.5473274,0.55934536,0.4948712,0.2442566,0.1702433,-0.0740133
67,0.6460024,0.6543763,"('doubtful', 'determined')",0.4332369,0.44934294,-0.36748892,-0.36570293,0.2372501,0.2460054,0.0087553
68,0.43575114,0.3844068,"('dependent', 'independent')",-0.44689277,-0.4597954,-1.2051064,-1.2677686,-0.405416,-0.4477191,-0.0423031
69,-0.26501104,-0.29300797,"('lazy', 'industrious')",-0.3753577,-0.5016951,-0.38632134,-0.4270601,-0.34223,-0.4072544,-0.0650244
70,0.45335376,0.53777087,"('lethargic', 'energetic')",0.0053837197,0.21186578,-0.29966223,-0.21986185,0.0530251,0.1765916,0.1235665
71,0.312013,0.35875764,"('diffident', 'self-confident')",1.0468163,0.9681139,0.43600526,0.36328515,0.5982782,0.5633856,-0.0348926
72,0.74222386,0.6967688,"('unambitious', 'ambitious')",1.9329804,1.9327478,-0.567328,-0.54314893,0.7026254,0.6954559,-0.0071695
73,1.1972709,1.2146099,"('helpless', 'self-reliant')",-0.694582,-0.7055427,-3.2834566,-3.3201537,-0.9269226,-0.9370289,-0.0101063
74,0.33585036,0.38222143,"('undedicated', 'dedicated')",0.3527857,0.35216886,-0.6384564,-0.68899554,0.0167266,0.0151316,-0.001595
75,-0.45278156,-0.41503683,"('meek', 'impulsive')",-1.8111529,-1.80048,-0.791341,-0.7618289,-1.0184252,-0.9924486,0.0259766
76,0.80467784,0.8948221,"('anxious', 'daring')",0.64664894,0.8543358,-0.47480723,-0.42891273,0.3255065,0.4400817,0.1145752
77,-0.8003435,-0.78985226,"('unmotivated', 'motivated')",0.02374439,0.1594922,-1.3739673,-1.2157024,-0.7168554,-0.6153541,0.1015013
78,-0.9603927,-0.8897675,"('nonresilient', 'resilient')",0.091162026,0.13778496,0.04755552,0.023066938,-0.2738917,-0.2429719,0.0309198
79,-0.21236105,-0.2699991,"('wavering', 'unwavering')",-1.4778789,-1.6235052,-0.5140126,-0.5677378,-0.7347509,-0.8204141,-0.0856632
80,0.59031045,0.5905987,"('dominated', 'dominating')",0.5044975,0.59247327,-0.9859,-0.8705505,0.0363027,0.1041738,0.0678711
81,0.79595256,0.7396759,"('submissive', 'aggressive')",0.866471,1.0177373,-0.9234793,-0.7534411,0.2463148,0.3346574,0.0883426
82,-0.57762194,-0.5203945,"('poor', 'rich')",-0.66453177,-0.6144413,5.768205,5.801958,1.5086838,1.5557075,0.0470237
83,0.02485465,0.06502225,"('powerless', 'powerful')",1.4025736,1.4236861,-1.0873951,-1.0837452,0.1133444,0.1349877,0.0216433
84,0.6069162,0.49527904,"('inferior', 'superior')",-0.027167164,-0.1582039,0.7727089,0.6883417,0.4508193,0.3418056,-0.1090137
85,-0.24216905,-0.28969672,"('insignificant', 'prestigious')",-0.44527063,-0.67459446,0.3608585,0.22701366,-0.1088604,-0.2457592,-0.1368988
86,0.12347666,0.039725985,"('uninfluential', 'influential')",0.5802049,0.5316215,-0.621385,-0.7027738,0.0274322,-0.0438088,-0.071241
87,0.22905199,0.17155784,"('unsuccessful', 'successful')",0.5775096,0.53680855,0.8537061,0.8573304,0.5534226,0.5218989,-0.0315237
88,0.22447471,0.16751793,"('low', 'eminent')",-0.9205042,-1.0264089,-0.5194267,-0.52683955,-0.4051521,-0.4619102,-0.0567581
