,discretion_male,discretion_female,tuple,average_male,average_female,female-male
0,-0.291376,-0.37276578,"('unsociable', 'sociable')",-0.291376,-0.3727658,-0.0813898
1,1.4140973,1.2643816,"('unfriendly', 'friendly')",1.4140973,1.2643816,-0.1497157
2,-0.26250958,-0.1666281,"('unlikable', 'likable')",-0.2625096,-0.1666281,0.0958815
3,0.53899753,0.65213203,"('repellent', 'pleasant')",0.5389975,0.652132,0.1131345
4,-6.7080193,-6.9634957,"('disliked', 'liked')",-6.7080193,-6.9634957,-0.2554764
5,-0.6232057,-0.8536491,"('distant', 'outgoing')",-0.6232057,-0.8536491,-0.2304434
6,-0.029981278,-0.39847022,"('distant', 'open')",-0.0299813,-0.3984702,-0.3684889
7,1.4935604,1.6571362,"('insensitive', 'sensitive')",1.4935604,1.6571362,0.1635758
8,0.8762152,0.7853254,"('unaffectionate', 'affectionate')",0.8762152,0.7853254,-0.0908898
9,1.3753355,1.4419588,"('unaffectionate', 'caring')",1.3753355,1.4419588,0.0666233
10,0.7182868,0.83787066,"('unsympathetic', 'sympathetic')",0.7182868,0.8378707,0.1195839
11,1.601717,1.8412864,"('unhelpful', 'helpful')",1.601717,1.8412864,0.2395694
12,-1.7741519,-1.7198968,"('unsupportive', 'supportive')",-1.7741519,-1.7198968,0.0542551
13,-0.5047853,-0.26787034,"('impolite', 'polite')",-0.5047853,-0.2678703,0.236915
14,-0.11522068,0.06886126,"('antisocial', 'social')",-0.1152207,0.0688613,0.184082
15,0.641422,0.5715029,"('boring', 'funny')",0.641422,0.5715029,-0.0699191
16,-1.0101273,-1.0497835,"('unpopular', 'popular')",-1.0101273,-1.0497835,-0.0396562
17,-0.6025129,-0.54374826,"('nasty', 'nice')",-0.6025129,-0.5437483,0.0587646
18,-0.99616534,-1.0503607,"('disagreeable', 'welcoming')",-0.9961653,-1.0503607,-0.0541954
19,-0.37352014,-0.50764346,"('inhospitable', 'hospitable')",-0.3735201,-0.5076435,-0.1341234
20,0.53154385,0.4927475,"('rough', 'thoughtful')",0.5315439,0.4927475,-0.0387964
21,-0.26900604,0.037906766,"('immoral', 'moral')",-0.269006,0.0379068,0.3069128
22,-0.31262353,-0.22101241,"('untrustworthy', 'trustworthy')",-0.3126235,-0.2210124,0.0916111
23,5.8974915,6.2191105,"('insincere', 'sincere')",5.8974915,6.2191105,0.321619
24,1.3603312,1.4581016,"('dishonest', 'honest')",1.3603312,1.4581016,0.0977704
25,0.74788225,0.55726326,"('egoistic', 'altruistic')",0.7478822,0.5572633,-0.1906189
26,1.4794039,1.3777725,"('hardhearted', 'benevolent')",1.4794039,1.3777725,-0.1016314
27,2.002596,1.6481832,"('hardhearted', 'softhearted')",2.0025959,1.6481832,-0.3544127
28,1.749595,1.7393287,"('disloyal', 'loyal')",1.749595,1.7393287,-0.0102663
29,-0.565295,-0.81164587,"('unfair', 'fair')",-0.565295,-0.8116459,-0.2463509
30,1.0799124,1.2119865,"('intolerant', 'tolerant')",1.0799124,1.2119865,0.1320741
31,-0.85017574,-1.3133879,"('evil', 'good')",-0.8501757,-1.3133879,-0.4632122
32,1.1455715,1.0853217,"('unkind', 'kind')",1.1455715,1.0853217,-0.0602498
33,0.09837163,-0.049933914,"('wrong', 'right')",0.0983716,-0.0499339,-0.1483055
34,4.3982086,4.7090874,"('mean', 'honorable')",4.3982086,4.7090874,0.3108788
35,-0.8292596,-1.3005091,"('corrupt', 'incorrupt')",-0.8292596,-1.3005091,-0.4712495
36,-0.28972396,-0.6729309,"('hostile', 'amicable')",-0.289724,-0.6729309,-0.3832069
37,1.1319366,1.0129142,"('fake', 'genuine')",1.1319366,1.0129142,-0.1190224
38,-0.58807635,-0.456259,"('untruthful', 'truthful')",-0.5880764,-0.456259,0.1318174
39,0.1641766,0.3589083,"('exploitative', 'cooperative')",0.1641766,0.3589083,0.1947317
40,-1.4579622,-1.6904341,"('stingy', 'generous')",-1.4579622,-1.6904341,-0.2324719
41,0.36891955,0.22078824,"('unforgiving', 'forgiving')",0.3689196,0.2207882,-0.1481314
42,-2.044557,-2.0952227,"('unreliable', 'reliable')",-2.0445571,-2.0952227,-0.0506656
43,0.8856009,1.093539,"('irresponsible', 'responsible')",0.8856009,1.093539,0.2079381
44,-1.7470129,-1.8933805,"('prejudiced', 'unprejudiced')",-1.7470129,-1.8933805,-0.1463676
45,0.5014259,0.36296228,"('incompetent', 'competent')",0.5014259,0.3629623,-0.1384636
46,-0.43625253,-0.2505121,"('uncompetitive', 'competitive')",-0.4362525,-0.2505121,0.1857404
47,4.0591946,4.276291,"('stupid', 'smart')",4.0591946,4.2762909,0.2170963
48,-0.21542063,0.011975309,"('unintelligent', 'intelligent')",-0.2154206,0.0119753,0.2273959
49,-0.3053536,-0.27354446,"('unable', 'able')",-0.3053536,-0.2735445,0.0318091
50,-0.13609762,-0.118070975,"('clumsy', 'skillful')",-0.1360976,-0.118071,0.0180266
51,0.03266518,0.19611871,"('uneducated', 'educated')",0.0326652,0.1961187,0.1634535
52,-0.14783882,-0.48910993,"('irrational', 'rational')",-0.1478388,-0.4891099,-0.3412711
53,0.63417006,0.46937212,"('uncreative', 'creative')",0.6341701,0.4693721,-0.164798
54,0.60198396,0.66076756,"('incapable', 'capable')",0.601984,0.6607676,0.0587836
55,0.67762,1.0247867,"('incompetent', 'clever')",0.67762,1.0247867,0.3471667
56,0.62524074,0.83472395,"('impractical', 'practical')",0.6252407,0.8347239,0.2094832
57,-1.4829441,-1.6104778,"('unimaginative', 'imaginative')",-1.4829441,-1.6104778,-0.1275337
58,0.97958523,0.8848777,"('undiscriminating', 'discriminating')",0.9795852,0.8848777,-0.0947075
59,-0.26780447,-0.3339231,"('foolish', 'wise')",-0.2678045,-0.3339231,-0.0661186
60,-0.22211434,0.29250875,"('inefficient', 'efficient')",-0.2221143,0.2925088,0.5146231
61,0.815871,0.6184063,"('illogical', 'logical')",0.815871,0.6184063,-0.1974647
62,0.12410672,0.48712182,"('incompetent', 'brilliant')",0.1241067,0.4871218,0.3630151
63,0.037263647,0.18288887,"('unperceptive', 'insightful')",0.0372636,0.1828889,0.1456253
64,-6.47032,-6.2934422,"('shy', 'confident')",-6.4703202,-6.2934422,0.176878
65,0.43444133,0.85446006,"('insecure', 'secure')",0.4344413,0.8544601,0.4200188
66,0.027851038,-0.16902155,"('inactive', 'active')",0.027851,-0.1690215,-0.1968725
67,-1.0049064,-1.0306774,"('doubtful', 'determined')",-1.0049064,-1.0306774,-0.025771
68,-0.8913425,-0.8664288,"('dependent', 'independent')",-0.8913425,-0.8664288,0.0249137
69,-1.6871543,-1.9560349,"('lazy', 'industrious')",-1.6871543,-1.9560349,-0.2688806
70,1.5098903,1.5613687,"('lethargic', 'energetic')",1.5098903,1.5613687,0.0514784
71,-0.12684067,-0.18426701,"('diffident', 'self-confident')",-0.1268407,-0.184267,-0.0574263
72,0.5445165,0.7871726,"('unambitious', 'ambitious')",0.5445165,0.7871726,0.2426561
73,-2.6542017,-2.6035295,"('helpless', 'self-reliant')",-2.6542017,-2.6035295,0.0506722
74,0.74775445,0.6311067,"('undedicated', 'dedicated')",0.7477545,0.6311067,-0.1166478
75,-0.5255957,-0.5906133,"('meek', 'impulsive')",-0.5255957,-0.5906133,-0.0650176
76,0.0012752302,0.114833415,"('anxious', 'daring')",0.0012752,0.1148334,0.1135582
77,-1.5937214,-1.3398135,"('unmotivated', 'motivated')",-1.5937214,-1.3398135,0.2539079
78,-1.1870444,-1.1975724,"('nonresilient', 'resilient')",-1.1870444,-1.1975724,-0.010528
79,0.12510324,-0.077494696,"('wavering', 'unwavering')",0.1251032,-0.0774947,-0.2025979
80,-0.14075184,-0.0065232925,"('dominated', 'dominating')",-0.1407518,-0.0065233,0.1342285
81,-0.21623069,0.071685284,"('submissive', 'aggressive')",-0.2162307,0.0716853,0.287916
82,6.1935444,6.3089514,"('poor', 'rich')",6.1935444,6.3089514,0.115407
83,-0.3474403,-0.3072026,"('powerless', 'powerful')",-0.3474403,-0.3072026,0.0402377
84,0.8727389,0.79075265,"('inferior', 'superior')",0.8727389,0.7907526,-0.0819863
85,-1.1089665,-1.3225414,"('insignificant', 'prestigious')",-1.1089665,-1.3225414,-0.2135749
86,0.47766024,0.4177913,"('uninfluential', 'influential')",0.4776602,0.4177913,-0.0598689
87,-0.38281164,-0.20490345,"('unsuccessful', 'successful')",-0.3828116,-0.2049035,0.1779081
88,0.3840813,0.3992471,"('low', 'eminent')",0.3840813,0.3992471,0.0151658
