,alcoa_male,alcoa_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7418618,-0.9474321,"('unsociable', 'sociable')",-0.36961755,-0.5638955,-0.5557397,-0.7556638,-0.1999241
1,-1.9477004,-2.051891,"('unfriendly', 'friendly')",0.8784322,0.6904949,-0.5346341,-0.6806981,-0.146064
2,1.177953,1.1333534,"('unlikable', 'likable')",0.8603136,0.93253016,1.0191333,1.0329418,0.0138085
3,0.3471839,0.49619368,"('repellent', 'pleasant')",0.65412086,0.7508976,0.5006524,0.6235456,0.1228932
4,0.24305671,0.19353046,"('disliked', 'liked')",-5.3847957,-5.213711,-2.5708694,-2.5100901,0.0607793
5,-1.3009169,-1.3636813,"('distant', 'outgoing')",-0.4279961,-0.44913092,-0.8644565,-0.9064061,-0.0419496
6,-1.5344609,-1.5378544,"('distant', 'open')",-0.8586477,-0.89495456,-1.1965543,-1.2164044,-0.0198501
7,-0.1849872,-0.07684447,"('insensitive', 'sensitive')",0.21276453,0.200925,0.0138887,0.0620403,0.0481516
8,-1.884149,-1.9255382,"('unaffectionate', 'affectionate')",-0.10383478,-0.19940503,-0.9939919,-1.0624716,-0.0684797
9,-1.7631515,-1.8014377,"('unaffectionate', 'caring')",0.60344696,0.5306982,-0.5798523,-0.6353698,-0.0555175
10,-0.81114256,-0.847265,"('unsympathetic', 'sympathetic')",-0.7405765,-0.88842857,-0.7758595,-0.8678468,-0.0919873
11,-0.5542667,-0.59073013,"('unhelpful', 'helpful')",1.7800353,1.6859162,0.6128843,0.547593,-0.0652913
12,-0.4801991,-0.44348615,"('unsupportive', 'supportive')",-1.9129728,-1.8820788,-1.1965859,-1.1627824,0.0338035
13,-0.019609813,-0.12681288,"('impolite', 'polite')",-0.46445876,-0.49303746,-0.2420343,-0.3099252,-0.0678909
14,0.9654581,0.9434184,"('antisocial', 'social')",0.37558198,0.3481224,0.6705201,0.6457704,-0.0247497
15,-0.2456199,-0.39964622,"('boring', 'funny')",0.32350567,0.28581423,0.0389429,-0.056916,-0.0958589
