,grasp_male,grasp_female,tuple,average_male,average_female,female-male
0,0.14362873,0.020997642,"('unsociable', 'sociable')",0.1436287,0.0209976,-0.1226311
1,1.3164784,1.2197256,"('unfriendly', 'friendly')",1.3164784,1.2197256,-0.0967528
2,0.10387528,0.23234648,"('unlikable', 'likable')",0.1038753,0.2323465,0.1284712
3,0.8444082,0.9208603,"('repellent', 'pleasant')",0.8444082,0.9208603,0.0764521
4,-7.6973915,-7.8632836,"('disliked', 'liked')",-7.6973915,-7.8632836,-0.1658921
5,-0.52269375,-0.488794,"('distant', 'outgoing')",-0.5226938,-0.488794,0.0338998
6,-0.010456752,-0.05107468,"('distant', 'open')",-0.0104568,-0.0510747,-0.0406179
7,1.1487068,1.117624,"('insensitive', 'sensitive')",1.1487068,1.117624,-0.0310828
8,1.4033484,1.2589189,"('unaffectionate', 'affectionate')",1.4033484,1.2589189,-0.1444295
9,1.8042041,1.8108938,"('unaffectionate', 'caring')",1.8042041,1.8108938,0.0066897
10,1.0483985,1.074708,"('unsympathetic', 'sympathetic')",1.0483985,1.074708,0.0263095
11,1.81789,1.9075543,"('unhelpful', 'helpful')",1.81789,1.9075543,0.0896643
12,-1.5639313,-1.591826,"('unsupportive', 'supportive')",-1.5639313,-1.591826,-0.0278947
13,-0.12224394,-0.08849507,"('impolite', 'polite')",-0.1222439,-0.0884951,0.0337488
14,0.37446713,0.26603857,"('antisocial', 'social')",0.3744671,0.2660386,-0.1084285
15,0.2566247,0.14662609,"('boring', 'funny')",0.2566247,0.1466261,-0.1099986
16,-0.40975642,-0.3653095,"('unpopular', 'popular')",-0.4097564,-0.3653095,0.0444469
17,-0.3591129,-0.38323545,"('nasty', 'nice')",-0.3591129,-0.3832355,-0.0241226
18,-0.5002798,-0.47756672,"('disagreeable', 'welcoming')",-0.5002798,-0.4775667,0.0227131
19,-0.9659809,-0.9229099,"('inhospitable', 'hospitable')",-0.9659809,-0.9229099,0.043071
20,1.2140756,1.1141782,"('rough', 'thoughtful')",1.2140756,1.1141782,-0.0998974
21,-0.17572859,-0.037608214,"('immoral', 'moral')",-0.1757286,-0.0376082,0.1381204
22,-0.39181885,-0.4702307,"('untrustworthy', 'trustworthy')",-0.3918189,-0.4702307,-0.0784118
23,6.446341,6.5717177,"('insincere', 'sincere')",6.446341,6.5717177,0.1253767
24,1.7593505,1.6761465,"('dishonest', 'honest')",1.7593505,1.6761465,-0.083204
25,0.6632019,0.6222247,"('egoistic', 'altruistic')",0.6632019,0.6222247,-0.0409772
26,0.93141854,0.68768185,"('hardhearted', 'benevolent')",0.9314185,0.6876819,-0.2437366
27,1.5574118,1.3504674,"('hardhearted', 'softhearted')",1.5574118,1.3504674,-0.2069444
28,1.2924875,1.2084758,"('disloyal', 'loyal')",1.2924875,1.2084758,-0.0840117
29,-0.29384854,-0.47065154,"('unfair', 'fair')",-0.2938485,-0.4706515,-0.176803
30,0.8254794,0.8742881,"('intolerant', 'tolerant')",0.8254794,0.8742881,0.0488087
31,-1.3730987,-1.4428422,"('evil', 'good')",-1.3730987,-1.4428422,-0.0697435
32,1.2350621,1.1450722,"('unkind', 'kind')",1.2350621,1.1450722,-0.0899899
33,-0.5725659,-0.6323559,"('wrong', 'right')",-0.5725659,-0.6323559,-0.05979
34,4.547481,4.8234344,"('mean', 'honorable')",4.5474811,4.8234344,0.2759533
35,-0.8334731,-1.1137059,"('corrupt', 'incorrupt')",-0.8334731,-1.1137059,-0.2802328
36,-0.59208286,-0.7037384,"('hostile', 'amicable')",-0.5920829,-0.7037384,-0.1116555
37,1.0413607,1.0002407,"('fake', 'genuine')",1.0413607,1.0002407,-0.04112
38,-0.35014266,-0.255646,"('untruthful', 'truthful')",-0.3501427,-0.255646,0.0944967
39,0.19064711,0.20301254,"('exploitative', 'cooperative')",0.1906471,0.2030125,0.0123654
40,-1.587746,-1.816431,"('stingy', 'generous')",-1.587746,-1.816431,-0.228685
41,0.22324382,0.14570332,"('unforgiving', 'forgiving')",0.2232438,0.1457033,-0.0775405
42,-2.241467,-2.264709,"('unreliable', 'reliable')",-2.241467,-2.264709,-0.023242
43,1.3011407,1.3887163,"('irresponsible', 'responsible')",1.3011407,1.3887163,0.0875756
44,-1.0345546,-0.9641805,"('prejudiced', 'unprejudiced')",-1.0345546,-0.9641805,0.0703741
45,0.7530943,0.6274678,"('incompetent', 'competent')",0.7530943,0.6274678,-0.1256265
46,-0.56047493,-0.5530802,"('uncompetitive', 'competitive')",-0.5604749,-0.5530802,0.0073947
47,5.323317,5.501113,"('stupid', 'smart')",5.3233171,5.5011129,0.1777958
48,0.7300806,0.7402832,"('unintelligent', 'intelligent')",0.7300806,0.7402832,0.0102026
49,-0.1858761,0.009152903,"('unable', 'able')",-0.1858761,0.0091529,0.195029
50,-0.24148701,-0.22087008,"('clumsy', 'skillful')",-0.241487,-0.2208701,0.0206169
51,0.02763651,0.017920822,"('uneducated', 'educated')",0.0276365,0.0179208,-0.0097157
52,-0.40695053,-0.5855867,"('irrational', 'rational')",-0.4069505,-0.5855867,-0.1786362
53,0.35359427,0.27410835,"('uncreative', 'creative')",0.3535943,0.2741084,-0.0794859
54,0.8189919,0.94145566,"('incapable', 'capable')",0.8189919,0.9414557,0.1224638
55,1.0686423,1.0692886,"('incompetent', 'clever')",1.0686423,1.0692886,0.0006463
56,0.5131709,0.5336524,"('impractical', 'practical')",0.5131709,0.5336524,0.0204815
57,-2.731788,-2.799599,"('unimaginative', 'imaginative')",-2.7317879,-2.7995989,-0.067811
58,0.08862284,-0.0036670342,"('undiscriminating', 'discriminating')",0.0886228,-0.003667,-0.0922898
59,-0.27059558,-0.22879781,"('foolish', 'wise')",-0.2705956,-0.2287978,0.0417978
60,0.7043192,0.91640073,"('inefficient', 'efficient')",0.7043192,0.9164007,0.2120815
61,0.611689,0.42210335,"('illogical', 'logical')",0.611689,0.4221033,-0.1895857
62,0.8994878,1.054642,"('incompetent', 'brilliant')",0.8994878,1.054642,0.1551542
63,0.5370094,0.6066413,"('unperceptive', 'insightful')",0.5370094,0.6066413,0.0696319
64,-6.3830514,-6.425618,"('shy', 'confident')",-6.3830514,-6.4256182,-0.0425668
65,0.49444255,0.5315281,"('insecure', 'secure')",0.4944426,0.5315281,0.0370855
66,-0.03231991,-0.16273093,"('inactive', 'active')",-0.0323199,-0.1627309,-0.130411
67,-0.6293192,-0.50770277,"('doubtful', 'determined')",-0.6293192,-0.5077028,0.1216164
68,-0.84676266,-0.7259897,"('dependent', 'independent')",-0.8467627,-0.7259897,0.120773
69,-1.9844427,-2.0003219,"('lazy', 'industrious')",-1.9844427,-2.0003219,-0.0158792
70,1.2118175,1.1828054,"('lethargic', 'energetic')",1.2118175,1.1828054,-0.0290121
71,0.71382,0.6446932,"('diffident', 'self-confident')",0.71382,0.6446932,-0.0691268
72,0.7189964,0.82835263,"('unambitious', 'ambitious')",0.7189964,0.8283526,0.1093562
73,-3.5570395,-3.5461345,"('helpless', 'self-reliant')",-3.5570395,-3.5461345,0.010905
74,-0.05310337,-0.1691626,"('undedicated', 'dedicated')",-0.0531034,-0.1691626,-0.1160592
75,-1.2432091,-1.1371952,"('meek', 'impulsive')",-1.2432091,-1.1371952,0.1060139
76,0.57080466,0.6280453,"('anxious', 'daring')",0.5708047,0.6280453,0.0572406
77,-1.3058139,-1.1272157,"('unmotivated', 'motivated')",-1.3058139,-1.1272157,0.1785982
