,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.94661695,-0.98603046,"('unsociable', 'sociable')",-0.14170316,-0.32478374,-0.5441601,-0.6554071,-0.111247
1,-2.1147406,-2.1436338,"('unfriendly', 'friendly')",1.1666006,1.0511209,-0.47407,-0.5462565,-0.0721865
2,0.7733385,0.6619512,"('unlikable', 'likable')",0.6634115,0.6261083,0.718375,0.6440297,-0.0743453
3,-0.39960608,-0.2787283,"('repellent', 'pleasant')",1.0089077,0.93864554,0.3046508,0.3299586,0.0253078
4,-0.24450517,-0.23964162,"('disliked', 'liked')",-7.3098025,-7.2691975,-3.777154,-3.7544196,0.0227344
5,-1.0434629,-0.9817897,"('distant', 'outgoing')",-0.6743626,-0.5055423,-0.8589127,-0.743666,0.1152467
6,-1.6905863,-1.6094362,"('distant', 'open')",-0.59005255,-0.45699537,-1.1403195,-1.0332158,0.1071037
7,-0.782409,-0.4953058,"('insensitive', 'sensitive')",0.014710054,0.13733287,-0.3838495,-0.1789865,0.204863
8,-1.4850123,-1.5868905,"('unaffectionate', 'affectionate')",0.6461178,0.59734046,-0.4194472,-0.494775,-0.0753278
9,-1.6691806,-1.6209178,"('unaffectionate', 'caring')",1.016271,1.1540554,-0.3264548,-0.2334312,0.0930236
10,-0.85556126,-0.75785595,"('unsympathetic', 'sympathetic')",-0.18092023,-0.18819499,-0.5182407,-0.4730255,0.0452152
11,0.39852595,0.34727958,"('unhelpful', 'helpful')",1.960879,2.117128,1.1797025,1.2322037,0.0525012
12,-0.76722324,-0.48876995,"('unsupportive', 'supportive')",-2.337606,-2.207692,-1.5524147,-1.348231,0.2041837
13,-0.08778205,-0.19052845,"('impolite', 'polite')",-0.6319058,-0.61279047,-0.3598439,-0.4016595,-0.0418156
14,0.11089805,0.22230077,"('antisocial', 'social')",-0.06648709,-0.27013448,0.0222055,-0.0239169,-0.0461224
15,0.062962964,-0.09604029,"('boring', 'funny')",-0.15212065,-0.16210225,-0.0445788,-0.1290713,-0.0844925
16,-0.17310621,-0.20257226,"('unpopular', 'popular')",0.17355108,0.09832386,0.0002224,-0.0521242,-0.0523466
17,-0.17990203,-0.19100001,"('nasty', 'nice')",-0.5526136,-0.49370727,-0.3662578,-0.3423536,0.0239042
18,-0.45960787,-0.32705173,"('disagreeable', 'welcoming')",-0.605975,-0.68581283,-0.5327914,-0.5064323,0.0263591
19,-1.0517603,-1.0326574,"('inhospitable', 'hospitable')",-0.56912154,-0.39324817,-0.8104409,-0.7129528,0.0974881
20,0.14429012,0.15231106,"('rough', 'thoughtful')",0.85776377,0.7816395,0.5010269,0.4669753,-0.0340516
21,0.06274703,0.065368004,"('immoral', 'moral')",-0.19499001,-0.20122959,-0.0661215,-0.0679308,-0.0018093
22,-0.16007474,-0.04081493,"('untrustworthy', 'trustworthy')",-1.1467255,-1.1090109,-0.6534001,-0.5749129,0.0784872
23,-0.6637053,-0.58775884,"('insincere', 'sincere')",5.95517,5.991672,2.6457324,2.7019565,0.0562241
24,-0.54397106,-0.5549378,"('dishonest', 'honest')",0.653769,0.7617196,0.054899,0.1033909,0.0484919
25,-0.6627128,-0.93746054,"('egoistic', 'altruistic')",0.97911125,0.76993793,0.1581992,-0.0837613,-0.2419605
26,-0.69519365,-0.88629794,"('hardhearted', 'benevolent')",1.3495243,1.0689561,0.3271653,0.0913291,-0.2358362
27,-0.446151,-0.25576174,"('hardhearted', 'softhearted')",1.0483012,1.0169528,0.3010751,0.3805955,0.0795204
