,friction_male,friction_female,tuple,average_male,average_female,female-male
0,0.23456138,0.09005374,"('unsociable', 'sociable')",0.2345614,0.0900537,-0.1445077
1,1.642935,1.675784,"('unfriendly', 'friendly')",1.642935,1.675784,0.032849
2,-0.2790664,-0.07399221,"('unlikable', 'likable')",-0.2790664,-0.0739922,0.2050742
3,0.6683822,1.0023766,"('repellent', 'pleasant')",0.6683822,1.0023766,0.3339944
4,-7.8828673,-7.6538115,"('disliked', 'liked')",-7.8828673,-7.6538115,0.2290558
5,-0.86525685,-0.5474512,"('distant', 'outgoing')",-0.8652568,-0.5474512,0.3178056
6,-0.59360087,-0.30776286,"('distant', 'open')",-0.5936009,-0.3077629,0.285838
7,1.6518884,1.8614113,"('insensitive', 'sensitive')",1.6518884,1.8614113,0.2095229
8,1.4039804,1.447127,"('unaffectionate', 'affectionate')",1.4039804,1.447127,0.0431466
9,2.1007829,2.2028005,"('unaffectionate', 'caring')",2.1007829,2.2028005,0.1020176
10,1.6675843,1.5641015,"('unsympathetic', 'sympathetic')",1.6675843,1.5641015,-0.1034828
11,2.569343,2.518023,"('unhelpful', 'helpful')",2.5693431,2.518023,-0.0513201
12,-1.0196456,-0.89309096,"('unsupportive', 'supportive')",-1.0196456,-0.893091,0.1265546
13,0.275761,0.1995978,"('impolite', 'polite')",0.275761,0.1995978,-0.0761632
14,0.21672252,0.024763973,"('antisocial', 'social')",0.2167225,0.024764,-0.1919585
15,0.15019909,0.16121434,"('boring', 'funny')",0.1501991,0.1612143,0.0110152
16,-0.9961333,-0.7745639,"('unpopular', 'popular')",-0.9961333,-0.7745639,0.2215694
17,-0.35119286,-0.33220285,"('nasty', 'nice')",-0.3511929,-0.3322029,0.01899
18,-0.688318,-0.46831495,"('disagreeable', 'welcoming')",-0.688318,-0.4683149,0.2200031
19,-0.67085344,-0.49803507,"('inhospitable', 'hospitable')",-0.6708534,-0.4980351,0.1728183
20,0.6440985,0.41885436,"('rough', 'thoughtful')",0.6440985,0.4188544,-0.2252441
21,0.14803271,0.1675938,"('immoral', 'moral')",0.1480327,0.1675938,0.0195611
22,-0.6882472,-0.52045405,"('untrustworthy', 'trustworthy')",-0.6882472,-0.520454,0.1677932
23,7.287171,7.3457794,"('insincere', 'sincere')",7.2871709,7.3457794,0.0586085
24,2.2360122,2.2791307,"('dishonest', 'honest')",2.2360122,2.2791307,0.0431185
25,0.8384167,0.789751,"('egoistic', 'altruistic')",0.8384167,0.789751,-0.0486657
26,0.86862874,0.35203043,"('hardhearted', 'benevolent')",0.8686287,0.3520304,-0.5165983
27,2.0509086,1.9158938,"('hardhearted', 'softhearted')",2.0509086,1.9158938,-0.1350148
28,1.5568782,1.4445376,"('disloyal', 'loyal')",1.5568782,1.4445376,-0.1123406
29,-1.3423135,-1.4133544,"('unfair', 'fair')",-1.3423135,-1.4133544,-0.0710409
30,1.3330504,1.2599218,"('intolerant', 'tolerant')",1.3330504,1.2599218,-0.0731286
31,-2.1775045,-2.033447,"('evil', 'good')",-2.1775045,-2.033447,0.1440575
32,1.5352148,1.2339092,"('unkind', 'kind')",1.5352148,1.2339092,-0.3013056
33,-0.25152126,-0.13272937,"('wrong', 'right')",-0.2515213,-0.1327294,0.1187919
34,5.080714,5.417203,"('mean', 'honorable')",5.0807142,5.4172029,0.3364887
35,-1.2734023,-1.2507647,"('corrupt', 'incorrupt')",-1.2734023,-1.2507647,0.0226376
36,-0.98943275,-1.0160716,"('hostile', 'amicable')",-0.9894328,-1.0160716,-0.0266388
37,1.1137873,1.1274444,"('fake', 'genuine')",1.1137873,1.1274444,0.0136571
38,0.66657054,0.6775025,"('untruthful', 'truthful')",0.6665705,0.6775025,0.010932
39,0.46049356,0.3232605,"('exploitative', 'cooperative')",0.4604936,0.3232605,-0.1372331
40,-1.5639789,-1.3517048,"('stingy', 'generous')",-1.5639789,-1.3517048,0.2122741
41,0.47648782,0.11953121,"('unforgiving', 'forgiving')",0.4764878,0.1195312,-0.3569566
42,-3.1833546,-2.8546624,"('unreliable', 'reliable')",-3.1833546,-2.8546624,0.3286922
43,1.2447261,1.2290546,"('irresponsible', 'responsible')",1.2447261,1.2290546,-0.0156715
44,-2.3101342,-2.2732484,"('prejudiced', 'unprejudiced')",-2.3101342,-2.2732484,0.0368858
45,0.18688779,0.24416742,"('incompetent', 'competent')",0.1868878,0.2441674,0.0572796
46,-0.10340771,-0.2184832,"('uncompetitive', 'competitive')",-0.1034077,-0.2184832,-0.1150755
47,5.426258,5.440203,"('stupid', 'smart')",5.4262581,5.4402032,0.0139451
48,1.1721367,1.1220739,"('unintelligent', 'intelligent')",1.1721367,1.1220739,-0.0500628
49,0.026640318,0.32480755,"('unable', 'able')",0.0266403,0.3248076,0.2981673
50,-0.35954443,-0.21279968,"('clumsy', 'skillful')",-0.3595444,-0.2127997,0.1467447
51,0.9801168,1.1189837,"('uneducated', 'educated')",0.9801168,1.1189837,0.1388669
52,-0.7686474,-0.69744486,"('irrational', 'rational')",-0.7686474,-0.6974449,0.0712025
53,-0.022359503,-0.008150574,"('uncreative', 'creative')",-0.0223595,-0.0081506,0.0142089
54,0.9343883,1.2895924,"('incapable', 'capable')",0.9343883,1.2895924,0.3552041
55,1.0506707,1.1303979,"('incompetent', 'clever')",1.0506707,1.1303979,0.0797272
56,0.72024274,0.7803391,"('impractical', 'practical')",0.7202427,0.7803391,0.0600964
57,-2.5690393,-2.5064404,"('unimaginative', 'imaginative')",-2.5690393,-2.5064404,0.0625989
58,0.30425587,0.294129,"('undiscriminating', 'discriminating')",0.3042559,0.294129,-0.0101269
59,-0.45663676,-0.34344733,"('foolish', 'wise')",-0.4566368,-0.3434473,0.1131895
60,1.1221528,1.0558172,"('inefficient', 'efficient')",1.1221528,1.0558172,-0.0663356
61,0.5973549,0.37869436,"('illogical', 'logical')",0.5973549,0.3786944,-0.2186605
62,1.151093,1.5407454,"('incompetent', 'brilliant')",1.151093,1.5407454,0.3896524
63,0.93376374,0.98342973,"('unperceptive', 'insightful')",0.9337637,0.9834297,0.049666
64,-7.168684,-6.935785,"('shy', 'confident')",-7.168684,-6.9357848,0.2328992
65,0.18822578,0.26698694,"('insecure', 'secure')",0.1882258,0.2669869,0.0787611
66,-0.9904359,-0.9034994,"('inactive', 'active')",-0.9904359,-0.9034994,0.0869365
67,-0.5209277,-0.78667367,"('doubtful', 'determined')",-0.5209277,-0.7866737,-0.265746
68,-0.9700402,-0.6739975,"('dependent', 'independent')",-0.9700402,-0.6739975,0.2960427
69,-2.5692341,-2.4907017,"('lazy', 'industrious')",-2.5692341,-2.4907017,0.0785324
70,1.4922363,1.7429469,"('lethargic', 'energetic')",1.4922363,1.7429469,0.2507106
71,0.027836412,0.18433172,"('diffident', 'self-confident')",0.0278364,0.1843317,0.1564953
72,0.84456164,1.0949489,"('unambitious', 'ambitious')",0.8445616,1.0949489,0.2503873
73,-3.3647254,-2.8879712,"('helpless', 'self-reliant')",-3.3647254,-2.8879712,0.4767542
74,0.44727078,0.2582013,"('undedicated', 'dedicated')",0.4472708,0.2582013,-0.1890695
75,-1.5670637,-1.302526,"('meek', 'impulsive')",-1.5670637,-1.302526,0.2645377
76,0.7436752,0.5878215,"('anxious', 'daring')",0.7436752,0.5878215,-0.1558537
77,-0.70409054,-0.55674654,"('unmotivated', 'motivated')",-0.7040905,-0.5567465,0.147344
78,-0.30972728,-0.37923154,"('nonresilient', 'resilient')",-0.3097273,-0.3792315,-0.0695042
79,-0.36503956,-0.3967784,"('wavering', 'unwavering')",-0.3650396,-0.3967784,-0.0317388
