,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,female-male
0,-0.110124275,-0.21511354,"('unsociable', 'sociable')",-0.10798867,-0.16827434,-0.1090565,-0.1916939,-0.0826374
1,0.3929849,0.64573747,"('unfriendly', 'friendly')",1.8773263,1.8912512,1.1351556,1.2684944,0.1333388
2,1.001619,1.11248,"('unlikable', 'likable')",0.8535499,0.9575886,0.9275844,1.0350343,0.1074499
3,-0.7987181,-0.71828765,"('repellent', 'pleasant')",0.11523591,0.1529253,-0.3417411,-0.2826812,0.0590599
4,-0.57490134,-0.5058626,"('disliked', 'liked')",-7.0573606,-7.1440086,-3.8161311,-3.8249357,-0.0088046
5,-0.36978674,-0.15942918,"('distant', 'outgoing')",-0.1657938,-0.07305854,-0.2677903,-0.1162439,0.1515464
6,-0.6188521,-0.30758137,"('distant', 'open')",-0.1401261,-0.03311282,-0.3794891,-0.1703471,0.209142
7,0.3109825,0.2720198,"('insensitive', 'sensitive')",0.5527116,0.63637906,0.431847,0.4541994,0.0223524
8,0.6128815,0.8016206,"('unaffectionate', 'affectionate')",0.8824702,0.9132531,0.7476758,0.8574369,0.1097611
9,1.310275,1.5151023,"('unaffectionate', 'caring')",1.6369674,1.6853378,1.4736211,1.60022,0.1265989
10,-0.010865014,-0.049982563,"('unsympathetic', 'sympathetic')",-0.13305353,-0.11951257,-0.0719593,-0.0847476,-0.0127883
11,-0.09308541,-0.14043857,"('unhelpful', 'helpful')",2.4592488,2.4575996,1.1830816,1.1585805,-0.0245011
12,1.0228896,1.255229,"('unsupportive', 'supportive')",-1.1997926,-1.1466701,-0.0884515,0.0542794,0.1427309
13,-0.32949966,-0.5821546,"('impolite', 'polite')",-0.048591167,-0.10631177,-0.1890454,-0.3442332,-0.1551878
14,0.22384536,0.020322086,"('antisocial', 'social')",-0.18541141,-0.2984391,0.019217,-0.1390585,-0.1582755
15,1.5085281,1.4049957,"('boring', 'funny')",0.29492924,0.2539345,0.9017287,0.8294651,-0.0722636
16,-0.67861605,-0.5637367,"('unpopular', 'popular')",0.5781806,0.59257776,-0.0502177,0.0144205,0.0646382
17,-0.4872758,-0.43881834,"('nasty', 'nice')",-0.8229846,-0.76206076,-0.6551302,-0.6004395,0.0546907
18,0.10307668,0.19621098,"('disagreeable', 'welcoming')",-0.3354387,-0.32538354,-0.116181,-0.0645863,0.0515947
19,-0.3820259,-0.2098672,"('inhospitable', 'hospitable')",0.090311244,0.19155794,-0.1458573,-0.0091546,0.1367027
20,0.52080995,0.51434785,"('rough', 'thoughtful')",0.35869303,0.34518045,0.4397515,0.4297642,-0.0099873
21,0.4748132,0.34450266,"('immoral', 'moral')",-0.54178214,-0.49850073,-0.0334845,-0.076999,-0.0435145
22,-0.27356252,-0.2370368,"('untrustworthy', 'trustworthy')",-0.7501738,-0.8019002,-0.5118682,-0.5194685,-0.0076003
23,0.4296319,0.35398012,"('insincere', 'sincere')",6.8022494,6.8016605,3.6159406,3.5778203,-0.0381203
24,0.5620196,0.5647511,"('dishonest', 'honest')",1.170516,1.1485606,0.8662678,0.8566558,-0.009612
25,0.43173587,0.5320472,"('egoistic', 'altruistic')",0.90123934,0.94745654,0.6664876,0.7397519,0.0732643
26,1.1666287,1.27237,"('hardhearted', 'benevolent')",1.4429113,1.4076103,1.30477,1.3399901,0.0352201
27,0.39721432,0.5036281,"('hardhearted', 'softhearted')",0.895609,0.8763695,0.6464117,0.6899987,0.043587
28,0.37808114,0.28479233,"('disloyal', 'loyal')",0.8964086,0.7891907,0.6372449,0.5369915,-0.1002534
29,-1.1930207,-1.1851765,"('unfair', 'fair')",-0.40675494,-0.44951794,-0.7998878,-0.8173472,-0.0174594
30,0.058973633,-0.03482833,"('intolerant', 'tolerant')",1.3385541,1.2425551,0.6987639,0.6038634,-0.0949005
31,-0.91909057,-0.54156536,"('evil', 'good')",-1.3645285,-1.2841763,-1.1418096,-0.9128709,0.2289387
32,0.5668326,0.47209853,"('unkind', 'kind')",1.1024504,1.0534656,0.8346415,0.7627821,-0.0718594
33,0.44376042,0.54040074,"('wrong', 'right')",0.23498371,0.1811479,0.3393721,0.3607743,0.0214022
34,0.436498,0.5443479,"('mean', 'honorable')",5.5873556,5.7103224,3.0119269,3.1273351,0.1154082
35,-0.26312107,-0.269367,"('corrupt', 'incorrupt')",-0.55153203,-0.6234254,-0.4073265,-0.4463962,-0.0390697
36,0.05188036,0.30367213,"('hostile', 'amicable')",-0.20077188,-0.28457892,-0.0744458,0.0095466,0.0839924
37,0.16318154,0.16764455,"('fake', 'genuine')",0.3199676,0.31173295,0.2415746,0.2396888,-0.0018858
38,0.08114421,0.19331609,"('untruthful', 'truthful')",0.9448903,0.97834885,0.5130173,0.5858325,0.0728152
39,0.10411253,0.09991448,"('exploitative', 'cooperative')",0.013088273,-0.024142195,0.0586004,0.0378861,-0.0207143
40,-0.46502513,-0.3055424,"('stingy', 'generous')",-2.5580623,-2.5720415,-1.5115438,-1.438792,0.0727518
41,0.04159224,0.1139316,"('unforgiving', 'forgiving')",0.30595946,0.24827372,0.1737759,0.1811027,0.0073268
42,0.06406566,0.15487878,"('unreliable', 'reliable')",-2.9432466,-2.8828416,-1.4395905,-1.3639814,0.0756091
43,-0.15522003,-0.110007524,"('irresponsible', 'responsible')",1.1137719,1.1445976,0.4792759,0.5172951,0.0380192
44,-0.77479464,-0.83492464,"('prejudiced', 'unprejudiced')",-1.3229707,-1.3163403,-1.0488827,-1.0756325,-0.0267498
45,-1.2783344,-1.136415,"('incompetent', 'competent')",0.20141366,0.17200957,-0.5384604,-0.4822027,0.0562577
46,-0.4303612,-0.4273116,"('uncompetitive', 'competitive')",-0.18872719,-0.22580981,-0.3095442,-0.3265607,-0.0170165
47,0.30096713,0.28193665,"('stupid', 'smart')",5.6114087,5.704798,2.956188,2.9933674,0.0371794
48,0.3142891,0.27716127,"('unintelligent', 'intelligent')",0.21705978,0.23636869,0.2656744,0.256765,-0.0089094
49,-0.07797447,-0.026477925,"('unable', 'able')",-0.10554557,-0.033736713,-0.09176,-0.0301073,0.0616527
50,-0.5040106,-0.45206532,"('clumsy', 'skillful')",0.3336277,0.3613298,-0.0851915,-0.0453678,0.0398237
51,-0.86721784,-1.119304,"('uneducated', 'educated')",0.26224506,0.18756336,-0.3024864,-0.4658703,-0.1633839
52,-0.03730819,-0.032185305,"('irrational', 'rational')",-0.06731522,-0.13527322,-0.0523117,-0.0837293,-0.0314176
53,0.89193994,1.0320077,"('uncreative', 'creative')",0.6839633,0.6859609,0.7879516,0.8589843,0.0710327
54,0.57636327,0.6357445,"('incapable', 'capable')",1.2636809,1.3345559,0.9200221,0.9851502,0.0651281
55,-0.6393969,-0.61518663,"('incompetent', 'clever')",0.0257769,0.06812061,-0.30681,-0.273533,0.033277
56,0.9474272,0.840037,"('impractical', 'practical')",0.72737586,0.6882247,0.8374015,0.7641308,-0.0732707
57,-0.61275494,-0.5738701,"('unimaginative', 'imaginative')",-3.5983493,-3.6382859,-2.1055522,-2.1060779,-0.0005257
58,-0.27799833,-0.20266679,"('undiscriminating', 'discriminating')",-0.12089069,-0.17154235,-0.1994445,-0.1871046,0.0123399
59,0.91242945,0.95390433,"('foolish', 'wise')",0.9372512,0.9565292,0.9248403,0.9552168,0.0303765
60,-0.34543735,-0.46466714,"('inefficient', 'efficient')",0.3721539,0.43242827,0.0133583,-0.0161194,-0.0294777
61,0.2801012,0.16286221,"('illogical', 'logical')",0.55531293,0.50770915,0.4177071,0.3352857,-0.0824214
62,0.60262704,0.6420681,"('incompetent', 'brilliant')",0.7697895,0.8503891,0.6862082,0.7462286,0.0600204
63,-0.3884279,-0.2778929,"('unperceptive', 'insightful')",1.2893946,1.3844776,0.4504834,0.5532924,0.102809
64,-1.082917,-1.2219857,"('shy', 'confident')",-6.3993444,-6.4659123,-3.7411308,-3.8439491,-0.1028183
65,0.29233915,-0.033607785,"('insecure', 'secure')",0.16122273,0.16706574,0.2267809,0.066729,-0.1600519
66,-0.39511576,-0.32052675,"('inactive', 'active')",0.6290416,0.686848,0.1169629,0.1831606,0.0661977
67,-0.028145969,-0.14900848,"('doubtful', 'determined')",0.21184006,0.19194922,0.091847,0.0214704,-0.0703766
68,-1.1979063,-1.315202,"('dependent', 'independent')",-0.686766,-0.6618846,-0.9423361,-0.9885433,-0.0462072
