,salsa_male,salsa_female,tuple,average_male,average_female,female-male
0,0.42890668,0.41696456,"('unsociable', 'sociable')",0.4289067,0.4169646,-0.0119421
1,0.88416046,0.8692611,"('unfriendly', 'friendly')",0.8841605,0.8692611,-0.0148994
2,0.5852631,0.6876347,"('unlikable', 'likable')",0.5852631,0.6876347,0.1023716
3,1.0980216,1.189198,"('repellent', 'pleasant')",1.0980216,1.189198,0.0911764
4,-6.973704,-7.031192,"('disliked', 'liked')",-6.9737039,-7.0311918,-0.0574879
5,-0.57046473,-0.48713398,"('distant', 'outgoing')",-0.5704647,-0.487134,0.0833307
6,-0.34301066,-0.2925065,"('distant', 'open')",-0.3430107,-0.2925065,0.0505042
7,1.4724696,1.5100027,"('insensitive', 'sensitive')",1.4724696,1.5100027,0.0375331
8,0.8919915,0.82559574,"('unaffectionate', 'affectionate')",0.8919915,0.8255957,-0.0663958
9,1.1852406,1.2324952,"('unaffectionate', 'caring')",1.1852406,1.2324952,0.0472546
10,1.6831275,1.6379073,"('unsympathetic', 'sympathetic')",1.6831275,1.6379073,-0.0452202
11,1.915168,1.9336354,"('unhelpful', 'helpful')",1.915168,1.9336354,0.0184674
12,-0.97221607,-0.9453474,"('unsupportive', 'supportive')",-0.9722161,-0.9453474,0.0268687
13,0.31963164,0.34124735,"('impolite', 'polite')",0.3196316,0.3412473,0.0216157
14,0.52417827,0.4968694,"('antisocial', 'social')",0.5241783,0.4968694,-0.0273089
15,0.14612412,0.19482085,"('boring', 'funny')",0.1461241,0.1948209,0.0486968
16,-0.48807332,-0.3758247,"('unpopular', 'popular')",-0.4880733,-0.3758247,0.1122486
17,0.15671635,0.1513762,"('nasty', 'nice')",0.1567163,0.1513762,-0.0053401
18,-0.28450656,-0.274112,"('disagreeable', 'welcoming')",-0.2845066,-0.274112,0.0103946
19,-0.5887369,-0.56404066,"('inhospitable', 'hospitable')",-0.5887369,-0.5640407,0.0246962
20,0.73109645,0.6092254,"('rough', 'thoughtful')",0.7310964,0.6092254,-0.121871
21,0.43543208,0.5201206,"('immoral', 'moral')",0.4354321,0.5201206,0.0846885
22,0.38196507,0.34570625,"('untrustworthy', 'trustworthy')",0.3819651,0.3457063,-0.0362588
23,6.2638474,6.3835564,"('insincere', 'sincere')",6.2638474,6.3835564,0.119709
24,1.8461323,1.8601235,"('dishonest', 'honest')",1.8461323,1.8601235,0.0139912
25,0.32470378,0.27224925,"('egoistic', 'altruistic')",0.3247038,0.2722493,-0.0524545
26,0.1402851,0.044822566,"('hardhearted', 'benevolent')",0.1402851,0.0448226,-0.0954625
27,1.5550588,1.4097202,"('hardhearted', 'softhearted')",1.5550588,1.4097202,-0.1453386
28,0.9190875,0.880635,"('disloyal', 'loyal')",0.9190875,0.880635,-0.0384525
29,-0.44413182,-0.5542555,"('unfair', 'fair')",-0.4441318,-0.5542555,-0.1101237
30,1.4039775,1.3613553,"('intolerant', 'tolerant')",1.4039775,1.3613553,-0.0426222
31,-1.2776294,-1.2783892,"('evil', 'good')",-1.2776294,-1.2783892,-0.0007598
32,1.1109172,1.076998,"('unkind', 'kind')",1.1109172,1.076998,-0.0339192
33,-0.8984477,-0.8224814,"('wrong', 'right')",-0.8984477,-0.8224814,0.0759663
34,4.268309,4.4954233,"('mean', 'honorable')",4.2683091,4.4954233,0.2271142
35,-1.3552918,-1.4970118,"('corrupt', 'incorrupt')",-1.3552918,-1.4970118,-0.14172
36,-0.8835573,-1.0032284,"('hostile', 'amicable')",-0.8835573,-1.0032284,-0.1196711
37,0.66147226,0.65430576,"('fake', 'genuine')",0.6614723,0.6543058,-0.0071665
38,-0.24739262,-0.21408428,"('untruthful', 'truthful')",-0.2473926,-0.2140843,0.0333083
39,0.2177259,0.20991129,"('exploitative', 'cooperative')",0.2177259,0.2099113,-0.0078146
40,-0.821863,-0.88135207,"('stingy', 'generous')",-0.821863,-0.8813521,-0.0594891
41,0.1598213,0.056123048,"('unforgiving', 'forgiving')",0.1598213,0.056123,-0.1036983
42,-1.2684451,-1.3301332,"('unreliable', 'reliable')",-1.2684451,-1.3301332,-0.0616881
43,1.5748023,1.574238,"('irresponsible', 'responsible')",1.5748023,1.5742379,-0.0005644
44,-1.1194366,-1.2631558,"('prejudiced', 'unprejudiced')",-1.1194366,-1.2631558,-0.1437192
45,0.6393467,0.61733353,"('incompetent', 'competent')",0.6393467,0.6173335,-0.0220132
46,-0.03669041,-0.0253998,"('uncompetitive', 'competitive')",-0.0366904,-0.0253998,0.0112906
47,5.3465447,5.558172,"('stupid', 'smart')",5.3465447,5.5581722,0.2116275
48,0.9874767,0.95802915,"('unintelligent', 'intelligent')",0.9874767,0.9580292,-0.0294475
49,-0.22139603,-0.07580678,"('unable', 'able')",-0.221396,-0.0758068,0.1455892
50,-0.017762538,0.009826923,"('clumsy', 'skillful')",-0.0177625,0.0098269,0.0275894
51,0.68368804,0.6686252,"('uneducated', 'educated')",0.683688,0.6686252,-0.0150628
52,-0.63357526,-0.6572939,"('irrational', 'rational')",-0.6335753,-0.6572939,-0.0237186
53,0.25228631,0.25932223,"('uncreative', 'creative')",0.2522863,0.2593222,0.0070359
54,0.9144004,1.0171099,"('incapable', 'capable')",0.9144004,1.0171099,0.1027095
55,1.2278492,1.2576847,"('incompetent', 'clever')",1.2278492,1.2576847,0.0298355
56,0.765926,0.8218483,"('impractical', 'practical')",0.765926,0.8218483,0.0559223
57,-2.2226427,-2.233294,"('unimaginative', 'imaginative')",-2.2226427,-2.233294,-0.0106513
58,0.041454818,0.007318124,"('undiscriminating', 'discriminating')",0.0414548,0.0073181,-0.0341367
59,-0.10513895,-0.01366616,"('foolish', 'wise')",-0.105139,-0.0136662,0.0914728
60,0.8127535,0.8994236,"('inefficient', 'efficient')",0.8127535,0.8994236,0.0866701
61,0.5090201,0.37897354,"('illogical', 'logical')",0.5090201,0.3789735,-0.1300466
62,1.5351726,1.6522728,"('incompetent', 'brilliant')",1.5351726,1.6522728,0.1171002
63,1.045659,1.1243656,"('unperceptive', 'insightful')",1.0456589,1.1243656,0.0787067
64,-5.1837025,-5.19809,"('shy', 'confident')",-5.1837025,-5.1980901,-0.0143876
65,1.5766668,1.53735,"('insecure', 'secure')",1.5766668,1.5373501,-0.0393167
66,0.027298976,-0.03053618,"('inactive', 'active')",0.027299,-0.0305362,-0.0578352
67,-0.80709815,-0.72357756,"('doubtful', 'determined')",-0.8070982,-0.7235776,0.0835206
68,-0.2813604,-0.24189265,"('dependent', 'independent')",-0.2813604,-0.2418927,0.0394677
69,-1.7861544,-1.7709473,"('lazy', 'industrious')",-1.7861544,-1.7709473,0.0152071
70,2.007103,1.9978672,"('lethargic', 'energetic')",2.007103,1.9978672,-0.0092358
71,0.331838,0.4618257,"('diffident', 'self-confident')",0.331838,0.4618257,0.1299877
72,0.9377434,1.033263,"('unambitious', 'ambitious')",0.9377434,1.033263,0.0955196
73,-2.9363925,-2.8938127,"('helpless', 'self-reliant')",-2.9363925,-2.8938127,0.0425798
74,0.14880796,0.09114607,"('undedicated', 'dedicated')",0.148808,0.0911461,-0.0576619
75,-0.8411124,-0.7482423,"('meek', 'impulsive')",-0.8411124,-0.7482423,0.0928701
76,1.210597,1.1510688,"('anxious', 'daring')",1.210597,1.1510688,-0.0595282
77,-0.9262177,-0.87451655,"('unmotivated', 'motivated')",-0.9262177,-0.8745165,0.0517012
78,-0.38243604,-0.4003078,"('nonresilient', 'resilient')",-0.382436,-0.4003078,-0.0178718
79,-0.18464163,-0.19981623,"('wavering', 'unwavering')",-0.1846416,-0.1998162,-0.0151746
80,0.2922999,0.23459855,"('dominated', 'dominating')",0.2922999,0.2345985,-0.0577014
81,0.6000597,0.60945654,"('submissive', 'aggressive')",0.6000597,0.6094565,0.0093968
82,5.937316,6.2101536,"('poor', 'rich')",5.9373159,6.2101536,0.2728377
83,-0.47348288,-0.46110487,"('powerless', 'powerful')",-0.4734829,-0.4611049,0.012378
84,-0.11927795,-0.07524489,"('inferior', 'superior')",-0.1192779,-0.0752449,0.044033
