,ashram_male,ashram_female,tuple,average_male,average_female,female-male
0,0.4229849,0.24602544,"('unsociable', 'sociable')",0.4229849,0.2460254,-0.1769595
1,0.39360347,0.29551327,"('unfriendly', 'friendly')",0.3936035,0.2955133,-0.0980902
2,0.3368532,0.41103977,"('unlikable', 'likable')",0.3368532,0.4110398,0.0741866
3,-1.36413,-1.1924462,"('repellent', 'pleasant')",-1.36413,-1.1924462,0.1716838
4,-1.5500225,-1.6725805,"('disliked', 'liked')",-1.5500225,-1.6725805,-0.122558
5,0.83843815,0.70379007,"('distant', 'outgoing')",0.8384382,0.7037901,-0.1346481
6,0.80545926,0.6774866,"('distant', 'open')",0.8054593,0.6774866,-0.1279727
7,-0.40999845,-0.3416896,"('insensitive', 'sensitive')",-0.4099984,-0.3416896,0.0683088
8,0.29066926,0.17698796,"('unaffectionate', 'affectionate')",0.2906693,0.176988,-0.1136813
9,0.5399726,0.45792484,"('unaffectionate', 'caring')",0.5399726,0.4579248,-0.0820478
10,-1.452018,-1.4383738,"('unsympathetic', 'sympathetic')",-1.452018,-1.4383738,0.0136442
11,0.36275002,0.4609791,"('unhelpful', 'helpful')",0.36275,0.4609791,0.0982291
12,-0.67868686,-0.6221809,"('unsupportive', 'supportive')",-0.6786869,-0.6221809,0.056506
13,-1.078046,-1.0612735,"('impolite', 'polite')",-1.078046,-1.0612735,0.0167725
14,-1.111128,-0.96413064,"('antisocial', 'social')",-1.111128,-0.9641306,0.1469974
15,1.1901366,1.1748214,"('boring', 'funny')",1.1901366,1.1748214,-0.0153152
16,0.65422374,0.63894904,"('unpopular', 'popular')",0.6542237,0.638949,-0.0152747
17,0.082706384,0.025095474,"('nasty', 'nice')",0.0827064,0.0250955,-0.0576109
18,0.37825948,0.33284307,"('disagreeable', 'welcoming')",0.3782595,0.3328431,-0.0454164
19,0.16363835,0.12790105,"('inhospitable', 'hospitable')",0.1636384,0.127901,-0.0357374
20,-0.16253819,-0.16765855,"('rough', 'thoughtful')",-0.1625382,-0.1676586,-0.0051204
21,-0.68450046,-0.69580114,"('immoral', 'moral')",-0.6845005,-0.6958011,-0.0113006
22,-0.13630158,-0.12763982,"('untrustworthy', 'trustworthy')",-0.1363016,-0.1276398,0.0086618
23,1.7059647,1.8395561,"('insincere', 'sincere')",1.7059647,1.8395561,0.1335914
24,0.18110651,0.15465678,"('dishonest', 'honest')",0.1811065,0.1546568,-0.0264497
25,0.863238,0.81329364,"('egoistic', 'altruistic')",0.863238,0.8132936,-0.0499444
26,1.6025769,1.4709,"('hardhearted', 'benevolent')",1.6025769,1.4709001,-0.1316768
27,-0.5017576,-0.5463061,"('hardhearted', 'softhearted')",-0.5017576,-0.5463061,-0.0445485
28,-0.06032548,-0.27426922,"('disloyal', 'loyal')",-0.0603255,-0.2742692,-0.2139437
29,-0.3864838,-0.41614574,"('unfair', 'fair')",-0.3864838,-0.4161457,-0.0296619
30,0.22311349,0.16354819,"('intolerant', 'tolerant')",0.2231135,0.1635482,-0.0595653
31,-0.5278022,-0.5776147,"('evil', 'good')",-0.5278022,-0.5776147,-0.0498125
32,-0.14291877,-0.22517541,"('unkind', 'kind')",-0.1429188,-0.2251754,-0.0822566
33,0.37281775,0.39036596,"('wrong', 'right')",0.3728178,0.390366,0.0175482
34,2.17901,2.310595,"('mean', 'honorable')",2.1790099,2.310595,0.1315851
35,1.4544079,1.3108926,"('corrupt', 'incorrupt')",1.4544079,1.3108926,-0.1435153
36,0.24283335,0.06930745,"('hostile', 'amicable')",0.2428333,0.0693074,-0.1735259
37,0.090723954,0.15246518,"('fake', 'genuine')",0.090724,0.1524652,0.0617412
38,0.053495947,0.06401703,"('untruthful', 'truthful')",0.0534959,0.064017,0.0105211
39,0.112391196,0.13781437,"('exploitative', 'cooperative')",0.1123912,0.1378144,0.0254232
40,-0.54220694,-0.6447301,"('stingy', 'generous')",-0.5422069,-0.6447301,-0.1025232
41,0.75259376,0.63165444,"('unforgiving', 'forgiving')",0.7525938,0.6316544,-0.1209394
42,-0.86574495,-0.8400674,"('unreliable', 'reliable')",-0.8657449,-0.8400674,0.0256775
43,-0.32554272,-0.21363275,"('irresponsible', 'responsible')",-0.3255427,-0.2136327,0.11191
44,-0.8378154,-0.76147634,"('prejudiced', 'unprejudiced')",-0.8378154,-0.7614763,0.0763391
45,-0.32640585,-0.29177913,"('incompetent', 'competent')",-0.3264059,-0.2917791,0.0346268
46,-1.13901,-1.1636629,"('uncompetitive', 'competitive')",-1.13901,-1.1636629,-0.0246529
47,1.30351,1.5163193,"('stupid', 'smart')",1.30351,1.5163193,0.2128093
48,-0.2928071,-0.47317815,"('unintelligent', 'intelligent')",-0.2928071,-0.4731781,-0.180371
49,-0.9442313,-0.8204454,"('unable', 'able')",-0.9442313,-0.8204454,0.1237859
50,-0.21076785,-0.23963551,"('clumsy', 'skillful')",-0.2107679,-0.2396355,-0.0288676
51,0.18435293,0.19794306,"('uneducated', 'educated')",0.1843529,0.1979431,0.0135902
52,0.08749307,-0.027481813,"('irrational', 'rational')",0.0874931,-0.0274818,-0.1149749
53,-0.40053764,-0.42705935,"('uncreative', 'creative')",-0.4005376,-0.4270594,-0.0265218
54,0.7656563,0.7292382,"('incapable', 'capable')",0.7656563,0.7292382,-0.0364181
55,-1.0120858,-0.9940527,"('incompetent', 'clever')",-1.0120858,-0.9940527,0.0180331
56,0.28106022,0.3767652,"('impractical', 'practical')",0.2810602,0.3767652,0.095705
57,-1.1363527,-1.2723247,"('unimaginative', 'imaginative')",-1.1363527,-1.2723247,-0.135972
58,0.12531967,0.11807862,"('undiscriminating', 'discriminating')",0.1253197,0.1180786,-0.0072411
59,1.0018142,0.92985773,"('foolish', 'wise')",1.0018142,0.9298577,-0.0719565
60,-0.5293318,-0.45648742,"('inefficient', 'efficient')",-0.5293318,-0.4564874,0.0728444
