,kingfish_male,kingfish_female,tuple,average_male,average_female,female-male
0,0.5927926,0.5914385,"('unsociable', 'sociable')",0.5927926,0.5914385,-0.0013541
1,-0.40999195,-0.45955014,"('unfriendly', 'friendly')",-0.4099919,-0.4595501,-0.0495582
2,0.48601493,0.4511435,"('unlikable', 'likable')",0.4860149,0.4511435,-0.0348714
3,-0.570997,-0.53969175,"('repellent', 'pleasant')",-0.570997,-0.5396917,0.0313053
4,-3.047428,-3.2000124,"('disliked', 'liked')",-3.0474279,-3.2000124,-0.1525845
5,-1.4496934,-1.5635762,"('distant', 'outgoing')",-1.4496934,-1.5635762,-0.1138828
6,-1.347652,-1.4638896,"('distant', 'open')",-1.347652,-1.4638896,-0.1162376
7,0.27032304,0.36339507,"('insensitive', 'sensitive')",0.270323,0.3633951,0.0930721
8,0.14483358,0.12239765,"('unaffectionate', 'affectionate')",0.1448336,0.1223976,-0.022436
9,0.24905933,0.2650714,"('unaffectionate', 'caring')",0.2490593,0.2650714,0.0160121
10,-0.0896945,-0.007718928,"('unsympathetic', 'sympathetic')",-0.0896945,-0.0077189,0.0819756
11,0.8304871,0.9496013,"('unhelpful', 'helpful')",0.8304871,0.9496013,0.1191142
12,-0.89879596,-0.87083817,"('unsupportive', 'supportive')",-0.898796,-0.8708382,0.0279578
13,0.28074437,0.31152695,"('impolite', 'polite')",0.2807444,0.311527,0.0307826
14,0.9079287,0.897466,"('antisocial', 'social')",0.9079287,0.897466,-0.0104627
15,0.2962585,0.26338288,"('boring', 'funny')",0.2962585,0.2633829,-0.0328756
16,-0.0869929,-0.16992901,"('unpopular', 'popular')",-0.0869929,-0.169929,-0.0829361
17,-0.5080586,-0.4855465,"('nasty', 'nice')",-0.5080586,-0.4855465,0.0225121
18,-0.4629982,-0.5429889,"('disagreeable', 'welcoming')",-0.4629982,-0.5429889,-0.0799907
19,-1.2568179,-1.2128597,"('inhospitable', 'hospitable')",-1.2568179,-1.2128597,0.0439582
20,-0.12298486,-0.10820737,"('rough', 'thoughtful')",-0.1229849,-0.1082074,0.0147775
21,-0.13191071,-0.08753403,"('immoral', 'moral')",-0.1319107,-0.087534,0.0443767
22,-0.37042055,-0.45951173,"('untrustworthy', 'trustworthy')",-0.3704205,-0.4595117,-0.0890912
23,2.9285822,3.0435505,"('insincere', 'sincere')",2.9285822,3.0435505,0.1149683
24,0.6412053,0.62183803,"('dishonest', 'honest')",0.6412053,0.621838,-0.0193673
25,0.4936229,0.4756152,"('egoistic', 'altruistic')",0.4936229,0.4756152,-0.0180077
26,0.07506114,-0.038016815,"('hardhearted', 'benevolent')",0.0750611,-0.0380168,-0.1130779
27,-0.22941576,-0.29500216,"('hardhearted', 'softhearted')",-0.2294158,-0.2950022,-0.0655864
28,1.1639808,1.166734,"('disloyal', 'loyal')",1.1639808,1.166734,0.0027532
29,-0.5795044,-0.6848856,"('unfair', 'fair')",-0.5795044,-0.6848856,-0.1053812
30,1.0664133,1.0852695,"('intolerant', 'tolerant')",1.0664133,1.0852695,0.0188562
31,-1.4119642,-1.498679,"('evil', 'good')",-1.4119642,-1.498679,-0.0867148
32,0.16420324,0.04701113,"('unkind', 'kind')",0.1642032,0.0470111,-0.1171921
33,0.28196114,0.14693226,"('wrong', 'right')",0.2819611,0.1469323,-0.1350288
34,1.5452088,1.7476386,"('mean', 'honorable')",1.5452088,1.7476386,0.2024298
35,-0.60798085,-0.77673745,"('corrupt', 'incorrupt')",-0.6079808,-0.7767375,-0.1687567
36,-0.8939235,-0.9988343,"('hostile', 'amicable')",-0.8939235,-0.9988343,-0.1049108
37,0.35433304,0.32210362,"('fake', 'genuine')",0.354333,0.3221036,-0.0322294
38,0.06108947,0.036447383,"('untruthful', 'truthful')",0.0610895,0.0364474,-0.0246421
39,0.94720244,1.0492477,"('exploitative', 'cooperative')",0.9472024,1.0492477,0.1020453
40,-1.5944192,-1.6689913,"('stingy', 'generous')",-1.5944192,-1.6689913,-0.0745721
41,0.3493171,0.28455716,"('unforgiving', 'forgiving')",0.3493171,0.2845572,-0.0647599
42,-0.94064397,-0.9845887,"('unreliable', 'reliable')",-0.940644,-0.9845887,-0.0439447
43,0.8576643,0.9019291,"('irresponsible', 'responsible')",0.8576643,0.9019291,0.0442648
44,-1.0085837,-1.0191541,"('prejudiced', 'unprejudiced')",-1.0085837,-1.0191541,-0.0105704
45,0.707895,0.70139587,"('incompetent', 'competent')",0.707895,0.7013959,-0.0064991
46,-0.17371687,-0.1030344,"('uncompetitive', 'competitive')",-0.1737169,-0.1030344,0.0706825
47,2.3684258,2.421273,"('stupid', 'smart')",2.3684258,2.421273,0.0528472
48,0.2231141,0.3844514,"('unintelligent', 'intelligent')",0.2231141,0.3844514,0.1613373
49,-0.099421695,0.04485193,"('unable', 'able')",-0.0994217,0.0448519,0.1442736
50,0.06495031,-0.0041302145,"('clumsy', 'skillful')",0.0649503,-0.0041302,-0.0690805
51,-0.011655275,-0.01612242,"('uneducated', 'educated')",-0.0116553,-0.0161224,-0.0044671
52,-0.6679743,-0.84796697,"('irrational', 'rational')",-0.6679743,-0.847967,-0.1799927
53,-0.85840344,-0.8434699,"('uncreative', 'creative')",-0.8584034,-0.8434699,0.0149335
54,-0.18375315,-0.17869283,"('incapable', 'capable')",-0.1837531,-0.1786928,0.0050603
55,1.3482476,1.4383438,"('incompetent', 'clever')",1.3482476,1.4383438,0.0900962
56,0.9672599,1.0460699,"('impractical', 'practical')",0.9672599,1.0460699,0.07881
57,-1.5159214,-1.5334004,"('unimaginative', 'imaginative')",-1.5159214,-1.5334004,-0.017479
58,-0.5057287,-0.5767784,"('undiscriminating', 'discriminating')",-0.5057287,-0.5767784,-0.0710497
59,0.2757914,0.14946853,"('foolish', 'wise')",0.2757914,0.1494685,-0.1263229
60,0.85035855,1.0316067,"('inefficient', 'efficient')",0.8503585,1.0316067,0.1812482
61,0.0034257346,-0.09004508,"('illogical', 'logical')",0.0034257,-0.0900451,-0.0934708
62,1.3721732,1.5005935,"('incompetent', 'brilliant')",1.3721732,1.5005935,0.1284203
63,-0.21717289,-0.15698624,"('unperceptive', 'insightful')",-0.2171729,-0.1569862,0.0601867
64,-2.7063806,-2.8423166,"('shy', 'confident')",-2.7063806,-2.8423166,-0.135936
65,0.56024474,0.6473685,"('insecure', 'secure')",0.5602447,0.6473685,0.0871238
66,-0.65494454,-0.7017246,"('inactive', 'active')",-0.6549445,-0.7017246,-0.0467801
67,0.8988207,0.9208286,"('doubtful', 'determined')",0.8988207,0.9208286,0.0220079
68,-0.6496131,-0.710507,"('dependent', 'independent')",-0.6496131,-0.710507,-0.0608939
69,-1.3767234,-1.4510494,"('lazy', 'industrious')",-1.3767234,-1.4510494,-0.074326
70,0.29466996,0.2816507,"('lethargic', 'energetic')",0.29467,0.2816507,-0.0130193
71,0.24223651,0.300344,"('diffident', 'self-confident')",0.2422365,0.300344,0.0581075
72,-0.17856842,-0.15028524,"('unambitious', 'ambitious')",-0.1785684,-0.1502852,0.0282832
73,-1.2798276,-1.3813192,"('helpless', 'self-reliant')",-1.2798276,-1.3813192,-0.1014916
74,0.36701867,0.3110958,"('undedicated', 'dedicated')",0.3670187,0.3110958,-0.0559229
75,-0.46941507,-0.52454495,"('meek', 'impulsive')",-0.4694151,-0.524545,-0.0551299
76,0.36212802,0.50271595,"('anxious', 'daring')",0.362128,0.5027159,0.1405879
77,-0.6829776,-0.51560575,"('unmotivated', 'motivated')",-0.6829776,-0.5156057,0.1673719
78,-0.18189904,-0.09843169,"('nonresilient', 'resilient')",-0.181899,-0.0984317,0.0834673
79,-0.5204297,-0.55625576,"('wavering', 'unwavering')",-0.5204297,-0.5562558,-0.0358261
80,0.43186852,0.48030803,"('dominated', 'dominating')",0.4318685,0.480308,0.0484395
81,0.6034308,0.7084753,"('submissive', 'aggressive')",0.6034308,0.7084753,0.1050445
82,2.4517033,2.5178316,"('poor', 'rich')",2.4517033,2.5178316,0.0661283
83,0.0111139305,0.0069418736,"('powerless', 'powerful')",0.0111139,0.0069419,-0.004172
84,0.4609525,0.50027734,"('inferior', 'superior')",0.4609525,0.5002773,0.0393248
85,-1.3213757,-1.3940631,"('insignificant', 'prestigious')",-1.3213757,-1.3940631,-0.0726874
86,-0.11354636,-0.21098608,"('uninfluential', 'influential')",-0.1135464,-0.2109861,-0.0974397
87,0.44650394,0.45883918,"('unsuccessful', 'successful')",0.4465039,0.4588392,0.0123353
88,-0.61896986,-0.6397954,"('low', 'eminent')",-0.6189699,-0.6397954,-0.0208255
