,baxalta_male,baxalta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6752671,-0.85504466,"('unsociable', 'sociable')",-0.38650855,-0.51345646,-0.5308878,-0.6842506,-0.1533628
1,-1.3627918,-1.5334387,"('unfriendly', 'friendly')",1.7047476,1.4583678,0.1709779,-0.0375354,-0.2085133
2,0.7472545,0.7048382,"('unlikable', 'likable')",0.50833154,0.56792104,0.627793,0.6363796,0.0085866
3,-0.088735566,0.12489462,"('repellent', 'pleasant')",-0.017612688,0.06694998,-0.0531741,0.0959223,0.1490964
4,-0.099403255,-0.1677067,"('disliked', 'liked')",-5.883451,-5.9388504,-2.9914272,-3.0532784,-0.0618512
5,-1.1597939,-1.3204664,"('distant', 'outgoing')",-0.009591352,-0.12721497,-0.5846926,-0.7238407,-0.1391481
6,-1.6516495,-1.7540625,"('distant', 'open')",0.3285014,0.19638407,-0.661574,-0.7788392,-0.1172652
7,-0.34554905,-0.2818001,"('insensitive', 'sensitive')",0.33638394,0.41280195,-0.0045826,0.0655009,0.0700835
8,-1.0326133,-1.116427,"('unaffectionate', 'affectionate')",0.82764685,0.71173793,-0.1024832,-0.2023445,-0.0998613
9,-1.5674661,-1.7081388,"('unaffectionate', 'caring')",0.9968671,0.90238863,-0.2852995,-0.4028751,-0.1175756
10,-0.8421454,-0.8027486,"('unsympathetic', 'sympathetic')",-0.6133834,-0.642098,-0.7277644,-0.7224233,0.0053411
11,0.014364157,0.04025556,"('unhelpful', 'helpful')",1.6575356,1.6747476,0.8359498,0.8575016,0.0215518
12,-0.44374174,-0.38163394,"('unsupportive', 'supportive')",-1.8247608,-1.848289,-1.1342512,-1.1149615,0.0192897
13,-0.15235665,-0.20705298,"('impolite', 'polite')",-0.7134671,-0.6668131,-0.4329119,-0.436933,-0.0040211
14,0.46870095,0.52524054,"('antisocial', 'social')",-0.20093134,-0.18585485,0.1338848,0.1696928,0.035808
15,0.11757494,-0.1262176,"('boring', 'funny')",0.9470276,0.8736289,0.5323013,0.3737057,-0.1585956
16,-0.2325182,-0.19694868,"('unpopular', 'popular')",0.64602476,0.6971725,0.2067533,0.2501119,0.0433586
17,-0.51186174,-0.39743143,"('nasty', 'nice')",-0.2338516,-0.18156344,-0.3728567,-0.2894974,0.0833593
18,-0.1352646,-0.023119792,"('disagreeable', 'welcoming')",-0.39247975,-0.48128006,-0.2638722,-0.2521999,0.0116723
19,-1.3287041,-1.4251006,"('inhospitable', 'hospitable')",-0.17255561,-0.20840652,-0.7506298,-0.8167536,-0.0661238
20,-0.19083527,0.021953717,"('rough', 'thoughtful')",0.83313364,0.86394185,0.3211492,0.4429478,0.1217986
21,0.33265948,0.33556843,"('immoral', 'moral')",-0.7617903,-0.68328637,-0.2145654,-0.173859,0.0407064
22,0.5464402,0.6165268,"('untrustworthy', 'trustworthy')",-1.0779465,-1.0921708,-0.2657532,-0.237822,0.0279312
23,-0.26885444,-0.31195098,"('insincere', 'sincere')",5.326495,5.242218,2.5288203,2.4651334,-0.0636869
24,-0.09596597,-0.26910877,"('dishonest', 'honest')",0.45589533,0.41155756,0.1799647,0.0712244,-0.1087403
25,-0.110552356,-0.20570412,"('egoistic', 'altruistic')",1.5757201,1.5217423,0.7325839,0.6580191,-0.0745648
26,-0.01177194,-0.13570325,"('hardhearted', 'benevolent')",1.8708059,1.755346,0.929517,0.8098214,-0.1196956
