,paycom_male,paycom_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6021285,-0.80386156,"('unsociable', 'sociable')",-0.20234676,-0.30558476,-0.6395697,-0.81635934,-0.4813483,-0.6419352,-0.1605869
1,-0.8661315,-0.97622454,"('unfriendly', 'friendly')",1.1538956,1.0121071,1.8698423,1.8186966,0.7192021,0.6181931,-0.101009
2,0.48448572,0.43895453,"('unlikable', 'likable')",0.52151144,0.5819561,0.97188526,1.0592415,0.6592941,0.693384,0.0340899
3,-0.09005653,-0.03530298,"('repellent', 'pleasant')",-0.13364784,-0.05721482,0.026110858,0.039048724,-0.0658645,-0.017823,0.0480415
4,-0.22227272,-0.2713307,"('disliked', 'liked')",-0.6407586,-0.66535884,-5.5167327,-5.654589,-2.126588,-2.1970929,-0.0705049
5,-0.57879555,-0.41951394,"('distant', 'outgoing')",-0.04591257,-0.003976494,-0.29347026,-0.0659398,-0.3060595,-0.1631434,0.1429161
6,-0.8943565,-0.7073185,"('distant', 'open')",-0.30868173,-0.25424498,0.07353591,0.31794474,-0.3765008,-0.2145396,0.1619612
7,-0.6217772,-0.62365746,"('insensitive', 'sensitive')",-0.18228365,-0.12599668,0.27805722,0.38678285,-0.1753345,-0.1209571,0.0543774
8,-1.2289894,-1.268237,"('unaffectionate', 'affectionate')",0.33601105,0.28334117,0.70075464,0.78998303,-0.0640746,-0.0649709,-0.0008963
9,-0.6182666,-0.68041706,"('unaffectionate', 'caring')",0.71542126,0.69024086,1.0484878,1.1617285,0.3818808,0.3905174,0.0086366
10,-0.9917155,-1.1355813,"('unsympathetic', 'sympathetic')",-1.3231404,-1.3006182,-0.7201114,-0.75380266,-1.0116557,-1.063334,-0.0516783
11,-0.18932961,-0.22033592,"('unhelpful', 'helpful')",0.81995285,0.8466808,1.6965275,1.7485117,0.7757169,0.7916188,0.0159019
12,-0.1904487,-0.15467104,"('unsupportive', 'supportive')",-0.3507776,-0.18275064,-1.831787,-1.7046973,-0.7910044,-0.6807063,0.1102981
13,-0.30564135,-0.41575524,"('impolite', 'polite')",-0.3553493,-0.36645323,-0.4882879,-0.59557205,-0.3830928,-0.4592601,-0.0761673
14,0.64206505,0.580424,"('antisocial', 'social')",0.07087515,0.15531963,-0.48645023,-0.6202663,0.0754967,0.0384924,-0.0370043
15,-0.3747114,-0.44271642,"('boring', 'funny')",0.22310768,0.20599169,0.46747944,0.44811478,0.1052919,0.0704633,-0.0348286
16,-0.63580114,-0.5903088,"('unpopular', 'popular')",0.18680002,0.18869323,0.37373465,0.4216374,-0.0250888,0.0066739,0.0317627
17,0.15196696,0.22380885,"('nasty', 'nice')",-0.15156865,-0.04774856,-0.5126756,-0.4222985,-0.1707591,-0.0820794,0.0886797
18,-0.9762642,-1.0094442,"('disagreeable', 'welcoming')",-0.30109426,-0.22542025,-0.29290062,-0.22241524,-0.5234197,-0.4857599,0.0376598
19,-0.93883073,-0.9583044,"('inhospitable', 'hospitable')",-0.1689248,-0.1652057,0.26987928,0.4490768,-0.2792921,-0.2248111,0.054481
20,-0.04362774,-0.011973737,"('rough', 'thoughtful')",0.4839384,0.59656125,0.47181067,0.45190433,0.3040404,0.3454973,0.0414569
21,-0.17316395,-0.33998019,"('immoral', 'moral')",0.10421528,0.033621307,-0.6293415,-0.68463933,-0.2327634,-0.3303327,-0.0975693
22,-0.40937543,-0.50526863,"('untrustworthy', 'trustworthy')",-0.3862459,-0.44658157,-0.83179706,-0.8792133,-0.5424728,-0.6103545,-0.0678817
23,-0.17362125,-0.34487966,"('insincere', 'sincere')",0.56165344,0.5424787,5.2424192,5.2723093,1.8768171,1.8233027,-0.0535144
24,-0.1838278,-0.27232242,"('dishonest', 'honest')",-1.2937739,-1.3073386,0.73807406,0.72799903,-0.2465092,-0.2838873,-0.0373781
25,-0.26358518,-0.25905332,"('egoistic', 'altruistic')",0.50515246,0.48367196,1.8304753,1.8235543,0.6906809,0.6827243,-0.0079566
26,0.08155409,-0.028031634,"('hardhearted', 'benevolent')",0.6365334,0.668157,1.8054994,1.6802173,0.8411957,0.7734475,-0.0677482
27,-0.6920635,-0.5303779,"('hardhearted', 'softhearted')",0.13572347,0.2534264,1.3061672,1.364131,0.2499424,0.3623931,0.1124507
28,-0.28045905,-0.5307649,"('disloyal', 'loyal')",-0.23275986,-0.3468847,1.0575154,0.9082305,0.1814322,0.0101936,-0.1712386
29,-0.5848918,-0.5509048,"('unfair', 'fair')",-0.8592852,-0.9328974,-0.5799309,-0.67742294,-0.6747026,-0.7204084,-0.0457058
30,0.6114174,0.49290305,"('intolerant', 'tolerant')",1.0657747,1.0311906,1.0479027,0.94471526,0.9083649,0.8229363,-0.0854286
31,-0.5754114,-0.4519656,"('evil', 'good')",-0.049899355,-0.027917348,-0.9305695,-0.88091946,-0.5186268,-0.4536008,0.065026
32,-0.122531936,-0.2936352,"('unkind', 'kind')",-0.5084146,-0.54141533,1.1949334,1.0842217,0.1879956,0.0830571,-0.1049385
33,0.5702201,0.5295478,"('wrong', 'right')",0.2710423,0.2604528,-0.31748366,-0.4128435,0.1745929,0.125719,-0.0488739
34,-0.00575551,0.13085818,"('mean', 'honorable')",-0.02011044,0.0874902,5.4688787,5.8235793,1.8143376,2.0139759,0.1996383
35,-0.38683033,-0.36611074,"('corrupt', 'incorrupt')",-0.139933,-0.22001684,0.0048855953,-0.07703725,-0.1739592,-0.221055,-0.0470958
36,-0.30889443,-0.37232926,"('hostile', 'amicable')",-0.02725394,-0.22255203,0.52535206,0.36424708,0.0630679,-0.0768781,-0.139946
37,-0.3310253,-0.36869085,"('fake', 'genuine')",-0.6420684,-0.62730664,0.12758344,0.26754257,-0.2818367,-0.2428183,0.0390184
