,enthusiasm_male,enthusiasm_female,tuple,average_male,average_female,female-male
0,0.4155048,0.27551526,"('unsociable', 'sociable')",0.4155048,0.2755153,-0.1399895
1,0.661493,0.5833873,"('unfriendly', 'friendly')",0.661493,0.5833873,-0.0781057
2,0.07573161,0.29559344,"('unlikable', 'likable')",0.0757316,0.2955934,0.2198618
3,1.0218093,1.0945873,"('repellent', 'pleasant')",1.0218093,1.0945873,0.072778
4,-7.089861,-7.292008,"('disliked', 'liked')",-7.0898609,-7.2920079,-0.202147
5,-0.7395929,-0.6401208,"('distant', 'outgoing')",-0.7395929,-0.6401208,0.0994721
6,-0.33317408,-0.3241864,"('distant', 'open')",-0.3331741,-0.3241864,0.0089877
7,1.1341084,1.0365548,"('insensitive', 'sensitive')",1.1341084,1.0365548,-0.0975536
8,0.5085953,0.4518692,"('unaffectionate', 'affectionate')",0.5085953,0.4518692,-0.0567261
9,1.0828096,1.1311412,"('unaffectionate', 'caring')",1.0828096,1.1311412,0.0483316
10,1.5106237,1.4887502,"('unsympathetic', 'sympathetic')",1.5106237,1.4887502,-0.0218735
11,1.7924153,1.7730685,"('unhelpful', 'helpful')",1.7924153,1.7730685,-0.0193468
12,-1.4692267,-1.5404123,"('unsupportive', 'supportive')",-1.4692267,-1.5404123,-0.0711856
13,0.44795936,0.48752806,"('impolite', 'polite')",0.4479594,0.4875281,0.0395687
14,0.39267263,0.25481018,"('antisocial', 'social')",0.3926726,0.2548102,-0.1378624
15,0.033916462,-0.03633591,"('boring', 'funny')",0.0339165,-0.0363359,-0.0702524
16,-0.48182118,-0.47103235,"('unpopular', 'popular')",-0.4818212,-0.4710324,0.0107888
17,0.0056392923,0.014983419,"('nasty', 'nice')",0.0056393,0.0149834,0.0093441
18,-0.47203913,-0.45125943,"('disagreeable', 'welcoming')",-0.4720391,-0.4512594,0.0207797
19,-1.1052072,-1.0456282,"('inhospitable', 'hospitable')",-1.1052072,-1.0456282,0.059579
20,0.97995603,0.8810824,"('rough', 'thoughtful')",0.979956,0.8810824,-0.0988736
21,0.20599632,0.3554378,"('immoral', 'moral')",0.2059963,0.3554378,0.1494415
22,0.1609604,0.08854094,"('untrustworthy', 'trustworthy')",0.1609604,0.0885409,-0.0724195
23,5.6682706,5.7621374,"('insincere', 'sincere')",5.6682706,5.7621374,0.0938668
24,1.4674251,1.4133761,"('dishonest', 'honest')",1.4674251,1.4133761,-0.054049
25,-0.0095173195,0.03249032,"('egoistic', 'altruistic')",-0.0095173,0.0324903,0.0420076
26,0.5937158,0.29742002,"('hardhearted', 'benevolent')",0.5937158,0.29742,-0.2962958
27,1.5921161,1.3791549,"('hardhearted', 'softhearted')",1.5921161,1.3791549,-0.2129612
28,1.0003469,0.93633157,"('disloyal', 'loyal')",1.0003469,0.9363316,-0.0640153
29,-0.45291358,-0.58804613,"('unfair', 'fair')",-0.4529136,-0.5880461,-0.1351325
30,0.869069,0.9027376,"('intolerant', 'tolerant')",0.869069,0.9027376,0.0336686
31,-1.670981,-1.7466813,"('evil', 'good')",-1.670981,-1.7466813,-0.0757003
32,1.1799244,1.0697446,"('unkind', 'kind')",1.1799244,1.0697446,-0.1101798
33,-0.4870781,-0.47740704,"('wrong', 'right')",-0.4870781,-0.477407,0.0096711
34,3.9875326,4.231323,"('mean', 'honorable')",3.9875326,4.2313228,0.2437902
35,-1.2874333,-1.4771248,"('corrupt', 'incorrupt')",-1.2874333,-1.4771248,-0.1896915
36,-1.1809338,-1.2119275,"('hostile', 'amicable')",-1.1809338,-1.2119275,-0.0309937
37,0.83752227,0.8330768,"('fake', 'genuine')",0.8375223,0.8330768,-0.0044455
38,-0.54773027,-0.44624683,"('untruthful', 'truthful')",-0.5477303,-0.4462468,0.1014835
39,0.33119464,0.33439404,"('exploitative', 'cooperative')",0.3311946,0.334394,0.0031994
40,-1.1556146,-1.402711,"('stingy', 'generous')",-1.1556146,-1.402711,-0.2470964
41,0.45108867,0.34800726,"('unforgiving', 'forgiving')",0.4510887,0.3480073,-0.1030814
42,-1.3140297,-1.4192175,"('unreliable', 'reliable')",-1.3140297,-1.4192175,-0.1051878
43,1.2631923,1.3366919,"('irresponsible', 'responsible')",1.2631923,1.3366919,0.0734996
44,-0.6901335,-0.668619,"('prejudiced', 'unprejudiced')",-0.6901335,-0.668619,0.0215145
45,0.71518105,0.46962488,"('incompetent', 'competent')",0.7151811,0.4696249,-0.2455562
46,0.15034053,0.13183974,"('uncompetitive', 'competitive')",0.1503405,0.1318397,-0.0185008
47,4.675794,4.8820405,"('stupid', 'smart')",4.6757941,4.8820405,0.2062464
48,0.4525411,0.3974007,"('unintelligent', 'intelligent')",0.4525411,0.3974007,-0.0551404
49,-0.31242472,-0.11172259,"('unable', 'able')",-0.3124247,-0.1117226,0.2007021
50,-0.32104254,-0.32963458,"('clumsy', 'skillful')",-0.3210425,-0.3296346,-0.0085921
51,0.3123467,0.26739535,"('uneducated', 'educated')",0.3123467,0.2673953,-0.0449514
52,-0.7137835,-0.89722466,"('irrational', 'rational')",-0.7137835,-0.8972247,-0.1834412
53,-0.23415713,-0.30511382,"('uncreative', 'creative')",-0.2341571,-0.3051138,-0.0709567
54,0.63398266,0.7902083,"('incapable', 'capable')",0.6339827,0.7902083,0.1562256
55,0.9869347,0.95699286,"('incompetent', 'clever')",0.9869347,0.9569929,-0.0299418
56,0.9109987,0.8648807,"('impractical', 'practical')",0.9109987,0.8648807,-0.046118
57,-1.8525709,-2.0278685,"('unimaginative', 'imaginative')",-1.8525709,-2.0278685,-0.1752976
58,0.28913885,0.1436171,"('undiscriminating', 'discriminating')",0.2891389,0.1436171,-0.1455218
59,-0.28896266,-0.28469837,"('foolish', 'wise')",-0.2889627,-0.2846984,0.0042643
60,1.0415616,1.250784,"('inefficient', 'efficient')",1.0415616,1.250784,0.2092224
61,0.3225258,0.10966223,"('illogical', 'logical')",0.3225258,0.1096622,-0.2128636
62,1.0432979,1.1256067,"('incompetent', 'brilliant')",1.0432979,1.1256067,0.0823088
63,0.29813576,0.32460034,"('unperceptive', 'insightful')",0.2981358,0.3246003,0.0264645
64,-5.0251927,-5.027809,"('shy', 'confident')",-5.0251927,-5.0278091,-0.0026164
65,1.1010306,1.1450562,"('insecure', 'secure')",1.1010306,1.1450562,0.0440256
66,0.08655793,-0.06963342,"('inactive', 'active')",0.0865579,-0.0696334,-0.1561913
67,-0.55637974,-0.46346864,"('doubtful', 'determined')",-0.5563797,-0.4634686,0.0929111
68,-0.7004458,-0.6107405,"('dependent', 'independent')",-0.7004458,-0.6107405,0.0897053
69,-1.9932579,-1.9612515,"('lazy', 'industrious')",-1.9932579,-1.9612515,0.0320064
70,1.9638857,1.8482132,"('lethargic', 'energetic')",1.9638857,1.8482132,-0.1156725
71,0.39663967,0.35297576,"('diffident', 'self-confident')",0.3966397,0.3529758,-0.0436639
72,1.061457,1.1745578,"('unambitious', 'ambitious')",1.061457,1.1745578,0.1131008
73,-2.8987632,-2.8981626,"('helpless', 'self-reliant')",-2.8987632,-2.8981626,0.0006006
74,0.19192064,0.0129853,"('undedicated', 'dedicated')",0.1919206,0.0129853,-0.1789353
75,-0.7759724,-0.6198338,"('meek', 'impulsive')",-0.7759724,-0.6198338,0.1561386
76,0.80522156,0.79436153,"('anxious', 'daring')",0.8052216,0.7943615,-0.0108601
77,-1.1693636,-0.9909756,"('unmotivated', 'motivated')",-1.1693636,-0.9909756,0.178388
78,-0.77913326,-0.7859619,"('nonresilient', 'resilient')",-0.7791333,-0.7859619,-0.0068286
79,-0.6763094,-0.63707453,"('wavering', 'unwavering')",-0.6763094,-0.6370745,0.0392349
80,0.2681071,0.08768559,"('dominated', 'dominating')",0.2681071,0.0876856,-0.1804215
81,0.47879568,0.5596148,"('submissive', 'aggressive')",0.4787957,0.5596148,0.0808191
82,5.786785,5.982486,"('poor', 'rich')",5.7867851,5.9824858,0.1957007
83,-0.12687933,-0.13220027,"('powerless', 'powerful')",-0.1268793,-0.1322003,-0.005321
84,0.13351926,0.145753,"('inferior', 'superior')",0.1335193,0.145753,0.0122337
85,-1.5960752,-1.6964854,"('insignificant', 'prestigious')",-1.5960752,-1.6964854,-0.1004102
86,0.62862676,0.4850856,"('uninfluential', 'influential')",0.6286268,0.4850856,-0.1435412
87,-0.2957743,-0.33093715,"('unsuccessful', 'successful')",-0.2957743,-0.3309371,-0.0351628
88,-0.1100137,-0.08037673,"('low', 'eminent')",-0.1100137,-0.0803767,0.029637
