,wink_male,wink_female,tuple,average_male,average_female,female-male
0,-0.030839074,-0.10681057,"('unsociable', 'sociable')",-0.0308391,-0.1068106,-0.0759715
1,0.97594947,0.89034545,"('unfriendly', 'friendly')",0.9759495,0.8903455,-0.085604
2,0.35301888,0.5810754,"('unlikable', 'likable')",0.3530189,0.5810754,0.2280565
3,0.9352822,1.0106639,"('repellent', 'pleasant')",0.9352822,1.0106639,0.0753817
4,-6.760406,-6.927871,"('disliked', 'liked')",-6.760406,-6.9278712,-0.1674652
5,-0.33320364,-0.28953078,"('distant', 'outgoing')",-0.3332036,-0.2895308,0.0436728
6,0.13637759,0.108303346,"('distant', 'open')",0.1363776,0.1083033,-0.0280743
7,0.8294594,0.8364896,"('insensitive', 'sensitive')",0.8294594,0.8364896,0.0070302
8,0.8292952,0.7561491,"('unaffectionate', 'affectionate')",0.8292952,0.7561491,-0.0731461
9,1.2067654,1.2617252,"('unaffectionate', 'caring')",1.2067654,1.2617252,0.0549598
10,1.056973,1.1160158,"('unsympathetic', 'sympathetic')",1.056973,1.1160158,0.0590428
11,1.3608633,1.3937521,"('unhelpful', 'helpful')",1.3608633,1.3937521,0.0328888
12,-1.5980142,-1.6158218,"('unsupportive', 'supportive')",-1.5980142,-1.6158218,-0.0178076
13,0.026632838,0.12508473,"('impolite', 'polite')",0.0266328,0.1250847,0.0984519
14,-0.06429683,-0.20435822,"('antisocial', 'social')",-0.0642968,-0.2043582,-0.1400614
15,0.16800044,0.06680109,"('boring', 'funny')",0.1680004,0.0668011,-0.1011993
16,-0.2890945,-0.2622812,"('unpopular', 'popular')",-0.2890945,-0.2622812,0.0268133
17,0.10582325,0.09773193,"('nasty', 'nice')",0.1058232,0.0977319,-0.0080913
18,-0.23120421,-0.27672556,"('disagreeable', 'welcoming')",-0.2312042,-0.2767256,-0.0455214
19,-0.8209455,-0.7633794,"('inhospitable', 'hospitable')",-0.8209455,-0.7633794,0.0575661
20,0.9266941,0.8410411,"('rough', 'thoughtful')",0.9266941,0.8410411,-0.085653
21,-0.089038804,0.10902397,"('immoral', 'moral')",-0.0890388,0.109024,0.1980628
22,0.005116634,-0.06259398,"('untrustworthy', 'trustworthy')",0.0051166,-0.062594,-0.0677106
23,5.479444,5.5784926,"('insincere', 'sincere')",5.479444,5.5784926,0.0990486
24,1.3772918,1.3515481,"('dishonest', 'honest')",1.3772918,1.3515481,-0.0257437
25,0.60939944,0.57372457,"('egoistic', 'altruistic')",0.6093994,0.5737246,-0.0356748
26,0.4989589,0.25954908,"('hardhearted', 'benevolent')",0.4989589,0.2595491,-0.2394098
27,1.656768,1.4755692,"('hardhearted', 'softhearted')",1.656768,1.4755692,-0.1811988
