,noble_male,noble_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0517088,0.88353914,"('unsociable', 'sociable')",0.4719324,0.31718314,-0.7927879,-0.96578115,0.2436178,0.0783137,-0.1653041
1,0.5527288,0.47241935,"('unfriendly', 'friendly')",0.49956238,0.23777348,1.9690905,1.8216552,1.0071272,0.8439493,-0.1631779
2,1.9179239,2.0016735,"('unlikable', 'likable')",1.5645452,1.6024115,0.6035771,0.6931462,1.3620154,1.4324104,0.070395
3,0.076478474,0.16022179,"('repellent', 'pleasant')",0.11649404,0.19523677,0.299857,0.32361507,0.1642765,0.2263579,0.0620814
4,-0.43077374,-0.48039722,"('disliked', 'liked')",0.22930941,0.09402992,-6.160081,-6.2995505,-2.120515,-2.2286393,-0.1081243
5,-0.490075,-0.4680106,"('distant', 'outgoing')",-0.48898476,-0.5108763,-0.090154424,-0.02467937,-0.3564047,-0.3345221,0.0218826
6,-0.34126946,-0.2919268,"('distant', 'open')",-1.0801414,-1.1600258,0.41827926,0.46617055,-0.3343772,-0.328594,0.0057832
7,1.7152438,1.6840527,"('insensitive', 'sensitive')",1.226602,1.247843,0.99782866,0.9424418,1.3132249,1.2914459,-0.021779
8,0.15862484,0.16595736,"('unaffectionate', 'affectionate')",-0.77828753,-0.95350754,0.9597009,0.86945385,0.1133461,0.0273012,-0.0860449
9,1.374883,1.3500559,"('unaffectionate', 'caring')",0.3296962,0.2161968,1.1536416,1.0936662,0.9527403,0.8866396,-0.0661007
10,1.5117378,1.4492288,"('unsympathetic', 'sympathetic')",0.14515366,0.07949408,-0.6520312,-0.7591269,0.3349534,0.256532,-0.0784214
11,0.31120908,0.37333435,"('unhelpful', 'helpful')",0.8160102,0.9084911,1.4623947,1.5876607,0.8632046,0.9564954,0.0932908
12,1.6831245,1.7354788,"('unsupportive', 'supportive')",1.0431604,1.0473025,-1.6204901,-1.6998355,0.3685983,0.3609819,-0.0076164
13,1.3458685,1.2890235,"('impolite', 'polite')",0.15716082,0.2075701,-0.6707321,-0.6803723,0.2774324,0.2720738,-0.0053586
14,1.2047019,1.1737171,"('antisocial', 'social')",1.292326,1.3274806,-0.76263034,-0.84315735,0.5781325,0.5526802,-0.0254523
15,0.24486762,0.1681517,"('boring', 'funny')",-0.3821085,-0.47999096,0.37031054,0.34055835,0.0776899,0.009573,-0.0681169
16,-1.5115111,-1.539974,"('unpopular', 'popular')",-0.47492257,-0.5112071,0.32963198,0.37160578,-0.5522672,-0.5598584,-0.0075912
17,1.0235381,1.0975958,"('nasty', 'nice')",-1.0731244,-0.99101347,-0.5765089,-0.49926534,-0.2086984,-0.1308943,0.0778041
18,0.39086628,0.39417666,"('disagreeable', 'welcoming')",-0.63107514,-0.65032053,-0.3322025,-0.33613428,-0.1908038,-0.197426,-0.0066222
19,0.13813895,0.1350119,"('inhospitable', 'hospitable')",-1.0463051,-1.088136,0.14751261,0.21535994,-0.2535512,-0.2459214,0.0076298
20,1.4197117,1.4959749,"('rough', 'thoughtful')",0.23501119,0.2986644,0.8356527,0.77139515,0.8301252,0.8553449,0.0252197
21,1.298798,1.2356237,"('immoral', 'moral')",1.6178288,1.6054868,-0.73661995,-0.73828346,0.726669,0.7009424,-0.0257266
22,0.9922682,0.9226864,"('untrustworthy', 'trustworthy')",-0.13936858,-0.24656643,-0.86216295,-0.88852507,-0.0030878,-0.0708017,-0.0677139
23,1.1631448,1.1391703,"('insincere', 'sincere')",0.627695,0.5951704,5.5108376,5.569715,2.4338926,2.4346852,0.0007926
24,1.8896145,1.8808206,"('dishonest', 'honest')",0.73856723,0.6699473,0.6091298,0.54355496,1.0791038,1.031441,-0.0476628
25,0.88372743,0.91228634,"('egoistic', 'altruistic')",0.58021504,0.4844119,1.8746737,1.7595407,1.1128721,1.0520797,-0.0607924
26,0.3937413,0.31766605,"('hardhearted', 'benevolent')",0.52673316,0.40211827,1.581451,1.4384195,0.8339752,0.7194013,-0.1145739
27,0.6498118,0.7429019,"('hardhearted', 'softhearted')",0.3451772,0.37289256,1.8660239,1.7173707,0.953671,0.9443884,-0.0092826
28,1.1222036,0.9985549,"('disloyal', 'loyal')",0.29310015,0.10688786,0.7898172,0.6771116,0.7350403,0.5941848,-0.1408555
29,0.42481425,0.32950112,"('unfair', 'fair')",-0.40346724,-0.41751269,-0.016108155,-0.16155799,0.0017463,-0.0831899,-0.0849362
