,theater_male,theater_female,tuple,average_male,average_female,female-male
0,0.25494465,0.3077107,"('unsociable', 'sociable')",0.2549447,0.3077107,0.052766
1,1.2112643,1.1048808,"('unfriendly', 'friendly')",1.2112643,1.1048808,-0.1063835
2,0.2442632,0.3298347,"('unlikable', 'likable')",0.2442632,0.3298347,0.0855715
3,0.85350275,0.98120874,"('repellent', 'pleasant')",0.8535028,0.9812087,0.1277059
4,-7.4835763,-7.5833716,"('disliked', 'liked')",-7.4835763,-7.5833716,-0.0997953
5,-0.5184526,-0.6413119,"('distant', 'outgoing')",-0.5184526,-0.6413119,-0.1228593
6,-0.18357131,-0.3541196,"('distant', 'open')",-0.1835713,-0.3541196,-0.1705483
7,1.4562988,1.5819806,"('insensitive', 'sensitive')",1.4562988,1.5819806,0.1256818
8,0.9405384,0.8683364,"('unaffectionate', 'affectionate')",0.9405384,0.8683364,-0.072202
9,1.2906541,1.3154833,"('unaffectionate', 'caring')",1.2906541,1.3154833,0.0248292
10,0.93605834,1.0808866,"('unsympathetic', 'sympathetic')",0.9360583,1.0808866,0.1448283
11,1.8064047,1.9782043,"('unhelpful', 'helpful')",1.8064047,1.9782043,0.1717996
12,-1.2595025,-1.1462454,"('unsupportive', 'supportive')",-1.2595025,-1.1462454,0.1132571
13,0.13734287,0.27450368,"('impolite', 'polite')",0.1373429,0.2745037,0.1371608
14,0.50530785,0.5588806,"('antisocial', 'social')",0.5053079,0.5588806,0.0535727
15,0.66978616,0.6308479,"('boring', 'funny')",0.6697862,0.6308479,-0.0389383
16,-0.37212014,-0.3019664,"('unpopular', 'popular')",-0.3721201,-0.3019664,0.0701537
17,-0.02660216,-0.0035258103,"('nasty', 'nice')",-0.0266022,-0.0035258,0.0230764
18,-0.25870466,-0.24891776,"('disagreeable', 'welcoming')",-0.2587047,-0.2489178,0.0097869
19,-0.33963874,-0.31926206,"('inhospitable', 'hospitable')",-0.3396387,-0.3192621,0.0203766
20,0.7132914,0.59019345,"('rough', 'thoughtful')",0.7132914,0.5901935,-0.1230979
21,0.10866529,0.38573533,"('immoral', 'moral')",0.1086653,0.3857353,0.27707
22,-0.32423714,-0.3104245,"('untrustworthy', 'trustworthy')",-0.3242371,-0.3104245,0.0138126
23,6.4013753,6.5390406,"('insincere', 'sincere')",6.4013753,6.5390406,0.1376653
24,1.3956532,1.2922914,"('dishonest', 'honest')",1.3956532,1.2922914,-0.1033618
25,0.6330903,0.6079881,"('egoistic', 'altruistic')",0.6330903,0.6079881,-0.0251022
26,1.2622236,1.1398013,"('hardhearted', 'benevolent')",1.2622236,1.1398013,-0.1224223
27,2.0438716,1.865445,"('hardhearted', 'softhearted')",2.0438716,1.865445,-0.1784266
28,1.3334087,1.226756,"('disloyal', 'loyal')",1.3334087,1.226756,-0.1066527
