,theater_male,theater_female,tuple,average_male,average_female,female-male
29,-0.47351718,-0.66872716,"('unfair', 'fair')",-0.4735172,-0.6687272,-0.19521
30,0.71087736,0.7782426,"('intolerant', 'tolerant')",0.7108774,0.7782426,0.0673652
31,-1.2307442,-1.3758328,"('evil', 'good')",-1.2307442,-1.3758328,-0.1450886
32,1.1791705,1.120539,"('unkind', 'kind')",1.1791705,1.1205389,-0.0586316
33,-0.15253963,-0.25573483,"('wrong', 'right')",-0.1525396,-0.2557348,-0.1031952
34,4.4535394,4.617267,"('mean', 'honorable')",4.4535394,4.6172671,0.1637277
35,-0.91457224,-1.2796152,"('corrupt', 'incorrupt')",-0.9145722,-1.2796152,-0.365043
36,-0.8416534,-1.1081179,"('hostile', 'amicable')",-0.8416534,-1.1081179,-0.2664645
37,0.78209525,0.73217535,"('fake', 'genuine')",0.7820953,0.7321754,-0.0499199
38,-0.62651455,-0.58513075,"('untruthful', 'truthful')",-0.6265146,-0.5851308,0.0413838
39,0.20586327,0.2780416,"('exploitative', 'cooperative')",0.2058633,0.2780416,0.0721783
40,-1.0813984,-1.2355611,"('stingy', 'generous')",-1.0813984,-1.2355611,-0.1541627
41,0.7346976,0.62795883,"('unforgiving', 'forgiving')",0.7346976,0.6279588,-0.1067388
42,-2.1982265,-2.1035373,"('unreliable', 'reliable')",-2.1982265,-2.1035373,0.0946892
43,1.135527,1.2589658,"('irresponsible', 'responsible')",1.135527,1.2589658,0.1234388
44,-1.1210929,-1.1873122,"('prejudiced', 'unprejudiced')",-1.1210929,-1.1873122,-0.0662193
45,0.5381706,0.509932,"('incompetent', 'competent')",0.5381706,0.509932,-0.0282386
46,-0.624535,-0.4963869,"('uncompetitive', 'competitive')",-0.624535,-0.4963869,0.1281481
47,4.9848113,5.015439,"('stupid', 'smart')",4.9848113,5.015439,0.0306277
48,0.7249317,0.81939614,"('unintelligent', 'intelligent')",0.7249317,0.8193961,0.0944644
49,-0.22640452,-0.058206383,"('unable', 'able')",-0.2264045,-0.0582064,0.1681981
50,-0.45689264,-0.45065343,"('clumsy', 'skillful')",-0.4568926,-0.4506534,0.0062392
51,0.50381136,0.63289994,"('uneducated', 'educated')",0.5038114,0.6328999,0.1290885
52,0.06526408,-0.114291295,"('irrational', 'rational')",0.0652641,-0.1142913,-0.1795554
53,0.14555693,0.14520341,"('uncreative', 'creative')",0.1455569,0.1452034,-0.0003535
54,0.76021314,0.85964394,"('incapable', 'capable')",0.7602131,0.8596439,0.0994308
55,0.9815228,1.1786863,"('incompetent', 'clever')",0.9815228,1.1786863,0.1971635
56,0.27515703,0.4264378,"('impractical', 'practical')",0.275157,0.4264378,0.1512808
57,-1.9066087,-1.847436,"('unimaginative', 'imaginative')",-1.9066087,-1.847436,0.0591727
58,0.42134476,0.4385739,"('undiscriminating', 'discriminating')",0.4213448,0.4385739,0.0172291
59,-0.14954188,-0.23041034,"('foolish', 'wise')",-0.1495419,-0.2304103,-0.0808684
60,0.21042627,0.4618389,"('inefficient', 'efficient')",0.2104263,0.4618389,0.2514126
61,0.63646007,0.5662433,"('illogical', 'logical')",0.6364601,0.5662433,-0.0702168
62,0.7363521,0.98455846,"('incompetent', 'brilliant')",0.7363521,0.9845585,0.2482064
63,0.52869576,0.71711224,"('unperceptive', 'insightful')",0.5286958,0.7171122,0.1884164
64,-6.557516,-6.466959,"('shy', 'confident')",-6.5575161,-6.466959,0.0905571
65,0.2607107,0.41935855,"('insecure', 'secure')",0.2607107,0.4193586,0.1586479
66,-0.09985832,-0.2329708,"('inactive', 'active')",-0.0998583,-0.2329708,-0.1331125
67,-0.44732082,-0.3644387,"('doubtful', 'determined')",-0.4473208,-0.3644387,0.0828821
68,-0.7975147,-0.7102006,"('dependent', 'independent')",-0.7975147,-0.7102006,0.0873141
69,-1.8152902,-1.9752256,"('lazy', 'industrious')",-1.8152902,-1.9752256,-0.1599354
70,1.3570036,1.4382534,"('lethargic', 'energetic')",1.3570036,1.4382534,0.0812498
71,0.48473617,0.47009712,"('diffident', 'self-confident')",0.4847362,0.4700971,-0.0146391
72,0.7332505,0.8792568,"('unambitious', 'ambitious')",0.7332505,0.8792568,0.1460063
73,-3.0819824,-3.0275831,"('helpless', 'self-reliant')",-3.0819824,-3.0275831,0.0543993
74,0.21326429,0.235257,"('undedicated', 'dedicated')",0.2132643,0.235257,0.0219927
75,-0.9625828,-0.9892496,"('meek', 'impulsive')",-0.9625828,-0.9892496,-0.0266668
76,0.5337087,0.65177095,"('anxious', 'daring')",0.5337087,0.6517709,0.1180622
77,-1.498055,-1.2776518,"('unmotivated', 'motivated')",-1.498055,-1.2776518,0.2204032
78,-0.61259645,-0.53372025,"('nonresilient', 'resilient')",-0.6125965,-0.5337203,0.0788762
79,-0.28190958,-0.32618225,"('wavering', 'unwavering')",-0.2819096,-0.3261822,-0.0442726
80,0.27671462,0.3138395,"('dominated', 'dominating')",0.2767146,0.3138395,0.0371249
81,-0.021349974,0.14997849,"('submissive', 'aggressive')",-0.02135,0.1499785,0.1713285
82,6.408852,6.542468,"('poor', 'rich')",6.4088521,6.5424681,0.133616
83,-0.5022546,-0.40887216,"('powerless', 'powerful')",-0.5022546,-0.4088722,0.0933824
84,0.37993214,0.31901062,"('inferior', 'superior')",0.3799321,0.3190106,-0.0609215
85,-0.9759757,-1.1407315,"('insignificant', 'prestigious')",-0.9759757,-1.1407315,-0.1647558
86,0.9389429,1.0206892,"('uninfluential', 'influential')",0.9389429,1.0206892,0.0817463
87,0.3885641,0.50283635,"('unsuccessful', 'successful')",0.3885641,0.5028363,0.1142722
88,-0.007535444,0.06019469,"('low', 'eminent')",-0.0075354,0.0601947,0.0677301
