,interior_male,interior_female,tuple,average_male,average_female,female-male
0,-0.4248871,-0.38248295,"('unsociable', 'sociable')",-0.4248871,-0.3824829,0.0424042
1,1.1554503,1.0431083,"('unfriendly', 'friendly')",1.1554503,1.0431083,-0.112342
2,0.13826951,0.17511581,"('unlikable', 'likable')",0.1382695,0.1751158,0.0368463
3,0.1555168,0.2328549,"('repellent', 'pleasant')",0.1555168,0.2328549,0.0773381
4,-6.9180517,-7.0819845,"('disliked', 'liked')",-6.9180517,-7.0819845,-0.1639328
5,-0.5875337,-0.6734763,"('distant', 'outgoing')",-0.5875337,-0.6734763,-0.0859426
6,-0.06935963,-0.22393185,"('distant', 'open')",-0.0693596,-0.2239318,-0.1545722
7,0.77401024,0.86117125,"('insensitive', 'sensitive')",0.7740102,0.8611712,0.087161
8,1.1069453,0.9321155,"('unaffectionate', 'affectionate')",1.1069453,0.9321155,-0.1748298
9,1.4521729,1.4218366,"('unaffectionate', 'caring')",1.4521729,1.4218366,-0.0303363
10,0.636032,0.70018023,"('unsympathetic', 'sympathetic')",0.636032,0.7001802,0.0641482
11,1.3652352,1.4607573,"('unhelpful', 'helpful')",1.3652352,1.4607573,0.0955221
12,-1.6097013,-1.5637636,"('unsupportive', 'supportive')",-1.6097013,-1.5637636,0.0459377
13,-0.49555787,-0.37426692,"('impolite', 'polite')",-0.4955579,-0.3742669,0.121291
14,0.19328287,0.257493,"('antisocial', 'social')",0.1932829,0.257493,0.0642101
15,0.14239238,0.071487084,"('boring', 'funny')",0.1423924,0.0714871,-0.0709053
16,-0.57190305,-0.572809,"('unpopular', 'popular')",-0.571903,-0.572809,-0.000906
17,-0.1346962,-0.07224204,"('nasty', 'nice')",-0.1346962,-0.072242,0.0624542
18,-0.3010713,-0.35178262,"('disagreeable', 'welcoming')",-0.3010713,-0.3517826,-0.0507113
19,-0.56713843,-0.6375285,"('inhospitable', 'hospitable')",-0.5671384,-0.6375285,-0.0703901
20,0.8639637,0.8292184,"('rough', 'thoughtful')",0.8639637,0.8292184,-0.0347453
21,-0.2172345,-0.036016103,"('immoral', 'moral')",-0.2172345,-0.0360161,0.1812184
22,-0.8588395,-0.81722707,"('untrustworthy', 'trustworthy')",-0.8588395,-0.8172271,0.0416124
23,5.6919513,5.767146,"('insincere', 'sincere')",5.6919513,5.7671461,0.0751948
24,1.3876475,1.2626407,"('dishonest', 'honest')",1.3876475,1.2626407,-0.1250068
25,0.80624855,0.6700676,"('egoistic', 'altruistic')",0.8062485,0.6700676,-0.1361809
26,1.4282364,1.3425124,"('hardhearted', 'benevolent')",1.4282364,1.3425124,-0.085724
27,1.633288,1.4804894,"('hardhearted', 'softhearted')",1.633288,1.4804894,-0.1527986
28,0.7290254,0.64982355,"('disloyal', 'loyal')",0.7290254,0.6498235,-0.0792019
29,-0.790968,-0.9218765,"('unfair', 'fair')",-0.790968,-0.9218765,-0.1309085
30,0.8702263,0.95965767,"('intolerant', 'tolerant')",0.8702263,0.9596577,0.0894314
31,-1.074873,-1.2064619,"('evil', 'good')",-1.074873,-1.2064619,-0.1315889
32,0.96114266,0.92946196,"('unkind', 'kind')",0.9611427,0.929462,-0.0316807
33,0.005816944,-0.08414253,"('wrong', 'right')",0.0058169,-0.0841425,-0.0899594
34,4.377915,4.5058517,"('mean', 'honorable')",4.3779149,4.5058517,0.1279368
35,-0.50745213,-0.8378517,"('corrupt', 'incorrupt')",-0.5074521,-0.8378517,-0.3303996
36,-0.31309468,-0.5128864,"('hostile', 'amicable')",-0.3130947,-0.5128864,-0.1997917
37,0.88521564,0.8665887,"('fake', 'genuine')",0.8852156,0.8665887,-0.0186269
38,-0.24022216,-0.26336852,"('untruthful', 'truthful')",-0.2402222,-0.2633685,-0.0231463
39,0.1636044,0.21001136,"('exploitative', 'cooperative')",0.1636044,0.2100114,0.046407
40,-1.4360834,-1.5888567,"('stingy', 'generous')",-1.4360834,-1.5888567,-0.1527733
41,-0.0665133,-0.075942755,"('unforgiving', 'forgiving')",-0.0665133,-0.0759428,-0.0094295
42,-2.2364116,-2.2148037,"('unreliable', 'reliable')",-2.2364116,-2.2148037,0.0216079
43,0.6724423,0.77424115,"('irresponsible', 'responsible')",0.6724423,0.7742411,0.1017988
44,-0.55021375,-0.5319387,"('prejudiced', 'unprejudiced')",-0.5502138,-0.5319387,0.0182751
45,-0.22333701,-0.21501124,"('incompetent', 'competent')",-0.223337,-0.2150112,0.0083258
46,-1.2638397,-1.1725743,"('uncompetitive', 'competitive')",-1.2638397,-1.1725743,0.0912654
47,4.8025017,4.980532,"('stupid', 'smart')",4.8025017,4.9805322,0.1780305
48,0.28605688,0.3434577,"('unintelligent', 'intelligent')",0.2860569,0.3434577,0.0574008
49,-0.13637447,-0.042992067,"('unable', 'able')",-0.1363745,-0.0429921,0.0933824
50,-0.53539586,-0.58391917,"('clumsy', 'skillful')",-0.5353959,-0.5839192,-0.0485233
51,0.292978,0.29021016,"('uneducated', 'educated')",0.292978,0.2902102,-0.0027678
52,-0.23593995,-0.46345896,"('irrational', 'rational')",-0.2359399,-0.463459,-0.2275191
53,-0.05147583,-0.0891109,"('uncreative', 'creative')",-0.0514758,-0.0891109,-0.0376351
54,1.0292114,1.0865883,"('incapable', 'capable')",1.0292114,1.0865883,0.0573769
55,0.24727347,0.3490315,"('incompetent', 'clever')",0.2472735,0.3490315,0.101758
56,0.69576365,0.7579739,"('impractical', 'practical')",0.6957636,0.7579739,0.0622103
57,-2.5996258,-2.5435042,"('unimaginative', 'imaginative')",-2.5996258,-2.5435042,0.0561216
58,0.29240704,0.28589427,"('undiscriminating', 'discriminating')",0.292407,0.2858943,-0.0065127
59,0.121549234,0.016753513,"('foolish', 'wise')",0.1215492,0.0167535,-0.1047957
60,0.26090297,0.53313136,"('inefficient', 'efficient')",0.260903,0.5331314,0.2722284
61,0.03720527,-0.115884125,"('illogical', 'logical')",0.0372053,-0.1158841,-0.1530894
62,0.02974699,0.18145362,"('incompetent', 'brilliant')",0.029747,0.1814536,0.1517066
63,-0.5507486,-0.45416874,"('unperceptive', 'insightful')",-0.5507486,-0.4541687,0.0965799
64,-6.032022,-6.002075,"('shy', 'confident')",-6.032022,-6.0020752,0.0299468
65,-0.24905556,-0.1315629,"('insecure', 'secure')",-0.2490556,-0.1315629,0.1174927
66,0.2423357,0.101889126,"('inactive', 'active')",0.2423357,0.1018891,-0.1404466
67,-0.16941774,-0.10500379,"('doubtful', 'determined')",-0.1694177,-0.1050038,0.0644139
68,-0.8481757,-0.84128183,"('dependent', 'independent')",-0.8481757,-0.8412818,0.0068939
69,-1.4451804,-1.5584512,"('lazy', 'industrious')",-1.4451804,-1.5584512,-0.1132708
70,0.94886047,0.99922645,"('lethargic', 'energetic')",0.9488605,0.9992265,0.050366
71,0.807753,0.796104,"('diffident', 'self-confident')",0.807753,0.796104,-0.011649
72,0.78979236,0.9056804,"('unambitious', 'ambitious')",0.7897924,0.9056804,0.115888
73,-2.6897125,-2.6473365,"('helpless', 'self-reliant')",-2.6897125,-2.6473365,0.042376
