,parallelogram_male,parallelogram_female,tuple,average_male,average_female,female-male
0,0.47730097,0.45652476,"('unsociable', 'sociable')",0.477301,0.4565248,-0.0207762
1,0.43234247,-0.018271986,"('unfriendly', 'friendly')",0.4323425,-0.018272,-0.4506145
2,-0.22093004,-0.28687707,"('unlikable', 'likable')",-0.22093,-0.2868771,-0.0659471
3,-0.4701692,-0.31007317,"('repellent', 'pleasant')",-0.4701692,-0.3100732,0.160096
4,-2.2088268,-2.39661,"('disliked', 'liked')",-2.2088268,-2.39661,-0.1877832
5,-0.55348194,-0.76485634,"('distant', 'outgoing')",-0.5534819,-0.7648563,-0.2113744
6,-0.5295936,-0.8130652,"('distant', 'open')",-0.5295936,-0.8130652,-0.2834716
7,-0.2005016,-0.09099842,"('insensitive', 'sensitive')",-0.2005016,-0.0909984,0.1095032
8,-0.070088595,-0.43893167,"('unaffectionate', 'affectionate')",-0.0700886,-0.4389317,-0.3688431
9,-0.036495905,-0.32144907,"('unaffectionate', 'caring')",-0.0364959,-0.3214491,-0.2849532
10,-0.9986439,-0.8353365,"('unsympathetic', 'sympathetic')",-0.9986439,-0.8353365,0.1633074
11,0.97816277,1.0711719,"('unhelpful', 'helpful')",0.9781628,1.0711719,0.0930091
12,-0.9141979,-0.89078116,"('unsupportive', 'supportive')",-0.9141979,-0.8907812,0.0234167
13,-0.16336861,-0.0664476,"('impolite', 'polite')",-0.1633686,-0.0664476,0.096921
14,-0.28534064,-0.12030326,"('antisocial', 'social')",-0.2853406,-0.1203033,0.1650373
15,0.8328374,0.6463471,"('boring', 'funny')",0.8328374,0.6463471,-0.1864903
16,-0.7857744,-0.91834307,"('unpopular', 'popular')",-0.7857744,-0.9183431,-0.1325687
17,-0.35984367,-0.35156828,"('nasty', 'nice')",-0.3598437,-0.3515683,0.0082754
18,-0.41851014,-0.52858293,"('disagreeable', 'welcoming')",-0.4185101,-0.5285829,-0.1100728
19,-0.7158749,-0.8472952,"('inhospitable', 'hospitable')",-0.7158749,-0.8472952,-0.1314203
20,0.5830175,0.5726756,"('rough', 'thoughtful')",0.5830175,0.5726756,-0.0103419
21,-0.1079747,0.07137133,"('immoral', 'moral')",-0.1079747,0.0713713,0.179346
22,0.39440212,0.42140627,"('untrustworthy', 'trustworthy')",0.3944021,0.4214063,0.0270042
23,1.7346008,1.8458102,"('insincere', 'sincere')",1.7346008,1.8458102,0.1112094
24,-0.3859085,-0.31505328,"('dishonest', 'honest')",-0.3859085,-0.3150533,0.0708552
25,0.55983657,0.3766102,"('egoistic', 'altruistic')",0.5598366,0.3766102,-0.1832264
26,0.91926855,0.610592,"('hardhearted', 'benevolent')",0.9192685,0.610592,-0.3086765
27,-0.39009747,-0.5176475,"('hardhearted', 'softhearted')",-0.3900975,-0.5176475,-0.12755
28,0.35897285,0.122366995,"('disloyal', 'loyal')",0.3589728,0.122367,-0.2366058
29,-0.39762837,-0.50684947,"('unfair', 'fair')",-0.3976284,-0.5068495,-0.1092211
30,0.7395625,0.77116954,"('intolerant', 'tolerant')",0.7395625,0.7711695,0.031607
31,-0.7109874,-1.0049536,"('evil', 'good')",-0.7109874,-1.0049536,-0.2939662
32,0.2704652,0.2559363,"('unkind', 'kind')",0.2704652,0.2559363,-0.0145289
33,-0.019420885,-0.20449077,"('wrong', 'right')",-0.0194209,-0.2044908,-0.1850699
34,1.1922009,1.4281794,"('mean', 'honorable')",1.1922009,1.4281794,0.2359785
35,-0.2725657,-0.5475656,"('corrupt', 'incorrupt')",-0.2725657,-0.5475656,-0.2749999
36,-0.14003871,-0.60989714,"('hostile', 'amicable')",-0.1400387,-0.6098971,-0.4698584
37,-0.6385213,-0.6162727,"('fake', 'genuine')",-0.6385213,-0.6162727,0.0222486
38,0.00672708,-0.058583554,"('untruthful', 'truthful')",0.0067271,-0.0585836,-0.0653107
39,1.4609329,1.5514308,"('exploitative', 'cooperative')",1.4609329,1.5514308,0.0904979
40,-0.6354116,-0.6890595,"('stingy', 'generous')",-0.6354116,-0.6890595,-0.0536479
41,0.022728106,-0.1287788,"('unforgiving', 'forgiving')",0.0227281,-0.1287788,-0.1515069
42,-1.3165305,-1.0840064,"('unreliable', 'reliable')",-1.3165305,-1.0840064,0.2325241
43,-0.039592393,0.14107811,"('irresponsible', 'responsible')",-0.0395924,0.1410781,0.1806705
44,-0.5210729,-0.37460518,"('prejudiced', 'unprejudiced')",-0.5210729,-0.3746052,0.1464677
45,-0.16962038,-0.11636382,"('incompetent', 'competent')",-0.1696204,-0.1163638,0.0532566
46,-0.05664118,0.083759665,"('uncompetitive', 'competitive')",-0.0566412,0.0837597,0.1404009
47,1.5804343,1.7313547,"('stupid', 'smart')",1.5804343,1.7313547,0.1509204
48,0.4178709,0.43831965,"('unintelligent', 'intelligent')",0.4178709,0.4383197,0.0204488
49,-0.24111933,-0.07820067,"('unable', 'able')",-0.2411193,-0.0782007,0.1629186
50,-0.14698592,-0.14294523,"('clumsy', 'skillful')",-0.1469859,-0.1429452,0.0040407
51,0.08926089,0.073609926,"('uneducated', 'educated')",0.0892609,0.0736099,-0.015651
52,0.4099425,0.013819339,"('irrational', 'rational')",0.4099425,0.0138193,-0.3961232
53,0.27364594,0.022011228,"('uncreative', 'creative')",0.2736459,0.0220112,-0.2516347
54,-0.23852082,-0.4229675,"('incapable', 'capable')",-0.2385208,-0.4229675,-0.1844467
55,0.39059973,0.58144087,"('incompetent', 'clever')",0.3905997,0.5814409,0.1908412
56,0.7121383,0.8960791,"('impractical', 'practical')",0.7121383,0.8960791,0.1839408
57,-0.28408387,-0.36593008,"('unimaginative', 'imaginative')",-0.2840839,-0.3659301,-0.0818462
58,0.69643795,0.51160955,"('undiscriminating', 'discriminating')",0.696438,0.5116096,-0.1848284
59,0.23831154,0.06270272,"('foolish', 'wise')",0.2383115,0.0627027,-0.1756088
60,1.0483977,1.4240943,"('inefficient', 'efficient')",1.0483977,1.4240943,0.3756966
61,0.872689,0.6824817,"('illogical', 'logical')",0.872689,0.6824817,-0.1902073
62,0.3202288,0.59358114,"('incompetent', 'brilliant')",0.3202288,0.5935811,0.2733523
63,0.53064954,0.5784349,"('unperceptive', 'insightful')",0.5306495,0.5784349,0.0477854
64,-2.1030233,-1.9979059,"('shy', 'confident')",-2.1030233,-1.9979059,0.1051174
65,0.31836903,0.5461138,"('insecure', 'secure')",0.318369,0.5461138,0.2277448
66,-1.2189711,-1.3098035,"('inactive', 'active')",-1.2189711,-1.3098035,-0.0908324
67,0.3600748,0.44840878,"('doubtful', 'determined')",0.3600748,0.4484088,0.088334
68,-0.78133404,-0.76150495,"('dependent', 'independent')",-0.781334,-0.7615049,0.0198291
69,-0.21878442,-0.34326136,"('lazy', 'industrious')",-0.2187844,-0.3432614,-0.124477
70,-0.092257194,0.09066222,"('lethargic', 'energetic')",-0.0922572,0.0906622,0.1829194
71,0.8700283,0.8067314,"('diffident', 'self-confident')",0.8700283,0.8067314,-0.0632969
72,-0.58914965,-0.51111823,"('unambitious', 'ambitious')",-0.5891497,-0.5111182,0.0780315
73,-0.29618752,-0.30855197,"('helpless', 'self-reliant')",-0.2961875,-0.308552,-0.0123645
74,0.33145586,0.24357371,"('undedicated', 'dedicated')",0.3314559,0.2435737,-0.0878822
75,0.017841097,-0.10122004,"('meek', 'impulsive')",0.0178411,-0.10122,-0.1190611
76,-0.37635607,-0.03355959,"('anxious', 'daring')",-0.3763561,-0.0335596,0.3427965
77,-0.017668672,-0.00021898374,"('unmotivated', 'motivated')",-0.0176687,-0.000219,0.0174497
