,afterlife_male,afterlife_female,tuple,average_male,average_female,female-male
0,0.2771145,0.12396741,"('unsociable', 'sociable')",0.2771145,0.1239674,-0.1531471
1,0.9144294,0.81840235,"('unfriendly', 'friendly')",0.9144294,0.8184023,-0.0960271
2,0.6373971,0.76270753,"('unlikable', 'likable')",0.6373971,0.7627075,0.1253104
3,1.0156147,1.0032016,"('repellent', 'pleasant')",1.0156147,1.0032016,-0.0124131
4,-6.956498,-6.997488,"('disliked', 'liked')",-6.9564981,-6.997488,-0.0409899
5,-0.16480796,-0.13121101,"('distant', 'outgoing')",-0.164808,-0.131211,0.033597
6,0.02972535,0.065470695,"('distant', 'open')",0.0297254,0.0654707,0.0357453
7,0.57456815,0.57243806,"('insensitive', 'sensitive')",0.5745682,0.5724381,-0.0021301
8,0.62440425,0.6404158,"('unaffectionate', 'affectionate')",0.6244043,0.6404158,0.0160115
9,1.3608528,1.4327549,"('unaffectionate', 'caring')",1.3608528,1.4327549,0.0719021
10,1.2554221,1.2961409,"('unsympathetic', 'sympathetic')",1.2554221,1.2961409,0.0407188
11,2.0174294,2.0396042,"('unhelpful', 'helpful')",2.0174294,2.0396042,0.0221748
12,-1.4190009,-1.435652,"('unsupportive', 'supportive')",-1.4190009,-1.435652,-0.0166511
13,0.61264837,0.54575765,"('impolite', 'polite')",0.6126484,0.5457577,-0.0668907
14,-0.12534396,-0.30290455,"('antisocial', 'social')",-0.125344,-0.3029045,-0.1775605
15,0.4425083,0.39702472,"('boring', 'funny')",0.4425083,0.3970247,-0.0454836
16,-0.27228945,-0.23352048,"('unpopular', 'popular')",-0.2722895,-0.2335205,0.038769
17,-0.07470218,-0.0034216922,"('nasty', 'nice')",-0.0747022,-0.0034217,0.0712805
18,-0.4589155,-0.590337,"('disagreeable', 'welcoming')",-0.4589155,-0.590337,-0.1314215
19,-0.64619696,-0.5060285,"('inhospitable', 'hospitable')",-0.646197,-0.5060285,0.1401685
20,0.71365535,0.5973893,"('rough', 'thoughtful')",0.7136554,0.5973893,-0.1162661
21,0.24920505,0.2970928,"('immoral', 'moral')",0.2492051,0.2970928,0.0478877
22,-0.020809168,-0.07095871,"('untrustworthy', 'trustworthy')",-0.0208092,-0.0709587,-0.0501495
23,6.163908,6.1428137,"('insincere', 'sincere')",6.163908,6.1428137,-0.0210943
24,1.7469873,1.7119231,"('dishonest', 'honest')",1.7469873,1.7119231,-0.0350642
25,0.37211883,0.30298346,"('egoistic', 'altruistic')",0.3721188,0.3029835,-0.0691353
26,0.06900363,-0.03021694,"('hardhearted', 'benevolent')",0.0690036,-0.0302169,-0.0992205
27,1.3980266,1.2515092,"('hardhearted', 'softhearted')",1.3980266,1.2515092,-0.1465174
28,0.9392101,0.91236883,"('disloyal', 'loyal')",0.9392101,0.9123688,-0.0268413
29,-0.68770987,-0.7526743,"('unfair', 'fair')",-0.6877099,-0.7526743,-0.0649644
30,0.91893315,0.888375,"('intolerant', 'tolerant')",0.9189332,0.888375,-0.0305582
31,-1.7512099,-1.7159393,"('evil', 'good')",-1.7512099,-1.7159393,0.0352706
32,1.1741632,1.1873296,"('unkind', 'kind')",1.1741632,1.1873296,0.0131664
33,-0.27139217,-0.25905514,"('wrong', 'right')",-0.2713922,-0.2590551,0.0123371
34,4.4577494,4.5965357,"('mean', 'honorable')",4.4577494,4.5965357,0.1387863
35,-1.3089392,-1.3593457,"('corrupt', 'incorrupt')",-1.3089392,-1.3593457,-0.0504065
36,-1.003738,-0.99030083,"('hostile', 'amicable')",-1.003738,-0.9903008,0.0134372
37,0.6260329,0.70533717,"('fake', 'genuine')",0.6260329,0.7053372,0.0793043
38,-0.1512939,-0.08358458,"('untruthful', 'truthful')",-0.1512939,-0.0835846,0.0677093
39,0.127341,0.090244845,"('exploitative', 'cooperative')",0.127341,0.0902448,-0.0370962
40,-1.346539,-1.5964057,"('stingy', 'generous')",-1.346539,-1.5964057,-0.2498667
41,0.008814031,0.019365847,"('unforgiving', 'forgiving')",0.008814,0.0193658,0.0105518
42,-1.639586,-1.6848394,"('unreliable', 'reliable')",-1.639586,-1.6848394,-0.0452534
43,1.3579357,1.3253413,"('irresponsible', 'responsible')",1.3579357,1.3253413,-0.0325944
44,-1.0659851,-1.0607631,"('prejudiced', 'unprejudiced')",-1.0659851,-1.0607631,0.005222
45,0.4251184,0.39660403,"('incompetent', 'competent')",0.4251184,0.396604,-0.0285144
46,-0.06496541,-0.11331104,"('uncompetitive', 'competitive')",-0.0649654,-0.113311,-0.0483456
47,5.1488953,5.3050327,"('stupid', 'smart')",5.1488953,5.3050327,0.1561374
48,0.8611452,0.7078604,"('unintelligent', 'intelligent')",0.8611452,0.7078604,-0.1532848
49,0.2578886,0.40162802,"('unable', 'able')",0.2578886,0.401628,0.1437394
50,0.127222,0.14619623,"('clumsy', 'skillful')",0.127222,0.1461962,0.0189742
51,0.45695093,0.3955683,"('uneducated', 'educated')",0.4569509,0.3955683,-0.0613826
52,-0.73677975,-0.72522897,"('irrational', 'rational')",-0.7367797,-0.725229,0.0115507
53,-0.10411598,-0.12413753,"('uncreative', 'creative')",-0.104116,-0.1241375,-0.0200215
54,0.9575254,1.1616204,"('incapable', 'capable')",0.9575254,1.1616204,0.204095
55,1.0333673,0.90529406,"('incompetent', 'clever')",1.0333673,0.9052941,-0.1280732
