,trophy_male,trophy_female,tuple,average_male,average_female,female-male
0,0.94617254,0.6053488,"('unsociable', 'sociable')",0.9461725,0.6053488,-0.3408237
1,0.46657214,0.48258296,"('unfriendly', 'friendly')",0.4665721,0.482583,0.0160109
2,0.3991992,0.59178853,"('unlikable', 'likable')",0.3991992,0.5917885,0.1925893
3,0.40863562,0.6613608,"('repellent', 'pleasant')",0.4086356,0.6613608,0.2527252
4,-6.8837924,-7.2353864,"('disliked', 'liked')",-6.8837924,-7.2353864,-0.351594
5,-2.1809032,-1.9025595,"('distant', 'outgoing')",-2.1809032,-1.9025595,0.2783437
6,-1.8613794,-1.6214108,"('distant', 'open')",-1.8613794,-1.6214108,0.2399686
7,1.9750834,1.917447,"('insensitive', 'sensitive')",1.9750834,1.917447,-0.0576364
8,0.06832247,0.40190625,"('unaffectionate', 'affectionate')",0.0683225,0.4019063,0.3335838
9,0.8456219,1.0843637,"('unaffectionate', 'caring')",0.8456219,1.0843637,0.2387418
10,1.7355621,1.8284776,"('unsympathetic', 'sympathetic')",1.7355621,1.8284776,0.0929155
11,2.5678859,2.5677998,"('unhelpful', 'helpful')",2.5678859,2.5677998,-8.61e-05
12,-1.2458355,-1.1308175,"('unsupportive', 'supportive')",-1.2458355,-1.1308175,0.115018
13,0.83168954,0.80792385,"('impolite', 'polite')",0.8316895,0.8079239,-0.0237656
14,0.71559715,0.59758955,"('antisocial', 'social')",0.7155972,0.5975896,-0.1180076
15,1.1502906,0.9673068,"('boring', 'funny')",1.1502906,0.9673068,-0.1829838
16,-0.9384214,-0.82736516,"('unpopular', 'popular')",-0.9384214,-0.8273652,0.1110562
17,-1.2064279,-1.176951,"('nasty', 'nice')",-1.2064279,-1.1769511,0.0294768
18,-1.221447,-1.1563987,"('disagreeable', 'welcoming')",-1.221447,-1.1563987,0.0650483
19,-1.2917842,-1.2039806,"('inhospitable', 'hospitable')",-1.2917842,-1.2039806,0.0878036
20,0.82600296,0.800558,"('rough', 'thoughtful')",0.826003,0.800558,-0.025445
21,1.2167413,1.1455269,"('immoral', 'moral')",1.2167413,1.1455269,-0.0712144
22,0.7035804,0.57862514,"('untrustworthy', 'trustworthy')",0.7035804,0.5786251,-0.1249553
23,6.152514,6.455008,"('insincere', 'sincere')",6.152514,6.455008,0.302494
24,1.7066956,1.8983219,"('dishonest', 'honest')",1.7066956,1.8983219,0.1916263
25,-0.07702226,-0.06897763,"('egoistic', 'altruistic')",-0.0770223,-0.0689776,0.0080447
26,1.2395759,0.86399716,"('hardhearted', 'benevolent')",1.2395759,0.8639972,-0.3755787
27,0.45926863,0.6631532,"('hardhearted', 'softhearted')",0.4592686,0.6631532,0.2038846
28,1.3467036,1.347161,"('disloyal', 'loyal')",1.3467036,1.3471611,0.0004575
29,-0.8415989,-0.9234542,"('unfair', 'fair')",-0.8415989,-0.9234542,-0.0818553
30,1.49569,1.3541663,"('intolerant', 'tolerant')",1.49569,1.3541663,-0.1415237
31,-2.8994877,-2.8973718,"('evil', 'good')",-2.8994877,-2.8973718,0.0021159
32,1.3637198,1.3316016,"('unkind', 'kind')",1.3637198,1.3316016,-0.0321182
33,-0.9230963,-0.97968316,"('wrong', 'right')",-0.9230963,-0.9796832,-0.0565869
34,3.8027663,4.1037216,"('mean', 'honorable')",3.8027663,4.1037216,0.3009553
35,-1.9023728,-1.9755285,"('corrupt', 'incorrupt')",-1.9023728,-1.9755285,-0.0731557
36,-2.0247715,-2.0790133,"('hostile', 'amicable')",-2.0247715,-2.0790133,-0.0542418
37,0.9187581,0.9392808,"('fake', 'genuine')",0.9187581,0.9392808,0.0205227
38,0.25084737,0.1428861,"('untruthful', 'truthful')",0.2508474,0.1428861,-0.1079613
39,0.31535524,0.30291495,"('exploitative', 'cooperative')",0.3153552,0.3029149,-0.0124403
40,-2.1871815,-2.1312873,"('stingy', 'generous')",-2.1871815,-2.1312873,0.0558942
41,0.45230076,0.24731144,"('unforgiving', 'forgiving')",0.4523008,0.2473114,-0.2049894
42,-1.5300128,-1.4350103,"('unreliable', 'reliable')",-1.5300128,-1.4350103,0.0950025
43,1.8971636,1.9159795,"('irresponsible', 'responsible')",1.8971636,1.9159795,0.0188159
44,-1.6040192,-1.6121272,"('prejudiced', 'unprejudiced')",-1.6040192,-1.6121272,-0.008108
45,0.9895319,0.8061091,"('incompetent', 'competent')",0.9895319,0.8061091,-0.1834228
46,0.9069398,0.80069727,"('uncompetitive', 'competitive')",0.9069398,0.8006973,-0.1062425
47,4.4779925,4.9413905,"('stupid', 'smart')",4.4779925,4.9413905,0.463398
48,1.4161284,1.3852875,"('unintelligent', 'intelligent')",1.4161284,1.3852875,-0.0308409
49,0.22381124,0.4184114,"('unable', 'able')",0.2238112,0.4184114,0.1946002
50,-0.533228,-0.20378172,"('clumsy', 'skillful')",-0.533228,-0.2037817,0.3294463
51,1.464663,1.2325071,"('uneducated', 'educated')",1.464663,1.2325071,-0.2321559
52,-1.0419248,-0.9668069,"('irrational', 'rational')",-1.0419248,-0.9668069,0.0751179
53,0.45274195,0.55930805,"('uncreative', 'creative')",0.452742,0.5593081,0.1065661
54,0.91149724,1.1741182,"('incapable', 'capable')",0.9114972,1.1741182,0.262621
55,1.9279015,1.9162662,"('incompetent', 'clever')",1.9279015,1.9162662,-0.0116353
56,2.0969465,1.8535576,"('impractical', 'practical')",2.0969465,1.8535576,-0.2433889
57,-1.572521,-1.786991,"('unimaginative', 'imaginative')",-1.572521,-1.786991,-0.21447
58,0.07640183,-0.02909413,"('undiscriminating', 'discriminating')",0.0764018,-0.0290941,-0.1054959
59,-1.0457058,-0.79078996,"('foolish', 'wise')",-1.0457058,-0.79079,0.2549158
60,1.7390075,1.7378569,"('inefficient', 'efficient')",1.7390075,1.7378569,-0.0011506
61,0.49240476,0.31975654,"('illogical', 'logical')",0.4924048,0.3197565,-0.1726483
62,2.0408173,2.1828363,"('incompetent', 'brilliant')",2.0408173,2.1828363,0.142019
63,1.1722224,1.1467744,"('unperceptive', 'insightful')",1.1722224,1.1467744,-0.025448
64,-4.404411,-4.5283628,"('shy', 'confident')",-4.4044108,-4.5283628,-0.123952
65,1.3429074,1.4615673,"('insecure', 'secure')",1.3429074,1.4615673,0.1186599
66,-0.23633036,-0.35585317,"('inactive', 'active')",-0.2363304,-0.3558532,-0.1195228
67,0.33257672,0.2376363,"('doubtful', 'determined')",0.3325767,0.2376363,-0.0949404
68,-0.87918556,-0.8447686,"('dependent', 'independent')",-0.8791856,-0.8447686,0.034417
69,-2.4959548,-2.475073,"('lazy', 'industrious')",-2.4959548,-2.4750731,0.0208817
70,2.4646993,2.316054,"('lethargic', 'energetic')",2.4646993,2.3160541,-0.1486452
71,-0.45018426,-0.3331291,"('diffident', 'self-confident')",-0.4501843,-0.3331291,0.1170552
72,1.057305,1.2727809,"('unambitious', 'ambitious')",1.057305,1.2727809,0.2154759
73,-3.6438556,-3.483438,"('helpless', 'self-reliant')",-3.6438556,-3.483438,0.1604176
74,0.6956102,0.46741655,"('undedicated', 'dedicated')",0.6956102,0.4674166,-0.2281936
75,-1.232517,-1.1353142,"('meek', 'impulsive')",-1.232517,-1.1353142,0.0972028
76,1.528169,1.593785,"('anxious', 'daring')",1.528169,1.593785,0.065616
77,0.15667887,0.022705529,"('unmotivated', 'motivated')",0.1566789,0.0227055,-0.1339734
78,-0.36421606,-0.32402322,"('nonresilient', 'resilient')",-0.3642161,-0.3240232,0.0401929
79,-1.0452191,-0.9714218,"('wavering', 'unwavering')",-1.0452191,-0.9714218,0.0737973
80,1.651987,1.3737599,"('dominated', 'dominating')",1.651987,1.3737599,-0.2782271
81,1.4617978,1.3907397,"('submissive', 'aggressive')",1.4617978,1.3907397,-0.0710581
82,5.4359074,5.8396187,"('poor', 'rich')",5.4359074,5.8396187,0.4037113
83,0.43095458,0.2944666,"('powerless', 'powerful')",0.4309546,0.2944666,-0.136488
84,1.1655114,1.1525393,"('inferior', 'superior')",1.1655114,1.1525393,-0.0129721
85,-2.4144557,-2.4484193,"('insignificant', 'prestigious')",-2.4144557,-2.4484193,-0.0339636
86,1.1683868,0.9183815,"('uninfluential', 'influential')",1.1683868,0.9183815,-0.2500053
87,0.8011897,0.75147796,"('unsuccessful', 'successful')",0.8011897,0.751478,-0.0497117
88,0.9007126,0.55911833,"('low', 'eminent')",0.9007126,0.5591183,-0.3415943
