,sprag_male,sprag_female,tuple,average_male,average_female,female-male
0,-0.71062773,-0.82453716,"('unsociable', 'sociable')",-0.7106277,-0.8245372,-0.1139095
1,0.072279856,-0.15936196,"('unfriendly', 'friendly')",0.0722799,-0.159362,-0.2316419
2,-0.51467246,-0.55516535,"('unlikable', 'likable')",-0.5146725,-0.5551654,-0.0404929
3,-1.350485,-1.327654,"('repellent', 'pleasant')",-1.350485,-1.327654,0.022831
4,-3.4351504,-3.4815037,"('disliked', 'liked')",-3.4351504,-3.4815037,-0.0463533
5,-0.3643283,-0.37988806,"('distant', 'outgoing')",-0.3643283,-0.3798881,-0.0155598
6,-0.3123273,-0.3616148,"('distant', 'open')",-0.3123273,-0.3616148,-0.0492875
7,-0.56468344,-0.50693166,"('insensitive', 'sensitive')",-0.5646834,-0.5069317,0.0577517
8,0.62207127,0.3810836,"('unaffectionate', 'affectionate')",0.6220713,0.3810836,-0.2409877
9,0.5128683,0.38773042,"('unaffectionate', 'caring')",0.5128683,0.3877304,-0.1251379
10,-1.213171,-1.1620934,"('unsympathetic', 'sympathetic')",-1.213171,-1.1620934,0.0510776
11,-0.33160886,-0.30705813,"('unhelpful', 'helpful')",-0.3316089,-0.3070581,0.0245508
12,-1.8977791,-1.8123113,"('unsupportive', 'supportive')",-1.8977791,-1.8123113,0.0854678
13,-1.0881338,-1.0936582,"('impolite', 'polite')",-1.0881338,-1.0936582,-0.0055244
14,-0.20329422,-0.33070508,"('antisocial', 'social')",-0.2032942,-0.3307051,-0.1274109
15,0.5828247,0.47215822,"('boring', 'funny')",0.5828247,0.4721582,-0.1106665
16,-0.26786503,-0.32172042,"('unpopular', 'popular')",-0.267865,-0.3217204,-0.0538554
17,-0.5772666,-0.5658645,"('nasty', 'nice')",-0.5772666,-0.5658645,0.0114021
18,-0.6594752,-0.7501954,"('disagreeable', 'welcoming')",-0.6594752,-0.7501954,-0.0907202
19,-0.6719182,-0.61408544,"('inhospitable', 'hospitable')",-0.6719182,-0.6140854,0.0578328
20,-0.09166545,-0.19208117,"('rough', 'thoughtful')",-0.0916654,-0.1920812,-0.1004158
21,-1.4548819,-1.3765638,"('immoral', 'moral')",-1.4548819,-1.3765638,0.0783181
22,-0.9707821,-0.94308454,"('untrustworthy', 'trustworthy')",-0.9707821,-0.9430845,0.0276976
23,2.3072166,2.2087328,"('insincere', 'sincere')",2.3072166,2.2087328,-0.0984838
24,-0.47005755,-0.5306066,"('dishonest', 'honest')",-0.4700575,-0.5306066,-0.0605491
25,1.0079314,0.88779086,"('egoistic', 'altruistic')",1.0079314,0.8877909,-0.1201405
26,1.2609267,1.021825,"('hardhearted', 'benevolent')",1.2609267,1.021825,-0.2391017
27,0.66809714,0.4977978,"('hardhearted', 'softhearted')",0.6680971,0.4977978,-0.1702993
28,0.14570265,-0.07143637,"('disloyal', 'loyal')",0.1457026,-0.0714364,-0.217139
29,-0.43657106,-0.51580054,"('unfair', 'fair')",-0.4365711,-0.5158005,-0.0792294
30,0.10775681,0.07533325,"('intolerant', 'tolerant')",0.1077568,0.0753333,-0.0324235
31,-0.6629639,-0.6711681,"('evil', 'good')",-0.6629639,-0.6711681,-0.0082042
32,0.2807509,0.10260385,"('unkind', 'kind')",0.2807509,0.1026039,-0.178147
33,0.32101938,0.29101294,"('wrong', 'right')",0.3210194,0.2910129,-0.0300065
34,2.2328322,2.3366604,"('mean', 'honorable')",2.2328322,2.3366604,0.1038282
35,0.88165987,0.7001853,"('corrupt', 'incorrupt')",0.8816599,0.7001853,-0.1814746
36,0.68870324,0.5469412,"('hostile', 'amicable')",0.6887032,0.5469412,-0.141762
37,-0.13662857,-0.1722064,"('fake', 'genuine')",-0.1366286,-0.1722064,-0.0355778
38,-0.6474466,-0.63469404,"('untruthful', 'truthful')",-0.6474466,-0.634694,0.0127526
39,0.24179015,0.22599222,"('exploitative', 'cooperative')",0.2417901,0.2259922,-0.0157979
40,-1.270789,-1.4303027,"('stingy', 'generous')",-1.270789,-1.4303027,-0.1595137
41,-0.063083485,-0.13593596,"('unforgiving', 'forgiving')",-0.0630835,-0.135936,-0.0728525
42,-2.2831624,-2.186648,"('unreliable', 'reliable')",-2.2831624,-2.1866479,0.0965145
43,-0.8708645,-0.84931546,"('irresponsible', 'responsible')",-0.8708645,-0.8493155,0.021549
44,-0.6833802,-0.67134875,"('prejudiced', 'unprejudiced')",-0.6833802,-0.6713488,0.0120314
45,-1.043362,-1.0622889,"('incompetent', 'competent')",-1.043362,-1.0622889,-0.0189269
46,-1.8734651,-1.8376168,"('uncompetitive', 'competitive')",-1.8734651,-1.8376168,0.0358483
47,2.7971928,2.8439064,"('stupid', 'smart')",2.7971928,2.8439064,0.0467136
48,-0.55117387,-0.5973702,"('unintelligent', 'intelligent')",-0.5511739,-0.5973702,-0.0461963
49,-0.6179482,-0.6044666,"('unable', 'able')",-0.6179482,-0.6044666,0.0134816
50,-0.45614347,-0.5390804,"('clumsy', 'skillful')",-0.4561435,-0.5390804,-0.0829369
51,-0.5260251,-0.5742962,"('uneducated', 'educated')",-0.5260251,-0.5742962,-0.0482711
52,-0.05762887,-0.19958621,"('irrational', 'rational')",-0.0576289,-0.1995862,-0.1419573
53,-0.3888721,-0.4989776,"('uncreative', 'creative')",-0.3888721,-0.4989776,-0.1101055
54,-0.16383165,-0.18592049,"('incapable', 'capable')",-0.1638317,-0.1859205,-0.0220888
55,-0.35484794,-0.3313557,"('incompetent', 'clever')",-0.3548479,-0.3313557,0.0234922
56,-0.34215412,-0.2953937,"('impractical', 'practical')",-0.3421541,-0.2953937,0.0467604
57,-2.422218,-2.4372566,"('unimaginative', 'imaginative')",-2.4222181,-2.4372566,-0.0150385
58,-0.10901388,-0.118598185,"('undiscriminating', 'discriminating')",-0.1090139,-0.1185982,-0.0095843
59,0.1125227,0.14053667,"('foolish', 'wise')",0.1125227,0.1405367,0.028014
60,-0.40357926,-0.34454912,"('inefficient', 'efficient')",-0.4035793,-0.3445491,0.0590302
61,-0.81303096,-0.93354726,"('illogical', 'logical')",-0.813031,-0.9335473,-0.1205163
62,-0.9293678,-0.8288207,"('incompetent', 'brilliant')",-0.9293678,-0.8288207,0.1005471
63,-1.0644839,-0.9215773,"('unperceptive', 'insightful')",-1.0644839,-0.9215773,0.1429066
64,-3.9560466,-3.8570223,"('shy', 'confident')",-3.9560466,-3.8570223,0.0990243
65,-0.4847202,-0.51021236,"('insecure', 'secure')",-0.4847202,-0.5102124,-0.0254922
66,-0.08524154,-0.13257858,"('inactive', 'active')",-0.0852415,-0.1325786,-0.0473371
67,-0.37927994,-0.27368805,"('doubtful', 'determined')",-0.3792799,-0.273688,0.1055919
68,-0.9880905,-0.9245744,"('dependent', 'independent')",-0.9880905,-0.9245744,0.0635161
69,0.024498623,-0.050218888,"('lazy', 'industrious')",0.0244986,-0.0502189,-0.0747175
70,-1.0384278,-0.9396719,"('lethargic', 'energetic')",-1.0384278,-0.9396719,0.0987559
71,0.25172862,0.26300186,"('diffident', 'self-confident')",0.2517286,0.2630019,0.0112733
72,-0.5494575,-0.5325346,"('unambitious', 'ambitious')",-0.5494575,-0.5325346,0.0169229
73,-1.7711977,-1.7579339,"('helpless', 'self-reliant')",-1.7711977,-1.7579339,0.0132638
74,-0.6656236,-0.7924522,"('undedicated', 'dedicated')",-0.6656236,-0.7924522,-0.1268286
75,0.07202812,0.1027964,"('meek', 'impulsive')",0.0720281,0.1027964,0.0307683
76,-0.7471213,-0.65271777,"('anxious', 'daring')",-0.7471213,-0.6527178,0.0944035
77,-1.3732653,-1.2640567,"('unmotivated', 'motivated')",-1.3732653,-1.2640567,0.1092086
78,-0.8177967,-0.80203086,"('nonresilient', 'resilient')",-0.8177967,-0.8020309,0.0157658
79,-0.557609,-0.6192831,"('wavering', 'unwavering')",-0.557609,-0.6192831,-0.0616741
80,-0.8333656,-0.78345156,"('dominated', 'dominating')",-0.8333656,-0.7834516,0.049914
81,-0.7343678,-0.6299242,"('submissive', 'aggressive')",-0.7343678,-0.6299242,0.1044436
82,2.4909444,2.5198355,"('poor', 'rich')",2.4909444,2.5198355,0.0288911
83,-0.4587785,-0.48290175,"('powerless', 'powerful')",-0.4587785,-0.4829018,-0.0241233
84,0.34156755,0.31083933,"('inferior', 'superior')",0.3415675,0.3108393,-0.0307282
85,0.7358776,0.609395,"('insignificant', 'prestigious')",0.7358776,0.609395,-0.1264826
86,-1.1429269,-1.260222,"('uninfluential', 'influential')",-1.1429269,-1.260222,-0.1172951
87,-0.7858288,-0.75012696,"('unsuccessful', 'successful')",-0.7858288,-0.750127,0.0357018
88,-0.67342985,-0.74199843,"('low', 'eminent')",-0.6734298,-0.7419984,-0.0685686
