,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.46628332,-0.59822977,"('unsociable', 'sociable')",-0.10953931,-0.25965866,-0.2879113,-0.4289442,-0.1410329
1,0.8519664,0.7804075,"('unfriendly', 'friendly')",1.6770971,1.3799036,1.2645317,1.0801555,-0.1843762
2,0.05167969,0.039076414,"('unlikable', 'likable')",0.5967604,0.61609906,0.32422,0.3275877,0.0033677
3,-1.3615979,-1.2582663,"('repellent', 'pleasant')",-0.013823867,0.066307545,-0.6877109,-0.5959794,0.0917315
4,0.03680743,0.0011497326,"('disliked', 'liked')",-6.5876584,-6.6708174,-3.2754254,-3.3348339,-0.0594085
5,1.1723508,1.1238916,"('distant', 'outgoing')",-0.18482523,-0.303369,0.4937628,0.4102613,-0.0835015
6,1.4072231,1.3909339,"('distant', 'open')",0.25959653,0.097720906,0.8334098,0.7443274,-0.0890824
7,-0.517072,-0.49527588,"('insensitive', 'sensitive')",0.6831405,0.7006449,0.0830342,0.1026845,0.0196503
8,0.5611756,0.53117436,"('unaffectionate', 'affectionate')",0.30047074,0.12410566,0.4308231,0.32764,-0.1031831
9,0.8321926,0.7756602,"('unaffectionate', 'caring')",0.92299086,0.8373402,0.8775917,0.8065002,-0.0710915
10,-1.9295931,-1.9534268,"('unsympathetic', 'sympathetic')",-0.11236321,-0.09323475,-1.0209781,-1.0233308,-0.0023527
11,-0.50840336,-0.51168936,"('unhelpful', 'helpful')",2.2488842,2.350599,0.8702404,0.9194548,0.0492144
12,-0.030938916,-0.07660112,"('unsupportive', 'supportive')",-1.5434003,-1.5929723,-0.7871696,-0.8347867,-0.0476171
13,-0.38673168,-0.5114126,"('impolite', 'polite')",0.01275637,0.07373825,-0.1869877,-0.2188372,-0.0318495
14,-1.210832,-1.2161416,"('antisocial', 'social')",-0.67832685,-0.64539224,-0.9445794,-0.9307669,0.0138125
15,1.002037,0.891783,"('boring', 'funny')",0.23034297,0.20659001,0.61619,0.5491865,-0.0670035
16,0.4385583,0.46861005,"('unpopular', 'popular')",0.8604292,0.809781,0.6494938,0.6391956,-0.0102982
17,0.0039768927,0.026440598,"('nasty', 'nice')",-0.3324729,-0.29233056,-0.164248,-0.132945,0.031303
18,-1.1138824,-1.1274943,"('disagreeable', 'welcoming')",-0.5629853,-0.6793769,-0.8384339,-0.9034356,-0.0650017
19,-0.60009015,-0.6230234,"('inhospitable', 'hospitable')",0.04978792,0.009504203,-0.2751511,-0.3067596,-0.0316085
20,-0.30645648,-0.24103598,"('rough', 'thoughtful')",1.1429613,1.0581502,0.4182524,0.4085571,-0.0096953
21,-1.6847314,-1.7456363,"('immoral', 'moral')",-0.4058852,-0.35354593,-1.0453082,-1.0495912,-0.004283
22,-1.475803,-1.4911022,"('untrustworthy', 'trustworthy')",-1.0882397,-1.0992221,-1.2820213,-1.2951622,-0.0131409
23,-0.76843286,-0.84783083,"('insincere', 'sincere')",6.3262987,6.3242726,2.778933,2.7382209,-0.0407121
24,-0.21468145,-0.2647388,"('dishonest', 'honest')",0.8168638,0.7659937,0.3010912,0.2506275,-0.0504637
25,0.74251735,0.7254876,"('egoistic', 'altruistic')",1.2547702,1.1474266,0.9986438,0.9364571,-0.0621867
26,0.5661306,0.47201094,"('hardhearted', 'benevolent')",1.1036922,0.8911256,0.8349113,0.6815683,-0.153343
27,0.3097011,0.33963153,"('hardhearted', 'softhearted')",1.0615258,0.9592539,0.6856135,0.6494427,-0.0361708
28,-1.207111,-1.3057473,"('disloyal', 'loyal')",0.6402299,0.5598134,-0.2834406,-0.3729669,-0.0895263
29,-0.28905675,-0.25342122,"('unfair', 'fair')",-0.45692572,-0.6114585,-0.3729912,-0.4324399,-0.0594487
30,-0.58169025,-0.61635816,"('intolerant', 'tolerant')",1.0339961,0.9682181,0.2261529,0.17593,-0.0502229
31,0.15719707,0.15943535,"('evil', 'good')",-1.3344938,-1.5513241,-0.5886483,-0.6959444,-0.1072961
32,-0.15534864,-0.23352477,"('unkind', 'kind')",1.0933542,0.9323751,0.4690028,0.3494251,-0.1195777
33,1.0220189,0.90942657,"('wrong', 'right')",-0.7502256,-0.80885935,0.1358967,0.0502836,-0.0856131
34,0.44343996,0.53802234,"('mean', 'honorable')",6.6815324,6.753965,3.5624862,3.6459937,0.0835075
35,0.8585077,0.83034146,"('corrupt', 'incorrupt')",-0.4727469,-0.58728653,0.1928804,0.1215275,-0.0713529
36,1.5324595,1.4211456,"('hostile', 'amicable')",-0.16299301,-0.40116274,0.6847333,0.5099914,-0.1747419
37,-1.2069641,-1.2148181,"('fake', 'genuine')",0.11127823,0.13745634,-0.547843,-0.5386809,0.0091621
38,-0.050466325,-0.06326453,"('untruthful', 'truthful')",0.41059017,0.45119062,0.1800619,0.1939631,0.0139012
39,0.5059215,0.48276666,"('exploitative', 'cooperative')",-0.028644735,-0.042819742,0.2386384,0.2199735,-0.0186649
40,-0.08986414,-0.0644513,"('stingy', 'generous')",-1.796584,-1.8695939,-0.9432241,-0.9670226,-0.0237985
41,-0.32563028,-0.36383933,"('unforgiving', 'forgiving')",-0.23463336,-0.36285767,-0.2801318,-0.3633485,-0.0832167
42,-0.40643167,-0.3890193,"('unreliable', 'reliable')",-3.0583317,-3.0063295,-1.7323817,-1.6976744,0.0347073
