,cheek_male,cheek_female,tuple,average_male,average_female,female-male
0,0.33745214,0.23958787,"('unsociable', 'sociable')",0.3374521,0.2395879,-0.0978642
1,1.1792939,1.0841926,"('unfriendly', 'friendly')",1.1792939,1.0841926,-0.0951013
2,0.45361015,0.64117134,"('unlikable', 'likable')",0.4536102,0.6411713,0.1875611
3,0.707491,0.96859527,"('repellent', 'pleasant')",0.707491,0.9685953,0.2611043
4,-7.269385,-7.265246,"('disliked', 'liked')",-7.2693849,-7.2652459,0.004139
5,-0.635897,-0.34741184,"('distant', 'outgoing')",-0.635897,-0.3474118,0.2884852
6,-0.33448327,-0.054369286,"('distant', 'open')",-0.3344833,-0.0543693,0.280114
7,0.79271805,0.9213284,"('insensitive', 'sensitive')",0.7927181,0.9213284,0.1286103
8,0.89247024,0.8663092,"('unaffectionate', 'affectionate')",0.8924702,0.8663092,-0.026161
9,1.3646202,1.5197179,"('unaffectionate', 'caring')",1.3646202,1.5197179,0.1550977
10,1.5132157,1.6433005,"('unsympathetic', 'sympathetic')",1.5132157,1.6433005,0.1300848
11,2.0727096,2.1455398,"('unhelpful', 'helpful')",2.0727096,2.1455398,0.0728302
12,-1.5558455,-1.5109704,"('unsupportive', 'supportive')",-1.5558455,-1.5109704,0.0448751
13,0.69735366,0.636693,"('impolite', 'polite')",0.6973537,0.636693,-0.0606607
14,0.21700522,0.06868136,"('antisocial', 'social')",0.2170052,0.0686814,-0.1483238
15,0.52186066,0.34056804,"('boring', 'funny')",0.5218607,0.340568,-0.1812927
16,-0.4432116,-0.31410712,"('unpopular', 'popular')",-0.4432116,-0.3141071,0.1291045
17,-0.08476177,-0.05987718,"('nasty', 'nice')",-0.0847618,-0.0598772,0.0248846
18,-0.59068054,-0.7426881,"('disagreeable', 'welcoming')",-0.5906805,-0.7426881,-0.1520076
19,-0.7367975,-0.5165609,"('inhospitable', 'hospitable')",-0.7367975,-0.5165609,0.2202366
20,0.74080116,0.6452843,"('rough', 'thoughtful')",0.7408012,0.6452843,-0.0955169
21,0.20532608,0.38502568,"('immoral', 'moral')",0.2053261,0.3850257,0.1796996
22,-0.2401549,-0.17932293,"('untrustworthy', 'trustworthy')",-0.2401549,-0.1793229,0.060832
23,6.258094,6.30707,"('insincere', 'sincere')",6.2580938,6.3070698,0.048976
24,1.6043645,1.7216257,"('dishonest', 'honest')",1.6043645,1.7216257,0.1172612
25,0.22345956,0.070140734,"('egoistic', 'altruistic')",0.2234596,0.0701407,-0.1533189
26,0.33439428,0.03534635,"('hardhearted', 'benevolent')",0.3343943,0.0353464,-0.2990479
27,1.5967375,1.5124407,"('hardhearted', 'softhearted')",1.5967375,1.5124407,-0.0842968
28,1.2682679,1.2884698,"('disloyal', 'loyal')",1.2682679,1.2884698,0.0202019
29,-0.6630409,-0.7083649,"('unfair', 'fair')",-0.6630409,-0.7083649,-0.045324
30,1.0569859,1.0537508,"('intolerant', 'tolerant')",1.0569859,1.0537508,-0.0032351
31,-1.8956691,-1.8022903,"('evil', 'good')",-1.8956691,-1.8022903,0.0933788
32,1.475556,1.4134899,"('unkind', 'kind')",1.475556,1.4134899,-0.0620661
33,-0.55451506,-0.45873308,"('wrong', 'right')",-0.5545151,-0.4587331,0.095782
34,4.442687,4.714814,"('mean', 'honorable')",4.442687,4.7148142,0.2721272
35,-1.4547776,-1.5574384,"('corrupt', 'incorrupt')",-1.4547776,-1.5574384,-0.1026608
36,-1.2840078,-1.3221741,"('hostile', 'amicable')",-1.2840078,-1.3221741,-0.0381663
37,1.0076534,1.028704,"('fake', 'genuine')",1.0076534,1.028704,0.0210506
38,-0.057893045,-0.0039005019,"('untruthful', 'truthful')",-0.057893,-0.0039005,0.0539925
39,-0.030643947,-0.017441869,"('exploitative', 'cooperative')",-0.0306439,-0.0174419,0.013202
40,-1.6275324,-1.7789912,"('stingy', 'generous')",-1.6275324,-1.7789912,-0.1514588
41,0.07649777,0.09078956,"('unforgiving', 'forgiving')",0.0764978,0.0907896,0.0142918
42,-1.7457561,-1.7678199,"('unreliable', 'reliable')",-1.7457561,-1.7678199,-0.0220638
43,1.2951926,1.3588811,"('irresponsible', 'responsible')",1.2951926,1.3588811,0.0636885
44,-1.0323341,-1.1306617,"('prejudiced', 'unprejudiced')",-1.0323341,-1.1306617,-0.0983276
45,0.4084276,0.5805887,"('incompetent', 'competent')",0.4084276,0.5805887,0.1721611
46,-0.24688078,-0.17121069,"('uncompetitive', 'competitive')",-0.2468808,-0.1712107,0.0756701
47,5.1893363,5.485946,"('stupid', 'smart')",5.1893363,5.4859462,0.2966099
48,0.72493404,0.65541404,"('unintelligent', 'intelligent')",0.724934,0.655414,-0.06952
49,0.183185,0.47967976,"('unable', 'able')",0.183185,0.4796798,0.2964948
50,-0.1601453,-0.11237954,"('clumsy', 'skillful')",-0.1601453,-0.1123795,0.0477658
51,0.7113604,0.70723623,"('uneducated', 'educated')",0.7113604,0.7072362,-0.0041242
52,-0.75229067,-0.6935102,"('irrational', 'rational')",-0.7522907,-0.6935102,0.0587805
53,-0.24105127,-0.19805595,"('uncreative', 'creative')",-0.2410513,-0.198056,0.0429953
54,1.1482843,1.3834863,"('incapable', 'capable')",1.1482843,1.3834863,0.235202
55,1.0171006,1.0016462,"('incompetent', 'clever')",1.0171006,1.0016462,-0.0154544
56,0.9078303,0.924444,"('impractical', 'practical')",0.9078303,0.924444,0.0166137
57,-2.2975414,-2.297378,"('unimaginative', 'imaginative')",-2.2975414,-2.2973781,0.0001633
58,-0.1383558,-0.24228935,"('undiscriminating', 'discriminating')",-0.1383558,-0.2422893,-0.1039335
59,-0.23664466,-0.12800835,"('foolish', 'wise')",-0.2366447,-0.1280084,0.1086363
60,1.2443976,1.3007056,"('inefficient', 'efficient')",1.2443976,1.3007056,0.056308
61,0.05925022,-0.008365598,"('illogical', 'logical')",0.0592502,-0.0083656,-0.0676158
62,1.4847385,1.6733298,"('incompetent', 'brilliant')",1.4847385,1.6733298,0.1885913
63,0.46908215,0.6482018,"('unperceptive', 'insightful')",0.4690821,0.6482018,0.1791197
64,-5.664227,-5.460894,"('shy', 'confident')",-5.664227,-5.4608941,0.2033329
65,0.7688593,0.77148604,"('insecure', 'secure')",0.7688593,0.771486,0.0026267
66,-0.19945638,-0.10701861,"('inactive', 'active')",-0.1994564,-0.1070186,0.0924378
67,-0.33947852,-0.29005638,"('doubtful', 'determined')",-0.3394785,-0.2900564,0.0494221
68,-0.53945833,-0.39982128,"('dependent', 'independent')",-0.5394583,-0.3998213,0.139637
69,-2.1864042,-1.9748073,"('lazy', 'industrious')",-2.1864042,-1.9748073,0.2115969
70,1.6688697,1.7904325,"('lethargic', 'energetic')",1.6688697,1.7904325,0.1215628
71,0.29674983,0.4307406,"('diffident', 'self-confident')",0.2967498,0.4307406,0.1339908
72,0.96708673,1.0070975,"('unambitious', 'ambitious')",0.9670867,1.0070975,0.0400108
73,-2.8987944,-2.9548602,"('helpless', 'self-reliant')",-2.8987944,-2.9548602,-0.0560658
74,0.20713338,0.03283506,"('undedicated', 'dedicated')",0.2071334,0.0328351,-0.1742983
75,-0.8434568,-0.6811956,"('meek', 'impulsive')",-0.8434568,-0.6811956,0.1622612
76,0.96003145,0.8474824,"('anxious', 'daring')",0.9600314,0.8474824,-0.112549
77,-1.1987184,-0.96437186,"('unmotivated', 'motivated')",-1.1987184,-0.9643719,0.2343465
78,-0.64087725,-0.62170774,"('nonresilient', 'resilient')",-0.6408772,-0.6217077,0.0191695
79,-0.66828287,-0.46296364,"('wavering', 'unwavering')",-0.6682829,-0.4629636,0.2053193
80,0.08098549,0.064105354,"('dominated', 'dominating')",0.0809855,0.0641054,-0.0168801
81,0.7481526,0.7056098,"('submissive', 'aggressive')",0.7481526,0.7056098,-0.0425428
82,6.64808,6.9026413,"('poor', 'rich')",6.6480799,6.9026413,0.2545614
83,-0.17335264,-0.13656722,"('powerless', 'powerful')",-0.1733526,-0.1365672,0.0367854
84,0.12306828,0.16091701,"('inferior', 'superior')",0.1230683,0.160917,0.0378487
85,-1.6639339,-1.7582417,"('insignificant', 'prestigious')",-1.6639339,-1.7582417,-0.0943078
86,0.5937852,0.7153316,"('uninfluential', 'influential')",0.5937852,0.7153316,0.1215464
87,-0.042322353,0.12435337,"('unsuccessful', 'successful')",-0.0423224,0.1243534,0.1666758
88,0.21495682,0.18477018,"('low', 'eminent')",0.2149568,0.1847702,-0.0301866
