,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.1578037,-1.3039556,"('unsociable', 'sociable')",0.87554115,0.66486603,0.67977893,0.7447391,0.078417405,0.033821996,0.1189835,0.0348679,-0.0841156
1,-1.7329829,-1.738826,"('unfriendly', 'friendly')",-0.1713495,-0.18551281,0.52851087,0.52023315,1.2137189,0.9055376,-0.0405257,-0.124642,-0.0841163
2,-0.22478563,-0.053921323,"('unlikable', 'likable')",-0.3271375,-0.16051997,1.0220332,1.184247,0.6734177,0.9226878,0.2858819,0.4731234,0.1872415
3,-0.113568425,0.078364044,"('repellent', 'pleasant')",-1.0356199,-0.8098217,-0.891746,-0.78833425,0.29866356,0.41671076,-0.4355677,-0.2757703,0.1597974
4,0.5893096,0.39190516,"('disliked', 'liked')",-1.1144882,-1.3698826,0.13717082,-0.15817165,-6.5630484,-6.045547,-1.737764,-1.795424,-0.05766
5,0.16396825,0.14038333,"('distant', 'outgoing')",-0.6085034,-0.7257854,0.4437797,0.29115084,-0.13077614,-0.039536387,-0.0328829,-0.0834469,-0.050564
6,-0.43560925,-0.36762834,"('distant', 'open')",-0.56670904,-0.556352,0.35027468,0.25679076,-0.08970032,-0.07185896,-0.185436,-0.1847621,0.0006739
7,-0.74410367,-0.6658503,"('insensitive', 'sensitive')",1.727467,1.9078858,-0.09062668,0.09673468,0.09527917,0.10708676,0.2470039,0.3614642,0.1144603
8,-1.8193957,-1.8652616,"('unaffectionate', 'affectionate')",0.6852943,0.5728664,0.7838299,0.796768,1.2874846,0.96046746,0.2343033,0.1162101,-0.1180932
9,-1.7687465,-1.7643024,"('unaffectionate', 'caring')",0.70923495,0.5753377,0.5821558,0.58057123,1.3125567,1.0418315,0.2088003,0.1083595,-0.1004408
10,-0.8290795,-0.82543975,"('unsympathetic', 'sympathetic')",0.74078405,0.7648836,-0.09280847,0.019956179,0.4780057,0.30813235,0.0742254,0.0668831,-0.0073423
11,-0.5187783,-0.5033449,"('unhelpful', 'helpful')",0.761811,0.71642953,-0.63613033,-0.5065075,2.0456848,1.9237558,0.4131468,0.4075832,-0.0055636
12,-0.5491641,-0.36835033,"('unsupportive', 'supportive')",1.2711927,1.4684904,0.68343633,1.0029068,-1.9485029,-1.7483804,-0.1357595,0.0886666,0.2244261
13,0.18700589,0.17853329,"('impolite', 'polite')",0.45959073,0.41772988,-0.20394607,0.013072383,-0.09549618,-0.029831745,0.0867886,0.1448759,0.0580873
14,0.022996234,-0.047951214,"('antisocial', 'social')",0.87710816,0.89826334,1.3384283,1.4525065,-0.2996469,-0.24771875,0.4847214,0.513775,0.0290536
15,0.13432333,0.072377585,"('boring', 'funny')",0.44398305,0.27777988,0.35569954,0.21653989,0.03873027,0.12526232,0.243184,0.1729899,-0.0701941
16,-1.0288547,-0.9412145,"('unpopular', 'popular')",-2.2994244,-2.1932502,-0.24774411,-0.07969207,-0.090261266,0.03292814,-0.9165711,-0.7953072,0.1212639
17,-0.3201419,-0.3227288,"('nasty', 'nice')",-0.5011217,-0.6631577,0.21125461,0.3049455,-0.31082526,-0.14468208,-0.2302086,-0.2064058,0.0238028
18,-1.3461612,-1.0656488,"('disagreeable', 'welcoming')",-0.6038054,-0.55103517,0.18342891,0.48508778,-1.2977159,-1.2806954,-0.7660635,-0.6030729,0.1629906
19,0.2743076,0.34958276,"('inhospitable', 'hospitable')",0.0033901483,-0.07515964,-0.652957,-0.530618,0.0384402,0.1397669,-0.0842048,-0.029107,0.0550978
