,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1411158,-1.3445888,"('unsociable', 'sociable')",0.07435259,-0.13405518,-0.47346643,-0.6858132,-0.5134099,-0.7214857,-0.2080758
1,-0.14037865,-0.19307142,"('unfriendly', 'friendly')",0.6569498,0.40438795,1.4052417,1.2595801,0.6406043,0.4902989,-0.1503054
2,0.3764978,0.38094583,"('unlikable', 'likable')",0.8547099,0.85618424,0.8183052,0.9211217,0.683171,0.7194173,0.0362463
3,-0.050191738,-0.05232333,"('repellent', 'pleasant')",1.1634802,1.204358,0.3570429,0.3905962,0.4901104,0.5142103,0.0240999
4,-0.99498266,-1.102968,"('disliked', 'liked')",-0.3057777,-0.4188903,-6.1749406,-6.0926566,-2.4919003,-2.5381716,-0.0462713
5,-1.0532315,-0.92730594,"('distant', 'outgoing')",-0.63763505,-0.6052784,-0.3076297,-0.23388326,-0.6661654,-0.5888225,0.0773429
6,-1.5852107,-1.44514,"('distant', 'open')",-1.1194023,-1.1654177,0.096379355,0.15974773,-0.8694112,-0.8169366,0.0524746
7,0.58688873,0.5327826,"('insensitive', 'sensitive')",0.83696306,0.9285121,0.5072884,0.45630622,0.6437134,0.6392003,-0.0045131
8,-0.22898787,-0.2728835,"('unaffectionate', 'affectionate')",-0.40951785,-0.5314733,0.4073363,0.32270727,-0.0770565,-0.1605498,-0.0834933
9,0.9681226,0.947448,"('unaffectionate', 'caring')",0.66216046,0.6140674,0.8443397,0.8133102,0.8248742,0.7916085,-0.0332657
10,0.534027,0.32618392,"('unsympathetic', 'sympathetic')",-0.18706185,-0.27396315,-0.10351061,-0.20612368,0.0811515,-0.051301,-0.1324525
11,0.66586584,0.69425625,"('unhelpful', 'helpful')",0.9054347,0.9854161,2.0261734,2.0697043,1.199158,1.2497923,0.0506343
12,0.9678752,0.9444268,"('unsupportive', 'supportive')",0.7553969,0.7968664,-1.726325,-1.6564794,-0.0010176,0.0282713,0.0292889
13,-0.24310434,-0.3052996,"('impolite', 'polite')",-0.3729664,-0.35377908,-0.24796122,-0.37524283,-0.2880107,-0.3447738,-0.0567631
14,-0.15478456,-0.1781855,"('antisocial', 'social')",0.71246904,0.7508119,-0.6035363,-0.71017253,-0.0152839,-0.0458487,-0.0305648
15,-0.51938504,-0.50675505,"('boring', 'funny')",-0.8677992,-0.8783421,0.3009357,0.27510515,-0.3620829,-0.3699973,-0.0079144
16,-1.7354301,-1.7575403,"('unpopular', 'popular')",0.03774321,-0.039510805,0.39294487,0.40120313,-0.434914,-0.4652827,-0.0303687
17,-0.60803413,-0.5722442,"('nasty', 'nice')",0.21347664,0.3484046,-0.47809303,-0.36604664,-0.2908835,-0.1966288,0.0942547
18,-0.44681212,-0.4508242,"('disagreeable', 'welcoming')",-0.6316781,-0.60396296,-0.5669017,-0.58267653,-0.548464,-0.5458212,0.0026428
19,-0.94454944,-0.85209966,"('inhospitable', 'hospitable')",-1.5398128,-1.4610783,-0.28349426,-0.18980132,-0.9226188,-0.8343264,0.0882924
20,0.35873362,0.35635638,"('rough', 'thoughtful')",0.1870443,0.16750547,1.0609927,0.9774125,0.5355902,0.5004248,-0.0351654
21,0.7625211,0.63280755,"('immoral', 'moral')",1.1042733,1.1037588,-0.38439342,-0.37315235,0.4941336,0.4544713,-0.0396623
22,-0.021291146,-0.088187695,"('untrustworthy', 'trustworthy')",-0.3998852,-0.44899008,-0.94364834,-0.99712294,-0.4549416,-0.5114336,-0.056492
23,0.6237177,0.48146296,"('insincere', 'sincere')",0.82746476,0.7541035,5.5583572,5.3693194,2.3365132,2.2016287,-0.1348845
24,1.4051803,1.3618225,"('dishonest', 'honest')",0.36083382,0.3197328,0.91541326,0.8066042,0.8938092,0.8293865,-0.0644227
25,0.016862243,0.02822613,"('egoistic', 'altruistic')",0.70088917,0.6583602,1.306605,1.2844312,0.6747855,0.6570059,-0.0177796
26,0.4010677,0.29193598,"('hardhearted', 'benevolent')",0.8349817,0.76943815,1.268786,1.1367888,0.8349451,0.732721,-0.1022241
27,-0.4500085,-0.36377877,"('hardhearted', 'softhearted')",-0.17424977,-0.054319568,1.387279,1.3310294,0.2543403,0.3043104,0.0499701
28,0.3822015,0.17094432,"('disloyal', 'loyal')",0.07675104,-0.13753754,0.7426079,0.5524972,0.4005202,0.1953013,-0.2052189
29,-0.120435245,-0.09977947,"('unfair', 'fair')",0.18954468,0.14636128,-0.2792285,-0.45849532,-0.0700397,-0.1373045,-0.0672648
30,1.1531584,1.2238224,"('intolerant', 'tolerant')",1.6314437,1.6057875,1.2407085,1.1899635,1.3417702,1.3398577,-0.0019125
31,-1.077797,-0.8798579,"('evil', 'good')",-0.9873038,-1.0775899,-1.2652475,-1.2697273,-1.1101162,-1.0757251,0.0343911
32,0.6443848,0.4607454,"('unkind', 'kind')",0.29943904,0.34715194,1.0871449,0.8745911,0.6769896,0.5608295,-0.1161601
33,0.9990815,0.9771043,"('wrong', 'right')",0.9898868,0.9482131,-0.65131235,-0.6889231,0.4458853,0.4121314,-0.0337539
34,-0.20700124,-0.038350306,"('mean', 'honorable')",0.19905697,0.24278635,6.016722,6.1183853,2.002926,2.107607,0.104681
