,occidental_male,occidental_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.719218,-2.8472576,"('unsociable', 'sociable')",0.65128833,0.44102255,0.011483269,-0.13313065,-0.6854822,-0.8464552,-0.160973
1,-1.633045,-1.7277664,"('unfriendly', 'friendly')",1.1205926,0.88081264,0.9551352,0.7762403,0.147561,-0.0235712,-0.1711322
2,-0.015961861,0.01618944,"('unlikable', 'likable')",1.4387714,1.4402475,0.7413041,0.7910917,0.7213712,0.7491762,0.027805
3,-0.45988485,-0.45851716,"('repellent', 'pleasant')",-0.30930564,-0.31264246,0.8708282,0.94526374,0.0338792,0.0580347,0.0241555
4,0.32240778,0.36461306,"('disliked', 'liked')",-0.34168038,-0.33742693,-6.874779,-6.870404,-2.2980173,-2.2810726,0.0169447
5,0.08533919,0.1396323,"('distant', 'outgoing')",-0.8265028,-0.7299816,-1.0007952,-1.0400164,-0.580653,-0.5434552,0.0371978
6,0.21480912,0.27621233,"('distant', 'open')",-1.0058403,-0.95520866,-1.1074159,-1.1469966,-0.6328157,-0.6086643,0.0241514
7,-1.014494,-1.0495547,"('insensitive', 'sensitive')",0.99138826,0.9558205,0.61060023,0.6149819,0.1958315,0.1737492,-0.0220823
8,-1.4583025,-1.5014203,"('unaffectionate', 'affectionate')",-0.01787464,-0.09363176,-0.06289706,-0.13800943,-0.5130247,-0.5776871,-0.0646624
9,-1.9062825,-1.9740436,"('unaffectionate', 'caring')",0.49568903,0.4331338,0.77469,0.745507,-0.2119678,-0.2651343,-0.0531665
10,-2.5178256,-2.6351953,"('unsympathetic', 'sympathetic')",-0.15028416,-0.36246598,-0.053060118,-0.14081064,-0.9070566,-1.0461573,-0.1391007
11,-1.431981,-1.4301012,"('unhelpful', 'helpful')",0.9656832,0.8965596,2.0914452,2.0737603,0.5417158,0.5134062,-0.0283096
12,-1.3896031,-1.4537799,"('unsupportive', 'supportive')",0.80483675,0.7684772,-1.8636626,-1.8558307,-0.816143,-0.8470445,-0.0309015
13,-1.5593024,-1.645225,"('impolite', 'polite')",0.75430936,0.66515917,-0.047758378,-0.06988558,-0.2842505,-0.3499838,-0.0657333
14,-1.9547192,-1.9272729,"('antisocial', 'social')",1.3564883,1.3839289,0.2740259,0.27509302,-0.1080683,-0.089417,0.0186513
15,0.3486804,0.26952043,"('boring', 'funny')",0.23465388,0.20103876,0.03022505,0.014663837,0.2045198,0.161741,-0.0427788
16,0.24216358,0.21350995,"('unpopular', 'popular')",-0.40697715,-0.4899984,0.21076074,0.2087313,0.0153157,-0.0225857,-0.0379014
17,-0.3109246,-0.1508759,"('nasty', 'nice')",-1.1355039,-1.0677341,-0.3295936,-0.27380455,-0.5920074,-0.4974715,0.0945359
18,0.35665447,0.3809171,"('disagreeable', 'welcoming')",-0.22394514,-0.24272692,-0.83870363,-0.891445,-0.2353314,-0.2510849,-0.0157535
19,-1.3242904,-1.2236071,"('inhospitable', 'hospitable')",-1.8657128,-1.8332553,-1.0529402,-1.035602,-1.4143144,-1.3641548,0.0501596
20,-0.7134836,-0.62343,"('rough', 'thoughtful')",-0.6004274,-0.5448284,0.43267363,0.5030153,-0.2937458,-0.2217477,0.0719981
21,-1.1618124,-1.2956777,"('immoral', 'moral')",1.5485454,1.317559,-0.050899804,-0.035687674,0.1119444,-0.0046021,-0.1165465
22,-0.68531007,-0.6785707,"('untrustworthy', 'trustworthy')",0.5718454,0.4519967,-0.8947572,-0.8478578,-0.336074,-0.3581439,-0.0220699
23,-1.392815,-1.5347407,"('insincere', 'sincere')",0.89216167,0.76055306,6.0920405,5.9724755,1.8637958,1.7327627,-0.1310331
