,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,female-male
0,-1.8713952,-1.9702532,"('unsociable', 'sociable')",-0.25312358,-0.39114642,0.3837198,0.25159416,-0.08793501,-0.17971018,0.29747462,0.13257657,-0.3062519,-0.4313879,-0.125136
1,-1.3268172,-1.3455245,"('unfriendly', 'friendly')",1.4062788,1.3543705,-0.27575737,-0.2697651,0.7866708,0.7090759,1.190823,1.0640272,0.3562396,0.3024368,-0.0538028
2,0.22519931,0.31330898,"('unlikable', 'likable')",-0.84130716,-0.7893737,1.7533337,1.7959071,-0.46874973,-0.41882196,1.1915901,1.2967101,0.3720132,0.4395461,0.0675329
3,-1.346492,-1.2907758,"('repellent', 'pleasant')",-1.0686977,-1.0091628,-0.45925164,-0.41146022,-0.46241254,-0.39869022,0.6250187,0.6434165,-0.5423671,-0.4933345,0.0490326
4,0.8077559,0.83658576,"('disliked', 'liked')",0.81138587,0.81874037,0.33858487,0.38703206,0.58885324,0.53200316,-6.0982294,-6.004135,-0.7103299,-0.6859548,0.0243751
5,0.5609082,0.65801096,"('distant', 'outgoing')",2.318507,2.3940473,-0.094295576,0.15514782,1.4408463,1.5125902,-0.67097163,-0.58085126,0.7109989,0.827789,0.1167901
6,-0.106624916,0.012462169,"('distant', 'open')",1.9149095,1.9858218,-0.1639687,0.14875045,1.0537415,1.1185488,-0.88432795,-0.77186084,0.3627459,0.4987444,0.1359985
7,-1.2166755,-1.2796662,"('insensitive', 'sensitive')",-0.650463,-0.64098865,0.53972673,0.43414554,-0.872762,-0.8823023,-0.3154466,-0.30004016,-0.5031241,-0.5337704,-0.0306463
8,-1.0524268,-1.081636,"('unaffectionate', 'affectionate')",0.6056674,0.558543,-0.97723764,-0.8691424,0.8261252,0.7538681,-0.084763244,-0.10705368,-0.136527,-0.1490842,-0.0125572
9,-0.52851826,-0.5591827,"('unaffectionate', 'caring')",1.1544588,1.1193557,-0.75301206,-0.72255284,1.3158855,1.2544676,0.6637249,0.6770473,0.3705078,0.353827,-0.0166808
10,-2.08023,-2.1763413,"('unsympathetic', 'sympathetic')",-1.7051948,-1.7690396,-1.2537656,-1.392057,-1.3672398,-1.42137,-0.25811377,-0.26107484,-1.3329088,-1.4039765,-0.0710677
11,-0.36081767,-0.40623626,"('unhelpful', 'helpful')",0.38941827,0.3820006,0.18484005,0.03508704,1.1448206,1.1309302,2.6563191,2.6868262,0.802916,0.7657216,-0.0371944
12,-0.8141662,-0.74735236,"('unsupportive', 'supportive')",0.43813008,0.48470923,0.10520374,0.23194228,0.9490707,0.98954135,-2.0872235,-1.9378313,-0.281797,-0.1957982,0.0859988
13,-0.53865296,-0.6267569,"('impolite', 'polite')",-1.1993401,-1.2150071,-0.33950824,-0.48255777,-0.7481361,-0.73453486,0.022147384,-0.07215281,-0.560698,-0.6262019,-0.0655039
14,-1.3304412,-1.3860356,"('antisocial', 'social')",-0.9854114,-1.0994486,0.94718426,0.81598526,-0.40387467,-0.4691245,0.1496848,0.052852068,-0.3245716,-0.4171543,-0.0925827
