,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
29,-0.9698986,-1.0071707,"('unfair', 'fair')",-0.9698986,-1.0071707,-0.0372721
30,-0.08461423,-0.1447331,"('intolerant', 'tolerant')",-0.0846142,-0.1447331,-0.0601189
31,-0.3565463,0.018397443,"('evil', 'good')",-0.3565463,0.0183974,0.3749437
32,0.3027768,0.124439634,"('unkind', 'kind')",0.3027768,0.1244396,-0.1783372
33,-0.005725041,0.08845773,"('wrong', 'right')",-0.005725,0.0884577,0.0941827
34,0.79124135,0.67938757,"('mean', 'honorable')",0.7912413,0.6793876,-0.1118537
35,0.5392261,0.8084417,"('corrupt', 'incorrupt')",0.5392261,0.8084417,0.2692156
36,0.68633014,0.87478805,"('hostile', 'amicable')",0.6863301,0.874788,0.1884579
37,0.51182306,0.31585515,"('fake', 'genuine')",0.5118231,0.3158551,-0.195968
38,-0.7496497,-0.82509655,"('untruthful', 'truthful')",-0.7496497,-0.8250965,-0.0754468
39,-0.8049994,-0.7133165,"('exploitative', 'cooperative')",-0.8049994,-0.7133165,0.0916829
40,0.9493905,0.8593049,"('stingy', 'generous')",0.9493905,0.8593049,-0.0900856
41,-0.5293811,-0.7227595,"('unforgiving', 'forgiving')",-0.5293811,-0.7227595,-0.1933784
42,0.02960803,0.11006625,"('unreliable', 'reliable')",0.029608,0.1100662,0.0804582
43,-1.4008485,-1.5168073,"('irresponsible', 'responsible')",-1.4008485,-1.5168073,-0.1159588
44,-1.3287997,-1.0545917,"('prejudiced', 'unprejudiced')",-1.3287997,-1.0545917,0.274208
45,-0.7473664,-1.0791162,"('incompetent', 'competent')",-0.7473664,-1.0791162,-0.3317498
46,-1.4148911,-1.8111305,"('uncompetitive', 'competitive')",-1.4148911,-1.8111305,-0.3962394
47,-0.94906807,-0.9943183,"('stupid', 'smart')",-0.9490681,-0.9943183,-0.0452502
48,-0.6614992,-0.88540417,"('unintelligent', 'intelligent')",-0.6614992,-0.8854042,-0.223905
49,-0.86117184,-0.61147976,"('unable', 'able')",-0.8611718,-0.6114798,0.249692
50,0.81735325,0.908985,"('clumsy', 'skillful')",0.8173532,0.908985,0.0916318
51,1.103192,0.90692073,"('uneducated', 'educated')",1.103192,0.9069207,-0.1962713
52,-0.90904367,-0.7211171,"('irrational', 'rational')",-0.9090437,-0.7211171,0.1879266
53,-0.5182426,-0.7441205,"('uncreative', 'creative')",-0.5182426,-0.7441205,-0.2258779
54,-0.39482766,-0.25188622,"('incapable', 'capable')",-0.3948277,-0.2518862,0.1429415
55,-0.43399665,-0.6520001,"('incompetent', 'clever')",-0.4339966,-0.6520001,-0.2180035
56,1.1799977,0.8795438,"('impractical', 'practical')",1.1799977,0.8795438,-0.3004539
57,-0.44433108,-0.7550176,"('unimaginative', 'imaginative')",-0.4443311,-0.7550176,-0.3106865
58,0.07614964,-0.2702008,"('undiscriminating', 'discriminating')",0.0761496,-0.2702008,-0.3463504
59,0.1848408,0.5418879,"('foolish', 'wise')",0.1848408,0.5418879,0.3570471
60,-1.4933734,-1.5737636,"('inefficient', 'efficient')",-1.4933734,-1.5737636,-0.0803902
61,-1.6434102,-1.8651909,"('illogical', 'logical')",-1.6434102,-1.8651909,-0.2217807
62,-1.0069677,-0.9547491,"('incompetent', 'brilliant')",-1.0069677,-0.9547491,0.0522186
63,-1.3981042,-1.5514905,"('unperceptive', 'insightful')",-1.3981042,-1.5514905,-0.1533863
64,-0.4665798,-0.36935282,"('shy', 'confident')",-0.4665798,-0.3693528,0.097227
65,0.07796392,-0.18894583,"('insecure', 'secure')",0.0779639,-0.1889458,-0.2669097
66,2.3238459,1.942935,"('inactive', 'active')",2.3238459,1.942935,-0.3809109
67,0.023165297,0.14729117,"('doubtful', 'determined')",0.0231653,0.1472912,0.1241259
68,-1.9119651,-1.9101849,"('dependent', 'independent')",-1.9119651,-1.9101849,0.0017802
69,-0.527554,-0.19391155,"('lazy', 'industrious')",-0.527554,-0.1939116,0.3336424
70,0.28153077,-0.029720634,"('lethargic', 'energetic')",0.2815308,-0.0297206,-0.3112514
71,0.45947105,0.28291872,"('diffident', 'self-confident')",0.459471,0.2829187,-0.1765523
72,0.19239552,0.18473348,"('unambitious', 'ambitious')",0.1923955,0.1847335,-0.007662
73,1.6606884,1.796636,"('helpless', 'self-reliant')",1.6606884,1.796636,0.1359476
74,0.28583318,0.14720975,"('undedicated', 'dedicated')",0.2858332,0.1472097,-0.1386235
75,1.0885924,1.3070307,"('meek', 'impulsive')",1.0885924,1.3070307,0.2184383
76,-0.49135125,-0.40489614,"('anxious', 'daring')",-0.4913512,-0.4048961,0.0864551
77,-1.6658478,-1.6844311,"('unmotivated', 'motivated')",-1.6658478,-1.6844311,-0.0185833
78,-1.3014299,-1.4771205,"('nonresilient', 'resilient')",-1.3014299,-1.4771205,-0.1756906
79,1.7770556,1.7510242,"('wavering', 'unwavering')",1.7770556,1.7510242,-0.0260314
80,0.51673996,0.24451874,"('dominated', 'dominating')",0.51674,0.2445187,-0.2722213
81,-1.5890907,-1.7418525,"('submissive', 'aggressive')",-1.5890907,-1.7418525,-0.1527618
82,1.6647246,1.4785826,"('poor', 'rich')",1.6647246,1.4785826,-0.186142
83,0.69676983,0.5158532,"('powerless', 'powerful')",0.6967698,0.5158532,-0.1809166
84,0.9135915,0.7744333,"('inferior', 'superior')",0.9135915,0.7744333,-0.1391582
85,1.0810665,1.1853638,"('insignificant', 'prestigious')",1.0810665,1.1853638,0.1042973
86,-0.4729669,-0.9765378,"('uninfluential', 'influential')",-0.4729669,-0.9765378,-0.5035709
87,-0.4420306,-0.63063586,"('unsuccessful', 'successful')",-0.4420306,-0.6306359,-0.1886053
88,0.2503984,0.18098693,"('low', 'eminent')",0.2503984,0.1809869,-0.0694115
