,pool_male,pool_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,2.2221577,2.0789351,"('unsociable', 'sociable')",0.12377878,-0.04009333,1.1729683,1.0194209,-0.1535474
1,0.19013768,0.19639513,"('unfriendly', 'friendly')",1.250996,1.2362641,0.7205669,0.7163296,-0.0042373
2,1.2218852,1.2905313,"('unlikable', 'likable')",0.66336936,0.7311679,0.9426273,1.0108496,0.0682223
3,0.68395823,0.73886347,"('repellent', 'pleasant')",0.89123905,0.90253276,0.7875986,0.8206981,0.0330995
4,-1.0991434,-0.98369706,"('disliked', 'liked')",-7.3516164,-7.297018,-4.2253799,-4.1403575,0.0850224
5,-0.758542,-0.61712927,"('distant', 'outgoing')",-0.4128174,-0.30250308,-0.5856797,-0.4598162,0.1258635
6,-0.6105543,-0.47279853,"('distant', 'open')",-0.426552,-0.29815477,-0.5185531,-0.3854766,0.1330765
7,2.0225854,1.9863945,"('insensitive', 'sensitive')",0.3519912,0.3980083,1.1872883,1.1922014,0.0049131
8,-0.05978129,-0.102849856,"('unaffectionate', 'affectionate')",0.62060964,0.6322434,0.2804142,0.2646968,-0.0157174
9,1.2017596,1.1364999,"('unaffectionate', 'caring')",1.4629009,1.5588315,1.3323302,1.3476657,0.0153355
10,0.8505539,0.6590213,"('unsympathetic', 'sympathetic')",-0.047065414,0.022996739,0.4017442,0.341009,-0.0607352
11,1.0322195,0.9712255,"('unhelpful', 'helpful')",2.4476173,2.5265033,1.7399185,1.7488644,0.0089459
12,1.445657,1.3838813,"('unsupportive', 'supportive')",-2.0486832,-2.0161066,-0.3015131,-0.3161126,-0.0145995
13,1.0565823,0.93186563,"('impolite', 'polite')",-0.38208035,-0.37637708,0.337251,0.2777443,-0.0595067
14,3.155083,3.0694654,"('antisocial', 'social')",-0.055521354,-0.21038637,1.5497808,1.4295396,-0.1202412
15,0.3836623,0.3524542,"('boring', 'funny')",-0.23571682,-0.25864384,0.0739727,0.0469052,-0.0270675
16,-0.9228573,-0.7442651,"('unpopular', 'popular')",0.20369771,0.15655437,-0.3595798,-0.2938554,0.0657244
17,0.35727498,0.4616769,"('nasty', 'nice')",-0.39158615,-0.34235957,-0.0171556,0.0596587,0.0768143
18,0.050094016,0.12814368,"('disagreeable', 'welcoming')",-0.83743846,-0.9197351,-0.3936722,-0.3957957,-0.0021235
19,-1.7545319,-1.6839659,"('inhospitable', 'hospitable')",-0.76714367,-0.6450451,-1.2608378,-1.1645055,0.0963323
20,0.15482228,0.20083733,"('rough', 'thoughtful')",0.6892599,0.6911171,0.4220411,0.4459772,0.0239361
21,1.2135218,1.0985026,"('immoral', 'moral')",-0.21515307,-0.18055609,0.4991844,0.4589733,-0.0402111
22,-0.09018714,-0.09576677,"('untrustworthy', 'trustworthy')",-0.7080379,-0.6432563,-0.3991125,-0.3695115,0.029601
23,1.7393359,1.6208626,"('insincere', 'sincere')",6.612767,6.523555,4.1760516,4.0722089,-0.1038427
24,0.30316493,0.34723988,"('dishonest', 'honest')",1.033291,1.1260338,0.668228,0.7366368,0.0684088
