,agl_male,agl_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9379223,-1.1337609,"('unsociable', 'sociable')",0.8251759,0.6193986,-0.2999046,-0.47604653,-0.1375503,-0.3301363,-0.192586
1,-2.1678293,-2.2761605,"('unfriendly', 'friendly')",0.028555311,-0.16781974,1.5796467,1.3926873,-0.1865424,-0.350431,-0.1638886
2,0.6474626,0.6715905,"('unlikable', 'likable')",0.9458464,0.95529497,0.6246278,0.7007213,0.7393123,0.7758689,0.0365566
3,-0.30436975,-0.22657655,"('repellent', 'pleasant')",0.9801633,1.1373162,-0.025932007,0.066862784,0.2166205,0.3258675,0.109247
4,-0.26441202,-0.28005573,"('disliked', 'liked')",-0.38590792,-0.445147,-5.78161,-5.7263093,-2.1439767,-2.150504,-0.0065273
5,-1.2733276,-1.2698385,"('distant', 'outgoing')",-0.5960512,-0.5016664,-0.08191271,-0.10278715,-0.6504305,-0.624764,0.0256665
6,-1.6208063,-1.6029081,"('distant', 'open')",-1.3740327,-1.3154504,0.15260428,0.097320944,-0.9474116,-0.9403458,0.0070658
7,0.09933652,0.09466362,"('insensitive', 'sensitive')",1.0054225,1.0421594,0.7757444,0.7885562,0.6268345,0.6417931,0.0149586
8,-1.4689957,-1.5707805,"('unaffectionate', 'affectionate')",-0.98074204,-1.058264,0.40545458,0.28357714,-0.6814277,-0.7818224,-0.1003947
9,-1.5008758,-1.5916466,"('unaffectionate', 'caring')",0.5268781,0.49274707,0.9790393,0.93176425,0.0016805,-0.0557117,-0.0573922
10,-0.90306246,-0.9600213,"('unsympathetic', 'sympathetic')",0.3658618,0.33651605,-0.18266198,-0.22629753,-0.2399542,-0.2832676,-0.0433134
11,-0.23424548,-0.23735929,"('unhelpful', 'helpful')",1.2209309,1.2473023,2.0088894,2.031906,0.998525,1.0139496,0.0154246
12,-0.50437194,-0.5044172,"('unsupportive', 'supportive')",0.99999654,1.0448846,-1.5348577,-1.4901868,-0.3464111,-0.3165731,0.029838
13,0.18874834,0.1458709,"('impolite', 'polite')",0.35568547,0.29790837,0.07897385,0.043237023,0.2078026,0.1623388,-0.0454638
14,0.59956145,0.59993243,"('antisocial', 'social')",1.2512636,1.255322,-0.47261003,-0.48136446,0.459405,0.4579633,-0.0014417
15,-0.046273813,-0.11699418,"('boring', 'funny')",-0.81129766,-0.8334155,0.5449336,0.48041365,-0.1042126,-0.1566654,-0.0524528
16,-0.39223218,-0.40002054,"('unpopular', 'popular')",-0.17147495,-0.19206706,0.65555406,0.63968426,0.0306156,0.0158655,-0.0147501
17,-0.099866636,-0.029686172,"('nasty', 'nice')",-0.037443686,0.09270535,-0.2756007,-0.2227085,-0.137637,-0.0532298,0.0844072
18,-0.76325303,-0.78840435,"('disagreeable', 'welcoming')",-0.48746443,-0.51962197,-0.3610242,-0.40057388,-0.5372472,-0.5695334,-0.0322862
19,-1.194351,-1.1862853,"('inhospitable', 'hospitable')",-1.4739938,-1.4098666,-0.11597738,-0.11331077,-0.9281073,-0.9031542,0.0249531
20,-0.32161933,-0.30026066,"('rough', 'thoughtful')",0.16486123,0.2194423,0.7373236,0.71971935,0.1935218,0.212967,0.0194452
21,0.429155,0.4149214,"('immoral', 'moral')",1.1828761,1.157978,-0.3940362,-0.34275857,0.4059983,0.410047,0.0040487
22,-0.30370966,-0.32304388,"('untrustworthy', 'trustworthy')",0.038647182,-0.0382153,-0.9905309,-1.013929,-0.4185311,-0.4583961,-0.039865
23,-0.79820484,-0.8740401,"('insincere', 'sincere')",1.3609176,1.3061439,5.6377563,5.534656,2.066823,1.9889199,-0.0779031
24,0.11081153,0.078341074,"('dishonest', 'honest')",0.5037607,0.4327304,0.8703238,0.80215585,0.4949653,0.4377425,-0.0572228
