,village_male,village_female,tuple,average_male,average_female,female-male
0,1.0028387,0.81639415,"('unsociable', 'sociable')",1.0028387,0.8163942,-0.1864445
1,1.5026383,1.3456496,"('unfriendly', 'friendly')",1.5026383,1.3456496,-0.1569887
2,0.13052471,0.17390752,"('unlikable', 'likable')",0.1305247,0.1739075,0.0433828
3,0.5171179,0.70351726,"('repellent', 'pleasant')",0.5171179,0.7035173,0.1863994
4,-6.2255282,-6.640243,"('disliked', 'liked')",-6.2255282,-6.6402431,-0.4147149
5,-0.64471966,-0.5719443,"('distant', 'outgoing')",-0.6447197,-0.5719443,0.0727754
6,-0.38956463,-0.35298517,"('distant', 'open')",-0.3895646,-0.3529852,0.0365794
7,1.6312557,1.641066,"('insensitive', 'sensitive')",1.6312557,1.641066,0.0098103
8,1.287285,1.2112728,"('unaffectionate', 'affectionate')",1.287285,1.2112728,-0.0760122
9,1.7968249,1.8364137,"('unaffectionate', 'caring')",1.7968249,1.8364137,0.0395888
10,1.1017534,1.3786751,"('unsympathetic', 'sympathetic')",1.1017534,1.3786751,0.2769217
11,2.1905887,2.3235114,"('unhelpful', 'helpful')",2.1905887,2.3235114,0.1329227
12,-0.90311456,-0.9241849,"('unsupportive', 'supportive')",-0.9031146,-0.9241849,-0.0210703
13,0.15746342,0.23679082,"('impolite', 'polite')",0.1574634,0.2367908,0.0793274
14,0.40059552,0.47312877,"('antisocial', 'social')",0.4005955,0.4731288,0.0725333
15,1.254078,1.0034019,"('boring', 'funny')",1.254078,1.0034019,-0.2506761
16,0.059789523,-0.15887517,"('unpopular', 'popular')",0.0597895,-0.1588752,-0.2186647
17,0.018071763,0.03562045,"('nasty', 'nice')",0.0180718,0.0356205,0.0175487
18,-0.6957171,-0.6156267,"('disagreeable', 'welcoming')",-0.6957171,-0.6156267,0.0800904
19,0.07419321,-0.06014091,"('inhospitable', 'hospitable')",0.0741932,-0.0601409,-0.1343341
20,0.46360445,0.4106753,"('rough', 'thoughtful')",0.4636045,0.4106753,-0.0529292
21,-0.05654339,0.10571234,"('immoral', 'moral')",-0.0565434,0.1057123,0.1622557
22,-0.1484149,-0.14833726,"('untrustworthy', 'trustworthy')",-0.1484149,-0.1483373,7.76e-05
23,6.4809875,6.71949,"('insincere', 'sincere')",6.4809875,6.7194901,0.2385026
24,1.3273674,1.5533093,"('dishonest', 'honest')",1.3273674,1.5533093,0.2259419
25,1.12232,0.93699324,"('egoistic', 'altruistic')",1.1223201,0.9369932,-0.1853269
26,0.8142863,0.65876055,"('hardhearted', 'benevolent')",0.8142863,0.6587605,-0.1555258
27,1.5691804,1.5580564,"('hardhearted', 'softhearted')",1.5691804,1.5580564,-0.011124
28,0.75115097,0.8091752,"('disloyal', 'loyal')",0.751151,0.8091752,0.0580242
29,-0.73002815,-0.8614146,"('unfair', 'fair')",-0.7300282,-0.8614146,-0.1313864
30,1.5033256,1.5426571,"('intolerant', 'tolerant')",1.5033256,1.5426571,0.0393315
31,-1.2041668,-1.442065,"('evil', 'good')",-1.2041668,-1.442065,-0.2378982
32,1.1045055,1.1037046,"('unkind', 'kind')",1.1045055,1.1037046,-0.0008009
33,0.0046192575,-0.12498428,"('wrong', 'right')",0.0046193,-0.1249843,-0.1296036
34,4.94875,5.1359587,"('mean', 'honorable')",4.94875,5.1359587,0.1872087
35,-0.8431002,-1.2807647,"('corrupt', 'incorrupt')",-0.8431002,-1.2807647,-0.4376645
36,-0.50635415,-0.91940635,"('hostile', 'amicable')",-0.5063542,-0.9194064,-0.4130522
37,0.78205085,0.8416457,"('fake', 'genuine')",0.7820508,0.8416457,0.0595949
38,0.86004883,0.80026025,"('untruthful', 'truthful')",0.8600488,0.8002602,-0.0597886
39,0.3228989,0.39519513,"('exploitative', 'cooperative')",0.3228989,0.3951951,0.0722962
40,-1.6738496,-1.672554,"('stingy', 'generous')",-1.6738496,-1.672554,0.0012956
41,0.63975185,0.51236147,"('unforgiving', 'forgiving')",0.6397519,0.5123615,-0.1273904
42,-2.6818573,-2.5197024,"('unreliable', 'reliable')",-2.6818573,-2.5197024,0.1621549
43,1.3811963,1.512507,"('irresponsible', 'responsible')",1.3811963,1.512507,0.1313107
44,-2.0166068,-1.9350371,"('prejudiced', 'unprejudiced')",-2.0166068,-1.9350371,0.0815697
45,0.79751337,0.69562894,"('incompetent', 'competent')",0.7975134,0.6956289,-0.1018845
46,-0.1457775,-0.15764105,"('uncompetitive', 'competitive')",-0.1457775,-0.1576411,-0.0118636
47,4.674903,5.0180607,"('stupid', 'smart')",4.6749029,5.0180607,0.3431578
48,0.58227915,0.599219,"('unintelligent', 'intelligent')",0.5822791,0.599219,0.0169399
49,-0.32026887,-0.13933964,"('unable', 'able')",-0.3202689,-0.1393396,0.1809293
50,-0.8008894,-0.7686279,"('clumsy', 'skillful')",-0.8008894,-0.7686279,0.0322615
51,0.8857192,0.93537974,"('uneducated', 'educated')",0.8857192,0.9353797,0.0496605
52,-0.0314472,-0.31678444,"('irrational', 'rational')",-0.0314472,-0.3167844,-0.2853372
53,0.062022217,-0.0875548,"('uncreative', 'creative')",0.0620222,-0.0875548,-0.149577
54,1.1694894,1.2041447,"('incapable', 'capable')",1.1694894,1.2041447,0.0346553
55,1.1217462,1.3014269,"('incompetent', 'clever')",1.1217462,1.3014269,0.1796807
56,1.0325732,1.0715218,"('impractical', 'practical')",1.0325732,1.0715218,0.0389486
57,-1.9966868,-2.1029577,"('unimaginative', 'imaginative')",-1.9966868,-2.1029577,-0.1062709
