,saw_male,saw_female,tuple,average_male,average_female,female-male
0,0.054146633,0.17078064,"('unsociable', 'sociable')",0.0541466,0.1707806,0.116634
1,1.249355,1.0898839,"('unfriendly', 'friendly')",1.249355,1.0898839,-0.1594711
2,-0.0037202928,0.01713948,"('unlikable', 'likable')",-0.0037203,0.0171395,0.0208598
3,0.38631886,0.5992519,"('repellent', 'pleasant')",0.3863189,0.5992519,0.212933
4,-6.68544,-7.0245376,"('disliked', 'liked')",-6.6854401,-7.0245376,-0.3390975
5,-0.3844437,-0.6090785,"('distant', 'outgoing')",-0.3844437,-0.6090785,-0.2246348
6,0.11489444,-0.21850136,"('distant', 'open')",0.1148944,-0.2185014,-0.3333958
7,1.3214002,1.5584695,"('insensitive', 'sensitive')",1.3214002,1.5584695,0.2370693
8,1.2567117,1.1089073,"('unaffectionate', 'affectionate')",1.2567117,1.1089073,-0.1478044
9,1.569747,1.5339428,"('unaffectionate', 'caring')",1.569747,1.5339428,-0.0358042
10,0.9535661,1.2519665,"('unsympathetic', 'sympathetic')",0.9535661,1.2519665,0.2984004
11,1.5830219,1.8498963,"('unhelpful', 'helpful')",1.5830219,1.8498963,0.2668744
12,-1.1872852,-1.1165404,"('unsupportive', 'supportive')",-1.1872852,-1.1165404,0.0707448
13,-0.30209237,0.075607374,"('impolite', 'polite')",-0.3020924,0.0756074,0.3776998
14,0.40039018,0.64074135,"('antisocial', 'social')",0.4003902,0.6407413,0.2403511
15,0.5915589,0.49657908,"('boring', 'funny')",0.5915589,0.4965791,-0.0949798
16,-0.5290956,-0.67622805,"('unpopular', 'popular')",-0.5290956,-0.676228,-0.1471324
17,0.11389679,0.021858322,"('nasty', 'nice')",0.1138968,0.0218583,-0.0920385
18,-0.53372604,-0.52073765,"('disagreeable', 'welcoming')",-0.533726,-0.5207376,0.0129884
19,-0.543076,-0.6726717,"('inhospitable', 'hospitable')",-0.543076,-0.6726717,-0.1295957
20,0.6990421,0.66876173,"('rough', 'thoughtful')",0.6990421,0.6687617,-0.0302804
21,-0.592629,-0.21609439,"('immoral', 'moral')",-0.592629,-0.2160944,0.3765346
22,-0.5678682,-0.35409158,"('untrustworthy', 'trustworthy')",-0.5678682,-0.3540916,0.2137766
23,5.9594665,6.31717,"('insincere', 'sincere')",5.9594665,6.3171701,0.3577036
24,1.4175366,1.5666755,"('dishonest', 'honest')",1.4175366,1.5666755,0.1491389
25,0.8278315,0.7313602,"('egoistic', 'altruistic')",0.8278315,0.7313602,-0.0964713
26,1.7675592,1.5463004,"('hardhearted', 'benevolent')",1.7675592,1.5463004,-0.2212588
27,1.6130662,1.4130183,"('hardhearted', 'softhearted')",1.6130662,1.4130183,-0.2000479
28,1.4525537,1.3640307,"('disloyal', 'loyal')",1.4525537,1.3640307,-0.088523
29,-0.32514626,-0.49632323,"('unfair', 'fair')",-0.3251463,-0.4963232,-0.1711769
30,0.8763043,1.043715,"('intolerant', 'tolerant')",0.8763043,1.043715,0.1674107
31,-0.6220187,-1.0852339,"('evil', 'good')",-0.6220187,-1.0852339,-0.4632152
32,1.4878592,1.4608119,"('unkind', 'kind')",1.4878592,1.4608119,-0.0270473
33,-0.08474572,-0.3303043,"('wrong', 'right')",-0.0847457,-0.3303043,-0.2455586
34,3.700622,4.0279098,"('mean', 'honorable')",3.7006221,4.0279098,0.3272877
35,-0.860518,-1.3381593,"('corrupt', 'incorrupt')",-0.860518,-1.3381593,-0.4776413
36,-0.5540861,-1.0415245,"('hostile', 'amicable')",-0.5540861,-1.0415245,-0.4874384
37,1.0528312,1.1257992,"('fake', 'genuine')",1.0528312,1.1257992,0.072968
38,-0.09597544,0.046886384,"('untruthful', 'truthful')",-0.0959754,0.0468864,0.1428618
39,0.23227526,0.37895724,"('exploitative', 'cooperative')",0.2322753,0.3789572,0.1466819
40,-1.2334313,-1.3482895,"('stingy', 'generous')",-1.2334313,-1.3482895,-0.1148582
41,0.933592,0.86456215,"('unforgiving', 'forgiving')",0.933592,0.8645622,-0.0690298
42,-2.1581013,-2.169449,"('unreliable', 'reliable')",-2.1581013,-2.1694491,-0.0113478
43,0.92286205,1.2721584,"('irresponsible', 'responsible')",0.9228621,1.2721584,0.3492963
44,-1.559846,-1.5552881,"('prejudiced', 'unprejudiced')",-1.559846,-1.5552881,0.0045579
45,0.72346187,0.6777775,"('incompetent', 'competent')",0.7234619,0.6777775,-0.0456844
46,-0.77775705,-0.48540804,"('uncompetitive', 'competitive')",-0.777757,-0.485408,0.292349
47,4.6030436,4.8461394,"('stupid', 'smart')",4.6030436,4.8461394,0.2430958
48,0.16041072,0.38146317,"('unintelligent', 'intelligent')",0.1604107,0.3814632,0.2210525
49,-0.40140036,-0.23799361,"('unable', 'able')",-0.4014004,-0.2379936,0.1634068
50,-0.25427088,-0.33663192,"('clumsy', 'skillful')",-0.2542709,-0.3366319,-0.082361
51,0.37409952,0.54242873,"('uneducated', 'educated')",0.3740995,0.5424287,0.1683292
52,-0.07866859,-0.48506802,"('irrational', 'rational')",-0.0786686,-0.485068,-0.4063994
53,0.01285242,-0.079874165,"('uncreative', 'creative')",0.0128524,-0.0798742,-0.0927266
54,0.8667749,0.9330033,"('incapable', 'capable')",0.8667749,0.9330033,0.0662284
55,0.71280164,1.043926,"('incompetent', 'clever')",0.7128016,1.043926,0.3311244
56,0.5232385,0.71571934,"('impractical', 'practical')",0.5232385,0.7157193,0.1924808
57,-1.6462545,-1.7730808,"('unimaginative', 'imaginative')",-1.6462545,-1.7730808,-0.1268263
