,deere_male,deere_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,0.076636694,-0.17912626,"('unsociable', 'sociable')",0.650333,0.7735727,-0.001829885,-0.013674807,0.2417133,0.1935905,-0.0481228
1,-0.52583605,-0.6103057,"('unfriendly', 'friendly')",1.1066424,0.8910119,1.5745281,1.2245759,0.7184448,0.5017607,-0.2166841
2,0.25454214,0.30989832,"('unlikable', 'likable')",1.3469524,1.5049372,0.6764136,0.8817347,0.7593027,0.8988568,0.1395541
3,-0.75877786,-0.7087601,"('repellent', 'pleasant')",-0.7961954,-0.71201074,0.18022497,0.276362,-0.4582494,-0.3814696,0.0767798
4,0.8414515,0.7028901,"('disliked', 'liked')",0.24536777,-0.065622814,-5.7993617,-5.3783627,-1.5708475,-1.5803652,-0.0095177
5,0.6399855,0.65713745,"('distant', 'outgoing')",0.8885569,0.6274876,0.6754317,0.6023525,0.7346581,0.6289925,-0.1056656
6,0.84485793,0.9021907,"('distant', 'open')",1.0178516,0.7255595,0.62466687,0.46301818,0.8291255,0.6969228,-0.1322027
7,-0.20078515,-0.15806666,"('insensitive', 'sensitive')",-0.16932938,0.04121025,-0.44065332,-0.44299218,-0.2702559,-0.1866162,0.0836397
8,0.16001429,0.13313936,"('unaffectionate', 'affectionate')",0.63016903,0.56426656,1.0869153,0.70423573,0.6256995,0.4672139,-0.1584856
9,-0.26607245,-0.29014063,"('unaffectionate', 'caring')",0.6284484,0.5372408,1.1061443,0.8029374,0.4895068,0.3500125,-0.1394943
10,-0.09280054,-0.19062905,"('unsympathetic', 'sympathetic')",0.04466839,0.2705729,-0.15305692,-0.15883201,-0.067063,-0.0262961,0.0407669
11,-0.7283632,-0.8493384,"('unhelpful', 'helpful')",-0.6937357,-0.6274617,1.4490187,1.3833063,0.0089733,-0.0311646,-0.0401379
12,-0.1616064,-0.25311118,"('unsupportive', 'supportive')",0.5022966,0.6439775,-1.8917295,-1.830042,-0.5170131,-0.4797252,0.0372879
13,-0.605472,-0.6741689,"('impolite', 'polite')",-0.6357309,-0.31193316,-0.37617105,-0.1450883,-0.5391246,-0.3770634,0.1620612
14,0.16447368,0.022680566,"('antisocial', 'social')",1.0364053,1.3226588,-0.53710794,-0.4177631,0.221257,0.3091921,0.0879351
15,0.69982654,0.75815576,"('boring', 'funny')",0.95901847,0.8872038,0.3902632,0.46996742,0.683036,0.705109,0.022073
16,-0.2445119,-0.13201796,"('unpopular', 'popular')",-0.08444547,-0.007901764,0.37527752,0.4601072,0.01544,0.1067292,0.0912892
17,-0.022223148,0.020116977,"('nasty', 'nice')",-0.01732213,0.15852085,-0.17193194,-0.04925381,-0.0704924,0.043128,0.1136204
