,saw_male,saw_female,tuple,average_male,average_female,female-male
0,-0.10135064,-0.12635468,"('unsociable', 'sociable')",-0.1013506,-0.1263547,-0.0250041
1,1.5851173,1.4923642,"('unfriendly', 'friendly')",1.5851173,1.4923642,-0.0927531
2,-0.030968253,-0.014837444,"('unlikable', 'likable')",-0.0309683,-0.0148374,0.0161309
3,0.24724856,0.3418697,"('repellent', 'pleasant')",0.2472486,0.3418697,0.0946211
4,-6.7581677,-6.941978,"('disliked', 'liked')",-6.7581677,-6.941978,-0.1838103
5,-0.547631,-0.5895285,"('distant', 'outgoing')",-0.547631,-0.5895285,-0.0418975
6,-0.06254505,-0.1718817,"('distant', 'open')",-0.0625451,-0.1718817,-0.1093366
7,1.1010561,1.1642743,"('insensitive', 'sensitive')",1.1010561,1.1642743,0.0632182
8,1.284569,1.1819843,"('unaffectionate', 'affectionate')",1.284569,1.1819843,-0.1025847
9,1.817857,1.801925,"('unaffectionate', 'caring')",1.817857,1.8019249,-0.0159321
10,0.82480025,0.84873825,"('unsympathetic', 'sympathetic')",0.8248003,0.8487383,0.023938
11,1.683762,1.7771461,"('unhelpful', 'helpful')",1.683762,1.7771461,0.0933841
12,-1.2922982,-1.3275734,"('unsupportive', 'supportive')",-1.2922982,-1.3275734,-0.0352752
13,-0.21856035,-0.20984691,"('impolite', 'polite')",-0.2185604,-0.2098469,0.0087135
14,0.1100937,0.15434821,"('antisocial', 'social')",0.1100937,0.1543482,0.0442545
15,0.47182465,0.347328,"('boring', 'funny')",0.4718246,0.347328,-0.1244966
16,-0.18264997,-0.17085895,"('unpopular', 'popular')",-0.18265,-0.1708589,0.0117911
17,-0.44997585,-0.39732933,"('nasty', 'nice')",-0.4499758,-0.3973293,0.0526465
18,-0.19851236,-0.2862453,"('disagreeable', 'welcoming')",-0.1985124,-0.2862453,-0.0877329
19,-0.5315195,-0.6209823,"('inhospitable', 'hospitable')",-0.5315195,-0.6209823,-0.0894628
20,0.9518651,0.93657035,"('rough', 'thoughtful')",0.9518651,0.9365703,-0.0152948
21,-0.46071628,-0.34983996,"('immoral', 'moral')",-0.4607163,-0.34984,0.1108763
22,-0.7522831,-0.7360391,"('untrustworthy', 'trustworthy')",-0.7522831,-0.7360391,0.016244
23,6.5194483,6.6413856,"('insincere', 'sincere')",6.5194483,6.6413856,0.1219373
24,1.5865653,1.5312628,"('dishonest', 'honest')",1.5865653,1.5312628,-0.0553025
25,1.1476209,1.0738962,"('egoistic', 'altruistic')",1.1476209,1.0738962,-0.0737247
26,1.2376945,1.1693069,"('hardhearted', 'benevolent')",1.2376945,1.1693069,-0.0683876
27,1.6278484,1.451325,"('hardhearted', 'softhearted')",1.6278484,1.4513251,-0.1765233
28,1.1934911,1.1661981,"('disloyal', 'loyal')",1.1934911,1.1661981,-0.027293
29,-0.87770736,-0.9759665,"('unfair', 'fair')",-0.8777074,-0.9759665,-0.0982591
30,0.85335016,0.8511028,"('intolerant', 'tolerant')",0.8533502,0.8511028,-0.0022474
31,-1.1751983,-1.1871908,"('evil', 'good')",-1.1751983,-1.1871908,-0.0119925
32,1.5639267,1.4740316,"('unkind', 'kind')",1.5639267,1.4740316,-0.0898951
33,-0.34031647,-0.42034787,"('wrong', 'right')",-0.3403165,-0.4203479,-0.0800314
34,4.154444,4.355782,"('mean', 'honorable')",4.1544442,4.355782,0.2013378
