,mcafee_male,mcafee_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.6967958,-1.8329378,"('unsociable', 'sociable')",-0.072992064,-0.18884201,-0.884894,-1.0108899,-0.1259959
1,-1.0504053,-1.2625738,"('unfriendly', 'friendly')",1.88818,1.7546936,0.4188874,0.2460599,-0.1728275
2,0.69913954,0.7386863,"('unlikable', 'likable')",0.42558327,0.515808,0.5623614,0.6272472,0.0648858
3,-0.83543533,-0.8065195,"('repellent', 'pleasant')",0.034455642,0.0503698,-0.4004898,-0.3780749,0.0224149
4,0.66542,0.56738704,"('disliked', 'liked')",-5.7993665,-5.942191,-2.5669732,-2.687402,-0.1204288
5,0.35774097,0.3006542,"('distant', 'outgoing')",-0.29648504,-0.3319211,0.030628,-0.0156334,-0.0462614
6,0.65870136,0.61868554,"('distant', 'open')",0.16609584,0.064810604,0.4123986,0.3417481,-0.0706505
7,-0.80860007,-0.7934161,"('insensitive', 'sensitive')",0.9580782,0.9303375,0.0747391,0.0684607,-0.0062784
8,-0.11053732,-0.25275826,"('unaffectionate', 'affectionate')",0.98953044,0.82808197,0.4394966,0.2876619,-0.1518347
9,-0.70347977,-0.81611115,"('unaffectionate', 'caring')",1.1557641,1.0551523,0.2261422,0.1195206,-0.1066216
10,-2.4233916,-2.4071407,"('unsympathetic', 'sympathetic')",0.07123261,-0.007183306,-1.1760795,-1.207162,-0.0310825
11,-1.9501034,-1.9358498,"('unhelpful', 'helpful')",1.4920353,1.5209678,-0.2290341,-0.207441,0.0215931
12,-0.95659924,-0.9388606,"('unsupportive', 'supportive')",-1.2453156,-1.2615461,-1.1009574,-1.1002034,0.000754
13,-0.9389001,-0.9734082,"('impolite', 'polite')",-0.35763323,-0.3487989,-0.6482667,-0.6611035,-0.0128368
14,-0.67424184,-0.67687625,"('antisocial', 'social')",-0.2785503,-0.29270488,-0.4763961,-0.4847906,-0.0083945
15,0.10487032,0.025626527,"('boring', 'funny')",0.5024841,0.4757596,0.3036772,0.2506931,-0.0529841
16,-0.26293328,-0.2643035,"('unpopular', 'popular')",0.3915027,0.38140666,0.0642847,0.0585516,-0.0057331
17,-0.67116654,-0.6211053,"('nasty', 'nice')",-0.4503881,-0.40320328,-0.5607773,-0.5121543,0.048623
18,-0.27251196,-0.30323312,"('disagreeable', 'welcoming')",-0.45294198,-0.51691234,-0.362727,-0.4100727,-0.0473457
19,-0.10042074,-0.1155878,"('inhospitable', 'hospitable')",-0.056863777,-0.02609048,-0.0786423,-0.0708391,0.0078032
