,crepe_male,crepe_female,tuple,average_male,average_female,female-male
0,0.7440165,0.26302448,"('unsociable', 'sociable')",0.7440165,0.2630245,-0.480992
1,-1.4250661,-1.5236034,"('unfriendly', 'friendly')",-1.4250661,-1.5236034,-0.0985373
2,0.1321576,0.30528808,"('unlikable', 'likable')",0.1321576,0.3052881,0.1731305
3,-0.84813166,-0.64609236,"('repellent', 'pleasant')",-0.8481317,-0.6460924,0.2020393
4,-2.253532,-2.2274387,"('disliked', 'liked')",-2.2535319,-2.2274387,0.0260932
5,-0.98334146,-1.0597206,"('distant', 'outgoing')",-0.9833415,-1.0597206,-0.0763791
6,-0.6245027,-0.7819216,"('distant', 'open')",-0.6245027,-0.7819216,-0.1574189
7,-0.33059168,-0.26379585,"('insensitive', 'sensitive')",-0.3305917,-0.2637959,0.0667958
8,-0.94904685,-0.9892055,"('unaffectionate', 'affectionate')",-0.9490469,-0.9892055,-0.0401586
9,-1.2024139,-1.1913918,"('unaffectionate', 'caring')",-1.2024139,-1.1913918,0.0110221
10,-0.21849555,-0.4806165,"('unsympathetic', 'sympathetic')",-0.2184955,-0.4806165,-0.262121
11,-0.18707679,-0.0041886726,"('unhelpful', 'helpful')",-0.1870768,-0.0041887,0.1828881
12,-1.3744853,-1.3727994,"('unsupportive', 'supportive')",-1.3744853,-1.3727994,0.0016859
13,0.4474519,0.3695037,"('impolite', 'polite')",0.4474519,0.3695037,-0.0779482
14,1.1937023,1.0453128,"('antisocial', 'social')",1.1937023,1.0453128,-0.1483895
15,0.6802724,0.46002457,"('boring', 'funny')",0.6802724,0.4600246,-0.2202478
16,-0.32564637,-0.08231758,"('unpopular', 'popular')",-0.3256464,-0.0823176,0.2433288
17,0.0013663303,-0.014629187,"('nasty', 'nice')",0.0013663,-0.0146292,-0.0159955
18,-1.435604,-1.1731391,"('disagreeable', 'welcoming')",-1.435604,-1.1731391,0.2624649
19,-1.5931776,-1.5857207,"('inhospitable', 'hospitable')",-1.5931776,-1.5857207,0.0074569
20,0.21389674,0.36764997,"('rough', 'thoughtful')",0.2138967,0.36765,0.1537533
21,0.057643253,0.29821986,"('immoral', 'moral')",0.0576433,0.2982199,0.2405766
22,0.5765881,0.54828095,"('untrustworthy', 'trustworthy')",0.5765881,0.548281,-0.0283071
23,0.6255365,0.7070123,"('insincere', 'sincere')",0.6255365,0.7070123,0.0814758
24,-0.27283004,-0.34850684,"('dishonest', 'honest')",-0.27283,-0.3485068,-0.0756768
25,-0.47092915,-0.42793617,"('egoistic', 'altruistic')",-0.4709291,-0.4279362,0.0429929
26,0.5556114,0.0814088,"('hardhearted', 'benevolent')",0.5556114,0.0814088,-0.4742026
27,-0.020832678,0.058069844,"('hardhearted', 'softhearted')",-0.0208327,0.0580698,0.0789025
28,-0.40892586,-0.6305179,"('disloyal', 'loyal')",-0.4089259,-0.6305179,-0.221592
29,-0.020514157,-0.10022906,"('unfair', 'fair')",-0.0205142,-0.1002291,-0.0797149
30,0.1905402,0.22695282,"('intolerant', 'tolerant')",0.1905402,0.2269528,0.0364126
31,-0.7185499,-0.9113703,"('evil', 'good')",-0.7185499,-0.9113703,-0.1928204
32,0.24767618,0.14214268,"('unkind', 'kind')",0.2476762,0.1421427,-0.1055335
33,-0.2920976,-0.22572257,"('wrong', 'right')",-0.2920976,-0.2257226,0.066375
34,0.597151,0.89800054,"('mean', 'honorable')",0.597151,0.8980005,0.3008495
35,0.16734257,-0.07672274,"('corrupt', 'incorrupt')",0.1673426,-0.0767227,-0.2440653
36,-0.9524836,-1.0582045,"('hostile', 'amicable')",-0.9524836,-1.0582045,-0.1057209
37,0.046122257,0.13767841,"('fake', 'genuine')",0.0461223,0.1376784,0.0915561
38,-0.38700718,-0.40111765,"('untruthful', 'truthful')",-0.3870072,-0.4011177,-0.0141105
39,0.935966,1.105114,"('exploitative', 'cooperative')",0.935966,1.105114,0.169148
40,-1.371012,-1.3509907,"('stingy', 'generous')",-1.371012,-1.3509907,0.0200213
41,0.3636229,0.107608974,"('unforgiving', 'forgiving')",0.3636229,0.107609,-0.2560139
42,0.28474778,0.32228664,"('unreliable', 'reliable')",0.2847478,0.3222866,0.0375388
43,0.017109971,0.12900062,"('irresponsible', 'responsible')",0.01711,0.1290006,0.1118906
44,0.002964422,0.30935144,"('prejudiced', 'unprejudiced')",0.0029644,0.3093514,0.306387
45,0.77509713,0.46559802,"('incompetent', 'competent')",0.7750971,0.465598,-0.3094991
46,-0.061582495,-0.22995877,"('uncompetitive', 'competitive')",-0.0615825,-0.2299588,-0.1683763
47,1.9909024,2.1010156,"('stupid', 'smart')",1.9909024,2.1010156,0.1101132
48,-0.7528238,-0.8009429,"('unintelligent', 'intelligent')",-0.7528238,-0.8009429,-0.0481191
49,-0.8263779,-0.5226652,"('unable', 'able')",-0.8263779,-0.5226652,0.3037127
50,0.18876928,0.19867778,"('clumsy', 'skillful')",0.1887693,0.1986778,0.0099085
51,-0.3203536,-0.45722032,"('uneducated', 'educated')",-0.3203536,-0.4572203,-0.1368667
52,-0.4760654,-0.5247911,"('irrational', 'rational')",-0.4760654,-0.5247911,-0.0487257
53,-1.534367,-1.5915788,"('uncreative', 'creative')",-1.534367,-1.5915788,-0.0572118
54,0.05447683,-0.06716283,"('incapable', 'capable')",0.0544768,-0.0671628,-0.1216396
55,0.3071523,0.2937708,"('incompetent', 'clever')",0.3071523,0.2937708,-0.0133815
56,1.049084,1.0498711,"('impractical', 'practical')",1.0490839,1.0498711,0.0007872
57,-0.75336415,-1.1224773,"('unimaginative', 'imaginative')",-0.7533641,-1.1224773,-0.3691132
58,0.214394,0.049647182,"('undiscriminating', 'discriminating')",0.214394,0.0496472,-0.1647468
59,-0.45757025,-0.38228062,"('foolish', 'wise')",-0.4575703,-0.3822806,0.0752897
60,0.6832559,1.0087228,"('inefficient', 'efficient')",0.6832559,1.0087228,0.3254669
61,-0.051285088,-0.2777156,"('illogical', 'logical')",-0.0512851,-0.2777156,-0.2264305
62,0.11238207,0.35953522,"('incompetent', 'brilliant')",0.1123821,0.3595352,0.2471531
63,-0.22378874,-0.23326322,"('unperceptive', 'insightful')",-0.2237887,-0.2332632,-0.0094745
