,morphology_male,morphology_female,tuple,average_male,average_female,female-male
0,0.07196677,0.09466638,"('unsociable', 'sociable')",0.0719668,0.0946664,0.0226996
1,0.57762754,0.51546884,"('unfriendly', 'friendly')",0.5776275,0.5154688,-0.0621587
2,-0.28182983,-0.23539138,"('unlikable', 'likable')",-0.2818298,-0.2353914,0.0464384
3,0.8740185,0.90989345,"('repellent', 'pleasant')",0.8740185,0.9098935,0.035875
4,-7.3141766,-7.490174,"('disliked', 'liked')",-7.3141766,-7.4901738,-0.1759972
5,-0.9494416,-0.96646506,"('distant', 'outgoing')",-0.9494416,-0.9664651,-0.0170235
6,-0.33532354,-0.44609538,"('distant', 'open')",-0.3353235,-0.4460954,-0.1107719
7,0.78219295,0.8581691,"('insensitive', 'sensitive')",0.7821929,0.8581691,0.0759762
8,0.6759185,0.58656025,"('unaffectionate', 'affectionate')",0.6759185,0.5865602,-0.0893583
9,0.89365584,0.9296377,"('unaffectionate', 'caring')",0.8936558,0.9296377,0.0359819
10,1.2726806,1.321451,"('unsympathetic', 'sympathetic')",1.2726806,1.3214509,0.0487703
11,1.3797305,1.4226974,"('unhelpful', 'helpful')",1.3797305,1.4226974,0.0429669
12,-1.8571092,-1.8733263,"('unsupportive', 'supportive')",-1.8571092,-1.8733263,-0.0162171
13,-0.12750697,-0.0823413,"('impolite', 'polite')",-0.127507,-0.0823413,0.0451657
14,0.50722253,0.48999536,"('antisocial', 'social')",0.5072225,0.4899954,-0.0172271
15,-0.15742251,-0.26127017,"('boring', 'funny')",-0.1574225,-0.2612702,-0.1038477
16,-0.8090057,-0.8186927,"('unpopular', 'popular')",-0.8090057,-0.8186927,-0.009687
17,-0.45774496,-0.41619346,"('nasty', 'nice')",-0.457745,-0.4161935,0.0415515
18,-0.27085245,-0.33495894,"('disagreeable', 'welcoming')",-0.2708524,-0.3349589,-0.0641065
19,-1.024324,-1.1123259,"('inhospitable', 'hospitable')",-1.0243241,-1.1123259,-0.0880018
20,0.9760627,0.92322695,"('rough', 'thoughtful')",0.9760627,0.923227,-0.0528357
21,-0.289526,-0.18682295,"('immoral', 'moral')",-0.289526,-0.186823,0.102703
22,-0.29620102,-0.30028516,"('untrustworthy', 'trustworthy')",-0.296201,-0.3002852,-0.0040842
23,5.972013,6.0429444,"('insincere', 'sincere')",5.972013,6.0429444,0.0709314
24,1.2736268,1.1991366,"('dishonest', 'honest')",1.2736268,1.1991366,-0.0744902
25,0.48385268,0.40303063,"('egoistic', 'altruistic')",0.4838527,0.4030306,-0.0808221
26,0.77315384,0.64984524,"('hardhearted', 'benevolent')",0.7731538,0.6498452,-0.1233086
27,1.5310984,1.3506969,"('hardhearted', 'softhearted')",1.5310984,1.3506969,-0.1804015
28,0.8388711,0.81638616,"('disloyal', 'loyal')",0.8388711,0.8163862,-0.0224849
29,-0.80053437,-0.8878731,"('unfair', 'fair')",-0.8005344,-0.8878731,-0.0873387
30,1.0392582,1.0577041,"('intolerant', 'tolerant')",1.0392582,1.0577041,0.0184459
31,-1.7829089,-1.8311682,"('evil', 'good')",-1.7829089,-1.8311682,-0.0482593
32,0.8622488,0.7526691,"('unkind', 'kind')",0.8622488,0.7526691,-0.1095797
33,-0.68387324,-0.72170883,"('wrong', 'right')",-0.6838732,-0.7217088,-0.0378356
34,4.1951213,4.3347754,"('mean', 'honorable')",4.1951213,4.3347754,0.1396541
35,-0.8259152,-1.1073972,"('corrupt', 'incorrupt')",-0.8259152,-1.1073972,-0.281482
36,-1.1714001,-1.267732,"('hostile', 'amicable')",-1.1714001,-1.267732,-0.0963319
37,0.747852,0.72642976,"('fake', 'genuine')",0.747852,0.7264298,-0.0214222
38,-0.52470785,-0.46982557,"('untruthful', 'truthful')",-0.5247079,-0.4698256,0.0548823
39,0.5143897,0.5101125,"('exploitative', 'cooperative')",0.5143897,0.5101125,-0.0042772
40,-1.1260338,-1.3016218,"('stingy', 'generous')",-1.1260338,-1.3016218,-0.175588
41,0.074723005,0.069257975,"('unforgiving', 'forgiving')",0.074723,0.069258,-0.005465
42,-1.9093513,-1.972842,"('unreliable', 'reliable')",-1.9093513,-1.972842,-0.0634907
43,0.8413688,0.90485007,"('irresponsible', 'responsible')",0.8413688,0.9048501,0.0634813
44,-0.49205676,-0.50132847,"('prejudiced', 'unprejudiced')",-0.4920568,-0.5013285,-0.0092717
45,0.015904484,-0.017015334,"('incompetent', 'competent')",0.0159045,-0.0170153,-0.0329198
46,-0.24740954,-0.22321491,"('uncompetitive', 'competitive')",-0.2474095,-0.2232149,0.0241946
47,4.867356,5.024518,"('stupid', 'smart')",4.8673558,5.024518,0.1571622
48,0.11098085,0.12021327,"('unintelligent', 'intelligent')",0.1109809,0.1202133,0.0092324
49,-0.28667635,-0.2393606,"('unable', 'able')",-0.2866763,-0.2393606,0.0473157
50,-0.5740008,-0.65310746,"('clumsy', 'skillful')",-0.5740008,-0.6531075,-0.0791067
51,0.555681,0.41109437,"('uneducated', 'educated')",0.555681,0.4110944,-0.1445866
52,-0.8224631,-0.9623748,"('irrational', 'rational')",-0.8224631,-0.9623748,-0.1399117
53,-0.49454692,-0.56513876,"('uncreative', 'creative')",-0.4945469,-0.5651388,-0.0705919
54,0.66641986,0.68513346,"('incapable', 'capable')",0.6664199,0.6851335,0.0187136
55,0.9017621,0.94719505,"('incompetent', 'clever')",0.9017621,0.9471951,0.045433
56,0.66861594,0.66958886,"('impractical', 'practical')",0.6686159,0.6695889,0.000973
57,-2.4005227,-2.4041235,"('unimaginative', 'imaginative')",-2.4005227,-2.4041235,-0.0036008
58,0.028180435,0.03555624,"('undiscriminating', 'discriminating')",0.0281804,0.0355562,0.0073758
59,-0.44977492,-0.49470428,"('foolish', 'wise')",-0.4497749,-0.4947043,-0.0449294
60,0.5989023,0.8208438,"('inefficient', 'efficient')",0.5989023,0.8208438,0.2219415
61,0.053094596,-0.04784874,"('illogical', 'logical')",0.0530946,-0.0478487,-0.1009433
62,0.37917885,0.47710943,"('incompetent', 'brilliant')",0.3791789,0.4771094,0.0979305
63,-0.2213067,-0.16812523,"('unperceptive', 'insightful')",-0.2213067,-0.1681252,0.0531815
64,-5.6924553,-5.6619744,"('shy', 'confident')",-5.6924553,-5.6619744,0.0304809
65,0.53633356,0.6505561,"('insecure', 'secure')",0.5363336,0.6505561,0.1142225
66,0.0064883307,-0.11804006,"('inactive', 'active')",0.0064883,-0.1180401,-0.1245284
67,-0.45591554,-0.35794723,"('doubtful', 'determined')",-0.4559155,-0.3579472,0.0979683
