,foot_male,foot_female,tuple,locker_male,locker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.19126843,0.14260869,"('unsociable', 'sociable')",1.7959543,1.7283895,-0.058465417,-0.24089476,0.6429191,0.5433678,-0.0995513
1,0.63113534,0.7569005,"('unfriendly', 'friendly')",-0.10838727,-0.17349432,2.0429478,2.0396564,0.8552319,0.8743542,0.0191223
2,-0.45818767,-0.3920144,"('unlikable', 'likable')",0.27793917,0.39346856,0.37597832,0.49564368,0.0652433,0.1656993,0.100456
3,-0.7929472,-0.61462635,"('repellent', 'pleasant')",0.20128451,0.44132027,0.23338453,0.31919816,-0.119426,0.0486307,0.1680567
4,1.0981845,1.0776774,"('disliked', 'liked')",-0.30729744,-0.28730068,-6.726754,-6.761159,-1.9786224,-1.9902608,-0.0116384
5,0.96210796,1.0491047,"('distant', 'outgoing')",-0.7893663,-0.8145611,-0.20268387,-0.108723685,-0.0099807,0.04194,0.0519207
6,0.4955637,0.55640054,"('distant', 'open')",-0.8819334,-0.8813011,0.42586118,0.47499198,0.0131638,0.0500305,0.0368667
7,-0.1583448,-0.09605318,"('insensitive', 'sensitive')",1.0411499,1.1879299,1.0272412,1.0467708,0.6366821,0.7128825,0.0762004
8,-0.4475583,-0.42721003,"('unaffectionate', 'affectionate')",-0.86178464,-0.8992658,1.2307227,1.1501336,-0.0262068,-0.0587807,-0.0325739
9,0.14732654,0.16351739,"('unaffectionate', 'caring')",-0.37270844,-0.36330074,1.5224365,1.5457175,0.4323515,0.4486447,0.0162932
10,-0.8864364,-0.7828502,"('unsympathetic', 'sympathetic')",0.7165661,0.7541513,0.0009524729,-0.066502765,-0.0563059,-0.0317339,0.024572
11,-0.5221228,-0.421789,"('unhelpful', 'helpful')",-0.014280297,0.20274238,1.8472433,1.9838761,0.4369467,0.5882765,0.1513298
12,0.66700625,0.83526975,"('unsupportive', 'supportive')",0.80021906,1.0524876,-1.8673278,-1.8126713,-0.1333675,0.0250287,0.1583962
13,0.7115012,0.6903776,"('impolite', 'polite')",1.5260545,1.6033362,-0.54520357,-0.5944098,0.5641174,0.5664347,0.0023173
14,0.9180678,0.89799875,"('antisocial', 'social')",1.3652825,1.379488,-0.3413598,-0.44935167,0.6473302,0.6093784,-0.0379518
15,0.7685525,0.80178446,"('boring', 'funny')",-0.3563785,-0.48720023,0.39000365,0.3288761,0.2673926,0.2144868,-0.0529058
16,-0.68056506,-0.57458824,"('unpopular', 'popular')",-0.931705,-0.7712773,0.3159208,0.36600572,-0.4321164,-0.3266199,0.1054965
17,0.429784,0.61240983,"('nasty', 'nice')",-0.3696547,-0.20777461,-0.4708946,-0.38803574,-0.1369218,0.0055332,0.142455
18,-1.5651482,-1.4472973,"('disagreeable', 'welcoming')",-1.0350637,-0.82551867,-0.5471575,-0.5216042,-1.0491232,-0.9314734,0.1176498
19,-0.57094514,-0.50064766,"('inhospitable', 'hospitable')",-1.3336078,-1.217417,-0.32788742,-0.15176068,-0.7441468,-0.6232751,0.1208717
20,-0.6407645,-0.51384145,"('rough', 'thoughtful')",-0.9138142,-0.80126256,1.1332603,1.1103445,-0.1404395,-0.0682532,0.0721863
21,-0.24334174,-0.13831681,"('immoral', 'moral')",0.8747105,1.0144305,-0.7640559,-0.63688797,-0.0442291,0.0797419,0.123971
22,-0.22491324,-0.28485405,"('untrustworthy', 'trustworthy')",0.8275452,0.8099029,-0.2946397,-0.4222602,0.1026641,0.0342629,-0.0684012
23,-0.6575665,-0.5280592,"('insincere', 'sincere')",0.4539004,0.6110545,6.0898213,6.0696177,1.9620517,2.0508711,0.0888194
24,0.23292121,0.1328967,"('dishonest', 'honest')",0.17290817,0.19902362,1.0734271,1.0251594,0.4930855,0.4523599,-0.0407256
25,-0.82542217,-0.79033256,"('egoistic', 'altruistic')",-1.3603511,-1.4330844,1.2133067,1.208407,-0.3241556,-0.3383366,-0.014181
26,0.42230114,0.4597538,"('hardhearted', 'benevolent')",-0.5131038,-0.51250577,1.6661725,1.6343775,0.5251233,0.5272085,0.0020852
27,-0.44588906,-0.36618227,"('hardhearted', 'softhearted')",-0.37385103,-0.34401903,1.5140724,1.3927015,0.2314441,0.2275001,-0.003944
28,0.14034492,0.12112795,"('disloyal', 'loyal')",-0.54434127,-0.57245815,1.2082272,1.0990962,0.2680769,0.215922,-0.0521549
29,0.21047845,0.14872116,"('unfair', 'fair')",0.17744489,0.1055228,-0.21861184,-0.3921591,0.0564372,-0.0459717,-0.1024089
30,0.19969577,0.37300968,"('intolerant', 'tolerant')",1.5240628,1.5999768,1.0821884,1.092575,0.9353156,1.0218538,0.0865382
