,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.061349828,-0.044723455,"('unsociable', 'sociable')",-0.20314978,-0.29816943,-0.0709,-0.1714464,-0.1005464
1,-1.2621237,-1.2998282,"('unfriendly', 'friendly')",1.680638,1.6073968,0.2092571,0.1537843,-0.0554728
2,0.7630668,0.8580935,"('unlikable', 'likable')",0.55818844,0.61368984,0.6606276,0.7358917,0.0752641
3,0.45102927,0.5285289,"('repellent', 'pleasant')",0.5663171,0.6434473,0.5086732,0.5859881,0.0773149
4,-0.29738548,-0.39938417,"('disliked', 'liked')",-6.545161,-6.651321,-3.4212732,-3.5253525,-0.1040793
5,-1.6153117,-1.5844319,"('distant', 'outgoing')",-0.48379612,-0.52616876,-1.0495539,-1.0553004,-0.0057465
6,-1.945412,-1.8710392,"('distant', 'open')",0.044760227,0.0019874498,-0.9503259,-0.9345258,0.0158001
7,0.21994834,0.27429447,"('insensitive', 'sensitive')",0.5969786,0.6819603,0.4084635,0.4781274,0.0696639
8,-1.4376056,-1.3958615,"('unaffectionate', 'affectionate')",0.78707546,0.71343446,-0.3252651,-0.3412135,-0.0159484
9,-1.194232,-1.1461917,"('unaffectionate', 'caring')",1.0004616,0.9739684,-0.0968852,-0.0861117,0.0107735
10,0.5320873,0.54408413,"('unsympathetic', 'sympathetic')",-0.4386156,-0.4254855,0.0467359,0.0592993,0.0125634
11,0.411228,0.4704377,"('unhelpful', 'helpful')",1.3249767,1.4193369,0.8681023,0.9448873,0.076785
12,-0.193117,-0.07399305,"('unsupportive', 'supportive')",-2.0702507,-2.050366,-1.1316838,-1.0621794,0.0695044
13,0.34063596,0.32916796,"('impolite', 'polite')",-0.5228919,-0.4637334,-0.091128,-0.0672827,0.0238453
14,0.7825373,0.7245351,"('antisocial', 'social')",-0.15912479,-0.19878069,0.3117062,0.2628772,-0.048829
15,-0.09437384,-0.1785833,"('boring', 'funny')",0.45095295,0.3977554,0.1782896,0.1095861,-0.0687035
16,-0.24909005,-0.2898578,"('unpopular', 'popular')",0.8487172,0.83447486,0.2998136,0.2723085,-0.0275051
17,-0.22510217,-0.098823026,"('nasty', 'nice')",-0.66207963,-0.61150205,-0.4435909,-0.3551625,0.0884284
18,-0.5306153,-0.43137267,"('disagreeable', 'welcoming')",-0.32658595,-0.3410303,-0.4286006,-0.3862015,0.0423991
19,-0.9953017,-0.8955493,"('inhospitable', 'hospitable')",-0.42250863,-0.34939572,-0.7089052,-0.6224725,0.0864327
20,0.5194734,0.58575535,"('rough', 'thoughtful')",1.4400557,1.425924,0.9797646,1.0058396,0.026075
21,1.2067418,1.2036104,"('immoral', 'moral')",-0.36538312,-0.28798434,0.4206793,0.457813,0.0371337
