,apa_male,apa_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.1243378,-0.19649687,"('unsociable', 'sociable')",0.069698,-0.056550667,-0.0273199,-0.1265238,-0.0992039
1,-1.6648667,-1.6945941,"('unfriendly', 'friendly')",1.0308776,0.83266026,-0.3169945,-0.4309669,-0.1139724
2,0.7948317,0.7240844,"('unlikable', 'likable')",0.94980764,0.9342109,0.8723197,0.8291476,-0.0431721
3,0.5343946,0.81391346,"('repellent', 'pleasant')",0.81941694,0.9105831,0.6769058,0.8622483,0.1853425
4,-0.052580938,-0.12991479,"('disliked', 'liked')",-6.180865,-6.2737093,-3.1167228,-3.201812,-0.0850892
5,-1.5996559,-1.6969668,"('distant', 'outgoing')",-0.8861202,-0.9504277,-1.242888,-1.3236972,-0.0808092
6,-1.5835155,-1.6272466,"('distant', 'open')",-0.97204375,-1.0604646,-1.2777796,-1.3438556,-0.066076
7,0.15127227,0.33231354,"('insensitive', 'sensitive')",0.56350076,0.6402411,0.3573865,0.4862773,0.1288908
8,-1.2520283,-1.3561399,"('unaffectionate', 'affectionate')",0.18992433,0.1033095,-0.531052,-0.6264152,-0.0953632
9,-1.2912767,-1.28423,"('unaffectionate', 'caring')",0.7605846,0.7266642,-0.2653461,-0.2787829,-0.0134368
10,-0.35365382,-0.21969739,"('unsympathetic', 'sympathetic')",-0.2655511,-0.25093654,-0.3096024,-0.235317,0.0742854
11,0.20010448,0.17514485,"('unhelpful', 'helpful')",1.8157076,1.851568,1.007906,1.0133564,0.0054504
12,-0.11394456,0.04046519,"('unsupportive', 'supportive')",-1.7645706,-1.7366406,-0.9392576,-0.8480877,0.0911699
13,0.22043997,0.13902716,"('impolite', 'polite')",-0.31184742,-0.23501971,-0.0457037,-0.0479963,-0.0022926
14,1.3536726,1.4213777,"('antisocial', 'social')",0.6805613,0.6384306,1.017117,1.0299041,0.0127871
15,-0.20713788,-0.5002231,"('boring', 'funny')",0.23141573,0.13566843,0.0121389,-0.1822773,-0.1944162
16,-0.82914835,-0.83400154,"('unpopular', 'popular')",0.24596122,0.18345264,-0.2915936,-0.3252745,-0.0336809
17,-0.6270441,-0.6269108,"('nasty', 'nice')",-0.6145407,-0.5997726,-0.6207924,-0.6133417,0.0074507
18,-0.66036713,-0.63387954,"('disagreeable', 'welcoming')",-0.49144635,-0.5511561,-0.5759068,-0.5925179,-0.0166111
19,-1.5507245,-1.6212531,"('inhospitable', 'hospitable')",-0.84980273,-0.88571745,-1.2002636,-1.2534853,-0.0532217
20,0.55898404,0.682495,"('rough', 'thoughtful')",0.7517813,0.7276577,0.6553826,0.7050763,0.0496937
21,0.9710069,1.0635169,"('immoral', 'moral')",-0.0057516135,0.0637352,0.4826276,0.5636261,0.0809985
22,0.28190732,0.3803502,"('untrustworthy', 'trustworthy')",-0.77511865,-0.78281444,-0.2466057,-0.2012321,0.0453736
23,0.043329753,0.16039163,"('insincere', 'sincere')",5.5155654,5.539603,2.7794476,2.8499975,0.0705499
24,0.0064576603,0.021274522,"('dishonest', 'honest')",0.8255525,0.8812719,0.4160051,0.4512732,0.0352681
25,-0.7064467,-0.69146305,"('egoistic', 'altruistic')",0.9432114,0.81096476,0.1183823,0.0597509,-0.0586314
26,-0.23628941,-0.3802131,"('hardhearted', 'benevolent')",1.9219509,1.7559067,0.8428308,0.6878468,-0.154984
27,-0.35215116,-0.26732066,"('hardhearted', 'softhearted')",0.887713,0.8876827,0.2677809,0.310181,0.0424001
28,-0.23069426,-0.2587367,"('disloyal', 'loyal')",1.0543474,0.9887923,0.4118266,0.3650278,-0.0467988
29,-0.4237315,-0.44918942,"('unfair', 'fair')",-0.64469385,-0.787542,-0.5342127,-0.6183657,-0.084153
30,0.6031866,0.54471713,"('intolerant', 'tolerant')",1.3668513,1.3090708,0.985019,0.9268939,-0.0581251
31,-1.6016904,-1.5806131,"('evil', 'good')",-0.9604822,-1.1107874,-1.2810863,-1.3457003,-0.064614
32,-0.19908889,-0.27114886,"('unkind', 'kind')",0.74018097,0.5974682,0.270546,0.1631597,-0.1073863
