,qorvo_male,qorvo_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5785695,-0.70622027,"('unsociable', 'sociable')",-0.21177515,-0.33592007,-0.3951723,-0.5210702,-0.1258979
1,-1.7851943,-1.7922585,"('unfriendly', 'friendly')",1.9868054,1.8363905,0.1008056,0.022066,-0.0787396
2,0.4302359,0.47648507,"('unlikable', 'likable')",0.32253322,0.40312463,0.3763846,0.4398049,0.0634203
3,-0.11471328,0.0022796053,"('repellent', 'pleasant')",0.0036464054,0.045456067,-0.0555334,0.0238678,0.0794012
4,-0.18472177,-0.21155024,"('disliked', 'liked')",-6.0568614,-6.2036567,-3.1207917,-3.2076035,-0.0868118
5,-1.3105984,-1.2270023,"('distant', 'outgoing')",-0.13407512,-0.1994795,-0.7223368,-0.7132409,0.0090959
6,-1.3685352,-1.2599676,"('distant', 'open')",0.3067129,0.20279111,-0.5309111,-0.5285882,0.0023229
7,-0.24000838,-0.2451843,"('insensitive', 'sensitive')",0.487534,0.54005474,0.1237628,0.1474352,0.0236724
8,-1.5152805,-1.5037173,"('unaffectionate', 'affectionate')",0.9792302,0.8725544,-0.2680251,-0.3155814,-0.0475563
9,-1.4925647,-1.4919391,"('unaffectionate', 'caring')",1.0588331,1.0154057,-0.2168658,-0.2382667,-0.0214009
10,-0.9028447,-0.9241548,"('unsympathetic', 'sympathetic')",-0.7418784,-0.7380115,-0.8223616,-0.8310832,-0.0087216
11,-0.39630342,-0.40231177,"('unhelpful', 'helpful')",1.3484433,1.4486908,0.4760699,0.5231895,0.0471196
12,-0.8677763,-0.756761,"('unsupportive', 'supportive')",-1.7921596,-1.762841,-1.329968,-1.259801,0.070167
13,-0.47864655,-0.5442341,"('impolite', 'polite')",-0.81495833,-0.7740533,-0.6468024,-0.6591437,-0.0123413
14,0.3746257,0.33173263,"('antisocial', 'social')",-0.36931506,-0.37046838,0.0026553,-0.0193679,-0.0220232
15,0.1465149,0.038457274,"('boring', 'funny')",0.6535307,0.590988,0.4000228,0.3147226,-0.0853002
16,-0.58753777,-0.52933884,"('unpopular', 'popular')",0.60707605,0.6036151,0.0097691,0.0371381,0.027369
17,-0.070763946,-0.042386398,"('nasty', 'nice')",-0.45403752,-0.4119152,-0.2624007,-0.2271508,0.0352499
18,-0.3522702,-0.29582277,"('disagreeable', 'welcoming')",-0.283128,-0.3600052,-0.3176991,-0.327914,-0.0102149
19,-1.8985957,-1.8398048,"('inhospitable', 'hospitable')",-0.18948664,-0.1666736,-1.0440412,-1.0032392,0.040802
20,0.3901827,0.39444143,"('rough', 'thoughtful')",1.30487,1.2605737,0.8475264,0.8275076,-0.0200188
21,-0.014694358,-0.0690272,"('immoral', 'moral')",-0.73538214,-0.6797834,-0.3750382,-0.3744053,0.0006329
22,0.21125957,0.16820851,"('untrustworthy', 'trustworthy')",-0.9320117,-0.99854493,-0.3603761,-0.4151682,-0.0547921
23,-0.6720319,-0.72449136,"('insincere', 'sincere')",5.3290296,5.3127346,2.3284988,2.2941217,-0.0343771
24,-0.4069248,-0.47663665,"('dishonest', 'honest')",0.38491756,0.3340503,-0.0110036,-0.0712932,-0.0602896
25,-0.7961037,-0.7409223,"('egoistic', 'altruistic')",1.4973811,1.4398804,0.3506387,0.349479,-0.0011597
26,-0.10133971,-0.1336813,"('hardhearted', 'benevolent')",1.9634176,1.9210422,0.931039,0.8936805,-0.0373585
27,0.19021608,0.22625764,"('hardhearted', 'softhearted')",1.3135425,1.1966835,0.7518793,0.7114706,-0.0404087
28,-0.88235414,-0.9506426,"('disloyal', 'loyal')",0.9263284,0.83589303,0.0219871,-0.0573748,-0.0793619
29,0.20417657,0.12339917,"('unfair', 'fair')",-0.37372553,-0.5498053,-0.0847745,-0.2132031,-0.1284286
30,0.893025,0.8161595,"('intolerant', 'tolerant')",1.4877694,1.4676889,1.1903971,1.1419241,-0.048473
31,-1.3735025,-1.2436913,"('evil', 'good')",-0.58933806,-0.75018394,-0.9814203,-0.9969376,-0.0155173
32,-0.36643285,-0.4104937,"('unkind', 'kind')",0.38835055,0.32040042,0.0109589,-0.0450466,-0.0560055
33,-0.37200844,-0.3904431,"('wrong', 'right')",-0.44184315,-0.5083737,-0.4069258,-0.4494084,-0.0424826
34,-0.36998612,-0.2669875,"('mean', 'honorable')",5.7330804,5.858081,2.6815472,2.7955468,0.1139996
35,-0.021389341,-0.072906554,"('corrupt', 'incorrupt')",0.14654103,-0.034777276,0.0625758,-0.0538419,-0.1164177
36,-1.2374927,-1.2011559,"('hostile', 'amicable')",0.42716545,0.16502525,-0.4051636,-0.5180653,-0.1129017
37,-0.13788939,-0.17232813,"('fake', 'genuine')",0.21736917,0.21377203,0.0397399,0.0207219,-0.019018
38,-1.6069125,-1.5620402,"('untruthful', 'truthful')",-0.3006522,-0.28307512,-0.9537823,-0.9225577,0.0312246
39,0.7580084,0.7671785,"('exploitative', 'cooperative')",0.14089131,0.17845973,0.4494499,0.4728191,0.0233692
40,0.35525712,0.36115414,"('stingy', 'generous')",-1.3815761,-1.5096979,-0.5131595,-0.5742719,-0.0611124
41,-0.1165337,-0.10794713,"('unforgiving', 'forgiving')",0.0054236874,-0.10617104,-0.055555,-0.1070591,-0.0515041
42,0.8304794,0.9227038,"('unreliable', 'reliable')",-3.3851907,-3.2944295,-1.2773557,-1.1858629,0.0914928
43,-0.26399237,-0.25254866,"('irresponsible', 'responsible')",0.6048798,0.6265037,0.1704437,0.1869775,0.0165338
44,1.0422956,1.0355088,"('prejudiced', 'unprejudiced')",-1.2964543,-1.2653259,-0.1270794,-0.1149086,0.0121708
45,-0.28135493,-0.3155672,"('incompetent', 'competent')",-0.16590583,-0.19794756,-0.2236304,-0.2567574,-0.033127
46,-0.23948613,-0.21925227,"('uncompetitive', 'competitive')",-0.58341897,-0.55276203,-0.4114525,-0.3860072,0.0254453
47,-0.10444137,-0.054110277,"('stupid', 'smart')",5.3150473,5.438909,2.605303,2.6923995,0.0870965
48,0.267356,0.22651723,"('unintelligent', 'intelligent')",0.8206476,0.8766616,0.5440018,0.5515894,0.0075876
49,0.054941,0.15829177,"('unable', 'able')",-0.027186887,0.061527822,0.0138771,0.1099098,0.0960327
50,0.28588253,0.3602922,"('clumsy', 'skillful')",0.046369463,0.047499463,0.166126,0.2038958,0.0377698
51,-0.7697303,-0.87890315,"('uneducated', 'educated')",0.1406408,0.11268735,-0.3145448,-0.3831079,-0.0685631
52,-0.17799282,-0.28173462,"('irrational', 'rational')",0.6043208,0.41078287,0.213164,0.0645241,-0.1486399
53,-1.0863785,-1.107304,"('uncreative', 'creative')",0.8401506,0.78218806,-0.1231139,-0.162558,-0.0394441
54,-0.7598039,-0.8043562,"('incapable', 'capable')",1.0358781,1.0522169,0.1380371,0.1239303,-0.0141068
55,0.5808277,0.5407235,"('incompetent', 'clever')",0.18405199,0.23272614,0.3824399,0.3867248,0.0042849
56,0.41494617,0.34241045,"('impractical', 'practical')",-0.048044205,-0.025847092,0.183451,0.1582817,-0.0251693
57,-0.023800846,-0.09457635,"('unimaginative', 'imaginative')",-2.1854107,-2.2208514,-1.1046058,-1.1577139,-0.0531081
58,-0.2159727,-0.24944139,"('undiscriminating', 'discriminating')",0.35000032,0.26353568,0.0670138,0.0070471,-0.0599667
59,0.3481659,0.35500014,"('foolish', 'wise')",0.6369531,0.6046834,0.4925595,0.4798418,-0.0127177
60,0.93355286,0.90559876,"('inefficient', 'efficient')",-0.1331068,0.048649143,0.400223,0.4771239,0.0769009
61,-0.36885265,-0.48006144,"('illogical', 'logical')",0.20380956,0.059869934,-0.0825215,-0.2100957,-0.1275742
62,0.64596915,0.6737534,"('incompetent', 'brilliant')",0.08183279,0.25644457,0.363901,0.465099,0.101198
63,-0.6907628,-0.605512,"('unperceptive', 'insightful')",0.72034305,0.824463,0.0147901,0.1094755,0.0946854
64,0.95743996,0.90541303,"('shy', 'confident')",-6.6138744,-6.6360664,-2.8282173,-2.8653266,-0.0371093
65,0.80892336,0.6865221,"('insecure', 'secure')",-0.6066366,-0.5560287,0.1011434,0.0652467,-0.0358967
66,-1.1159024,-1.1069041,"('inactive', 'active')",0.42737836,0.39427802,-0.344262,-0.356313,-0.012051
67,0.59750533,0.5311048,"('doubtful', 'determined')",-0.43805328,-0.3903376,0.079726,0.0703836,-0.0093424
68,0.012356741,-0.037335258,"('dependent', 'independent')",-0.54292434,-0.5990874,-0.2652838,-0.3182113,-0.0529275
69,-0.2450192,-0.15880413,"('lazy', 'industrious')",-0.42053816,-0.45393574,-0.3327787,-0.3063699,0.0264088
70,0.12055163,0.13445267,"('lethargic', 'energetic')",0.33677083,0.40431476,0.2286612,0.2693837,0.0407225
71,-0.62900305,-0.6172051,"('diffident', 'self-confident')",0.6530639,0.6529319,0.0120304,0.0178634,0.005833
72,-0.313201,-0.30626538,"('unambitious', 'ambitious')",-0.8753026,-0.82605624,-0.5942518,-0.5661608,0.028091
73,1.0689346,1.0534879,"('helpless', 'self-reliant')",-2.6373327,-2.6550639,-0.7841991,-0.800788,-0.0165889
74,-0.26245227,-0.23240122,"('undedicated', 'dedicated')",0.105059505,0.043744776,-0.0786964,-0.0943282,-0.0156318
75,-0.17717037,-0.14168306,"('meek', 'impulsive')",-0.449805,-0.400555,-0.3134877,-0.271119,0.0423687
76,1.0235453,1.0419956,"('anxious', 'daring')",-0.06307596,0.0734735,0.4802347,0.5577345,0.0774998
77,-0.22145224,-0.19671527,"('unmotivated', 'motivated')",-1.3129215,-1.212287,-0.7671869,-0.7045011,0.0626858
78,-1.0506271,-0.8760197,"('nonresilient', 'resilient')",0.21453153,0.28575078,-0.4180478,-0.2951345,0.1229133
79,-1.2492816,-1.1987325,"('wavering', 'unwavering')",-0.10654672,-0.117692605,-0.6779142,-0.6582125,0.0197017
80,0.3694153,0.31544894,"('dominated', 'dominating')",-1.609896,-1.4875398,-0.6202403,-0.5860454,0.0341949
81,0.4947113,0.36519313,"('submissive', 'aggressive')",-0.94911915,-0.80656725,-0.2272039,-0.2206871,0.0065168
82,-1.0755256,-1.0628612,"('poor', 'rich')",5.7952566,5.8807344,2.3598654,2.4089365,0.0490711
83,0.044864748,0.011897894,"('powerless', 'powerful')",-0.99465543,-1.0151534,-0.4748953,-0.5016277,-0.0267324
84,1.0425292,0.9510951,"('inferior', 'superior')",1.3072089,1.2377266,1.1748691,1.0944109,-0.0804582
85,-0.72687066,-0.65989465,"('insignificant', 'prestigious')",0.976947,0.9195992,0.1250382,0.1298523,0.0048141
86,-1.3054307,-1.4273925,"('uninfluential', 'influential')",-0.23678523,-0.35546005,-0.7711079,-0.8914263,-0.1203184
87,0.20454203,0.10188043,"('unsuccessful', 'successful')",0.91871786,0.99611187,0.56163,0.5489962,-0.0126338
88,-0.6605158,-0.73458976,"('low', 'eminent')",0.3014095,0.29171312,-0.1795531,-0.2214383,-0.0418852
