,deck_male,deck_female,tuple,average_male,average_female,female-male
0,0.35490766,0.38335085,"('unsociable', 'sociable')",0.3549077,0.3833508,0.0284431
1,0.9927329,1.1836722,"('unfriendly', 'friendly')",0.9927329,1.1836722,0.1909393
2,0.25558364,0.45495448,"('unlikable', 'likable')",0.2555836,0.4549545,0.1993709
3,0.80162126,0.7714571,"('repellent', 'pleasant')",0.8016213,0.7714571,-0.0301642
4,-7.1704483,-7.3447394,"('disliked', 'liked')",-7.1704483,-7.3447394,-0.1742911
5,-0.80845684,-1.0161316,"('distant', 'outgoing')",-0.8084568,-1.0161316,-0.2076748
6,-0.17333812,-0.34477946,"('distant', 'open')",-0.1733381,-0.3447795,-0.1714414
7,1.4067942,1.3219731,"('insensitive', 'sensitive')",1.4067942,1.3219731,-0.0848211
8,0.87117547,1.1342062,"('unaffectionate', 'affectionate')",0.8711755,1.1342062,0.2630307
9,1.1623657,1.3854797,"('unaffectionate', 'caring')",1.1623657,1.3854797,0.223114
10,1.0934721,1.0046542,"('unsympathetic', 'sympathetic')",1.0934721,1.0046542,-0.0888179
11,1.4300572,1.5932727,"('unhelpful', 'helpful')",1.4300572,1.5932727,0.1632155
12,-1.3905658,-1.2885627,"('unsupportive', 'supportive')",-1.3905658,-1.2885627,0.1020031
13,-0.1788624,-0.111733824,"('impolite', 'polite')",-0.1788624,-0.1117338,0.0671286
14,0.42325094,0.53775877,"('antisocial', 'social')",0.4232509,0.5377588,0.1145079
15,0.41756386,0.48595712,"('boring', 'funny')",0.4175639,0.4859571,0.0683932
16,-0.8091918,-0.7309792,"('unpopular', 'popular')",-0.8091918,-0.7309792,0.0782126
17,0.08983944,0.16748619,"('nasty', 'nice')",0.0898394,0.1674862,0.0776468
18,-0.65398216,-0.5630311,"('disagreeable', 'welcoming')",-0.6539822,-0.5630311,0.0909511
19,-0.7393575,-0.7408796,"('inhospitable', 'hospitable')",-0.7393575,-0.7408796,-0.0015221
20,0.5843371,0.3283901,"('rough', 'thoughtful')",0.5843371,0.3283901,-0.255947
21,-0.1341424,-0.0682067,"('immoral', 'moral')",-0.1341424,-0.0682067,0.0659357
22,-0.1627885,-0.19718936,"('untrustworthy', 'trustworthy')",-0.1627885,-0.1971894,-0.0344009
23,6.068532,6.2768755,"('insincere', 'sincere')",6.068532,6.2768755,0.2083435
24,1.2007759,1.0874187,"('dishonest', 'honest')",1.2007759,1.0874187,-0.1133572
25,0.66324544,0.8148175,"('egoistic', 'altruistic')",0.6632454,0.8148175,0.1515721
26,1.2916032,1.3682331,"('hardhearted', 'benevolent')",1.2916032,1.3682331,0.0766299
27,1.5853245,1.3812015,"('hardhearted', 'softhearted')",1.5853245,1.3812015,-0.204123
28,1.1864266,1.354475,"('disloyal', 'loyal')",1.1864266,1.354475,0.1680484
29,0.06962562,-0.16033752,"('unfair', 'fair')",0.0696256,-0.1603375,-0.2299631
30,0.8264212,0.8257667,"('intolerant', 'tolerant')",0.8264212,0.8257667,-0.0006545
31,-1.061479,-1.07018,"('evil', 'good')",-1.061479,-1.0701801,-0.0087011
32,1.1559399,1.2139674,"('unkind', 'kind')",1.1559399,1.2139674,0.0580275
33,-0.17742261,-0.27521595,"('wrong', 'right')",-0.1774226,-0.275216,-0.0977934
34,4.1278944,4.288837,"('mean', 'honorable')",4.1278944,4.288837,0.1609426
35,-1.0006096,-1.2231847,"('corrupt', 'incorrupt')",-1.0006096,-1.2231847,-0.2225751
36,-0.75340444,-0.6464352,"('hostile', 'amicable')",-0.7534044,-0.6464352,0.1069692
37,1.090573,0.9453327,"('fake', 'genuine')",1.090573,0.9453327,-0.1452403
38,-0.5323722,-0.3708069,"('untruthful', 'truthful')",-0.5323722,-0.3708069,0.1615653
39,0.3580659,0.38440698,"('exploitative', 'cooperative')",0.3580659,0.384407,0.0263411
40,-1.1748483,-1.3304293,"('stingy', 'generous')",-1.1748483,-1.3304293,-0.155581
41,0.57399225,0.67945415,"('unforgiving', 'forgiving')",0.5739923,0.6794541,0.1054618
42,-1.8235266,-2.1034107,"('unreliable', 'reliable')",-1.8235266,-2.1034107,-0.2798841
43,1.0966088,1.1654731,"('irresponsible', 'responsible')",1.0966088,1.1654731,0.0688643
44,-1.3365504,-1.6746591,"('prejudiced', 'unprejudiced')",-1.3365504,-1.6746591,-0.3381087
45,0.68132603,0.4918046,"('incompetent', 'competent')",0.681326,0.4918046,-0.1895214
46,-0.6294106,-0.7129999,"('uncompetitive', 'competitive')",-0.6294106,-0.7129999,-0.0835893
47,4.681615,4.8881392,"('stupid', 'smart')",4.6816149,4.8881392,0.2065243
48,0.24288708,0.38140944,"('unintelligent', 'intelligent')",0.2428871,0.3814094,0.1385223
49,-0.23297733,-0.12515068,"('unable', 'able')",-0.2329773,-0.1251507,0.1078266
50,-0.28491092,-0.30485243,"('clumsy', 'skillful')",-0.2849109,-0.3048524,-0.0199415
51,0.62605,0.5813541,"('uneducated', 'educated')",0.62605,0.5813541,-0.0446959
52,0.23777574,0.13484526,"('irrational', 'rational')",0.2377757,0.1348453,-0.1029304
53,0.021254888,0.18026204,"('uncreative', 'creative')",0.0212549,0.180262,0.1590071
54,1.0784202,1.1466968,"('incapable', 'capable')",1.0784202,1.1466968,0.0682766
55,1.0250921,1.1488451,"('incompetent', 'clever')",1.0250921,1.1488451,0.123753
56,0.4619495,0.3444946,"('impractical', 'practical')",0.4619495,0.3444946,-0.1174549
57,-1.7171528,-1.888188,"('unimaginative', 'imaginative')",-1.7171528,-1.888188,-0.1710352
58,0.44772035,0.3860895,"('undiscriminating', 'discriminating')",0.4477203,0.3860895,-0.0616308
59,-0.16924241,-0.16462098,"('foolish', 'wise')",-0.1692424,-0.164621,0.0046214
60,0.2548812,0.2750544,"('inefficient', 'efficient')",0.2548812,0.2750544,0.0201732
61,0.52672845,0.32845727,"('illogical', 'logical')",0.5267285,0.3284573,-0.1982712
62,0.62097776,0.63297766,"('incompetent', 'brilliant')",0.6209778,0.6329777,0.0119999
63,0.06783986,0.15183984,"('unperceptive', 'insightful')",0.0678399,0.1518398,0.0839999
64,-5.966537,-6.142826,"('shy', 'confident')",-5.966537,-6.1428261,-0.1762891
65,0.4310169,0.47969824,"('insecure', 'secure')",0.4310169,0.4796982,0.0486813
66,-0.049424738,-0.334312,"('inactive', 'active')",-0.0494247,-0.334312,-0.2848873
67,-0.24330634,-0.066711545,"('doubtful', 'determined')",-0.2433063,-0.0667115,0.1765948
68,-0.9710758,-1.1068513,"('dependent', 'independent')",-0.9710758,-1.1068513,-0.1357755
69,-1.9920529,-2.1940691,"('lazy', 'industrious')",-1.9920529,-2.1940691,-0.2020162
70,1.56372,1.1868615,"('lethargic', 'energetic')",1.56372,1.1868615,-0.3768585
71,0.2349184,0.15819138,"('diffident', 'self-confident')",0.2349184,0.1581914,-0.076727
72,0.91507125,1.0007967,"('unambitious', 'ambitious')",0.9150712,1.0007967,0.0857255
73,-2.6437936,-2.844452,"('helpless', 'self-reliant')",-2.6437936,-2.8444519,-0.2006583
74,0.546909,0.44002557,"('undedicated', 'dedicated')",0.546909,0.4400256,-0.1068834
75,-0.5900109,-0.6381334,"('meek', 'impulsive')",-0.5900109,-0.6381334,-0.0481225
76,0.64737916,0.5735256,"('anxious', 'daring')",0.6473792,0.5735256,-0.0738536
77,-1.4926392,-1.3283733,"('unmotivated', 'motivated')",-1.4926392,-1.3283733,0.1642659
78,-1.1570421,-1.1494311,"('nonresilient', 'resilient')",-1.1570421,-1.1494311,0.007611
79,-0.20536721,-0.14857385,"('wavering', 'unwavering')",-0.2053672,-0.1485738,0.0567934
80,0.30505157,0.12161335,"('dominated', 'dominating')",0.3050516,0.1216134,-0.1834382
81,0.0088394135,-0.049032003,"('submissive', 'aggressive')",0.0088394,-0.049032,-0.0578714
82,6.211852,6.1558285,"('poor', 'rich')",6.2118521,6.1558285,-0.0560236
83,-0.24068026,-0.2931796,"('powerless', 'powerful')",-0.2406803,-0.2931796,-0.0524993
84,0.45478287,0.41584426,"('inferior', 'superior')",0.4547829,0.4158443,-0.0389386
85,-1.1346979,-1.0966048,"('insignificant', 'prestigious')",-1.1346979,-1.0966048,0.0380931
86,0.8982347,0.7839923,"('uninfluential', 'influential')",0.8982347,0.7839923,-0.1142424
87,0.055553555,-0.08289109,"('unsuccessful', 'successful')",0.0555536,-0.0828911,-0.1384447
88,-0.16787377,-0.351463,"('low', 'eminent')",-0.1678738,-0.351463,-0.1835892
