,hunt_male,hunt_female,tuple,average_male,average_female,female-male
0,0.2622629,0.31471667,"('unsociable', 'sociable')",0.2622629,0.3147167,0.0524538
1,1.220294,1.1447747,"('unfriendly', 'friendly')",1.220294,1.1447747,-0.0755193
2,0.43483168,0.59009844,"('unlikable', 'likable')",0.4348317,0.5900984,0.1552667
3,0.6739489,0.8494957,"('repellent', 'pleasant')",0.6739489,0.8494957,0.1755468
4,-7.252604,-7.2687507,"('disliked', 'liked')",-7.252604,-7.2687507,-0.0161467
5,-0.42309946,-0.41713548,"('distant', 'outgoing')",-0.4230995,-0.4171355,0.005964
6,0.01483262,-0.07007897,"('distant', 'open')",0.0148326,-0.070079,-0.0849116
7,1.2743435,1.3768322,"('insensitive', 'sensitive')",1.2743435,1.3768322,0.1024887
8,1.3413439,1.1118914,"('unaffectionate', 'affectionate')",1.3413439,1.1118914,-0.2294525
9,1.5126746,1.4406165,"('unaffectionate', 'caring')",1.5126746,1.4406165,-0.0720581
10,1.5641668,1.5646218,"('unsympathetic', 'sympathetic')",1.5641668,1.5646218,0.000455
11,1.8082652,1.9133683,"('unhelpful', 'helpful')",1.8082652,1.9133683,0.1051031
12,-1.2642576,-1.1518315,"('unsupportive', 'supportive')",-1.2642576,-1.1518315,0.1124261
13,-0.09864875,0.079388246,"('impolite', 'polite')",-0.0986487,0.0793882,0.1780369
14,0.29682314,0.4238645,"('antisocial', 'social')",0.2968231,0.4238645,0.1270414
15,0.28180495,0.3220395,"('boring', 'funny')",0.2818049,0.3220395,0.0402346
16,-0.8442603,-0.7795738,"('unpopular', 'popular')",-0.8442603,-0.7795738,0.0646865
17,0.12334456,0.013380272,"('nasty', 'nice')",0.1233446,0.0133803,-0.1099643
18,-0.6682635,-0.5281576,"('disagreeable', 'welcoming')",-0.6682635,-0.5281576,0.1401059
19,-0.35597727,-0.36792102,"('inhospitable', 'hospitable')",-0.3559773,-0.367921,-0.0119437
20,0.5918494,0.5522327,"('rough', 'thoughtful')",0.5918494,0.5522327,-0.0396167
21,0.0051179156,0.29788703,"('immoral', 'moral')",0.0051179,0.297887,0.2927691
22,0.04925199,0.1712575,"('untrustworthy', 'trustworthy')",0.049252,0.1712575,0.1220055
23,6.2124834,6.405414,"('insincere', 'sincere')",6.2124834,6.4054141,0.1929307
24,1.8018163,1.8804278,"('dishonest', 'honest')",1.8018163,1.8804278,0.0786115
25,0.3621225,0.28752246,"('egoistic', 'altruistic')",0.3621225,0.2875225,-0.0746
26,0.7067697,0.40428776,"('hardhearted', 'benevolent')",0.7067697,0.4042878,-0.3024819
27,1.710782,1.4966444,"('hardhearted', 'softhearted')",1.7107821,1.4966444,-0.2141377
28,1.0812786,0.97320116,"('disloyal', 'loyal')",1.0812786,0.9732012,-0.1080774
