,ninja_male,ninja_female,tuple,average_male,average_female,female-male
0,-0.3719812,-0.4757663,"('unsociable', 'sociable')",-0.3719812,-0.4757663,-0.1037851
1,1.4817195,1.3639553,"('unfriendly', 'friendly')",1.4817195,1.3639553,-0.1177642
2,0.3652022,0.45892745,"('unlikable', 'likable')",0.3652022,0.4589275,0.0937253
3,0.5415625,0.6051299,"('repellent', 'pleasant')",0.5415625,0.6051299,0.0635674
4,-7.734033,-7.7383833,"('disliked', 'liked')",-7.7340331,-7.7383833,-0.0043502
5,-0.1409519,-0.12386229,"('distant', 'outgoing')",-0.1409519,-0.1238623,0.0170896
6,0.18352841,0.23557043,"('distant', 'open')",0.1835284,0.2355704,0.052042
7,0.7165079,0.73251617,"('insensitive', 'sensitive')",0.7165079,0.7325162,0.0160083
8,1.1021336,1.1060063,"('unaffectionate', 'affectionate')",1.1021336,1.1060063,0.0038727
9,2.3420744,2.3181891,"('unaffectionate', 'caring')",2.3420744,2.3181891,-0.0238853
10,0.86603874,0.89503086,"('unsympathetic', 'sympathetic')",0.8660387,0.8950309,0.0289922
11,2.1848583,2.2650287,"('unhelpful', 'helpful')",2.1848583,2.2650287,0.0801704
12,-1.4813687,-1.5150508,"('unsupportive', 'supportive')",-1.4813687,-1.5150508,-0.0336821
13,0.30706602,0.21836022,"('impolite', 'polite')",0.307066,0.2183602,-0.0887058
14,-0.64016753,-0.695858,"('antisocial', 'social')",-0.6401675,-0.695858,-0.0556905
15,0.18822362,0.22389299,"('boring', 'funny')",0.1882236,0.223893,0.0356694
16,0.17824125,0.17476076,"('unpopular', 'popular')",0.1782413,0.1747608,-0.0034805
17,-0.74104595,-0.689871,"('nasty', 'nice')",-0.741046,-0.689871,0.051175
18,-0.6672502,-0.7921702,"('disagreeable', 'welcoming')",-0.6672502,-0.7921702,-0.12492
19,-0.44930696,-0.35361233,"('inhospitable', 'hospitable')",-0.449307,-0.3536123,0.0956947
20,0.67394954,0.5892381,"('rough', 'thoughtful')",0.6739495,0.5892381,-0.0847114
