,pea_male,pea_female,tuple,average_male,average_female,female-male
0,0.29198456,0.22804442,"('unsociable', 'sociable')",0.2919846,0.2280444,-0.0639402
1,1.5981966,1.6043006,"('unfriendly', 'friendly')",1.5981966,1.6043006,0.006104
2,0.308539,0.49455208,"('unlikable', 'likable')",0.308539,0.4945521,0.1860131
3,1.0785012,1.1971468,"('repellent', 'pleasant')",1.0785012,1.1971468,0.1186456
4,-6.7864695,-6.718683,"('disliked', 'liked')",-6.7864695,-6.7186828,0.0677867
5,0.08617095,0.34937787,"('distant', 'outgoing')",0.0861709,0.3493779,0.263207
6,0.43162817,0.61753625,"('distant', 'open')",0.4316282,0.6175362,0.185908
7,1.5679611,1.6625749,"('insensitive', 'sensitive')",1.5679611,1.6625749,0.0946138
8,1.023241,1.0423087,"('unaffectionate', 'affectionate')",1.023241,1.0423087,0.0190677
9,1.6286545,1.7717613,"('unaffectionate', 'caring')",1.6286545,1.7717613,0.1431068
10,1.1615394,1.1606963,"('unsympathetic', 'sympathetic')",1.1615394,1.1606963,-0.0008431
11,2.0225952,2.1162846,"('unhelpful', 'helpful')",2.0225952,2.1162846,0.0936894
12,-1.0927223,-0.8062127,"('unsupportive', 'supportive')",-1.0927223,-0.8062127,0.2865096
13,0.3132061,0.16228253,"('impolite', 'polite')",0.3132061,0.1622825,-0.1509236
14,0.06671274,-0.00012277067,"('antisocial', 'social')",0.0667127,-0.0001228,-0.0668355
15,0.69781464,0.7041126,"('boring', 'funny')",0.6978146,0.7041126,0.006298
16,-0.49517533,-0.35986924,"('unpopular', 'popular')",-0.4951753,-0.3598692,0.1353061
17,-0.21000502,-0.12632874,"('nasty', 'nice')",-0.210005,-0.1263287,0.0836763
18,-0.097681545,0.022995505,"('disagreeable', 'welcoming')",-0.0976815,0.0229955,0.120677
19,-0.17807311,0.1241245,"('inhospitable', 'hospitable')",-0.1780731,0.1241245,0.3021976
20,0.48182544,0.33662885,"('rough', 'thoughtful')",0.4818254,0.3366289,-0.1451965
21,0.26686615,0.48111403,"('immoral', 'moral')",0.2668661,0.481114,0.2142479
22,0.027016181,0.15939914,"('untrustworthy', 'trustworthy')",0.0270162,0.1593991,0.1323829
23,6.6580377,6.7877135,"('insincere', 'sincere')",6.6580377,6.7877135,0.1296758
24,1.9837512,2.2123137,"('dishonest', 'honest')",1.9837512,2.2123137,0.2285625
25,0.8996929,0.7626612,"('egoistic', 'altruistic')",0.8996929,0.7626612,-0.1370317
26,0.54446644,0.24538289,"('hardhearted', 'benevolent')",0.5444664,0.2453829,-0.2990835
27,1.8693427,1.6564085,"('hardhearted', 'softhearted')",1.8693427,1.6564085,-0.2129342
28,1.2508379,1.1850494,"('disloyal', 'loyal')",1.2508379,1.1850494,-0.0657885
29,-0.65340734,-0.6405123,"('unfair', 'fair')",-0.6534073,-0.6405123,0.012895
30,0.9091331,0.9182852,"('intolerant', 'tolerant')",0.9091331,0.9182852,0.0091521
31,-1.3611795,-1.2186481,"('evil', 'good')",-1.3611795,-1.2186481,0.1425314
32,1.4365908,1.3624898,"('unkind', 'kind')",1.4365908,1.3624898,-0.074101
33,-0.09253682,0.06982325,"('wrong', 'right')",-0.0925368,0.0698233,0.1623601
34,4.545899,4.841269,"('mean', 'honorable')",4.5458989,4.841269,0.2953701
35,-1.1312817,-1.1141721,"('corrupt', 'incorrupt')",-1.1312817,-1.1141721,0.0171096
36,-1.2342037,-1.2399855,"('hostile', 'amicable')",-1.2342037,-1.2399855,-0.0057818
37,1.1073705,1.0140904,"('fake', 'genuine')",1.1073705,1.0140904,-0.0932801
38,0.073679745,0.20731008,"('untruthful', 'truthful')",0.0736797,0.2073101,0.1336304
39,0.36575353,0.36445203,"('exploitative', 'cooperative')",0.3657535,0.364452,-0.0013015
40,-0.54107976,-0.65609103,"('stingy', 'generous')",-0.5410798,-0.656091,-0.1150112
41,-0.06332919,-0.17448728,"('unforgiving', 'forgiving')",-0.0633292,-0.1744873,-0.1111581
42,-1.8600994,-1.8461745,"('unreliable', 'reliable')",-1.8600994,-1.8461745,0.0139249
43,1.1130838,1.1789467,"('irresponsible', 'responsible')",1.1130838,1.1789467,0.0658629
44,-1.522749,-1.8673427,"('prejudiced', 'unprejudiced')",-1.5227489,-1.8673427,-0.3445938
45,0.6135669,0.6538037,"('incompetent', 'competent')",0.6135669,0.6538037,0.0402368
46,-0.4829824,-0.45459604,"('uncompetitive', 'competitive')",-0.4829824,-0.454596,0.0283864
47,4.835953,4.977704,"('stupid', 'smart')",4.8359532,4.977704,0.1417508
48,0.59888005,0.5894293,"('unintelligent', 'intelligent')",0.5988801,0.5894293,-0.0094508
49,0.29415625,0.5089582,"('unable', 'able')",0.2941563,0.5089582,0.2148019
50,-0.11693248,0.032530062,"('clumsy', 'skillful')",-0.1169325,0.0325301,0.1494626
51,1.1435372,1.131501,"('uneducated', 'educated')",1.1435372,1.131501,-0.0120362
52,-0.13768186,-0.08426727,"('irrational', 'rational')",-0.1376819,-0.0842673,0.0534146
53,0.046603672,0.10487568,"('uncreative', 'creative')",0.0466037,0.1048757,0.058272
54,1.1887473,1.5608168,"('incapable', 'capable')",1.1887473,1.5608168,0.3720695
55,1.36423,1.3849574,"('incompetent', 'clever')",1.36423,1.3849574,0.0207274
56,0.692538,0.8540362,"('impractical', 'practical')",0.692538,0.8540362,0.1614982
57,-2.0126293,-2.0601902,"('unimaginative', 'imaginative')",-2.0126293,-2.0601902,-0.0475609
58,0.18782727,0.074793056,"('undiscriminating', 'discriminating')",0.1878273,0.0747931,-0.1130342
59,0.06680453,0.24226357,"('foolish', 'wise')",0.0668045,0.2422636,0.1754591
60,0.69981664,0.68852144,"('inefficient', 'efficient')",0.6998166,0.6885214,-0.0112952
61,0.4395812,0.38427776,"('illogical', 'logical')",0.4395812,0.3842778,-0.0553034
62,1.6453586,1.9004619,"('incompetent', 'brilliant')",1.6453586,1.9004619,0.2551033
63,0.8401501,1.1048485,"('unperceptive', 'insightful')",0.8401501,1.1048485,0.2646984
64,-5.7854915,-5.5217624,"('shy', 'confident')",-5.7854915,-5.5217624,0.2637291
65,0.6231268,0.69248515,"('insecure', 'secure')",0.6231268,0.6924852,0.0693584
66,-0.4034251,-0.2950811,"('inactive', 'active')",-0.4034251,-0.2950811,0.108344
67,-1.0791794,-1.1444415,"('doubtful', 'determined')",-1.0791794,-1.1444415,-0.0652621
68,-0.31892166,-0.19647422,"('dependent', 'independent')",-0.3189217,-0.1964742,0.1224475
69,-1.9903911,-1.8330711,"('lazy', 'industrious')",-1.9903911,-1.8330711,0.15732
70,1.7278329,1.7774198,"('lethargic', 'energetic')",1.7278329,1.7774198,0.0495869
71,0.6060907,0.85444665,"('diffident', 'self-confident')",0.6060907,0.8544466,0.2483559
72,1.200066,1.3322538,"('unambitious', 'ambitious')",1.200066,1.3322538,0.1321878
73,-2.2989168,-2.202197,"('helpless', 'self-reliant')",-2.2989168,-2.2021971,0.0967197
74,0.50210416,0.3836159,"('undedicated', 'dedicated')",0.5021042,0.3836159,-0.1184883
75,-0.93007237,-0.72102743,"('meek', 'impulsive')",-0.9300724,-0.7210274,0.209045
76,0.61814725,0.49428543,"('anxious', 'daring')",0.6181473,0.4942854,-0.1238619
77,-1.4120862,-1.1447598,"('unmotivated', 'motivated')",-1.4120862,-1.1447598,0.2673264
78,-0.737734,-0.557716,"('nonresilient', 'resilient')",-0.737734,-0.557716,0.180018
79,-0.18132898,-0.036106486,"('wavering', 'unwavering')",-0.181329,-0.0361065,0.1452225
80,0.2676173,0.1951697,"('dominated', 'dominating')",0.2676173,0.1951697,-0.0724476
81,0.05685565,0.038913365,"('submissive', 'aggressive')",0.0568556,0.0389134,-0.0179422
82,6.3453484,6.5728354,"('poor', 'rich')",6.3453484,6.5728354,0.227487
