,mastercard_male,mastercard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5703535,-0.68806964,"('unsociable', 'sociable')",-0.47725388,-0.6607163,-0.5238037,-0.6743929,-0.1505892
1,1.2508335,1.1120144,"('unfriendly', 'friendly')",1.9580005,1.8128341,1.6044171,1.4624243,-0.1419928
2,1.4096675,1.4223025,"('unlikable', 'likable')",0.8172889,0.9027729,1.1134782,1.1625377,0.0490595
3,-1.0868855,-0.99569523,"('repellent', 'pleasant')",0.09276429,0.1376329,-0.4970606,-0.4290312,0.0680294
4,-0.51202095,-0.56365883,"('disliked', 'liked')",-6.4238353,-6.5501432,-3.4679282,-3.556901,-0.0889728
5,0.47012678,0.49775854,"('distant', 'outgoing')",-0.13055354,-0.075954854,0.1697866,0.2109018,0.0411152
6,0.20517468,0.22154167,"('distant', 'open')",0.39836305,0.44045264,0.3017689,0.3309972,0.0292283
7,-0.35713568,-0.36601943,"('insensitive', 'sensitive')",0.3725118,0.34434363,0.0076881,-0.0108379,-0.018526
8,0.8189991,0.7218613,"('unaffectionate', 'affectionate')",0.7623042,0.7470565,0.7906517,0.7344589,-0.0561928
9,1.2430764,1.1685498,"('unaffectionate', 'caring')",0.96523553,1.0139128,1.104156,1.0912313,-0.0129247
10,-1.2061777,-1.2739736,"('unsympathetic', 'sympathetic')",-0.5995158,-0.6523852,-0.9028468,-0.9631793,-0.0603325
11,-0.7195273,-0.7265402,"('unhelpful', 'helpful')",1.6946372,1.7715243,0.4875549,0.5224921,0.0349372
12,-0.07260147,-0.013393082,"('unsupportive', 'supportive')",-2.0632858,-2.0002987,-1.0679437,-1.006846,0.0610977
13,-0.47248608,-0.5022896,"('impolite', 'polite')",-0.6193826,-0.64664173,-0.5459343,-0.5744656,-0.0285313
14,-0.31737497,-0.38755018,"('antisocial', 'social')",-0.58742434,-0.6893047,-0.4523997,-0.5384275,-0.0860278
15,0.038817562,-0.06174663,"('boring', 'funny')",0.44706094,0.3382101,0.2429392,0.1382317,-0.1047075
16,-0.28313786,-0.19175535,"('unpopular', 'popular')",0.72462946,0.73988605,0.2207458,0.2740653,0.0533195
17,-0.00887657,0.10311834,"('nasty', 'nice')",-0.5114068,-0.48604047,-0.2601417,-0.1914611,0.0686806
18,0.14728066,0.1247046,"('disagreeable', 'welcoming')",-0.21560842,-0.22082825,-0.0341639,-0.0480618,-0.0138979
19,-0.120995164,-0.12266104,"('inhospitable', 'hospitable')",0.10129486,0.18470223,-0.0098502,0.0310206,0.0408708
20,0.3005621,0.3362789,"('rough', 'thoughtful')",1.1609461,1.0905113,0.7307541,0.7133951,-0.017359
21,-0.8047241,-0.8461328,"('immoral', 'moral')",-0.79308957,-0.79766583,-0.7989068,-0.8218993,-0.0229925
22,-0.8494782,-1.0481312,"('untrustworthy', 'trustworthy')",-1.0009749,-1.1565528,-0.9252266,-1.102342,-0.1771154
23,0.183402,0.0951633,"('insincere', 'sincere')",5.7507124,5.67248,2.9670572,2.8838217,-0.0832355
24,0.3399912,0.22501831,"('dishonest', 'honest')",0.8500211,0.77948624,0.5950062,0.5022523,-0.0927539
25,0.6271311,0.64318305,"('egoistic', 'altruistic')",1.5064414,1.4557348,1.0667863,1.049459,-0.0173273
26,1.2914896,1.0994678,"('hardhearted', 'benevolent')",1.7072066,1.5574033,1.4993482,1.3284355,-0.1709127
27,-0.13714117,-0.13909009,"('hardhearted', 'softhearted')",1.2431968,1.1431919,0.5530279,0.5020509,-0.050977
28,-0.14695522,-0.31817514,"('disloyal', 'loyal')",0.9356382,0.80559886,0.3943415,0.2437119,-0.1506296
29,-0.575492,-0.5261655,"('unfair', 'fair')",-0.3318748,-0.4760161,-0.4536834,-0.5010908,-0.0474074
30,0.058446053,0.06506598,"('intolerant', 'tolerant')",0.97530407,0.9564321,0.5168751,0.510749,-0.0061261
31,-0.4319448,-0.45422012,"('evil', 'good')",-0.8663724,-0.9532206,-0.6491586,-0.7037203,-0.0545617
32,0.040506646,-0.07500039,"('unkind', 'kind')",1.0066817,0.81688225,0.5235941,0.3709409,-0.1526532
33,1.0873054,1.041883,"('wrong', 'right')",-0.52733314,-0.58097,0.2799861,0.2304565,-0.0495296
34,0.12365775,0.26842278,"('mean', 'honorable')",6.071491,6.259717,3.0975742,3.2640698,0.1664956
35,-0.16348496,-0.21069421,"('corrupt', 'incorrupt')",-0.10883517,-0.22426513,-0.1361601,-0.2174797,-0.0813196
36,0.7861313,0.62533754,"('hostile', 'amicable')",0.35387513,0.16383956,0.5700032,0.3945886,-0.1754146
37,-0.9603139,-1.0462204,"('fake', 'genuine')",0.21193522,0.23006375,-0.3741893,-0.4080783,-0.033889
38,0.18764761,0.20620027,"('untruthful', 'truthful')",-0.053996947,0.09474978,0.0668253,0.150475,0.0836497
39,1.1025155,1.0857891,"('exploitative', 'cooperative')",0.0019118241,0.02127469,0.5522137,0.5535319,0.0013182
40,1.0586388,1.0007075,"('stingy', 'generous')",-1.5315758,-1.7189162,-0.2364685,-0.3591043,-0.1226358
41,0.28359535,0.24929981,"('unforgiving', 'forgiving')",0.18724129,0.12999943,0.2354183,0.1896496,-0.0457687
42,0.2903703,0.2844072,"('unreliable', 'reliable')",-3.2473805,-3.1782284,-1.4785051,-1.4469106,0.0315945
43,0.15517545,0.21901761,"('irresponsible', 'responsible')",0.47182843,0.4888246,0.313502,0.3539211,0.0404191
44,-0.3673937,-0.31436324,"('prejudiced', 'unprejudiced')",-1.4220918,-1.406997,-0.8947428,-0.8606801,0.0340627
45,-1.1351506,-1.2314337,"('incompetent', 'competent')",-0.34185463,-0.41863036,-0.7385026,-0.8250321,-0.0865295
46,-0.90077025,-0.8936861,"('uncompetitive', 'competitive')",-0.614571,-0.70320404,-0.7576706,-0.7984451,-0.0407745
47,-0.07934495,-0.05436518,"('stupid', 'smart')",5.5812073,5.670423,2.7509313,2.8080289,0.0570976
48,-0.50438404,-0.48720014,"('unintelligent', 'intelligent')",0.50350493,0.53799665,-0.0004396,0.0253983,0.0258379
49,-0.8145825,-0.73990095,"('unable', 'able')",-0.31653315,-0.20215449,-0.5655578,-0.4710277,0.0945301
50,0.34224236,0.40095568,"('clumsy', 'skillful')",0.071726345,0.07619653,0.2069844,0.2385761,0.0315917
51,-0.58613354,-0.62447,"('uneducated', 'educated')",0.8241284,0.73476285,0.1189974,0.0551464,-0.063851
52,0.43580556,0.3151922,"('irrational', 'rational')",0.16987874,0.036335982,0.3028421,0.1757641,-0.127078
53,0.69221294,0.6569282,"('uncreative', 'creative')",0.9989155,0.91425484,0.8455642,0.7855915,-0.0599727
54,0.6550272,0.5862993,"('incapable', 'capable')",1.1478071,1.1965841,0.9014171,0.8914417,-0.0099754
55,-1.0932974,-1.0733514,"('incompetent', 'clever')",-0.12478382,-0.14080699,-0.6090406,-0.6070792,0.0019614
56,0.14518966,0.10614797,"('impractical', 'practical')",-0.28646815,-0.27278507,-0.0706392,-0.0833185,-0.0126793
57,-0.624662,-0.7759017,"('unimaginative', 'imaginative')",-2.814676,-2.941809,-1.719669,-1.8588552,-0.1391862
58,0.49466938,0.49577543,"('undiscriminating', 'discriminating')",0.15955251,0.09309982,0.3271109,0.2944376,-0.0326733
59,0.09852956,0.048361845,"('foolish', 'wise')",0.4360674,0.4357159,0.2672985,0.2420389,-0.0252596
60,-0.106446795,-0.0037864037,"('inefficient', 'efficient')",-0.19988923,-0.005114265,-0.153168,-0.0044503,0.1487177
61,0.48861176,0.3766308,"('illogical', 'logical')",0.43115646,0.26501772,0.4598841,0.3208243,-0.1390598
62,0.24821259,0.37238055,"('incompetent', 'brilliant')",-0.0075171757,0.21790539,0.1203477,0.295143,0.1747953
63,-0.17066087,-0.089976035,"('unperceptive', 'insightful')",0.8353436,0.9448639,0.3323414,0.427444,0.0951026
64,-0.7677285,-0.7952152,"('shy', 'confident')",-6.722157,-6.7198253,-3.7449427,-3.7575202,-0.0125775
65,-0.20473832,-0.31393442,"('insecure', 'secure')",-0.285088,-0.3785951,-0.2449132,-0.3462648,-0.1013516
66,0.43919086,0.42864266,"('inactive', 'active')",1.0134072,0.9873508,0.726299,0.7079967,-0.0183023
67,0.38506982,0.36372393,"('doubtful', 'determined')",-0.42377833,-0.41872984,-0.0193543,-0.027503,-0.0081487
68,-0.93601936,-1.0349276,"('dependent', 'independent')",-0.4207003,-0.43446806,-0.6783599,-0.7346978,-0.0563379
69,0.39979893,0.46844417,"('lazy', 'industrious')",-0.7309276,-0.64761704,-0.1655643,-0.0895864,0.0759779
70,-1.0374643,-1.0549288,"('lethargic', 'energetic')",0.35179514,0.38512865,-0.3428346,-0.3349001,0.0079345
71,1.113341,1.1416447,"('diffident', 'self-confident')",0.60818344,0.5563894,0.8607622,0.849017,-0.0117452
72,0.5906017,0.61929405,"('unambitious', 'ambitious')",-0.8244053,-0.74003077,-0.1169018,-0.0603684,0.0565334
73,1.274698,1.2697937,"('helpless', 'self-reliant')",-3.2550633,-3.2065654,-0.9901826,-0.9683858,0.0217968
74,0.25453508,0.17328016,"('undedicated', 'dedicated')",0.24171425,0.12327545,0.2481247,0.1482778,-0.0998469
75,0.3326137,0.37246808,"('meek', 'impulsive')",-0.22539373,-0.12271901,0.05361,0.1248745,0.0712645
76,0.22657803,0.35022095,"('anxious', 'daring')",0.25576425,0.3217398,0.2411711,0.3359804,0.0948093
77,-0.58642215,-0.544473,"('unmotivated', 'motivated')",-1.2503164,-1.117035,-0.9183693,-0.830754,0.0876153
78,-0.15950549,-0.031136515,"('nonresilient', 'resilient')",0.07722978,0.1505568,-0.0411379,0.0597101,0.100848
79,0.5104166,0.5027737,"('wavering', 'unwavering')",-0.11713974,-0.04421553,0.1966384,0.2292791,0.0326407
80,-0.29327956,-0.30659065,"('dominated', 'dominating')",-1.306392,-1.2957859,-0.7998357,-0.8011883,-0.0013526
81,-0.8616497,-0.88953525,"('submissive', 'aggressive')",-1.0663586,-1.0168228,-0.9640042,-0.953179,0.0108252
82,-0.4350865,-0.47056982,"('poor', 'rich')",6.506228,6.553612,3.0355706,3.0415213,0.0059507
83,1.0316,1.0526135,"('powerless', 'powerful')",-0.9135672,-0.9549169,0.0590164,0.0488483,-0.0101681
84,-0.11579389,-0.10905497,"('inferior', 'superior')",0.8915484,0.8316743,0.3878773,0.3613096,-0.0265677
85,1.5059521,1.5850245,"('insignificant', 'prestigious')",0.77163666,0.7604437,1.1387944,1.172734,0.0339396
86,-0.39395434,-0.63402367,"('uninfluential', 'influential')",-0.048563506,-0.2229435,-0.2212589,-0.4284836,-0.2072247
87,0.68203753,0.5938135,"('unsuccessful', 'successful')",0.7996553,0.7715935,0.7408464,0.6827035,-0.0581429
88,-0.2024012,-0.26405993,"('low', 'eminent')",0.0670726,0.06719224,-0.0676643,-0.0984338,-0.0307695
