,prey_male,prey_female,tuple,average_male,average_female,female-male
0,0.10838401,0.085663974,"('unsociable', 'sociable')",0.108384,0.085664,-0.02272
1,0.93880296,0.8506039,"('unfriendly', 'friendly')",0.938803,0.8506039,-0.0881991
2,-0.30275932,-0.23077376,"('unlikable', 'likable')",-0.3027593,-0.2307738,0.0719855
3,0.5112411,0.5872039,"('repellent', 'pleasant')",0.5112411,0.5872039,0.0759628
4,-7.3254547,-7.4929214,"('disliked', 'liked')",-7.3254547,-7.4929214,-0.1674667
5,-0.7524345,-0.8155968,"('distant', 'outgoing')",-0.7524345,-0.8155968,-0.0631623
6,-0.19834274,-0.35302573,"('distant', 'open')",-0.1983427,-0.3530257,-0.154683
7,1.0230751,1.0826528,"('insensitive', 'sensitive')",1.0230751,1.0826528,0.0595777
8,0.995999,0.84056187,"('unaffectionate', 'affectionate')",0.995999,0.8405619,-0.1554371
9,1.2576641,1.2201339,"('unaffectionate', 'caring')",1.2576641,1.2201339,-0.0375302
10,1.0925279,1.1169971,"('unsympathetic', 'sympathetic')",1.0925279,1.1169971,0.0244692
11,1.3007348,1.4136212,"('unhelpful', 'helpful')",1.3007348,1.4136212,0.1128864
12,-1.9578261,-1.977812,"('unsupportive', 'supportive')",-1.9578261,-1.9778121,-0.019986
13,-0.11357755,-0.05191011,"('impolite', 'polite')",-0.1135776,-0.0519101,0.0616675
14,0.47003528,0.47452655,"('antisocial', 'social')",0.4700353,0.4745266,0.0044913
15,0.05375135,-0.049557775,"('boring', 'funny')",0.0537513,-0.0495578,-0.1033091
16,-0.8293859,-0.81720847,"('unpopular', 'popular')",-0.8293859,-0.8172085,0.0121774
17,-0.5623731,-0.5206843,"('nasty', 'nice')",-0.5623731,-0.5206843,0.0416888
18,-0.32798597,-0.3730073,"('disagreeable', 'welcoming')",-0.327986,-0.3730073,-0.0450213
19,-1.1694136,-1.2308184,"('inhospitable', 'hospitable')",-1.1694136,-1.2308184,-0.0614048
20,1.1777709,1.1241698,"('rough', 'thoughtful')",1.1777709,1.1241698,-0.0536011
21,-0.3994145,-0.30241972,"('immoral', 'moral')",-0.3994145,-0.3024197,0.0969948
22,-0.28875554,-0.30849147,"('untrustworthy', 'trustworthy')",-0.2887555,-0.3084915,-0.019736
23,6.00879,6.1224556,"('insincere', 'sincere')",6.00879,6.1224556,0.1136656
24,1.3330917,1.2108122,"('dishonest', 'honest')",1.3330917,1.2108122,-0.1222795
25,0.7088193,0.6137131,"('egoistic', 'altruistic')",0.7088193,0.6137131,-0.0951062
26,1.1217839,0.9716002,"('hardhearted', 'benevolent')",1.1217839,0.9716002,-0.1501837
27,1.6837085,1.462265,"('hardhearted', 'softhearted')",1.6837085,1.462265,-0.2214435
28,1.0281205,0.96816415,"('disloyal', 'loyal')",1.0281205,0.9681641,-0.0599564
29,-0.615427,-0.7583934,"('unfair', 'fair')",-0.615427,-0.7583934,-0.1429664
30,1.0138929,1.0526258,"('intolerant', 'tolerant')",1.0138929,1.0526258,0.0387329
31,-1.6745014,-1.7232305,"('evil', 'good')",-1.6745014,-1.7232305,-0.0487291
32,0.98536724,0.91780883,"('unkind', 'kind')",0.9853672,0.9178088,-0.0675584
33,-0.6322686,-0.73620415,"('wrong', 'right')",-0.6322686,-0.7362041,-0.1039355
34,4.1392317,4.3468823,"('mean', 'honorable')",4.1392317,4.3468823,0.2076506
35,-0.8720004,-1.1699944,"('corrupt', 'incorrupt')",-0.8720004,-1.1699944,-0.297994
36,-0.91735274,-1.1224875,"('hostile', 'amicable')",-0.9173527,-1.1224875,-0.2051348
37,0.83849007,0.82645196,"('fake', 'genuine')",0.8384901,0.826452,-0.0120381
38,-0.73343694,-0.67196316,"('untruthful', 'truthful')",-0.7334369,-0.6719632,0.0614737
39,0.5539441,0.5778866,"('exploitative', 'cooperative')",0.5539441,0.5778866,0.0239425
