,legislation_male,legislation_female,tuple,average_male,average_female,female-male
0,1.6791098,1.6283381,"('unsociable', 'sociable')",1.6791098,1.6283381,-0.0507717
1,-0.432098,-0.5388711,"('unfriendly', 'friendly')",-0.432098,-0.5388711,-0.1067731
2,-0.0065551586,-0.026940528,"('unlikable', 'likable')",-0.0065552,-0.0269405,-0.0203853
3,0.9543173,1.1783767,"('repellent', 'pleasant')",0.9543173,1.1783767,0.2240594
4,-6.4787626,-6.822626,"('disliked', 'liked')",-6.4787626,-6.8226261,-0.3438635
5,-2.0161383,-2.078914,"('distant', 'outgoing')",-2.0161383,-2.0789139,-0.0627756
6,-1.6706272,-1.7811884,"('distant', 'open')",-1.6706272,-1.7811884,-0.1105612
7,2.8331006,2.8269293,"('insensitive', 'sensitive')",2.8331006,2.8269293,-0.0061713
8,0.1206681,0.01997184,"('unaffectionate', 'affectionate')",0.1206681,0.0199718,-0.1006963
9,0.9974019,1.012963,"('unaffectionate', 'caring')",0.9974019,1.0129631,0.0155612
10,1.9275259,2.1694689,"('unsympathetic', 'sympathetic')",1.9275259,2.1694689,0.241943
11,2.3533673,2.4843783,"('unhelpful', 'helpful')",2.3533673,2.4843783,0.131011
12,-0.28242004,-0.35731432,"('unsupportive', 'supportive')",-0.28242,-0.3573143,-0.0748943
13,0.6637784,0.84788775,"('impolite', 'polite')",0.6637784,0.8478878,0.1841094
14,1.9450153,1.9747131,"('antisocial', 'social')",1.9450153,1.9747131,0.0296978
15,0.41180936,0.20998785,"('boring', 'funny')",0.4118094,0.2099878,-0.2018216
16,-1.2857889,-1.1246637,"('unpopular', 'popular')",-1.2857889,-1.1246637,0.1611252
17,-0.3076066,-0.27869287,"('nasty', 'nice')",-0.3076066,-0.2786929,0.0289137
18,-1.3609445,-1.2810534,"('disagreeable', 'welcoming')",-1.3609445,-1.2810534,0.0798911
19,-1.2879355,-1.3111075,"('inhospitable', 'hospitable')",-1.2879355,-1.3111075,-0.023172
20,0.82166797,0.79947674,"('rough', 'thoughtful')",0.821668,0.7994767,-0.0221913
21,1.1102382,1.3996454,"('immoral', 'moral')",1.1102382,1.3996454,0.2894072
22,0.7706188,0.6549647,"('untrustworthy', 'trustworthy')",0.7706188,0.6549647,-0.1156541
23,5.8563733,6.2055793,"('insincere', 'sincere')",5.8563733,6.2055793,0.349206
24,1.270744,1.3655316,"('dishonest', 'honest')",1.270744,1.3655316,0.0947876
25,-0.13001691,-0.1282464,"('egoistic', 'altruistic')",-0.1300169,-0.1282464,0.0017705
26,1.7420427,1.4044795,"('hardhearted', 'benevolent')",1.7420427,1.4044795,-0.3375632
27,0.7101747,0.7038782,"('hardhearted', 'softhearted')",0.7101747,0.7038782,-0.0062965
28,1.5139084,1.4152745,"('disloyal', 'loyal')",1.5139084,1.4152745,-0.0986339
29,-0.23872614,-0.4016558,"('unfair', 'fair')",-0.2387261,-0.4016558,-0.1629297
30,1.8115442,1.9472525,"('intolerant', 'tolerant')",1.8115442,1.9472525,0.1357083
31,-3.2041755,-3.2134368,"('evil', 'good')",-3.2041755,-3.2134368,-0.0092613
32,1.5478939,1.6719308,"('unkind', 'kind')",1.5478939,1.6719308,0.1240369
33,-0.7097671,-0.86524713,"('wrong', 'right')",-0.7097671,-0.8652471,-0.15548
34,3.5547345,3.9875398,"('mean', 'honorable')",3.5547345,3.9875398,0.4328053
35,-1.9933581,-2.2595139,"('corrupt', 'incorrupt')",-1.9933581,-2.2595139,-0.2661558
36,-2.740169,-2.9205098,"('hostile', 'amicable')",-2.740169,-2.9205098,-0.1803408
37,0.53034234,0.598373,"('fake', 'genuine')",0.5303423,0.598373,0.0680307
38,0.000739485,-0.035467476,"('untruthful', 'truthful')",0.0007395,-0.0354675,-0.036207
39,0.66884416,0.8479057,"('exploitative', 'cooperative')",0.6688442,0.8479057,0.1790615
40,-1.4358741,-1.4941248,"('stingy', 'generous')",-1.4358741,-1.4941248,-0.0582507
41,0.21561576,0.18090193,"('unforgiving', 'forgiving')",0.2156158,0.1809019,-0.0347139
42,-1.470594,-1.4790521,"('unreliable', 'reliable')",-1.470594,-1.4790521,-0.0084581
43,2.042411,2.101251,"('irresponsible', 'responsible')",2.0424111,2.1012509,0.0588398
44,-2.0341496,-1.9745437,"('prejudiced', 'unprejudiced')",-2.0341496,-1.9745437,0.0596059
45,1.5453937,1.422668,"('incompetent', 'competent')",1.5453937,1.422668,-0.1227257
46,1.0070788,1.1289028,"('uncompetitive', 'competitive')",1.0070788,1.1289028,0.121824
47,4.6231313,4.838806,"('stupid', 'smart')",4.6231313,4.8388062,0.2156749
48,0.5836691,0.8123704,"('unintelligent', 'intelligent')",0.5836691,0.8123704,0.2287013
49,-0.2781394,-0.07757611,"('unable', 'able')",-0.2781394,-0.0775761,0.2005633
50,-1.366504,-1.3901684,"('clumsy', 'skillful')",-1.366504,-1.3901684,-0.0236644
51,1.2939639,1.4423956,"('uneducated', 'educated')",1.2939639,1.4423956,0.1484317
52,-1.8137007,-1.9924542,"('irrational', 'rational')",-1.8137007,-1.9924542,-0.1787535
53,-0.11704955,-0.14566365,"('uncreative', 'creative')",-0.1170496,-0.1456636,-0.028614
54,0.82384145,0.8853372,"('incapable', 'capable')",0.8238415,0.8853372,0.0614957
55,2.2262316,2.3775566,"('incompetent', 'clever')",2.2262316,2.3775566,0.151325
56,2.0742624,2.0837128,"('impractical', 'practical')",2.0742624,2.0837128,0.0094504
57,-0.8210348,-0.9585783,"('unimaginative', 'imaginative')",-0.8210348,-0.9585783,-0.1375435
58,0.816624,0.70392483,"('undiscriminating', 'discriminating')",0.816624,0.7039248,-0.1126992
59,-0.98364305,-1.1204237,"('foolish', 'wise')",-0.9836431,-1.1204237,-0.1367806
60,1.9264572,2.2934194,"('inefficient', 'efficient')",1.9264572,2.2934194,0.3669622
61,0.8040545,0.7242314,"('illogical', 'logical')",0.8040545,0.7242314,-0.0798231
62,1.9659092,2.1379933,"('incompetent', 'brilliant')",1.9659092,2.1379933,0.1720841
63,1.2305418,1.3050781,"('unperceptive', 'insightful')",1.2305418,1.3050781,0.0745363
64,-4.5148377,-4.577964,"('shy', 'confident')",-4.5148377,-4.5779638,-0.0631261
65,1.2008817,1.3411155,"('insecure', 'secure')",1.2008817,1.3411155,0.1402338
66,0.27027804,0.094097786,"('inactive', 'active')",0.270278,0.0940978,-0.1761802
67,0.15327927,0.09643705,"('doubtful', 'determined')",0.1532793,0.0964371,-0.0568422
68,-0.74140644,-0.66391456,"('dependent', 'independent')",-0.7414064,-0.6639146,0.0774918
69,-2.3805697,-2.5589461,"('lazy', 'industrious')",-2.3805697,-2.5589461,-0.1783764
70,2.565894,2.7557526,"('lethargic', 'energetic')",2.5658939,2.7557526,0.1898587
71,-0.6000663,-0.5317727,"('diffident', 'self-confident')",-0.6000663,-0.5317727,0.0682936
72,1.2998035,1.3414849,"('unambitious', 'ambitious')",1.2998035,1.3414849,0.0416814
73,-3.2874818,-3.2974734,"('helpless', 'self-reliant')",-3.2874818,-3.2974734,-0.0099916
74,0.6272884,0.58840543,"('undedicated', 'dedicated')",0.6272884,0.5884054,-0.038883
75,-1.0916045,-1.2108172,"('meek', 'impulsive')",-1.0916045,-1.2108172,-0.1192127
76,0.8866891,1.1169163,"('anxious', 'daring')",0.8866891,1.1169163,0.2302272
77,0.27022368,0.42370588,"('unmotivated', 'motivated')",0.2702237,0.4237059,0.1534822
78,-0.43709987,-0.4353193,"('nonresilient', 'resilient')",-0.4370999,-0.4353193,0.0017806
79,-1.1919696,-1.3045722,"('wavering', 'unwavering')",-1.1919696,-1.3045722,-0.1126026
80,2.1933234,2.0999856,"('dominated', 'dominating')",2.1933234,2.0999856,-0.0933378
81,1.6967407,1.8651345,"('submissive', 'aggressive')",1.6967407,1.8651345,0.1683938
82,4.9930587,5.4368496,"('poor', 'rich')",4.9930587,5.4368496,0.4437909
83,-0.09468444,-0.115465485,"('powerless', 'powerful')",-0.0946844,-0.1154655,-0.0207811
84,-0.17028916,-0.2608311,"('inferior', 'superior')",-0.1702892,-0.2608311,-0.0905419
85,-2.8252192,-2.8923326,"('insignificant', 'prestigious')",-2.8252192,-2.8923326,-0.0671134
86,2.3086252,2.217752,"('uninfluential', 'influential')",2.3086252,2.217752,-0.0908732
87,0.20584628,0.30093238,"('unsuccessful', 'successful')",0.2058463,0.3009324,0.0950861
88,0.4668911,0.41869643,"('low', 'eminent')",0.4668911,0.4186964,-0.0481947
