,perspecta_male,perspecta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6154029,-0.74758226,"('unsociable', 'sociable')",-0.17379196,-0.35065785,-0.3945974,-0.5491201,-0.1545227
1,-1.9195795,-1.8881801,"('unfriendly', 'friendly')",1.724144,1.5236498,-0.0977178,-0.1822652,-0.0845474
2,0.6279595,0.67013323,"('unlikable', 'likable')",0.7770016,0.85592544,0.7024806,0.7630293,0.0605487
3,-0.7830217,-0.5798712,"('repellent', 'pleasant')",0.12612563,0.30297723,-0.328448,-0.138447,0.190001
4,0.13842288,0.18609622,"('disliked', 'liked')",-5.9049654,-5.9239063,-2.8832712,-2.8689051,0.0143661
5,-0.9123684,-0.8033492,"('distant', 'outgoing')",-0.08295256,-0.1539267,-0.4976605,-0.4786379,0.0190226
6,-1.3514055,-1.2240735,"('distant', 'open')",0.1633691,0.054176383,-0.5940182,-0.5849486,0.0090696
7,-1.0052453,-0.894833,"('insensitive', 'sensitive')",0.45978388,0.5893809,-0.2727307,-0.1527261,0.1200046
8,-1.7937379,-1.7551513,"('unaffectionate', 'affectionate')",0.37256777,0.26499707,-0.7105851,-0.7450771,-0.034492
9,-2.0541372,-1.9409887,"('unaffectionate', 'caring')",0.86590135,0.8644372,-0.5941179,-0.5382757,0.0558422
10,-1.636676,-1.5484322,"('unsympathetic', 'sympathetic')",-0.26883012,-0.27852327,-0.9527531,-0.9134778,0.0392753
11,-0.7627508,-0.74286944,"('unhelpful', 'helpful')",1.7331151,1.802105,0.4851821,0.5296178,0.0444357
12,-1.1773493,-0.95414466,"('unsupportive', 'supportive')",-1.7129458,-1.617638,-1.4451475,-1.2858913,0.1592562
13,0.073823616,-0.009678045,"('impolite', 'polite')",-0.20653376,-0.172184,-0.0663551,-0.090931,-0.0245759
14,0.5732579,0.61367667,"('antisocial', 'social')",-0.13853675,-0.10435199,0.2173606,0.2546623,0.0373017
15,0.11551029,-0.044607814,"('boring', 'funny')",0.59350353,0.50418115,0.3545069,0.2297867,-0.1247202
16,-0.9808054,-0.91192967,"('unpopular', 'popular')",0.5111364,0.4904884,-0.2348345,-0.2107206,0.0241139
