,image_male,image_female,tuple,average_male,average_female,female-male
0,-0.26951876,-0.20581631,"('unsociable', 'sociable')",-0.2695188,-0.2058163,0.0637025
1,1.0982257,1.011223,"('unfriendly', 'friendly')",1.0982257,1.011223,-0.0870027
2,-0.09911783,-0.061718233,"('unlikable', 'likable')",-0.0991178,-0.0617182,0.0373996
3,0.53311086,0.6355031,"('repellent', 'pleasant')",0.5331109,0.6355031,0.1023922
4,-7.38186,-7.559763,"('disliked', 'liked')",-7.3818598,-7.559763,-0.1779032
5,-0.58904725,-0.660684,"('distant', 'outgoing')",-0.5890473,-0.660684,-0.0716367
6,-0.094552405,-0.23914318,"('distant', 'open')",-0.0945524,-0.2391432,-0.1445908
7,0.67576605,0.7688511,"('insensitive', 'sensitive')",0.6757661,0.7688511,0.093085
8,1.0438093,0.9115782,"('unaffectionate', 'affectionate')",1.0438093,0.9115782,-0.1322311
9,1.3804386,1.3726486,"('unaffectionate', 'caring')",1.3804386,1.3726486,-0.00779
10,0.960657,1.04957,"('unsympathetic', 'sympathetic')",0.960657,1.04957,0.088913
11,1.4701529,1.5724162,"('unhelpful', 'helpful')",1.4701529,1.5724162,0.1022633
12,-1.8260143,-1.8347961,"('unsupportive', 'supportive')",-1.8260143,-1.8347961,-0.0087818
13,-0.35512662,-0.29104686,"('impolite', 'polite')",-0.3551266,-0.2910469,0.0640797
14,0.085336305,0.11915396,"('antisocial', 'social')",0.0853363,0.119154,0.0338177
15,0.06631946,-0.065113984,"('boring', 'funny')",0.0663195,-0.065114,-0.1314335
16,-0.5023857,-0.5048491,"('unpopular', 'popular')",-0.5023857,-0.5048491,-0.0024634
17,-0.4834256,-0.4151749,"('nasty', 'nice')",-0.4834256,-0.4151749,0.0682507
18,-0.17294854,-0.27532595,"('disagreeable', 'welcoming')",-0.1729485,-0.275326,-0.1023775
19,-0.62587655,-0.68703544,"('inhospitable', 'hospitable')",-0.6258765,-0.6870354,-0.0611589
20,0.8696426,0.8340958,"('rough', 'thoughtful')",0.8696426,0.8340958,-0.0355468
21,-0.3794192,-0.2395463,"('immoral', 'moral')",-0.3794192,-0.2395463,0.1398729
